Wavelength,HS_AAB_P3_750_5_5_H_S1_I1,HS_AAB_P3_750_5_5_H_S1_I2,HS_AAB_P3_750_5_5_H_S1_I3,HS_AAB_P3_750_5_5_H_S1_I4,HS_AAB_P3_750_5_5_H_S1_I5
341.6070517,18.99395022,-35.06395224,-31.31792919,-51.18592284,6.202307386
346.7134786,-22.06001637,8.946580727,10.52832703,3.503880258,117.2666961
351.8120798,-16.31604118,25.43035549,13.57425866,34.83077886,-23.21206204
356.9028684,20.55360087,41.81978586,14.59128887,62.01800899,36.92513897
361.9858576,45.34491541,69.73065087,42.09158658,11.63498709,84.54370188
367.0610602,56.79161712,88.82079412,68.68514393,-40.07929686,110.1019476
372.1284892,85.26335303,103.5119246,90.65384409,12.99150003,213.4728518
377.1881577,123.9041855,113.3497095,127.4848445,44.37806031,113.7907314
382.2400784,119.9518305,81.84715326,137.437993,48.13864397,152.6167312
387.2842644,53.39355908,11.60639489,72.49208671,29.73909393,173.5024164
392.3207284,-14.84032905,-14.5504026,-6.524087316,-53.11634873,-97.24530394
397.3494833,-22.19808784,44.67423309,-17.25009909,-21.15905127,-8.041959681
402.370542,6.863427058,96.86185075,7.316486489,63.23823661,169.556077
407.3839172,18.89743491,64.16998804,7.446106237,19.71066086,30.57659059
412.3896217,19.35305622,8.099295238,8.196821506,-20.78615894,39.98300742
417.3876683,36.46383973,11.90819575,40.80976853,-26.18588979,32.96636767
422.3780697,70.15358703,70.19077485,75.88009096,-35.518934,28.09189633
427.3608386,119.5702612,131.7950897,91.08678215,15.35734246,147.3262998
432.3359876,182.9645305,171.6632403,101.9477249,103.8941342,97.46379574
437.3035295,214.9889327,188.1688731,104.3370117,122.842456,121.5597572
442.2634769,167.0648347,169.8727796,80.80775289,31.368954,126.7606068
447.2158423,69.47615279,104.4079902,48.56985536,-15.27068251,102.0393184
452.1606383,1.531317967,9.599573046,20.11659231,16.83006808,129.2282836
457.0978776,-1.808617551,-32.13296005,-14.75775632,-14.03639684,-57.47739073
462.0275727,34.60896321,48.67212783,-30.03901188,-42.74061768,-1.675657775
466.9497361,76.02783791,165.6044037,17.39639028,-0.624189849,207.7517784
471.8643802,108.0897379,197.3021658,114.2760609,35.50600453,191.1280076
476.7715176,127.2420352,177.2602122,194.6576612,41.23339865,178.1288086
481.6711608,126.7587965,170.1051216,203.7673412,34.89270032,119.970429
486.5633221,105.6401456,159.5053146,143.9778858,-5.886164474,72.16565126
491.448014,80.67835818,146.4320883,67.16602862,-50.20965898,81.5866747
496.3252488,71.47956991,158.5998951,39.19984748,16.39826808,92.31886602
501.195039,73.73474215,185.8581939,81.42653597,124.893774,139.0721865
506.0573969,60.61702396,180.493358,120.1034478,127.9211865,111.2048973
510.9123349,17.43415613,97.26519791,75.93900524,46.77732096,-8.25039189
515.7598651,-27.12690431,-5.317658471,-0.613026882,-46.33286199,-33.1412654
520.6,-23.41917665,6.459388575,-4.877011259,-43.54304502,17.27026956
525.4327518,35.63877081,129.9444893,65.72220198,66.63977314,-10.76758149
530.2581327,102.4048241,230.4282365,140.2907381,138.3120035,10.60125357
535.076155,132.7569164,244.3388109,177.7250032,149.1125272,26.38979711
539.8868309,120.2970223,209.0580277,172.5189595,147.2489149,20.30819466
544.6901726,80.03058464,173.6098798,124.8376677,116.7401731,32.1523787
549.4861922,35.19819747,155.2173268,50.49364423,80.05554154,2.557076934
554.2749019,7.778998666,135.7418224,-3.932188173,35.03920144,57.95908751
559.0563139,2.891108759,113.504921,7.280779707,9.337768208,-21.30084131
563.8304402,13.75710227,121.2458356,71.0055952,94.95973082,-33.21452072
568.597293,31.69819993,142.9805073,117.1623121,176.9436895,142.384977
573.3568844,41.41494349,120.5305818,103.9334454,108.0746869,65.91013875
578.1092263,31.6086506,61.76886057,64.58567981,-11.68841843,10.09442744
582.8543308,12.24679433,18.07869794,40.04014153,-51.01218552,34.33843679
587.5922101,1.878465967,0.053531959,20.56041843,-16.13094639,83.73479611
592.322876,2.482675072,3.585223296,-4.528176129,-2.505698613,166.5655252
597.0463405,0.43855664,42.09071439,5.9497774,-1.304159073,64.06706017
601.7626157,-9.567441932,96.9437467,72.38585915,41.9097124,99.8349523
606.4717135,-13.31503909,98.68601705,109.9630342,45.04288081,218.4352022
611.1736458,1.000699041,21.98457735,48.40819197,12.27573003,82.81633911
615.8684246,18.60200289,-46.6777577,-28.97860245,9.697160152,-47.5480022
620.5560617,15.07566818,-28.75525799,-26.8003964,-1.440275403,84.10331745
625.2365691,-8.070333361,21.49970245,8.363088659,-20.74946038,136.5578626
629.9099585,-23.20334871,18.63816039,11.06145388,-26.75511996,-25.8781567
634.5762419,-4.396579163,-3.122991854,15.99029637,-23.70141093,17.76795071
639.2354312,49.32540905,50.16977788,66.00909874,27.00733555,159.0464929
643.887538,101.9208502,153.9138917,122.585479,110.2092772,203.837896
648.5325743,106.0604377,173.0295588,130.0110335,139.3353702,194.4064598
653.1705518,65.74652747,89.12204973,101.840736,96.43521422,167.5407523
657.8014823,41.90692857,45.13965985,85.22519331,16.37037561,119.4699832
662.4253775,70.79632454,103.0903678,82.18034174,-0.872921095,-17.75604006
667.0422493,121.4651091,164.1684886,71.40040684,86.13179419,9.463765367
671.6521092,152.6656729,158.7327496,73.51364314,104.949204,85.97221718
676.2549691,154.1369257,121.9832565,106.698769,79.9436772,29.78762694
680.8508407,119.3900473,79.46576225,112.8930872,139.5031986,40.74484886
685.4397355,49.76142312,21.77913078,50.17859876,87.9203982,-8.518097136
690.0216654,-9.251133189,-20.15409681,-6.093235894,-47.24597448,-72.38049312
694.5966419,-12.35846969,-5.100440468,12.51831869,-13.66344434,1.502262674
699.1646767,18.33903389,44.56758722,55.71719482,102.2945343,25.43156249
703.7257814,36.91697469,79.51668103,70.79007862,164.7207605,34.60222135
708.2799676,38.87101598,91.91628216,81.45388086,130.3929164,65.35786964
712.827247,33.90026285,102.9224321,89.89087682,35.88796446,56.23226681
717.367631,19.90421701,104.6144693,56.34427574,18.75253299,84.96617558
721.9011314,7.693693792,64.85484053,5.930438532,43.49485038,30.98764777
726.4277595,6.886585928,7.510315702,7.231371877,22.07710826,-19.70712559
730.9475271,5.04021518,-6.21556857,44.30596632,-41.40854939,20.10932265
735.4604456,9.353060202,8.995435542,65.69933464,-63.60128658,-38.51653064
739.9665264,49.54030438,6.849738686,99.89689783,22.19870218,-8.269646217
744.4657813,107.3166895,15.44966114,158.7749919,92.51349196,107.7266052
748.9582215,117.153242,49.91221327,155.9049745,89.96604712,89.93164989
753.4438587,52.8065017,43.83969098,57.38360547,60.21994203,68.73577601
757.9227042,-31.66838003,-15.99566039,-29.03776258,-7.58929014,18.79235364
762.3947696,-51.49878784,-47.75704327,-2.074437276,-21.38942394,-32.96662396
766.8600662,19.77537354,-22.58583417,103.24775,70.49786279,80.70213304
771.3186056,117.0448993,6.825117669,189.252507,91.27426388,123.3274223
775.770399,156.2200831,21.04707965,210.0900473,15.63688674,71.07783962
780.215458,117.6845507,25.25489004,154.9994866,40.41125188,164.8208799
784.6537939,48.15559889,-0.580788118,41.88270395,40.81009841,137.8405161
789.0854181,13.73955503,-20.59656752,-22.04693994,-74.12464182,-45.24039453
793.510342,37.97322725,19.32723373,43.3582218,19.12064849,3.865645041
797.9285769,70.76618115,49.23862684,127.4938928,172.9583636,92.58509203
802.3401342,55.20418155,6.663955795,97.82430054,42.5078807,7.377597968
806.7450253,9.654848865,-23.07305881,18.69889023,-60.95510987,-14.5641216
811.1432614,-4.878762501,4.185482178,0.923167595,16.82240381,19.40477257
815.5348538,28.13886129,15.89515267,15.48499602,19.31890411,26.83231043
819.9198139,69.80369104,3.6098553,9.73351563,-34.632948,30.0216013
824.2981531,81.078416,26.5680274,15.16460821,2.788238376,12.24082816
828.6698824,57.59937485,66.37098977,41.61422415,84.84335424,30.74615561
833.0350133,20.45429785,54.16598255,41.94423321,72.91077923,23.68531006
837.393557,-4.277846053,2.82069622,20.61147128,5.718781323,-45.27733333
841.7455248,-3.790971115,-7.605812877,12.13612217,45.96984351,-41.9451452
846.0909278,10.53695253,28.57531156,-9.207018721,111.1943829,14.32574057
850.4297774,15.62763146,26.32800893,-44.45373087,33.32914058,8.858574112
854.7620848,2.411476162,-35.79802484,-20.20882184,-74.84066191,-21.86975092
859.0878611,-17.50573855,-64.45513537,52.83140087,-49.18457903,-10.10404348
863.4071176,-26.90006547,-7.390172938,64.47047936,2.589126154,-3.770437946
867.7198655,-17.0841786,67.67551348,7.40042172,-14.79798716,-8.954209032
872.026116,12.53448372,101.102652,-20.44316438,34.77826344,31.45329357
876.3258802,62.74788728,118.1309676,12.37963038,102.6428154,19.80176804
880.6191693,123.4704866,149.1341941,68.45271892,65.71123398,-38.65642076
884.9059946,151.6753715,162.5301721,109.2741088,40.64767378,78.98043964
889.186367,108.0926401,107.1983737,101.5978002,0.86036843,117.0723508
893.4602979,33.32941528,20.95909998,64.25969257,-60.22734186,-6.353386946
897.7277982,20.51502683,12.58063775,44.33941443,-19.21938368,53.22815228
901.9888793,92.02261342,90.28755717,25.32719207,13.67701209,19.81262345
906.2435521,168.7623232,149.1498485,3.777773684,10.21785986,-44.98129042
910.4918277,175.816831,144.0080907,38.93717461,39.37826404,34.7109545
914.7337174,128.4792789,132.6301907,105.2519293,43.18102849,-3.860267739
918.9692321,100.6318023,157.1668343,112.6665256,2.430854146,18.1326551
923.1983831,130.0411796,185.0581522,87.06414536,-30.37375466,69.47550606
927.4211813,172.8221365,169.8421365,94.04426282,23.93101475,108.4690024
931.6376378,161.0526739,123.1990765,100.340318,71.65086141,170.3293028
935.8477637,87.92235292,101.6434217,93.60643125,2.14511601,63.02987454
940.0515701,9.07460985,107.0346796,119.2808613,-32.20378248,-0.140789017
944.249068,-21.09643528,72.88431487,131.2480021,29.51126152,30.66255072
948.4402684,10.35132977,0.892546873,62.93078491,13.97661288,-24.5128904
952.6251825,74.46204321,-22.17125724,-15.92210305,-74.21288014,-49.63926037
956.8038212,123.3725752,18.82667465,-14.74889338,-20.79540907,38.53937044
960.9761955,136.6814878,55.69697097,45.6490446,69.8293917,79.26623482
965.1423166,141.3774876,72.36863961,104.0741171,25.95461279,69.03932836
969.3021953,159.6142773,93.25912989,120.1121333,25.911618,103.9809237
973.4558427,167.9743736,101.723901,79.59410491,37.60373494,30.92912567
977.6032699,144.3567013,85.80606266,23.94362131,-31.26685401,-20.83443844
981.7444877,101.8775114,56.5505521,4.41622783,-19.07361401,19.79062434
985.8795072,54.83625139,18.05778265,7.493016528,15.36271244,-24.81364194
990.0083394,9.635685118,0.026792973,2.32794513,15.88037514,-17.68969327
994.1309953,-20.03716904,12.8443556,-2.637827925,19.84704559,32.21224288
998.2474857,-26.49363247,1.709788371,-2.919606148,-63.48782565,-0.11178352
1002.357822,-12.69059598,-38.59878797,-15.81995902,-82.62251577,-57.49453893
1006.462014,10.77440736,-40.28645269,-23.9478222,26.76384311,-44.03409068
1010.560075,19.65216414,9.635174859,14.96564513,27.49244732,12.40588254
1014.652013,2.245442183,58.49534229,77.13867568,-15.92720029,26.4800725
1018.737841,-12.79052601,61.97908687,90.82332467,11.16509999,24.99700975
1022.81757,8.33832544,19.83627153,58.18152451,37.74374733,21.35313756
1026.891209,53.3294914,-8.148926136,45.64749379,66.03738425,67.78571875
1030.958771,74.73412467,24.06642769,63.34582943,47.34148201,63.19250361
1035.020266,49.79537516,53.85054852,55.58457225,0.391909969,-1.682736028
1039.075705,9.763864157,17.21561127,6.102492355,-12.59489156,3.738372701
1043.1251,-0.045230988,-9.293077926,-24.19628781,-13.23857243,3.235791082
1047.16846,20.98335651,41.25028081,-0.13487807,81.10705944,73.49499637
1051.205797,31.08611381,69.31517966,23.70792005,152.5895447,68.36285461
1055.237121,11.82661963,10.83790413,11.18756044,29.37310557,-24.33368133
1059.262444,6.402303878,-0.665528015,19.21716206,-24.65670522,37.03852291
1063.281777,70.66219564,151.0597214,101.6080443,117.0438525,72.28418569
1067.295131,199.0799517,379.8630588,232.0416666,271.0676665,215.0865792
1071.302515,317.1321984,511.0478588,341.2876888,383.6679339,406.765614
1075.303942,343.7573444,459.3850835,369.8952624,393.0651367,303.3018614
1079.299422,253.593359,277.1555341,298.0276115,291.6558213,162.5555001
1083.288966,97.62573076,84.1231126,157.9642193,178.4744885,129.087868
1087.272585,-20.14016469,-27.22853485,18.49920065,24.47733688,14.4952207
1091.250289,-24.92402085,-33.45216907,-54.27976737,-79.22811492,-85.73126837
1095.222091,48.20902589,23.23716092,-42.25984701,6.386263022,13.98949216
1099.187999,102.8858812,54.82578195,8.152357258,77.41638421,69.07724693
1103.148026,107.5785105,9.428599378,31.98638402,-4.845859996,3.901858638
1107.102183,109.3453848,-34.29759845,17.06556721,-35.6521142,3.116752487
1111.050479,136.1450812,25.53964185,2.39111867,44.3467362,35.38288615
1114.992927,155.9611921,117.939838,6.92100084,62.08281676,86.58553675
1118.929536,138.9893842,100.5159557,11.25073699,37.73818981,102.7271826
1122.860318,112.981123,26.46508457,22.28013561,75.28422738,72.01619233
1126.785283,137.2116907,98.72949093,101.0214454,97.34105988,124.1205483
1130.704443,239.2266412,372.2575863,275.3542389,160.1162051,301.3040963
1134.617808,381.2651445,666.6292415,467.1014277,373.1486363,496.3623584
1138.52539,482.3018249,795.8603016,569.7924742,524.666073,600.9207901
1142.427198,477.3639818,738.612632,540.7351719,460.779514,575.3391498
1146.323244,360.290281,542.9243642,384.2059753,320.2583015,438.1287933
1150.213538,189.1041688,271.2336805,160.5011641,161.8410354,173.5165678
1154.098093,54.94594956,58.13172565,5.060419522,7.846288055,-26.53792298
1157.976917,6.981300169,-8.495736551,-3.62100071,-6.834490423,95.14182658
1161.850023,10.49212966,2.510139693,48.80581029,33.41771775,131.1607347
1165.717421,11.81936976,10.88829355,44.8011398,-13.47038638,-19.81616076
1169.579121,5.093913032,8.92163043,-8.507350282,-21.77284736,16.31784337
1173.435135,3.021117335,-9.487333789,-29.20693801,11.63944351,36.16409554
1177.285474,-0.940650533,-29.16500988,9.121244284,-22.4779573,-13.46931305
1181.130148,-11.8006689,-0.279874345,63.52157535,-47.18104801,-12.22332965
1184.969169,-15.33797623,75.78772811,99.62296031,-22.80364324,-8.46750446
1188.802547,1.725497895,134.1407347,114.2228479,9.40362828,104.0975684
1192.630292,31.80370605,124.201069,104.823363,21.63280852,151.6527317
1196.452416,55.0031511,69.94204131,80.82697129,14.6140027,32.97689149
1200.26893,57.49512019,29.88383081,61.89445016,40.75694362,34.05045179
1204.079844,33.57279254,4.648409033,38.41643231,39.72594151,92.57266991
1207.88517,-5.546938732,-14.84273878,2.982247218,-39.18890713,-7.418896374
1211.684917,-19.15906399,13.27569395,-2.621953763,-44.51755917,-56.9016726
