Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4,AAB_AS_S1_I17
855.0733362,35.1557475,47.468948,96.07246257,18.2318969
856.1158692,36.71390148,51.17115132,88.67210747,28.56200256
857.1582166,37.68431782,53.76405194,89.94577424,37.20810866
858.2003783,38.17782357,55.91890877,91.65872406,42.28692111
859.2423544,38.36219407,57,118.0283685,50.90647745
860.284145,38.4481447,55.31,112.5611866,49.97675483
861.32575,38.66892309,49.94911238,101.8484496,45.02524135
862.3671696,39.25472339,42.15352118,110.8215682,48.59121736
863.4084038,40.40870567,34.80025168,99.35876053,54.83997065
864.4494526,42.2922175,30.46705522,95.99882435,62.19130419
865.4903161,45.02093453,29.79320608,96.66484538,65.44792348
866.5309943,48.66765774,31.3157608,103.0040796,59.1252636
867.5714872,53.26608946,32.6,112.0974872,55.83846548
868.611795,58.81206552,31.6839157,96.22629459,59.97825803
869.6519176,65.26182372,28.09503787,91.76308292,61.10583847
870.691855,72.52938945,23.00358349,87.89027211,59.14833292
871.7316074,80.48689901,18.52975859,75.47232952,55.51080737
872.7711748,88.97201398,16.28430017,82.0350331,43.61037507
873.8105572,97.80368285,16.07104219,86.63777789,33.77641602
874.8497547,106.8024303,16.03427277,79.01739359,33.35800621
875.8887672,115.8088393,14.32861957,63.89829781,27.63934307
876.9275949,124.6958646,10.79897238,61.36531316,24.92165615
877.9662379,133.3735889,7.248677407,65.29214683,30.44378988
879.004696,141.7854784,6.280841233,61.71921532,26.83655587
880.0429694,149.8949911,9.669519055,60.8057498,30.91674252
881.0810582,157.6650642,17.3711976,63.10161971,48.20542613
882.1189623,165.0387945,27.56532988,60.95292703,52.87498334
883.1566818,171.9302414,37.41,64.23615905,53.92793663
884.1942168,178.2274632,44.49870192,73.48035247,57.72249926
885.2315673,183.8018579,48.58344097,52.65064138,54.00044162
886.2687333,188.5163404,51.90530582,41.84712453,55.60887867
887.305715,192.230991,57.03439223,58.2231846,65.39001702
888.3425122,194.8106153,64.51,62.05220792,75.24272057
889.3791251,196.1357826,72.88,69.86582263,80.77500069
890.4155537,196.1115241,80.5732374,69.94475249,74.95973815
891.4517981,194.6677171,87.03848955,62.08107267,70.5961574
892.4878583,191.7532258,92.48404658,64.5027399,75.17468506
893.5237344,187.3315621,97.15273564,63.10224241,73.5289864
894.5594263,181.3827179,100.8847035,62.81426223,66.62005833
895.5949342,173.9092317,102.7465201,64.50305499,60.32275704
896.630258,164.942516,101.0751805,73.83581005,49.37074368
897.6653979,154.5477295,94.53059716,85.16743161,40.1144245
898.7003538,142.8277222,83.4,81.32627338,37.74880907
899.7351259,129.9285527,69.75381502,76.8593576,31.18336916
900.7697141,116.0502502,56.55354215,74.7404152,18.67665108
901.8041185,101.4630505,46.58172675,75.44571239,9.458751742
902.8383391,86.5220628,41.41482132,65.15239782,5.284410718
903.872376,71.66988893,40.28776278,56.97155062,8.720015347
904.9062292,57.42181836,40.06258073,68.01354609,19.57578686
905.9398988,44.3365405,37.4,47.94491572,24.62600056
906.9733848,32.97794304,31.43184311,26.05172813,22.73604999
908.0066873,23.87050242,24.37384418,27.95072511,25.71248051
909.0398063,17.44940039,19.85970411,6.884561883,29.16914561
910.0727418,14.01035632,20.49825269,-7.18,33.40065265
911.1054938,13.67010069,25.86919538,9.010855607,48.92776549
912.1380626,16.34954811,32.69366828,30.52,63.68407519
913.1704479,21.78326947,37.82479369,41.75266262,68.1843188
914.20265,29.54668625,41.34230649,35.92301267,67.68686709
915.2346689,39.08937066,46.33978436,38.92543084,63.42409198
916.2665045,49.77099673,55.63662281,49.07729547,65.77450038
917.298157,60.90297596,68.73327373,55.26605651,75.2609493
918.3296264,71.79486538,81.69,70.9234675,77.48498229
919.3609127,81.79678968,89.85912007,75.78,74.66644955
920.392016,90.32784465,91.15926677,73.79,74.03636105
921.4229363,96.88843016,87.25479377,80.54948911,77.58269952
922.4536737,101.0657687,82.04189655,80.2,83.03284734
923.4842282,102.547043,78.88,61.42,81.30795852
924.5145998,101.1488515,78.68509254,57.27248547,73.26026144
925.5447886,96.85860458,80.18616205,64.1167456,70.18595554
926.5747946,89.87142904,81.41668353,46.77972911,78.11741387
927.6046179,80.60437116,80.73452363,40.80400614,90.98142331
928.6342585,69.67884853,77.10858472,41.14776535,99.84624675
929.6637165,57.87393154,70.87513714,31.43985081,103.1219912
930.6929919,46.05918896,64.22001731,14.8129387,98.72105958
931.7220847,35.11824323,59.69308586,7.473970415,90.82747966
932.750995,25.87520552,57.93060157,11.52058559,87.23530137
933.7797229,19.0332571,57.29437529,-15.63,84.12149606
934.8082683,15.12780353,55.48711408,-19.8,82.27659998
935.8366314,14.49198891,51.18789207,-0.49,79.33918056
936.8648121,17.23320598,44.97129013,-7.33,65.69839474
937.8928105,23.22138233,39.34,4.185962043,51.2934116
938.9206266,32.09054314,37.12952881,24.16529965,44.07973683
939.9482606,43.25648565,39.09314489,43.98193854,40.22845156
940.9757123,55.95408857,42.95543362,64.30137573,41.58559949
942.002982,69.29320497,45.26112412,58.48105728,37.66370431
943.0300696,82.32477083,44.12154154,62.9579121,23.8231813
944.0569751,94.10848642,40.29516343,80.62627512,19.89320294
945.0836986,103.7811784,36.01250366,86.8,27.22079796
946.1102402,110.6292976,33.02582822,97.67107302,32.28740461
947.1365999,114.1634656,31.57337513,105.0974739,35.37556095
948.1627777,114.1828635,30.85890473,102.840422,35.90299458
949.1887736,110.811352,30.17960994,112.0662031,35.02679066
950.2145878,104.4914329,29.67633266,114.9848026,39.03899923
951.2402203,95.9347482,30.26478166,107.1535252,46.87313238
952.265671,86.04089093,32.52938572,104.9159064,53.12748453
953.2909401,75.80303504,35.56111334,95.56903726,51.25095697
954.3160276,66.21831414,37.50155183,91.94942624,42.38333795
955.3409335,58.2133514,37.44472934,79.17,35.93491537
956.3656579,52.58533081,36.52381202,49.78353045,36.02766281
957.3902008,49.95280774,37.20366193,32.03,40.3085999
958.4145623,50.71215275,41.45433931,12.12,40.99226214
959.4387423,55.00385123,49.12270563,15.85303635,35.82009729
960.462741,62.69930929,58.24351849,38.90543874,35.00888087
961.4865584,73.41407661,67.27219918,33.67526032,39.51152865
962.5101945,86.54288885,76.03838563,44.60223803,40.73067301
963.5336494,101.3106578,83.92722842,74.72572274,44.3299448
964.5569231,116.8392054,88.85780493,84.24,52.81739717
965.5800157,132.2256966,89.59,77.17839048,51.71592222
966.6029272,146.6176145,87.99094773,68.53,47.64975143
967.6256576,159.2696324,87.36932027,85.08831025,57.24858539
968.6482069,169.5818986,88.91789368,112.7847308,67.14381053
969.6705754,177.1289382,90.57,137.2702537,68.31650151
970.6927628,181.6830985,89.05,156.6422901,70.19545237
971.7147694,183.2252754,82.3727622,165.1734469,70.30612244
972.7365952,181.9319708,71.22635229,172.106177,69.1519766
973.7582401,178.1354362,58.66582406,173.2520202,74.31459951
974.7797043,172.2672207,48.50860015,173.6440465,80.03221678
975.8009877,164.8042591,42.93438379,166.4423542,84.91702238
976.8220905,156.2329783,40.84807789,159.5234145,92.73088196
977.8430127,147.03432,38.74702724,163.2188866,92.7075846
978.8637542,137.6811243,34.01310649,155.0076577,86.39119363
979.8843152,128.6349111,27.80968589,134.0819504,88.70590129
980.9046957,120.3324723,24.68361813,104.3877544,93.04833415
981.9248957,113.1618237,29.09087603,95.27323691,90.61929441
982.9449153,107.435979,41.76556448,86.74,84.77074507
983.9647546,103.3744393,58.85085912,73.90835237,79.59545412
984.9844134,101.0944817,74.531212,84.60734906,82.32910367
986.003892,100.6057999,84.76135669,61.59296784,87.79507587
987.0231904,101.8042728,88.71326934,56.78897513,85.85629617
988.0423085,104.4704999,87.9435638,90.88621327,82.9635483
989.0612464,108.2796599,85.8,84.95218403,78.83533214
990.0800042,112.8193316,86.75141225,67.9380455,66.84230484
991.098582,117.6100094,93.72218127,87.25773841,60.55409653
992.1169797,122.1346841,105.1959917,117.4318362,62.22540015
993.1351974,125.8893654,115.9182078,135.192619,55.52048502
994.1532351,128.4544332,120.639772,153.9853257,54.25891749
995.1710929,129.570079,117.3974888,153.2426695,65.768687
996.1887708,129.1929659,108.2302543,153.4793009,69.04675331
997.2062689,127.517304,97.38658525,151.0637641,75.32275931
998.2235873,124.9555602,88.39240357,136.7675991,95.91107232
999.2407258,122.0858402,81.95713538,137.1775292,110.7089186
1000.257685,119.5804268,76.29356994,122.6266818,117.3277827
1001.274464,118.1303435,69.68,120.6291074,124.5278085
1002.291063,118.375836,63.06970509,111.7659173,127.6221502
1003.307483,120.8481263,60.28100855,83.66,126.4589277
1004.323724,125.9261678,65.25257181,71.17320718,129.2195195
1005.339785,133.8106327,78.65,49.80970991,133.066922
1006.355666,144.5135283,96.73195332,40.604417,132.142952
1007.371368,157.8573476,113.3918857,17.16907775,130.6420269
1008.386891,173.4773655,124.0712764,-0.37,129.7360932
1009.402235,190.8263774,128.752284,-0.58,132.8546995
1010.417399,209.188362,131.8562697,-30.5,142.7688562
1011.432383,227.7109457,138.914997,-19.44,144.5345372
1012.447189,245.4630902,152.8396615,3.166862481,132.0333923
1013.461816,261.5140631,172.4615762,-4.33,119.5768645
1014.476263,275.0204873,193.1425747,6.92,109.7276572
1015.490531,285.3084747,208.6473838,30.08505452,101.5820568
1016.504621,291.9408601,214.2750278,35.0992527,106.1662992
1017.518531,294.7569198,209.3882331,24.98611992,116.8744699
1018.532262,293.8726652,196.9636265,18.95849616,119.9074398
1019.545814,289.6415188,181.3564993,16.70672703,121.1427684
1020.559188,282.5867342,166.7860523,17.1087294,124.5389711
1021.572383,273.3189067,156.2067504,12.16253462,133.1450841
1022.585399,262.4508585,149.8126904,25.37694741,149.9201925
1023.598236,250.5237866,144.9727603,39.86328958,152.9642556
1024.610894,237.958039,138.8475767,37.4685284,134.4959119
1025.623374,225.0351394,131.2268527,50.2757528,122.9201975
1026.635675,211.9079597,124.3392689,48.93593003,125.3939734
1027.647798,198.6287257,119.8021575,45.14094808,128.7765309
1028.659742,185.1837528,115.916375,57.38040726,131.2283988
1029.671508,171.5280818,108.4506299,57.11644837,129.9516547
1030.683095,157.6157277,94.70227415,44.96838695,128.9330709
1031.694503,143.4211246,76.85726687,19.84783262,133.6749675
1032.705734,128.9512657,61.10877273,8.190732854,136.5109429
1033.716786,114.2553025,53.14285127,3.530243138,140.6240457
1034.72766,99.43993486,53.84143414,1.674146154,150.1127074
1035.738355,84.69143387,58.85430237,22.748724,148.673906
1036.748872,70.29387049,62.18440515,18.66128434,133.0550455
1037.759211,56.62735877,60.03513797,7.596499193,123.7027733
1038.769372,44.13735284,51.86008127,17.16325212,124.3415163
1039.779355,33.28039755,39.50869436,15.77609771,124.6421573
1040.78916,24.45936595,26.22562398,4.861254559,125.938575
1041.798787,17.96179417,15.36,2.019615663,119.2160895
1042.808236,13.91570461,8.956120937,17.55974827,101.3933678
1043.817507,12.27448094,7.630027501,37.02105166,94.20604292
1044.8266,12.83170526,11.15830965,47.29801075,93.03231045
1045.835516,15.25687593,17.94433322,59.25636053,86.94292327
1046.844253,19.14116817,24.47855996,73.3382669,87.559509
1047.852813,24.04440308,27.46657374,74.26469721,85.70833892
1048.861195,29.53547089,26.76657278,68.27557312,74.68237327
1049.8694,35.2220847,24.83878865,71.6192796,69.2121979
1050.877426,40.77321827,23.31416432,77.98116348,70.851805
1051.885276,45.9427598,21.26660042,80.67244749,73.233042
1052.892947,50.60104859,16.75666155,78.52264063,73.18651263
1053.900442,54.77319849,9.224426656,64.05,73.66310611
1054.907758,58.67448985,0.310769785,52.84796412,77.33858049
1055.914898,62.73019305,-7.3,43.88843561,78.36830114
1056.92186,67.57133326,-11.9,37.67351451,81.1109984
1057.928644,74.00330629,-13.77,43.22863508,98.69687783
1058.935251,82.94688005,-13.9,29.65875495,127.8064517
1059.941682,95.35277612,-11.5,-6.81,147.1552488
1060.947934,112.095436,-3.18,-33.29,160.6997902
1061.95401,133.8600506,15.12499728,-27.79,194.9937455
1062.959909,161.0435112,45.46250609,-14.59,234.5252603
1063.96563,193.686338,87.1373274,-3.93,263.1356584
1064.971175,231.44127,138.0017871,6.91,300.1465472
1065.976542,273.5752471,196.0361673,33.94750807,341.9945247
1066.981733,318.9993602,259.8591994,76.81216273,388.2490287
1067.986746,366.3232178,328.1043992,96.45443138,448.391515
1068.991583,413.9320125,398.5274558,136.5065495,504.8778181
1069.996243,460.083533,467.8177685,177.8393491,555.702449
1071.000726,503.018232,532.4358897,210.7065589,608.0108801
1072.005032,541.0716141,589.5478116,270.2422672,649.5818543
1073.009161,572.7785088,636.8153892,304.1792554,674.3518639
1074.013114,596.9624957,671.5168052,326.2123998,687.1166815
1075.016891,612.80741,690.8001621,349.5692396,697.6256676
1076.02049,619.9088055,693.3217813,362.8346902,703.5141318
1077.023913,618.3013393,680.0135509,366.2033814,688.8622923
1078.02716,608.4571709,652.6033958,371.5732879,655.055391
1079.03023,591.2527046,611.9746875,378.339073,610.3488079
1080.033124,567.9031077,558.7056828,347.8697838,558.0443734
1081.035841,539.8659582,494.7828949,322.4953453,509.9795242
1082.038382,508.7222268,424.36,307.3002261,466.4079225
1083.040747,476.0529525,353.082566,266.99,409.5089425
1084.042935,443.3322946,286.2831237,235.3109144,340.3169309
1085.044947,411.8481109,227.1268935,216.048892,283.771829
1086.046783,382.6488313,176.1701972,180.0857483,242.1123776
1087.048443,356.5083271,132.7842629,147.8379123,194.2933411
1088.049927,333.9007691,96.81175265,138.1328079,148.4425946
1089.051235,314.98366,69.0222982,108.153043,116.0106313
1090.052366,299.5944101,50.34623389,89.72035255,82.86402835
1091.053322,287.2701208,40.7496749,87.57930952,56.53852584
1092.054102,277.2992822,38.76621776,73.42767124,46.65875107
1093.054706,268.8060297,42.02,94.02445383,38.67496231
1094.055134,260.8561173,48.33459043,93.81882872,35.67643829
1095.055386,252.5662362,56.68897034,100.1015386,42.34287535
1096.055462,243.1994939,67.4101197,120.5289875,46.03898135
1097.055363,232.2379108,80.91324562,95.40426307,48.97075451
1098.055088,219.4297958,95.77456959,101.5146906,53.16605099
1099.054637,204.811859,108.2634438,111.7727977,52.23224238
1100.054011,188.7051164,114.5525176,108.6194254,52.35512514
1101.053209,171.6814066,113.4795444,93.38808167,48.03976978
1102.052232,154.4961918,107.0405292,81.67492111,35.47790145
1103.051079,137.9881306,98.83645842,90.46847953,33.45556395
1104.049751,122.9570204,92.33028602,73.68468145,38.90667361
1105.048247,110.0436161,89.51402551,95.28334434,39.93681332
1106.046568,99.64028356,90.18252247,116.604355,39.74195274
1107.044714,91.85384678,92.48000342,115.2352096,34.45207376
1108.042684,86.52238734,94.53590961,130.7084683,31.26480769
1109.040479,83.26940762,95.89449069,117.9954427,38.76815605
1110.038099,81.57343618,97.58576488,115.068931,40.54179616
1111.035544,80.83685185,100.8353064,125.7286126,35.52941492
1112.032813,80.44648662,105.6668262,128.3092278,38.19046815
1113.029908,79.82553153,110.8058656,126.4512373,37.49171464
1114.026827,78.47926751,114.9275841,119.2299484,27.34766038
1115.023571,76.03557285,117.6700373,113.1162661,27.30704827
1116.020141,72.27774786,119.0309002,100.2567315,37.91724858
1117.016536,67.16690559,118.142955,101.8044827,43.64301001
1118.012755,60.85435141,113.6541914,93.24473396,44.45306806
1119.0088,53.6853688,105.4674903,81.73351814,38.79706749
1120.00467,46.19358313,95.08351332,76.39971779,29.32176267
1121.000365,39.08344211,83.81548366,56.88642089,32.19131947
1121.995886,33.19819114,71.52447885,47.13881559,41.85524234
1122.991232,29.47217848,58.03890872,25.0301093,51.71118656
1123.986403,28.86835543,45.72581556,10.51885235,71.70536676
1124.9814,32.30106038,39.64884168,-7.93,92.8503983
1125.976222,40.54559656,44.4554227,-19.84,117.5559673
1126.970869,54.14714233,61.29500424,-12.98,163.0043279
1127.965342,73.35232948,87.97508958,-36.43,216.7157443
1128.959641,98.08190522,121.6438756,-30.34,266.2705567
1129.953765,127.9456893,161.311464,-30.4,316.1279112
1130.947715,162.2870007,208.6536423,-35.93,370.6738073
1131.941491,200.2406026,266.7837963,-7.17,429.1160387
1132.935092,240.7925896,337.686975,-1.87,479.7344403
1133.928519,282.8353599,420.2869043,12.79364141,520.3840658
1134.921772,325.2133076,510.830727,25.8328222,556.441651
1135.914851,366.758302,605.0452475,36.42873574,578.254566
1136.907756,406.3194293,699.8577488,54.28596208,586.3729633
1137.900486,442.7937802,793.0462492,49.26682356,593.7180523
1138.893043,475.1608637,881.23,51.94395102,592.9479518
1139.885425,502.518283,958.4334181,66.26614114,573.0004495
1140.877634,524.1167706,1017.441322,87.79676543,540.5006548
1141.869668,539.3940642,1053.450358,92.78708167,500.7785211
1142.861529,548.0028675,1067.2,82.6963697,450.2317433
1143.853216,549.8237237,1064.5688,79.95065211,395.7645123
1144.844729,544.9590084,1052.355441,71.95881389,348.9676911
1145.836069,533.7172349,1033.386075,79.98915979,301.7450073
1146.827234,516.6033963,1005.252333,99.0455941,247.2422302
1147.818227,494.3213103,963.9840531,94.73209179,192.1568813
1148.809045,467.7767367,908.5228286,64.63783492,141.056319
1149.79969,438.0661237,841.2304533,54.61404613,105.0771375
1150.790161,406.4476986,765.2314707,56.28508419,85.69737248
1151.780459,374.2980727,683.0629684,50.82736666,68.3238407
1152.770583,343.0501947,598.09,52.81849643,50.73845895
1153.760534,314.1046561,515.9120099,45.21867344,35.8720199
1154.750311,288.7174223,443.0811877,63.45600034,27.39918578
1155.739915,267.8827444,384.0548606,77.15526217,25.86630886
1156.729346,252.2367805,339.1481438,76.91959437,21.31217012
1157.718604,242.0028389,305.4781787,87.32141551,14.87801688
1158.707688,236.9882094,280.0122938,86.38560965,10.47090443
1159.696599,236.6317044,261.8439056,112.9505225,9.710989649
1160.685337,240.0936612,251.4198583,130.25,19.61837933
1161.673902,246.3744902,247.4723318,135.26,28.44909093
1162.662294,254.4429164,245.0698461,159.7212947,26.10093716
1163.650512,263.3534932,237.4795029,172.9359464,24.07704799
1164.638558,272.3346151,220.7179505,169.9168726,24.32236727
1165.626431,280.8319152,196.9405838,153.7829795,22.7242514
1166.614131,288.5008458,173.7230497,142.0248827,19.03652899
1167.601658,295.1580253,159.0389935,135.2622244,17.26390284
1168.589012,300.7169966,155.0297714,135.5735695,23.20078793
1169.576193,305.1382794,156.1169291,139.9018754,23.24989683
1170.563202,308.4097235,154.23,132.8942412,13.2939483
1171.550038,310.55085,146.4729066,101.7186988,10.87213996
1172.536701,311.6216739,137.0795797,60.14796415,13.80383068
1173.523192,311.7206211,131.7845066,48.35474397,19.92246799
1174.50951,310.9699613,131.6293207,51.60789008,37.30787196
1175.495655,309.4954092,133.5568005,39.96084199,51.97551466
1176.481628,307.4039588,135.9641689,24.30127122,59.08496387
1177.467429,304.7606757,141.599623,30.42639702,77.15700654
1178.453057,301.5677467,154.7285415,24.03705526,102.5911694
1179.438512,297.7525205,176.2572893,3.479734131,121.6778579
1180.423796,293.1723972,201.5991859,28.14228624,136.6783904
1181.408906,287.6422608,223.2915778,49.29860962,149.1413025
1182.393845,280.9804721,236.5333615,58.629003,161.9872646
1183.378612,273.0574746,242.7471892,77.02004134,172.0691911
1184.363206,263.8296288,247.7442099,67.77008736,171.1170333
1185.347628,253.3506981,256.3991298,79.01,171.0013622
1186.331878,241.7638584,268.8176491,105.2127715,170.8528372
1187.315956,229.2802457,280.9776765,127.0268196,158.3537587
1188.299862,216.1467904,288.6618282,149.6858787,148.0379075
1189.283596,202.6045044,290.9845042,150.2185443,140.2141188
1190.267158,188.8434525,290.4294133,160.4875503,123.1745135
1191.250547,174.9684748,289.6765576,172.7744225,107.1785384
1192.233766,160.9924118,288.8653045,183.3170565,91.10753804
1193.216812,146.8646602,286.17661,200.5275793,71.05353384
1194.199686,132.5261055,280.3,204.9222103,60.99036294
1195.182389,117.9703095,271.2937272,202.7094849,58.06169847
1196.16492,103.2919685,258.9585816,204.0077416,47.89208007
1197.147279,88.71203136,241.6920671,203.0828161,39.51149977
1198.129467,74.57828183,218.193155,193.9005366,41.95755812
1199.111483,61.34614901,190.3328727,179.0268985,41.4391845
1200.093328,49.54584603,163.3904776,176.6763419,40.28946228
1201.075,39.74055777,142.8572252,167.49,51.04376846
1202.056502,32.47756742,130.7516545,133.0981734,55.79683455
1203.037832,28.23323713,124.445519,142.29,48.87454446
1204.018991,27.35730451,118.8255748,158.3319625,49.94328321
1204.999978,30.02539652,110.7192479,151.5907526,52.46771959
1205.980794,36.20372542,102.5568599,150.978184,45.54321563
1206.961438,45.62520969,101.554664,139.6860593,37.02151532
1207.941912,57.78170655,113.9922501,151.0148907,33.92959108
1208.922214,71.94567878,139.1102951,168.074754,40.81679156
1209.902345,87.23219998,168.2037885,190.4436969,46.24822227
1210.882305,102.695297,190.2942162,203.6504454,43.75442577
1211.862094,117.4337634,199.8628082,178.8967752,44.81014848
1212.841711,130.677876,199.8148398,162.5951294,41.61481111
1213.821158,141.8438324,197.4031116,169.1814723,32.50116831
1214.800434,150.5625276,197.7639892,173.4515749,30.82287673
1215.779539,156.6949346,200.7682835,165.4355097,33.56935807
1216.758473,160.3360913,202.3016023,158.4719837,35.96421828
1217.737236,161.7993901,197.4724046,137.3250826,34.98099724
1218.715828,161.5749586,183.2561469,122.4855023,31.19798895
1219.694249,160.2665946,159.9852881,114.0970483,30.11868691
1220.6725,158.5195082,131.9949909,86.71,31.30262356
1221.65058,156.951485,106.6001049,62.97624995,36.43138685
1222.628489,156.0973308,90.74619156,47.43349141,40.99897555
1223.606228,156.37383,87.49009103,47.77912526,38.40285464
1224.583796,158.0662965,95.01774083,38.01161034,35.36150438
1225.561194,161.3287359,108.3172759,36.09019387,29.65221072
1226.538421,166.186594,122.0236851,62.68000022,20.9006408
1227.515478,172.5374029,133.1918261,59.56963828,21.83736697
1228.492364,180.1530515,142.6266864,68.10198842,22.04840393
1229.46908,188.6923275,153.5460055,90.40462404,15.38209847
1230.445625,197.7328326,168.3634894,94.32194951,17.80715324
1231.422,206.825084,186.177739,103.174122,25.74249917
1232.398205,215.5599843,202.7429408,97.67511031,33.88481623
1233.37424,223.6312989,212.706944,109.503332,39.57478497
1234.350104,230.872777,212.7254942,117.3938399,35.57508135
1235.325799,237.2566942,203.5447383,98.31081812,32.47911976
1236.301323,242.8556758,189.5118711,96.91822997,28.81926175
1237.276677,247.7846106,175.8505655,97.29,20.7248472
1238.251861,252.1437073,165.8012027,90.60764092,23.94569639
1239.226875,255.9773555,159.3338071,88.13877635,30.11063541
1240.20172,259.2553665,153.72,98.1708977,32.31907497
1241.176394,261.8778749,145.4073182,117.8159029,45.77917582
1242.150898,263.7011582,132.2973025,130.6244015,59.71836557
1243.125233,264.57752,115.4781314,135.1501538,63.80529869
1244.099397,264.3982892,99.30607411,133.8712879,71.84662013
1245.073392,263.1275524,89.22057249,119.4317126,80.53092464
1246.047217,260.8189737,88.28,123.9804592,78.73422499
1247.020873,257.616007,95.06461988,134.1615745,72.97462362
1247.994359,253.7390674,104.7742797,128.5138716,71.05176631
1248.967675,249.4615986,112.6564829,149.229809,73.48774054
1249.940822,245.0777565,117.3206481,151.6191009,78.75411562
1250.913799,240.8681342,121.4634703,130.7396054,79.87351223
1251.886607,237.0712144,128.9435504,132.6699704,76.0981876
1252.859245,233.8663967,140.7133677,136.1344929,79.85427343
1253.831714,231.3694664,154.0746581,134.9174278,88.00189025
1254.804013,229.6334267,165.7,126.6461669,91.13510371
1255.776143,228.6447516,174.1826923,120.0941004,92.83100911
1256.748104,228.3133907,179.5142463,136.9040753,87.07975131
1257.719896,228.465707,181.6054011,144.3492501,74.4368047
1258.691518,228.8512249,180.1080202,132.4711114,64.87439776
1259.662971,229.1673008,175.4974783,146.0690962,56.7035597
1260.634255,229.0974493,169.8810756,143.6863307,54.81887244
1261.60537,228.3523017,166.0067074,121.1667852,54.50049965
1262.576316,226.7020436,164.4196855,143.2311957,50.77855466
1263.547092,223.9984739,161.7280708,167.0131046,60.67588675
1264.5177,220.19186,152.8488966,170.8886171,66.82835464
1265.488139,215.3416484,135.5673863,161.1157934,50.28678551
1266.458409,209.6108081,112.9442409,148.2533781,42.63126549
1267.42851,203.2366489,91.51,142.5938569,50.55693458
1268.398442,196.4852789,76.85,128.9927732,52.02457804
1269.368206,189.6085684,69.92924749,124.5989771,52.0936482
1270.3378,182.8207654,67.08831341,113.5247581,58.43887615
1271.307226,176.2983475,63.76408458,120.1261738,63.74309753
1272.276484,170.1927954,58.43047845,121.8463027,64.69603458
1273.245572,164.6415152,52.97605751,87.93287443,64.85818469
1274.214492,159.7674258,49.34910692,72.98,67.64346197
1275.183244,155.6667177,46.3489119,62.86571322,77.23751538
1276.151827,152.3900596,40.64550879,62.49955234,91.7675751
1277.120241,149.9225173,31.50766572,56.05738408,96.32707164
1278.088487,148.166409,23.70037759,28.76616294,89.48547485
1279.056565,146.9344573,24.25163717,19.62225704,85.54403468
1280.024474,145.9649601,35.67256455,36.07198324,81.62945623
1280.992215,144.9672164,52.65437938,49.73808999,73.34426848
1281.959787,143.6904366,66.06620553,47.45485948,67.45501971
1282.927192,141.9928491,70.72750559,42.89954515,61.90954134
1283.894428,139.8836163,69.13666081,7.318200533,51.77782759
1284.861496,137.5222035,67.32,1.686927311,39.26207209
1285.828396,135.1812973,67.96151008,35.53883642,36.37708949
1286.795127,133.1944477,69.10776541,38.02610501,40.46207106
1287.761691,131.9040453,68.56655418,30.43818989,29.97851695
1288.728086,131.6102289,67.68,26.4956103,15.67742065
1289.694314,132.5211366,70.92433519,47.53447846,15.24057851
1290.660374,134.7179042,82.92487396,59.1835437,17.12899527
1291.626265,138.1521188,105.1859615,72.35981387,19.82661757
1292.591989,142.6819384,134.5945923,111.2991316,26.8682424
1293.557545,148.1362426,165.4896463,137.2907017,29.0308166
1294.522934,154.3840389,193.3859027,162.4100316,26.61278993
1295.488154,161.3842497,216.284805,162.2008119,31.81200994
1296.453207,169.20104,233.4146357,169.6484711,45.31313918
1297.418092,177.9847336,245.0022441,176.9926104,54.11379669
1298.382809,187.9252214,253.9541345,164.3454432,57.99790163
1299.347359,199.1841153,266.2752328,170.7647285,62.26293613
1300.311741,211.816678,288.2286496,155.0431084,59.06777557
1301.275956,225.7051831,322.0990185,151.4634926,52.50886294
1302.240003,240.5273482,364.1028885,160.1682228,54.91475111
1303.203883,255.7710244,406.1616287,155.082209,55.71858385
1304.167595,270.789309,440.1737907,151.3061681,48.27660045
1305.13114,284.8788585,462.1095509,141.38,44.78058691
1306.094518,297.3600623,473.5590301,118.9271045,42.17998865
1307.057728,307.6402035,479.3367331,79.82,32.48905138
1308.020771,315.2501824,482.9902724,79.21804725,25.77926269
1308.983647,319.8572551,484.8511789,82.92229204,27.78803699
1309.946356,321.2613657,484.1389698,70.06138604,28.20843408
1310.908897,319.3813164,481.0618102,62.75949527,20.45473362
1311.871271,314.2392605,476.0984195,60.11873354,10.2767075
1312.833479,305.9561778,468.8132004,66.63858417,3.612152938
1313.795519,294.7647807,458.2787639,46.76908921,2.995947374
1314.757392,281.0320904,443.7284405,55.97472166,11.27074049
1315.719099,265.2764117,424.545578,77.20983907,21.89696235
1316.680638,248.1655732,400.63,60.32101168,24.6941575
1317.64201,230.4876929,373.2464749,54.95854107,29.89329075
1318.603216,213.0917257,345.2730272,53.51496693,43.0408185
1319.564255,196.8049219,320.6052807,43.74959786,45.39207363
1320.525127,182.3427455,302.5387745,35.07978345,41.11496793
1321.485832,170.2294698,291.2859856,40.41129237,45.85527692
1322.446371,160.7462727,282.7872234,53.48588048,49.83259388
1323.406743,153.9166473,271.3765226,41.82954807,54.19421182
1324.366948,149.5261127,254.6928023,29.12330401,65.09641078
1325.326987,147.164682,235.8366566,26.09661048,72.84261177
1326.286859,146.2837438,220.3231714,17.43088508,77.77059379
1327.246565,146.265981,210.8296432,31.4316169,80.85062101
