Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4,AAB_AS_S1_I17
388.9697015,107.3000189,141.0869657,37.29791922,73.02134943
390.0963521,99.80722671,129.7781558,28.13220145,72.42510299
391.2227968,90.73947023,117.0044316,21.94597223,71.8511921
392.3490355,80.7075448,102.7290995,5.459289161,64.44602384
393.4750684,70.35179014,87.54604174,3.549367247,48.94781391
394.6008954,60.26674655,72.71578281,6.156460632,37.92452538
395.7265166,50.93691792,59.65588799,-6.5,33.75018925
396.851932,42.69600226,49.49216693,-11.45,30.82428132
397.9771418,35.71462073,42.78109172,1.649500016,27.33187504
399.1021459,30.01306266,39.43337473,6.028473127,22.69057958
400.2269444,25.48990041,38.94096781,8.208724041,17.60687261
401.3515374,21.95727109,40.72662805,13.63695641,13.32134608
402.4759249,19.17797439,44.07683387,2.31933597,16.39210045
403.6001069,16.90376507,47.65564241,9.932878765,20.07110182
404.7240836,14.91479177,49.67198252,17.12003668,13.09038313
405.8478549,13.05647847,49.20645388,8.03,9.337546608
406.9714209,11.26532302,47.26772006,17.21934616,12.40544105
408.0947817,9.575272305,46.01899004,17.83939694,11.70309565
409.2179373,8.103475623,46.8726562,20.27419357,8.438404464
410.3408878,7.023128155,49.47107616,31.36834143,3.561478363
411.4636332,6.535279243,52.40356064,27.61448214,0.394160324
412.5861735,6.847691297,54.67192563,31.47827494,1.099025694
413.7085089,8.159897044,56.41257848,29.69731032,2.664883224
414.8306393,10.64751867,58.33642671,25.35634075,7.648381098
415.9525649,14.44035356,60.74703548,24.4472613,12.46399618
417.0742856,19.59426092,63.38340758,14.84873075,11.03057771
418.1958015,26.06176196,66.23659373,18.91562852,9.506530931
419.3171127,33.66975305,70.18471505,18.46903552,11.22568914
420.4382192,42.11442094,76.56016204,20.14077338,11.82025148
421.559121,50.98117553,86.04,22.31460822,10.56597172
422.6798183,59.79078521,97.89870935,12.85047557,10.27149507
423.8003111,68.06382107,110.3186712,23.76406326,11.05433037
424.9205993,75.38677812,121.3824688,24.02660589,10.38157544
426.0406832,81.46089048,129.81,15.36777524,12.13938077
427.1605626,86.12395272,134.9544094,25.33213117,18.37779341
428.2802377,89.34982556,136.6084277,23.59414565,24.28209632
429.3997085,91.23660595,134.8796391,22.94724255,27.33361477
430.5189751,91.9903181,130.03,30.42950504,24.77293337
431.6380376,91.90364633,122.6009873,26.66080641,23.04169277
432.7568959,91.32491108,113.6535186,26.57312261,27.31463585
433.8755501,90.61528122,104.586891,28.6317893,29.29306431
434.9940002,90.10046838,96.48,23.4110884,28.97325189
436.1122464,90.02793998,89.57,20.55737548,27.29204157
437.2302887,90.5381911,83.06821037,19.85324168,22.82798319
438.348127,91.65306653,75.66,25.85973349,18.35285032
439.4657616,93.27868636,66.50525194,27.52478239,12.16935434
440.5831923,95.21715723,55.98305205,14.60563483,8.660877937
441.7004194,97.18272248,45.36825217,12.22942364,10.20125589
442.8174427,98.82314913,35.91212311,5.797688626,10.47596727
443.9342624,99.75096309,28.2787338,2.029944903,11.2810111
445.0508786,99.58809735,22.66342169,8.096977425,16.21522659
446.1672912,98.02157772,19.01177689,-3.86,23.81828101
447.2835003,94.86079932,16.79447951,-0.29,26.87821443
448.399506,90.08353615,14.89171481,2.269928642,22.09932962
449.5153083,83.85875067,12.22775119,-8.56,22.95544049
450.6309072,76.53828287,8.60080529,-3.61,31.78397844
451.7463029,68.61708906,5.022554452,-9.17,36.6264648
452.8614954,60.67130152,3.499382776,-7.21,41.4254506
453.9764846,53.29001323,6.162887393,1.754047858,47.40860187
455.0912707,47.01617312,13.87058243,-1.55,46.11698502
456.2058538,42.30462083,25.290992,1.480949438,44.06189559
457.3202338,39.49636268,37.62047898,-2.54,46.03846117
458.4344108,38.80334238,48.46869389,-6.05,45.62807102
459.5483849,40.29924599,56.95307446,-10.92,46.36098343
460.6621561,43.91689471,63.25087174,-12.31,49.91101309
461.7757245,49.45544064,67.69259554,-2.57,45.91925073
462.8890901,56.59783066,70.31186829,1.977795036,38.64467141
464.0022529,64.93526497,71.03264171,13.85988361,38.56454934
465.1152131,73.9949964,70.27708721,20.49389607,37.37139219
466.2279706,83.26915283,69.15582185,13.18715317,32.03696739
467.3405255,92.24353094,68.61291957,0.293779271,30.90088511
468.4528779,100.4274511,68.36482005,2.768539187,34.12247007
469.5650278,107.386717,66.90648828,8.54199007,40.97360377
470.6769753,112.7780099,62.68508145,5.94,49.31587186
