Wavelength,HS_V2S1_AAB_C4_S2_I2,HS_V2S1_AAB_C4_S5_I2,HS_V2S1_AAB_C4_S5_I3,HS_V2S2_AAB_C1_I1,HS_V2S2_AAB_C1_I2,HS_V2S2_AAB_C1_I3,HS_V2S2_AAB_C2_I1,HS_V2S2_AAB_C2_I2,HS_V2S2_AAB_C2_I3,HS_V2S3_AAB_C1_S4_I1,HS_V2S3_AAB_C1_S4_I2
412.6699472,12.09685305,60.14192214,13.50077128,23.05862626,0.591253903,34.1349367,5.167943352,55.84658726,7.811361183,65.88394028,25.81516099
413.7920776,11.7177123,60.9863034,18.22500887,21.98199605,-3.702962829,24.39706343,10.54273506,47.23669211,9.713855827,58.1797169,21.33659897
414.9140032,11.44361065,61.96517078,23.82596242,21.08922163,-4.332217926,21.65767098,9.315472133,39.90746506,13.22733386,51.37340758,16.47337999
416.0357239,9.371547956,63.39184822,30.03035836,21.15325658,-2.404007042,17.12977497,1.391800416,36.12394531,18.56860677,46.54673168,12.08596903
417.1572398,5.586902303,65.51698319,36.74527533,21.28591402,-2.688562279,12.19406925,-5.472862431,35.91056716,25.78086079,43.47658974,8.782958599
418.278551,2.473084278,68.49342855,44.01779174,20.74515683,-6.094998195,14.14483549,-4.444158558,38.16323647,34.70226917,41.87907405,6.736403531
419.3996575,1.416828056,72.34355585,51.95025565,20.77290257,-8.05104255,8.220799078,2.741571496,42.70807141,44.97653384,42.27395113,5.727092271
420.5205593,1.936919509,76.93388076,60.56730173,24.78765306,-3.480099239,8.038160823,10.83595251,50.21714372,56.10462128,45.42065819,5.338464649
421.6412566,2.456772733,81.97357318,69.69733383,32.87499435,6.303832014,7.210902218,18.26520723,59.11920889,67.52422116,51.13720037,5.186766502
422.7617494,1.101265135,87.04949446,78.98159999,38.24754169,13.45375489,11.71710584,24.88888601,65.27608969,78.69185359,58.01342463,5.085610344
423.8820376,-1.673787784,91.68707363,88.00683998,36.63106022,14.00189355,4.42825363,29.80164934,67.40291177,89.13774526,64.50689809,5.076954043
425.0021215,-2.702750674,95.40891084,96.37861216,33.34382322,13.93979125,-6.898491145,33.96676879,69.68789028,98.47505854,70.14567242,5.316267934
426.1220009,-0.3526933,97.77554487,103.6203383,33.20559627,19.68569952,3.408149139,39.23833257,76.23140187,106.3744237,75.37488103,5.900542349
427.241676,4.138761336,98.41624878,109.0574509,35.49200972,29.64941673,-2.137722927,45.8103626,85.77964245,112.5382912,80.42594595,6.78108486
428.3611469,8.765313722,97.05831656,111.9058339,40.4541956,38.91665426,8.282434378,52.33934382,93.27471758,116.7013671,84.56658721,7.815878692
429.4804135,10.56975198,93.55448713,111.5527228,45.91129656,44.93361103,28.6295222,55.79406995,94.59858673,118.6596068,86.42924448,8.890385916
430.5994759,7.36529881,87.90489634,107.8397205,45.24600922,48.07172032,21.58276178,53.65410429,90.21098775,118.3163853,85.1015803,10.00725362
431.7183342,1.731550926,80.27452702,101.1755643,37.91489198,50.19302716,20.32699034,47.50305923,84.35163381,115.7228329,80.94807766,11.27540299
432.8369884,-1.432930774,70.99944927,92.41946434,29.29530002,51.03388536,26.36085825,41.14029571,79.66765379,111.0874619,75.41168463,12.80148039
433.9554385,-0.692538652,60.57040906,82.59579324,21.4014134,47.93588358,27.60798616,36.93765038,75.21494722,104.7474159,70.1434893,14.55964451
