Wavelength,HS_V2S1_AAB_C4_S2_I2,HS_V2S1_AAB_C4_S5_I2,HS_V2S1_AAB_C4_S5_I3,HS_V2S2_AAB_C1_I1,HS_V2S2_AAB_C1_I2,HS_V2S2_AAB_C1_I3,HS_V2S2_AAB_C2_I1,HS_V2S2_AAB_C2_I2,HS_V2S2_AAB_C2_I3,HS_V2S3_AAB_C1_S4_I1,HS_V2S3_AAB_C1_S4_I2
945.0716785,144.4540374,53.44934045,149.7576124,41.7387913,55.98244345,63.7320247,69.09470144,118.875985,57.24110545,50.67634991,93.28409292
946.0980382,155.1034884,53.12887581,151.8243759,44.36215447,61.08275157,73.50414044,66.26609234,125.6665407,60.29824669,52.39112474,89.40963289
947.124216,160.5813311,51.37146649,149.5335979,47.23901283,62.77319422,73.06814415,63.74156237,127.0722946,61.56366638,52.92885501,84.45313565
948.1502119,163.659069,48.39395758,143.2858355,48.0097915,64.11318547,81.70125274,67.64617376,126.6022117,61.14217021,52.10217515,79.3600189
949.1760261,162.861244,44.48187039,134.3322021,41.2004099,63.9013813,82.85770274,72.80264784,125.3665675,59.31262705,49.72593316,74.74527053
950.2016586,156.102616,39.94299334,124.359939,30.23296974,62.87920786,73.56497412,73.64938301,124.0737486,56.44693922,46.20726115,70.76083247
951.2271093,147.5413342,35.06237479,114.9043983,25.94217623,66.20212553,82.43900954,75.33804507,124.7623239,52.92023971,42.74514217,67.13171124
952.2523784,142.9304932,30.08053158,106.8351714,31.56432093,73.9367787,94.49374649,84.36327216,127.8883647,49.05305573,40.22050221,63.32152598
953.2774659,141.1026098,25.2133487,100.2278799,39.49225511,79.73637945,100.3361595,97.28793346,129.8803066,45.11624609,38.10537094,58.8368308
954.3023718,136.121877,20.70710594,94.74599602,42.45448201,79.53314984,103.5625151,104.7550219,125.8989081,41.3934261,35.09898856,53.61459933
955.3270962,124.630208,16.88837713,90.26624554,38.04900474,73.18651708,99.75263343,101.0895641,115.3652778,38.24484829,31.08246191,48.29399176
956.3516391,109.7722774,14.15927559,87.24894275,28.38761024,64.34068439,86.16974504,90.77171988,104.5855184,36.10609089,28.18428249,44.17631503
957.3760006,100.2516961,12.91807477,86.53586114,23.78499255,62.99738166,74.13905518,86.66194052,101.8545011,35.39026744,29.3430568,42.84654195
958.4001806,101.2629501,13.43523631,88.74910679,33.24875975,75.88833374,89.64525228,95.83666754,108.2067532,36.33817902,35.6692538,45.62444447
959.4241793,106.1720323,15.74983137,93.83076877,48.00272381,94.72274454,114.9791491,111.1149755,116.5679053,38.9100937,45.73429545,53.11274935
960.4479967,105.8687488,19.63998621,101.0766165,54.53276168,107.4590102,121.7054609,123.8985141,122.6168023,42.78147339,57.36081947,65.00777692
961.4716329,102.8864964,24.67403631,109.4910874,57.90937404,115.1986238,130.2883067,135.1686527,130.1286771,47.42682565,68.92491874,80.1324316
962.4950878,104.5139635,30.31388817,118.126575,68.18034532,124.9033409,145.1738778,146.0760931,141.2817963,52.24077319,78.64718835,96.64247315
963.5183615,107.5201631,36.03531745,126.3411004,76.10984097,134.1551045,158.6871747,150.2530818,149.4947865,56.66132257,84.34824136,112.4779678
964.541454,103.7374765,41.42991594,134.0023943,69.1390397,136.1575042,164.3449444,144.0405575,148.2510162,60.26197646,85.32617866,125.9919335
965.5643655,96.88149713,46.25547949,141.4500212,59.46545339,133.8944664,150.7510307,135.3116819,141.278061,62.7704512,83.8080244,136.3855581
966.5870959,98.87996893,50.42221738,149.039756,66.91986073,137.4634214,158.9575408,134.0221571,137.8695808,64.01160833,83.26499175,143.6426974
967.6096453,110.2593217,53.93817356,156.5338582,85.34743764,149.2875476,182.5802272,138.4864273,140.9204265,63.84134359,85.26558344,148.1185454
968.6320137,118.3493969,56.85626804,162.8927019,95.8176465,161.1177942,188.0533815,137.7348793,144.3310756,62.14610581,88.42542047,150.2043971
969.6542011,115.3180809,59.24633036,166.6997848,97.32955178,165.3361102,195.2774298,125.8259717,141.4220236,58.90986592,90.05547462,150.2510262
970.6762077,106.0232422,61.18207689,166.8921821,99.6296543,162.4588499,189.5897103,109.3147503,132.1418619,54.28344974,88.25133271,148.5971689
971.6980335,97.75452642,62.71930232,163.2746842,103.4476596,156.5493705,175.6072799,98.7712587,120.9862262,48.59731194,82.795763,145.5214691
972.7196784,91.12493615,63.85366261,156.5249023,102.6933617,148.3039233,169.8610396,94.44466686,110.9541678,42.30382972,75.06272612,141.1275916
973.7411426,83.55080307,64.48028849,147.7439992,95.90678167,137.582724,158.6738179,87.5462265,102.9110457,35.87775614,67.44028362,135.2535127
974.762426,76.85052652,64.38922874,137.8384838,90.62041126,129.5366761,145.8779457,76.96187703,98.85902981,29.71857898,62.17041577,127.4817998
975.7835288,74.89719406,63.31950422,127.0975677,94.36542111,128.8844167,136.2914044,71.41910896,100.2710143,24.09334285,59.59189836,117.2903287
976.804451,74.6597076,61.06207434,115.2732195,100.7196972,129.7505115,127.4797689,71.37267249,103.0193465,19.14598559,57.17149103,104.3582305
977.8251925,67.85655753,57.56954606,102.1762748,95.16339843,121.2027217,109.9160624,64.71751652,99.17680412,14.96746377,51.27934333,88.9673413
978.8457535,52.52849439,53.01789452,88.33378523,76.33465379,101.6001668,84.82984758,45.70497092,86.01721071,11.67593821,40.89798108,72.28246009
979.866134,36.24035164,47.77710495,75.09263856,58.11377648,80.43013999,52.90830418,25.11349513,70.64938714,9.437841705,29.47153157,56.2414201
980.886334,27.19494616,42.29779432,64.03288417,51.9134016,68.63494122,36.42702848,16.57424036,63.44384987,8.40505744,22.50392345,43.01441638
981.9063536,25.56937124,36.9760877,56.21002362,57.58591664,70.03108167,34.80941763,20.35204152,67.34400761,8.619772777,23.11764277,34.31432907
982.9261929,23.57384266,32.07322398,51.84158593,65.52692518,77.17747712,37.37555775,24.72156456,75.32287629,9.970693928,29.83251545,30.91781343
983.9458517,15.1359074,27.72272163,50.5511885,64.70987317,77.17774442,46.85215338,20.90213745,79.09355332,12.24013843,38.22507769,32.5669715
984.9653303,5.663499655,23.99668447,51.79253748,58.78888087,68.67061073,26.7237998,13.46190613,78.32520989,15.20253797,44.20816974,38.19134089
985.9846287,5.293793529,20.97701981,55.07325672,62.4175016,63.85563834,23.32340433,11.58208255,77.4002115,18.69611465,45.70189717,46.29338929
987.0037468,12.47845738,18.79880973,59.99172289,71.70066814,65.85796921,48.02513058,12.53467374,75.27874191,22.6271763,42.45698355,55.38959056
988.0226847,16.93514872,17.66105299,66.31498098,68.23002149,62.73672345,45.24289004,6.70612123,67.12395617,26.92254099,36.19313793,64.40738229
989.0414426,18.6234157,17.80136206,74.03324,57.50643001,51.16194593,35.55981435,-3.104056379,55.51669782,31.45397472,30.77477159,72.8235907
990.0600203,27.46359979,19.43251899,83.09671735,62.06695214,43.60798852,52.06742578,-4.731727131,50.38994511,35.95740728,30.12146453,80.40957999
991.078418,44.33934257,22.66403019,92.92608535,80.7978587,48.19433786,77.70189167,4.140260992,56.9179811,39.99923836,34.86612499,86.83091921
992.0966357,58.14756917,27.44806151,102.2171933,94.71457029,59.68314925,94.02591955,14.31065904,69.54027934,43.04217119,41.65171201,91.51522456
993.1146734,62.04436987,33.57334468,109.3194512,98.63595507,69.2699043,117.8459744,18.26748078,78.19862952,44.59733454,45.94711279,93.88282089
994.1325312,60.2408319,40.7051668,112.9060849,99.44302771,71.46158468,124.0510955,16.63773207,77.90740965,44.391461,45.4447635,93.64611323
995.1502092,58.06461064,48.45223478,112.4681106,100.6509112,64.34366432,122.7951862,13.89387779,71.61359435,42.47193389,41.31681179,90.9298092
996.1677073,55.18963295,56.43557426,108.4013859,100.7349405,49.93413177,130.1510557,11.47975676,64.16318896,39.21134653,36.94550396,86.22577516
997.1850256,50.59827179,64.3426251,101.7526948,96.03467752,34.01053409,123.3237402,7.399243069,57.14797286,35.22329195,35.48500573,80.29989868
998.2021641,46.17452454,71.96104615,93.83120409,86.55358154,23.79932514,118.2939189,2.534751706,51.7175279,31.23234648,37.97438523,74.08279732
999.219123,42.32713575,79.1920428,85.8906808,78.90686982,23.66749752,110.9218048,2.490782983,50.62681288,27.94653651,43.09624998,68.5356873
1000.235902,35.77260151,86.04605507,78.98785657,75.20266928,30.46589296,106.2235535,9.828405123,53.31337821,25.96056865,48.57128588,64.52942015
1001.252502,25.02432788,92.6255243,73.95927939,67.49179763,35.70840093,99.98619267,19.02697075,54.32505305,25.70362237,53.13579975,62.78175402
1002.268922,14.54436054,99.09656086,71.36879497,52.25445593,35.4983596,80.29957671,24.28797296,50.44034025,27.42759364,57.6546822,63.82379844
1003.285162,9.726203931,105.6504567,71.38367554,37.53303924,33.91272632,67.59485859,27.65444035,44.85142138,31.22259858,64.38105188,67.92886724
1004.301223,9.901630441,112.4639376,73.73033487,29.88854673,35.5663748,49.6316732,34.05831086,42.53385368,37.0543178,74.82310229,75.03461324
1005.317105,9.743582505,119.6807502,77.88406918,26.46765558,41.26489309,42.9139715,42.96989196,45.63601624,44.82502155,88.00889857,84.7764789
1006.332807,5.961605637,127.4223263,83.4119237,21.59585172,48.92181775,37.22271506,49.52507398,52.91040928,54.44614294,100.6714095,96.66030117
1007.348329,0.836049668,135.8080632,90.22002625,12.37080828,53.19175055,26.01928633,50.97009387,59.81362833,65.88755246,109.262201,110.2586985
1008.363673,0.535708802,144.9552602,98.55267735,1.114095635,50.93243809,22.51671933,50.00019812,61.27865471,79.16102943,112.339713,125.2965039
1009.378837,9.246431724,154.9399773,108.7709807,-3.5078426,49.06027968,-2.062490226,51.90920719,57.3257194,94.21535014,111.5116873,141.5565087
1010.393822,23.67614877,165.7232219,121.0384566,1.779989185,55.19608861,6.639198959,56.76293283,53.01887378,110.7734879,110.1905894,158.6345616
1011.408627,37.55642632,177.0753513,135.079716,7.377717613,64.90142315,13.02141414,59.63809647,52.90656936,128.1979508,111.5468038,175.6968646
1012.423254,52.54215625,188.5430069,150.1015538,11.57384171,72.33319606,-9.428277543,63.12237868,58.99847291,145.4675169,117.0974661,191.4208357
1013.437701,74.6104241,199.4847408,164.83756,26.37801454,80.84511638,11.89817219,75.44877296,70.40731572,161.2935464,125.4871298,204.1992878
1014.45197,98.81659035,209.174893,177.7491952,47.6054221,91.04447281,36.85883588,91.944858,81.39125453,174.3586115,132.0216898,212.59458
1015.466059,112.2448228,216.9492443,187.4859961,56.20786928,96.12343637,36.09845102,98.54418795,85.20357219,183.6186296,131.1647153,215.9021772
1016.479969,112.2553755,222.3404896,193.4209368,52.84127912,94.33701605,33.1726897,93.58873508,81.53260851,188.5539329,120.9074187,214.4920762
1017.4937,108.0611182,225.1547694,195.8462027,52.60081312,89.04936186,42.73276424,87.0927996,75.23977208,189.2552505,104.5543682,209.6613043
1018.507253,106.5501909,225.4756283,195.7068611,58.0075055,79.74901374,46.4245006,84.33072431,69.44478876,186.3227726,88.4164931,203.098452
1019.520626,107.806382,223.6055833,194.1436446,65.41782248,66.710638,44.11886792,84.30623495,64.37816232,180.6441375,78.08722813,196.3256852
1020.533821,110.7287535,219.9582736,192.1246242,75.33630688,56.48278631,51.64900472,86.23668842,60.42176775,173.1431193,75.77602573,190.3485822
1021.546837,114.2888338,214.9262077,190.2551686,84.61991333,54.55083575,60.48884927,89.26630111,59.47318631,164.5752087,79.6530537,185.5268934
1022.559674,116.2654296,208.7676519,188.7265193,91.99598065,60.79174936,70.80024944,93.20548696,64.30512384,155.4164654,85.56101354,181.6060625
1023.572333,115.4140893,201.5525625,187.2970676,105.37592,72.2463139,76.7525923,100.6199432,75.00888628,145.85246,90.04664568,177.8715068
1024.584812,112.234027,193.1824271,185.2543229,124.134887,82.39722741,96.75939412,110.7568774,85.64812747,135.8463904,92.28536689,173.3939351
1025.597114,107.5792079,183.4710207,181.47206,133.8275564,84.55900003,108.0172402,117.4300662,89.80372722,125.2576951,93.64891363,167.2956123
1026.609236,102.9650833,172.251058,174.7067369,131.7054855,81.35686962,102.0281634,119.9606239,89.85094142,113.9727183,95.81371506,158.9359412
1027.62118,98.76973172,159.4699713,164.0915047,130.6938815,80.39710768,118.9692487,124.6129479,93.55513232,102.0054436,98.77330845,147.9854227
1028.632946,91.2835243,145.2593839,149.6115506,134.8447556,81.43585318,128.4281849,130.5067663,101.8793366,89.54963169,100.1959307,134.4930317
1029.644533,76.53586347,129.9716274,132.293864,136.842003,78.82778899,126.2333015,128.2669599,107.8335938,76.98324477,97.13794994,119.0037722
1030.655942,56.51699796,114.1648403,113.9215685,132.6815376,71.17300349,120.295863,115.0877134,106.3929574,64.81720194,88.85727374,102.5709728
1031.667172,38.84843685,98.52088164,96.34955947,123.386616,62.34368375,113.1354677,99.73469518,99.56510983,53.58975222,77.87677435,86.47218408
1032.678224,31.03939793,83.7185108,80.79835235,115.201733,58.64810475,103.5252217,92.01716167,92.82321172,43.73335548,68.08662051,71.69315658
1033.689098,33.12950799,70.3090171,67.53379489,115.9493914,62.51549308,94.00151246,92.19175842,89.49217272,35.467596,61.64111633,58.51831741
1034.699793,36.3882344,58.64020681,56.08128553,119.9926318,66.41894947,104.5382622,91.53749566,88.34921035,28.77328629,57.64598717,46.56353961
1035.710311,34.60875988,48.85283176,45.77500529,115.6160129,62.48665237,85.91118279,85.5787206,86.62806093,23.46489982,53.72070562,35.24317243
1036.72065,31.69727868,40.93871955,36.24995896,106.3035239,54.73857938,70.47722728,79.88350799,83.21823932,19.31613514,48.07099945,24.31141955
1037.730811,30.57254661,34.82525547,27.64612755,97.42548907,49.79575279,81.53768711,74.83400682,76.50994829,16.17273252,39.78993565,14.13498198
1038.740794,26.21640981,30.44988505,20.5879717,80.95339901,45.87321485,65.08818796,61.04785482,63.88300474,14.02008391,28.73781854,5.633888535
1039.750599,18.76476899,27.79522465,16.00153726,58.37703896,41.30029491,41.74180767,40.02817495,47.26276619,12.99231589,16.45591665,-0.048834019
1040.760225,17.96890855,26.87145443,14.71619431,46.83408866,39.53991097,33.24730811,27.74185881,33.51635174,13.31006565,6.192242756,-2.05049883
1041.769674,27.49498903,27.66989888,16.98779454,48.78856762,39.88545608,42.65147526,30.24979563,26.06048793,15.17157241,0.838546006,-0.194194683
1042.778945,39.91289721,30.13616273,22.29219313,49.40813882,37.86129652,42.64868016,36.15489989,21.81973463,18.66424914,1.112237266,4.987855309
1043.788039,49.92080524,34.18560982,29.53140468,44.06686395,35.04786398,35.79044917,35.88326775,17.75641558,23.74417686,5.637099863,12.56093783
1044.796954,58.76097511,39.74278944,37.45673235,40.02128852,36.01908855,47.43095447,31.03195843,13.9647343,30.28112169,11.71404294,21.52763155
1045.805692,66.14768139,46.77951561,45.06575288,39.68812202,39.78016637,52.11920548,25.56944384,10.1385505,38.15071851,16.14469439,31.05155604
1046.814251,69.5110687,55.33752007,51.81946376,41.10122743,42.19919433,49.73608025,21.84264018,4.681618235,47.35449538,16.63868105,40.63390466
1047.822633,69.70719575,65.52210025,57.59280419,43.07413911,40.55297395,45.07798185,22.4625112,-3.24601562,58.12622758,12.97395847,50.28115837
1048.830838,69.32521372,77.45946495,62.47216156,42.40950825,33.40910319,40.51584657,27.48513313,-13.34520635,70.97297412,6.781926919,60.55438564
1049.838865,68.01708637,91.23297749,66.68479841,38.78623071,23.37246298,33.07526649,34.71239552,-23.18786348,86.63079308,0.692703975,72.39288455
1050.846714,64.64776504,106.8308426,70.74491627,40.51729866,18.69965054,25.64345761,45.0141619,-27.68251818,105.9547619,-2.422685292,86.79101556
1051.854386,59.99912214,124.1352267,75.57099501,53.56997506,25.25586018,34.01911931,60.2629651,-23.5899566,129.7826583,-0.604339375,104.5615053
1052.86188,54.26886385,142.9607562,82.340067,73.43731709,39.93575371,33.13794342,78.72973,-12.59476682,158.816228,6.13405171,126.3332437
1053.869197,46.49647455,163.1206216,92.13076386,94.22202132,57.18069716,21.4934258,100.6512842,4.242921082,193.5521691,16.16925314,152.6653379
1054.876336,37.8598126,184.4856231,105.6079916,115.2339255,77.28762708,17.54875573,133.7331428,31.36923223,234.2694764,27.8054973,184.0515264
1055.883298,30.90924365,207.0109935,122.9744758,141.3709597,104.4028429,15.85481091,184.5513638,73.84790438,281.0588259,40.40875911,220.783554
1056.890082,24.3781781,230.7275383,144.2247878,179.5672295,138.7291077,11.925535,247.2693314,131.0265545,333.8533211,54.51399824,262.8766108
1057.89669,12.98866383,255.6977167,169.5262699,226.0934959,173.4657776,14.15846294,309.100762,199.0698016,392.4117416,71.63477857,310.2111076
1058.90312,-4.317191459,281.9348578,199.4355668,269.8779352,203.1440135,5.891704261,367.0790664,277.8084451,456.2212195,94.31201919,362.7431291
1059.909373,-19.15126003,309.290951,234.7242939,313.9301644,233.2477077,0.741245063,431.2095137,370.1263407,524.3326528,125.6110833,420.4638742
1060.915448,-21.47121529,337.3467227,275.8843141,368.7005989,273.6657387,18.41617644,508.1937859,474.1468402,595.2033673,167.3634239,483.0453279
1061.921347,-9.955466089,365.3581987,322.673422,429.4243191,324.9537427,21.0273812,591.6081992,581.3215233,666.652763,218.5526323,549.4775095
1062.927068,10.05131617,392.2923197,373.97022,486.9357571,378.7102244,30.36684178,673.8285841,684.0196416,735.9893554,275.8784233,618.0028047
1063.932613,35.41408322,416.9391186,427.8669977,545.3680981,427.8376855,42.85848838,757.2092916,780.262792,800.268233,335.9402671,686.3343298
1064.93798,65.77363854,438.0639646,481.834719,606.9425907,470.4114161,59.07090614,845.0814991,869.0338587,856.5821575,396.5203095,751.9588825
1065.943171,98.44667636,454.5680627,532.9860828,659.5797892,506.4979509,79.99699654,930.1430681,945.2184293,902.3212575,456.0174019,812.3915377
1066.948184,129.3518012,465.6317292,578.5105434,694.1856242,535.8656231,75.5631805,999.8752469,1002.095683,935.3886352,512.3944131,865.3288325
1067.953021,156.2821958,470.8106514,616.1409134,714.6531505,557.3409458,88.25085039,1048.63899,1036.535478,954.3655425,562.7977523,908.6662971
1068.957681,177.9521533,470.060738,644.4063895,726.3378825,568.6379913,86.66016444,1080.888532,1049.540016,958.6101674,603.8122086,940.4570683
1069.962164,193.3741342,463.6914451,662.5876252,728.4358808,567.0961708,76.0755708,1104.348849,1042.482284,948.2871784,632.1773949,959.0144275
1070.96647,203.0159833,452.2715963,670.5001678,715.0204002,549.9781054,81.37820904,1119.097007,1014.027118,924.336673,645.789739,963.2487669
1071.9706,208.4279949,436.5227135,668.3350993,682.5504088,517.511099,59.61311368,1115.755942,961.6126167,888.3853511,644.5730236,953.0494735
1072.974553,209.8205028,417.2305261,656.6820232,637.1546206,476.0453909,45.80956258,1086.447673,886.0969386,842.5997952,630.729596,929.407639
1073.978329,204.878986,395.192547,636.6008254,584.8127048,432.6423499,41.7533612,1032.587637,794.0856064,789.4933341,607.9800416,894.1740191
1074.981929,193.8471436,371.2104473,609.5253681,524.8585329,390.6449301,33.05322946,963.3992228,695.4222346,731.7143337,579.7319055,849.6413156
1075.985352,182.8672356,346.1216537,577.0081238,463.0146784,352.5549429,29.11222599,890.1468095,598.247722,671.8513579,546.9167727,798.2098119
1076.988598,174.4659089,320.8419436,540.5605381,407.700886,317.2081376,31.51585415,815.9695795,505.0596429,612.2918108,507.1874561,742.239194
1077.991668,160.6204216,296.3840357,501.8012938,351.581786,276.6639097,37.06119185,732.783619,413.4099787,555.1618585,457.0982382,684.0393335
1078.994562,134.5608596,273.8290267,462.7771643,285.7852189,227.0584484,27.303959,635.6374464,322.4236429,502.3306977,396.2428974,625.8863559
1079.99728,102.2408352,254.2408431,426.0150651,222.259691,176.5732195,22.14731988,533.3372844,238.3130481,455.4018498,329.4199668,569.9442652
1080.99982,75.25861579,238.5342662,394.0475336,174.4676725,134.7677104,28.36146155,438.4394478,171.0565268,415.6196451,264.3645519,518.0685147
1082.002185,59.41972659,227.335541,368.6992523,137.3667185,102.7953424,35.55222146,356.1911501,126.1174662,383.7058076,207.467404,471.6005462
1083.004374,52.60648628,220.8866862,350.6515913,104.5986073,78.40796486,55.52910367,285.8996722,100.2153945,359.7198777,161.3609469,431.2768894
1084.006386,48.72616635,219.02906,339.5155626,79.2519134,61.69082302,88.16255149,225.4043467,84.29203066,343.0410949,125.377752,397.307665
1085.008222,44.86062715,221.2680398,334.2679344,63.18646507,53.86326768,98.73287077,174.0522173,71.77737431,332.5046224,97.47847109,369.6037541
1086.009882,44.66392301,226.8840468,333.70044,55.19684695,54.74048213,101.1116114,132.5280362,63.74484627,326.6350102,76.06511068,348.0039665
1087.011365,51.53726874,235.0395314,336.5689083,54.75857802,62.25999923,129.5657316,100.7535434,63.81283795,323.8748927,60.75611601,332.2945386
1088.012673,63.76285522,244.8464537,341.4460679,60.91642638,75.50236493,141.5203841,80.1487376,70.94779493,322.7414084,51.88860963,321.9884254
1089.013805,78.77798829,255.3865274,346.5991147,71.7404694,95.16260709,151.832921,73.45211808,80.27410017,321.9099199,49.24056554,316.0739475
1090.01476,94.33323611,265.7036327,350.1843263,82.66748624,118.1030753,163.2163722,78.05195978,87.64136166,320.2640918,51.24620044,312.9987368
1091.01554,105.0054513,274.8043298,350.7166992,87.11932103,137.7041064,157.6193288,86.54845818,91.56990949,316.936986,55.60880825,310.9774074
1092.016144,105.3177801,281.6926028,347.4940616,83.5513925,151.3291875,165.2511076,95.70086254,93.33916129,311.3240648,60.54978333,308.4462852
1093.016572,97.23733114,285.437819,340.6986621,78.63132449,161.7241805,150.4674903,109.1623127,95.62632286,303.0427598,65.48398739,304.3874243
1094.016824,89.29930572,285.2574606,331.1213203,78.18366515,171.0821937,145.4474207,129.2207691,99.1380119,291.8573919,70.95448993,298.3589561
1095.016901,87.41641632,280.5963458,319.6299752,78.82607048,178.6113786,151.6821167,149.5205611,101.669277,277.6232211,78.03910938,290.2407895
1096.016801,90.70505264,271.1905218,306.6187235,77.06431548,185.1943856,134.3497894,162.97873,102.428472,260.2923448,87.24022718,279.8555836
1097.016526,94.90523096,257.1089641,291.6976134,76.92640132,193.1771828,138.0858897,172.8320588,104.1020914,239.9814184,97.28436833,266.717564
1098.016076,95.69094693,238.7734213,273.8204853,78.30293371,199.0698895,139.0228687,185.1088218,107.6561906,217.0637222,105.0486839,250.131338
1099.015449,91.48464694,216.956265,251.906119,74.84327014,196.6370308,135.2677991,196.3557256,108.831917,192.2394658,107.3078243,229.6673385
1100.014648,84.44412239,192.7422541,225.7031939,66.95289006,186.457506,121.7752567,198.1518552,103.1211328,166.5389559,102.954706,205.748109
1101.01367,75.95789412,167.4257703,196.3755714,57.81426409,171.8919055,107.2109049,186.8881637,91.12316537,141.2311805,93.66826281,179.9163272
1102.012517,65.73054967,142.3434942,166.4024255,45.98330303,152.4904879,99.1429494,166.0567029,77.77227575,117.6447522,83.06912168,154.538029
1103.011189,59.05778043,118.6853104,138.805161,37.28659333,131.513578,70.4686205,146.0379337,69.71608539,96.94205393,75.38876539,132.0425482
1104.009685,65.9568717,97.3456677,116.0571527,43.60598829,119.4298846,67.51840591,138.5853468,72.21577732,79.90451185,73.71382662,114.0903836
1105.008006,86.92653756,78.86752084,99.20179661,61.55107801,120.9723493,75.90815927,144.6374356,84.2355323,66.79536193,78.26807149,101.138626
1106.006152,107.99536,63.49685389,87.66502695,75.27667369,127.9976352,85.97445438,152.2399773,97.8661082,57.35299819,86.4485171,92.62703876
1107.004122,115.5492797,51.31474869,79.85245238,79.70297618,129.6002031,104.6942871,150.0666534,105.1796417,50.91487083,94.80545588,87.56996402
1108.001917,110.6733697,42.37522612,74.08810445,81.84392313,122.809196,99.88709365,138.5301185,104.8730802,46.61046753,101.1014914,85.10784921
1108.999537,105.6255363,36.7819085,69.28255143,84.75497801,112.6046467,92.39551277,124.8461567,101.8236038,43.53991003,105.0851595,84.71570947
1109.996982,109.572074,34.67951897,65.02203016,84.83861653,105.3698845,90.54450638,111.752113,101.1111011,40.88276744,107.9791219,86.07337888
1110.994251,120.770997,36.18144324,61.24241326,82.63149101,103.2284744,90.68508961,97.46880792,103.1167363,37.93888874,111.1367935,88.83349531
1111.991346,131.4124851,41.27611937,57.93385626,83.3524948,102.9021355,91.12117801,82.23969677,103.6295388,34.15537457,114.7356267,92.55811322
1112.988265,136.3821634,49.75529029,55.19134208,83.68559082,98.15668848,90.48072052,66.86952229,97.17983347,29.19453676,117.812579,96.91845549
1113.98501,136.4195037,61.19459953,53.50374628,72.79496817,85.99193417,83.26735407,50.02897644,81.71065239,23.05119477,119.8325106,101.9877688
1114.981579,135.6535379,74.99372495,53.9007322,52.53221128,72.32440539,58.6339688,31.62222052,61.93575365,16.17032049,121.9049658,108.3191933
1115.977974,137.7030423,90.45989931,57.74043992,39.5502323,66.81173013,50.91362393,13.13638539,45.77400995,9.507582858,126.0143785,116.662503
1116.974193,142.4519665,106.9094423,66.2845803,42.51565663,71.18723357,52.65132165,-4.263903825,36.0224253,4.522844703,133.281306,127.5386448
1117.970238,145.4190845,123.7628384,80.34590996,52.19919097,77.87487019,46.10203792,-17.12942561,28.09959957,3.133768512,143.2963614,141.0624243
1118.966108,141.6507329,140.6117728,100.1788599,56.32336177,79.99970842,45.98161126,-19.47033736,17.01064252,7.639707143,154.8986295,157.1938148
1119.961804,131.1635175,157.2479808,125.6309569,55.54319213,78.88216805,36.41218305,-7.056063329,4.770536895,20.5899921,167.4136483,176.2740918
1120.957324,118.0866679,173.65951,156.4296483,59.51656207,79.87959662,28.74253251,21.01440026,-0.041547151,44.56057899,181.56454,199.5338676
1121.95267,104.7912986,190.0015974,192.4081778,69.83996914,84.15678447,30.64836445,63.1406763,11.64061628,81.8313465,199.7869544,229.2892654
1122.947841,92.16202112,206.5396182,233.5382684,81.70432882,91.33392562,30.54149817,118.0480988,46.88073258,134.0076712,225.7807135,268.6915688
1123.942838,83.74617919,223.5622623,279.716402,100.5018591,106.0745497,35.97499002,189.25018,112.5424164,201.6664006,263.2357406,321.0560988
1124.93766,82.3553919,241.2731223,330.3629264,135.2640593,131.7566206,66.4486064,281.5564454,212.7462394,284.1217489,314.3110787,388.9601619
1125.932308,86.01002441,259.691448,384.0870678,181.5464545,163.9921947,111.7314293,392.5321599,343.3201739,379.3885292,379.1280758,473.4732922
1126.926781,92.01553675,278.5956995,438.6675341,229.1558784,199.6012177,158.591211,514.9567622,493.1860118,484.3604632,456.4471433,573.8340191
1127.921079,99.05767159,297.5251773,491.3372548,276.360054,242.4724599,231.3143668,645.7616797,651.3537005,595.1382301,544.2542857,687.6290534
1128.915204,104.909441,315.8346742,539.202802,327.267465,294.7755461,310.2685454,786.4152208,810.5598553,707.3990096,639.7036188,811.2863636
1129.909154,109.754033,332.7848647,579.6562983,385.7832527,352.7957373,389.3573329,936.6243173,965.3274448,816.7204657,739.2280299,940.5994649
1130.902929,118.6856521,347.6424315,610.6735643,452.4457438,412.3311872,481.4071952,1089.726315,1108.217264,918.8234776,839.1865946,1071.089652
1131.896531,135.210396,359.7640289,630.9598293,520.0297949,469.6642019,564.1641856,1234.470615,1230.170465,1009.740596,936.535733,1198.234437
1132.889958,158.2211139,368.647257,639.9813806,578.3431783,520.8053896,634.9492217,1362.65671,1326.503269,1085.933491,1029.069728,1317.702671
1133.883211,187.4710975,373.9408024,637.8820304,628.137394,565.3685997,692.2664892,1472.05697,1399.31537,1144.383434,1114.907161,1425.60982
1134.876289,224.0030896,375.4196662,625.2655984,678.4485821,605.2746749,745.5445388,1559.004284,1449.499063,1182.68994,1191.302958,1518.664788
1135.869194,264.6868553,372.9529735,602.9729055,725.8117814,637.3327493,797.2102022,1613.79577,1469.550785,1199.221504,1253.985977,1594.151667
1136.861924,303.9083527,366.4975042,572.0379904,754.2041068,654.499752,820.0291412,1629.063188,1450.432914,1193.31793,1298.224156,1649.859987
1137.854481,340.3405671,356.1231883,533.7812279,759.9300256,655.6671708,814.8304481,1608.193342,1393.604089,1165.471437,1320.709632,1684.096423
