Wavelength,HS_V2S3_AAB_C1_S4_I1,HS_V2S3_AAB_C1_S4_I2
452.9379229,24.41835421,58.42367081
454.0527091,27.01327113,69.70708872
455.1672921,31.10785265,81.61239759
456.2816721,35.50145137,94.06538893
457.3958491,39.7654203,106.9985176
458.5098232,44.83501957,120.1995191
459.6235944,52.03613514,133.1953947
460.7371628,61.32492549,145.2393208
461.8505284,70.41027255,155.4513363
462.9636912,75.93989526,163.1157567
464.0766514,76.16606425,168.0201351
465.1894089,72.6688506,170.6133641
466.3019639,69.23912296,171.8263325
467.4143163,68.78696882,172.6414829
468.5264662,71.11849089,173.6680775
469.6384136,73.49001371,174.9561152
470.7501587,73.09446804,176.1056183
471.8617014,69.13634339,176.5356975
472.9730419,62.97720346,175.7014538
474.0841801,56.64388607,173.1416461
475.1951161,51.21164203,168.4414389
476.30585,46.51020818,161.2990944
477.4163818,41.98065383,151.7364233
478.5267115,37.27125026,140.2734791
479.6368392,32.15748413,127.9084252
480.746765,26.70910121,115.9225432
481.8564889,21.90755208,105.5845985
482.966011,19.67067057,97.79866234
484.0753312,21.62537711,92.79109629
485.1844497,27.50500069,89.98720448
486.2933665,34.76654665,88.17580255
487.4020817,39.98366404,85.94782331
488.5105953,40.99289719,82.25993419
489.6189073,38.23101285,76.85174009
490.7270178,34.30491153,70.29168736
491.8349268,32.08200741,63.65228557
492.9426345,32.68848716,58.02788558
494.0501408,34.9515067,54.14262652
495.1574458,36.83528893,52.20985915
496.2645495,37.49949174,52.03373861
497.3714521,37.6843265,53.18582688
498.4781534,38.10298346,55.10668316
499.5846537,38.02709505,57.13016041
500.6909529,35.80809235,58.5379922
501.7970511,30.57985909,58.74276869
502.9029483,23.23160336,57.55337149
504.0086446,15.82664725,55.3307252
505.1141401,10.35443485,52.89337432
506.2194347,8.063675295,51.22112798
507.3245286,9.579519093,51.0978863
508.4294218,14.95149973,52.80366822
509.5341143,23.17370901,55.956618
510.6386062,31.91776621,59.616513
511.7428975,38.39605597,62.66112905
512.8469882,41.16703708,64.26976064
513.9508786,41.5009712,64.26205545
515.0545684,42.77848099,63.10996483
516.158058,47.98441721,61.63351211
517.2613472,57.5259434,60.60518988
518.3644361,69.48776814,60.51319746
519.4673248,81.69417705,61.54531038
520.5700133,93.18756236,63.66210539
521.6725016,103.8613665,66.62439247
522.7747899,113.0409281,69.96103578
523.8768782,118.9060743,72.98706877
524.9787665,119.753447,74.96898006
526.0804548,115.8418016,75.36162475
527.1819433,109.6266638,73.94107434
528.2832319,103.8770488,70.76477524
529.3843207,99.54822998,66.04221713
530.4852098,95.53903909,60.03029708
531.5858992,90.23295366,52.9910469
532.6863889,82.89894194,45.18553808
533.7866791,73.85482513,36.88130695
534.8867697,63.81871593,28.3803457
535.9866608,53.27956074,20.07733934
537.0863525,42.4838952,12.53798918
538.1858447,32.22607533,6.51993634
539.2851376,24.74353501,2.852299249
540.3842312,23.19256837,2.167318003
541.4831256,29.32375705,4.587725362
542.5818207,41.65959414,9.567679787
543.6803167,56.46970643,16.03184165
544.7786136,70.30987303,22.7279504
545.8767114,81.22225128,28.56685374
546.9746102,88.1487393,32.82054997
548.07231,90.3268661,35.19709743
549.1698109,87.68058002,35.83825639
550.2671129,81.59558205,35.24835408
551.3642162,74.88591493,34.12758346
552.4611206,70.44908419,33.1154078
553.5578263,69.54454188,32.57497625
554.6543334,71.14179665,32.57621814
555.7506418,72.79226002,33.06137695
556.8467516,72.34684895,34.02266752
557.942663,69.29500001,35.56694817
559.0383758,64.91992695,37.88084249
560.1338902,61.49102386,41.16856855
561.2292062,61.17979322,45.60756116
562.3243239,65.1569496,51.3202219
563.4192432,73.11190295,58.34768429
564.5139644,83.51854235,66.628884
565.6084873,94.76864653,76.02663288
566.7028121,106.4109328,86.38569694
567.7969388,119.2177265,97.51876505
568.8908675,133.7018561,109.0691571
569.9845981,148.4000274,120.3670018
571.0781308,159.9076724,130.4634889
572.1714656,165.0830033,138.3908629
573.2646026,163.4430675,143.4808602
574.3575417,157.4172041,145.5073491
575.4502831,150.3208234,144.5794436
576.5428267,144.1351483,140.9371102
577.6351727,138.8999492,134.8435196
578.7273211,133.5219268,126.6265305
579.8192719,126.8062229,116.7786897
580.9110251,117.9349778,105.9429724
582.0025809,106.4693118,94.70195463
583.0939393,92.50624847,83.34153629
584.1851003,77.22780028,71.85016856
585.276064,62.94764739,60.16097837
586.3668304,51.88040206,48.39267935
587.4573995,44.56174545,36.902955
588.5477715,39.60351847,26.19524494
589.6379463,35.10407933,16.82160459
590.727924,30.45980578,9.344271144
591.8177047,26.99410035,4.283919561
592.9072884,26.72093454,1.960151136
593.9966751,30.20235468,2.270665018
595.085865,35.39343803,4.588669706
596.1748579,38.81175568,7.905210602
597.2636541,38.377805,11.1615966
598.3522535,35.17340983,13.55916411
599.4406563,32.21439398,14.6607232
600.5288623,31.72973757,14.30427973
601.6168717,33.62859226,12.52672181
602.7046846,35.90097837,9.619204921
603.7923009,36.0944167,6.217869584
604.8797208,32.72572319,3.255992163
605.9669443,25.88907407,1.753074498
607.0539713,17.04537922,2.56582004
608.1408021,8.410209263,6.245774958
609.2274365,2.278482883,13.0712197
610.3138748,0.363417006,23.1960621
611.4001168,3.08170782,36.74923794
612.4861627,9.18461882,53.76010714
613.5720125,16.51474599,73.9729491
614.6576662,23.6004277,96.74038056
615.743124,30.36015269,121.079339
616.8283858,37.03811651,145.7977579
617.9134517,42.91085466,169.6134169
618.9983217,46.6546966,191.316926
620.082996,47.88654582,209.9984254
621.1674744,47.69667007,225.1835657
622.2517572,47.45249065,236.723798
623.3358443,47.45082083,244.5264278
624.4197358,47.00334957,248.3651832
625.5034317,45.62150549,247.9226454
626.586932,43.5541719,243.0295572
627.6702369,40.77822208,233.9469191
628.7533464,35.93421622,221.4976141
629.8362605,27.26776368,206.9414316
630.9189792,15.04050268,191.6661442
632.0015027,2.646710803,176.8667279
633.0838309,-5.383836581,163.3152985
634.1659639,-7.003264058,151.2472155
635.2479018,-4.278040145,140.412542
636.3296446,-1.300379152,130.3186292
637.4111923,-0.648784648,120.5475262
638.492545,-1.800442012,110.9599917
639.5737027,-2.211476584,101.712092
640.6546656,0.664782372,93.14737387
641.7354335,7.912575395,85.62549812
642.8160067,18.84203511,79.3201709
643.8963851,31.88377763,74.09405779
644.9765687,45.66416808,69.57053437
646.0565577,59.01429165,65.34621841
647.136352,70.29032631,61.14925911
648.2159518,77.5291484,56.8473986
649.295357,80.03762578,52.38313021
650.3745677,79.80232788,47.73819295
651.453584,80.33416976,42.92471092
652.5324059,83.34944966,37.9945334
653.6110335,87.04125951,33.09950794
654.6894667,88.23501873,28.56618056
655.7677057,85.8993757,24.86556809
656.8457504,82.08590237,22.42153761
657.923601,79.53466129,21.32721399
659.0012575,78.41159866,21.12462942
660.07872,75.56569573,20.84916823
661.1559884,67.55889154,19.43522015
662.2330628,54.4600124,16.27082446
663.3099433,40.13801695,11.53692918
664.3866299,29.05840902,6.150714258
665.4631227,23.3381706,1.426560876
666.5394216,22.40719263,-1.35811595
667.6155269,24.37514585,-1.345195616
668.6914384,27.36297906,1.706492254
669.7671563,30.00360666,7.501902614
670.8426806,31.40932875,15.52947986
671.9180114,31.38050022,25.41309538
672.9931486,30.92407415,37.05116382
674.0680924,32.21601897,50.47568371
675.1428427,37.55413267,65.58839984
676.2173997,47.89761821,81.98875938
677.2917633,62.02676416,98.99992516
678.3659337,76.94720135,115.8817781
679.4399109,89.27768652,132.0917369
680.5136948,96.69641491,147.39514
681.5872856,98.82348305,161.7527712
682.6606834,97.35452086,175.1076431
683.7338881,95.06874543,187.2309782
684.8068997,93.80765279,197.6924675
685.8797185,93.03676741,205.9493865
686.9523443,90.76536394,211.5076598
688.0247773,86.053868,214.0513331
689.0970174,80.22957582,213.4540598
690.1690648,75.29863934,209.6786353
691.2409195,71.39916382,202.6973105
692.3125815,66.46627019,192.5649451
693.3840508,58.64684827,179.6225906
694.4553276,48.64494381,164.6427505
695.5264119,39.50854569,148.7287885
696.5973036,34.53615815,133.0053402
697.6680029,35.25543647,118.282785
698.7385099,40.45106339,104.8743717
699.8088244,46.6541502,92.6614625
700.8789467,50.22115206,81.35331816
701.9488767,49.81442853,70.76692417
703.0186145,47.06692435,60.9811541
704.0881601,44.70573488,52.32784553
705.1575136,44.11717293,45.24791135
706.226675,44.77056438,40.08614943
707.2956444,45.67679162,36.94321092
708.3644218,46.85895827,35.66069378
709.4330073,49.14344867,35.90199154
710.5014009,52.94648247,37.23571955
711.5696026,57.94734515,39.18146032
712.6376126,64.00654906,41.21175918
713.7054308,71.60709698,42.72376655
714.7730573,80.46648858,43.02950595
715.8404921,87.75058542,41.4764648
716.9077353,89.06624612,37.76417866
717.974787,82.5940073,32.28539499
719.0416471,71.94143565,26.14531154
720.1083157,63.81510739,20.74778091
721.1747929,62.73746198,17.23770748
722.2410788,68.05599208,16.1966668
723.3071733,75.23041475,17.69775399
724.3730765,79.44238035,21.53767093
725.4387884,78.74743054,27.40075283
726.5043092,75.08891242,34.86515373
727.5696387,72.74269403,43.35635748
728.6347772,75.13416758,52.1760346
729.6997246,82.33460522,60.61395115
730.764481,91.15001518,68.07461484
731.8290465,97.52512343,74.17966073
732.893421,99.30603606,78.83858371
733.9576046,97.26739814,82.24661198
735.0215973,93.80560097,84.76726652
736.0853993,90.88928558,86.73891476
737.1490106,88.9848861,88.29813226
738.2124311,86.84985052,89.27950503
739.275661,81.95181437,89.25896498
740.3387003,72.13190616,87.77053035
741.401549,57.82411531,84.58889469
742.4642072,42.68095581,79.85779281
743.5266749,31.54534465,73.94396234
744.5889522,27.1302789,67.17152574
745.6510392,28.12882679,59.72709535
746.7129358,30.51070596,51.8352294
747.7746421,30.71104847,43.98455277
748.8361581,27.90737488,36.9486793
749.897484,24.0249817,31.55180262
750.9586197,22.15932346,28.34738452
752.0195653,24.62566648,27.43723127
753.0803208,31.54298129,28.51227817
754.1408863,40.7287599,31.01906873
755.2012619,49.11919167,34.34642458
756.2614475,54.64501344,37.98999343
757.3214432,57.14860792,41.64657657
758.3812492,57.90942592,45.18546093
759.4408653,58.15281337,48.50989295
760.5002916,57.71899715,51.42678
761.5595283,55.30897908,53.62891413
762.6185753,50.013338,54.78032355
763.6774327,42.33421081,54.63017002
764.7361006,33.99060336,53.10399964
765.7945789,27.08770423,50.31723697
766.8528678,23.03800156,46.48303306
767.9109672,21.55475913,41.78080871
768.9688772,20.45102215,36.31872564
770.0265979,16.8312028,30.26895316
771.0841294,9.301547534,24.08347205
772.1414715,-0.285764961,18.57923318
773.1986245,-7.313727993,14.73511919
774.2555883,-7.478256496,13.26305489
775.312363,-0.243324515,14.21660071
776.3689486,10.64086012,16.94053697
777.4253452,20.23715424,20.41590209
778.4815529,26.19281875,23.71954603
779.5375716,29.85627323,26.28136054
780.5934014,34.13677987,27.89176734
781.6490423,40.47220354,28.61945347
782.7044945,47.63963305,28.75427858
783.7597579,53.04097587,28.74549243
784.8148327,54.97320189,29.07727274
785.8697187,54.00127015,30.10362033
786.9244161,52.29664396,31.89745078
787.978925,51.44286171,34.19930978
789.0332454,50.88638306,36.55694833
790.0873772,48.75121052,38.62330309
791.1413206,44.02625573,40.3973677
792.1950757,37.59144739,42.21978316
793.2486423,31.08609666,44.55283924
794.3020207,25.24558644,47.73640682
795.3552108,19.78408665,51.86672367
796.4082127,14.73722674,56.79376934
797.4610265,11.26593042,62.16704537
798.5136521,10.47156007,67.50009228
799.5660896,11.44808515,72.27227785
800.6183391,11.46219385,76.09361135
801.6704006,8.751266183,78.90171365
802.7222742,4.771894309,81.07886448
803.7739599,3.084566827,83.3797999
804.8254577,6.044058694,86.68331698
805.8767677,12.89136486,91.71947712
806.9278899,21.09548089,98.90877751
807.9788245,28.97829774,108.2780258
809.0295713,36.72683052,119.3635138
810.0801305,45.35645139,131.1743138
811.1305021,55.01672944,142.3582707
812.1806862,63.97689448,151.5824175
813.2306828,69.3503206,158.0140667
814.2804919,69.49775876,161.7113085
815.3301136,66.07626889,163.6616671
816.379548,63.50633054,165.2992077
817.428795,65.93274248,167.6824183
818.4778548,74.26757268,170.8427257
819.5267273,85.78166772,173.724618
820.5754126,96.17183808,174.7044603
821.6239108,102.1400643,172.3319166
822.6722219,102.7385017,165.9056044
823.720346,99.10166004,155.6695415
824.768283,93.47612702,142.6461013
825.8160331,88.30646422,128.263658
826.8635963,85.34644289,113.9771745
827.9109725,85.05115415,101.0222384
828.958162,86.76332766,90.30956865
830.0051647,89.53146315,82.35388219
831.0519806,92.91209473,77.15865326
832.0986098,97.0071841,74.10181275
833.1450524,101.4301778,71.9661465
834.1913083,104.3596576,69.26059224
835.2373777,103.1295033,64.80392674
836.2832606,95.84025452,58.2738206
837.328957,82.65626776,50.40658835
838.3744669,66.35308938,42.74415441
839.4197905,51.69998746,37.03679715
840.4649277,43.24983437,34.50825082
841.5098787,42.78260223,35.29775843
842.5546433,48.38423075,38.40080903
843.5992218,55.60256798,42.15754259
844.6436141,59.71856514,44.98804536
845.6878203,58.05185669,45.98482735
846.7318404,51.08831958,45.12717779
847.7756744,41.53688729,43.10353368
848.8193225,32.29279015,40.93136649
849.8627846,25.24838275,39.628994
850.9060608,21.34155031,40.03565785
851.9491512,20.73925989,42.70260667
852.9920557,22.6097365,47.78841071
854.0347745,25.21201977,55.01431078
855.0773075,26.81278462,63.73953719
856.1196549,26.67179107,73.13613898
857.1618166,25.20009222,82.4301443
858.2037927,23.39437784,91.15603057
859.2455833,22.13777952,99.28076689
860.2871883,21.52221665,107.0638523
861.3286079,20.50049234,114.7354303
862.3698421,17.76979539,122.2862448
863.4108909,13.45631151,129.5383682
864.4517544,9.517226472,136.3791364
865.4924326,8.097290242,142.9165377
866.5329255,9.839804364,149.4576115
867.5732333,13.98405474,156.3693525
868.6133559,19.61221505,163.899564
869.6532933,26.46618503,172.0042502
870.6930457,34.78667963,180.2544267
871.7326131,44.68371819,187.9172147
872.7719955,55.87345471,194.2307893
873.811193,68.12546847,198.7543282
874.8502055,81.62298532,201.5936095
875.8890333,96.38134598,203.3660034
876.9276762,111.4817441,204.940975
877.9661343,125.5321658,207.1216587
879.0044077,137.9973378,210.4128661
880.0424965,149.5141148,214.9303698
881.0804006,160.6452557,220.4530311
882.1181201,170.7924211,226.5745476
883.1556551,178.7268325,232.8464825
884.1930056,183.8452478,238.797818
885.2301717,186.2420735,243.8348684
886.2671533,185.7150071,247.2053636
887.3039505,181.7368383,248.2304492
888.3405634,174.7437227,246.7214983
889.3769921,166.6095495,243.1989941
890.4132365,159.3018564,238.6488734
891.4492967,153.592676,233.9805209
892.4851727,149.3506449,229.5730338
893.5208646,146.3537045,225.1138504
894.5563725,144.1130431,219.6950907
895.5916964,141.2596059,212.1248832
896.6268362,135.9772905,201.4119939
897.6617922,127.3704765,187.2085953
898.6965642,116.2758173,169.9320893
899.7311524,104.6610239,150.538791
900.7655568,94.28005174,130.194004
901.7997774,85.70668622,110.0488042
902.8338143,78.23757561,91.14287867
903.8676675,70.61009345,74.36103889
904.9013371,62.06851764,60.41655672
905.9348231,52.92731289,49.84183939
906.9681256,44.46727196,42.94463702
908.0012446,38.86603984,39.7273822
909.0341801,38.80518012,39.81210872
910.0669322,45.74119619,42.43735258
911.0995009,58.17722843,46.62376254
912.1318863,72.45148785,51.51517328
913.1640883,85.41600038,56.67061523
914.1961072,95.95133756,62.03430446
915.2279429,104.3595433,67.59990798
916.2595954,111.2334429,73.05885131
917.2910647,116.8317769,77.68438971
918.3223511,120.654101,80.49664576
919.3534543,121.2971017,80.61961307
920.3843747,117.3134864,77.65849501
921.415112,108.8138219,71.89374447
922.4456665,98.1353356,64.15629331
923.4760381,88.44646112,55.45528586
924.5062269,81.37452186,46.63415842
925.5362329,75.81946712,38.28054968
926.5660562,68.86875691,30.83931641
927.5956968,58.22274172,24.73378394
928.6251548,44.45130626,20.37553174
929.6544302,30.88083845,18.06229149
930.683523,20.94150851,17.83116231
931.7124333,16.02369637,19.41138883
932.7411612,15.89168264,22.38406855
933.7697066,19.80934321,26.44643732
934.7980697,26.54879225,31.56324098
935.8262504,34.3619011,37.91031573
936.8542488,41.7088155,45.66681239
937.8820649,47.5774193,54.76423766
938.9096989,51.05039494,64.71630572
939.9371506,51.43773595,74.63661474
940.9644203,49.36073204,83.45052384
941.9915079,47.03668766,90.17675039
943.0184134,46.60631735,94.14017932
944.0451369,48.29299439,95.09528495
945.0716785,50.67634991,93.28409292
946.0980382,52.39112474,89.40963289
947.124216,52.92885501,84.45313565
948.1502119,52.10217515,79.3600189
949.1760261,49.72593316,74.74527053
950.2016586,46.20726115,70.76083247
951.2271093,42.74514217,67.13171124
952.2523784,40.22050221,63.32152598
953.2774659,38.10537094,58.8368308
954.3023718,35.09898856,53.61459933
955.3270962,31.08246191,48.29399176
956.3516391,28.18428249,44.17631503
957.3760006,29.3430568,42.84654195
958.4001806,35.6692538,45.62444447
959.4241793,45.73429545,53.11274935
960.4479967,57.36081947,65.00777692
961.4716329,68.92491874,80.1324316
962.4950878,78.64718835,96.64247315
963.5183615,84.34824136,112.4779678
964.541454,85.32617866,125.9919335
965.5643655,83.8080244,136.3855581
966.5870959,83.26499175,143.6426974
967.6096453,85.26558344,148.1185454
968.6320137,88.42542047,150.2043971
969.6542011,90.05547462,150.2510262
970.6762077,88.25133271,148.5971689
971.6980335,82.795763,145.5214691
972.7196784,75.06272612,141.1275916
973.7411426,67.44028362,135.2535127
974.762426,62.17041577,127.4817998
975.7835288,59.59189836,117.2903287
976.804451,57.17149103,104.3582305
977.8251925,51.27934333,88.9673413
978.8457535,40.89798108,72.28246009
979.866134,29.47153157,56.2414201
980.886334,22.50392345,43.01441638
981.9063536,23.11764277,34.31432907
982.9261929,29.83251545,30.91781343
983.9458517,38.22507769,32.5669715
984.9653303,44.20816974,38.19134089
985.9846287,45.70189717,46.29338929
987.0037468,42.45698355,55.38959056
988.0226847,36.19313793,64.40738229
989.0414426,30.77477159,72.8235907
990.0600203,30.12146453,80.40957999
991.078418,34.86612499,86.83091921
992.0966357,41.65171201,91.51522456
993.1146734,45.94711279,93.88282089
994.1325312,45.4447635,93.64611323
995.1502092,41.31681179,90.9298092
996.1677073,36.94550396,86.22577516
997.1850256,35.48500573,80.29989868
998.2021641,37.97438523,74.08279732
999.219123,43.09624998,68.5356873
1000.235902,48.57128588,64.52942015
1001.252502,53.13579975,62.78175402
1002.268922,57.6546822,63.82379844
1003.285162,64.38105188,67.92886724
1004.301223,74.82310229,75.03461324
1005.317105,88.00889857,84.7764789
1006.332807,100.6714095,96.66030117
1007.348329,109.262201,110.2586985
1008.363673,112.339713,125.2965039
1009.378837,111.5116873,141.5565087
1010.393822,110.1905894,158.6345616
1011.408627,111.5468038,175.6968646
1012.423254,117.0974661,191.4208357
1013.437701,125.4871298,204.1992878
1014.45197,132.0216898,212.59458
1015.466059,131.1647153,215.9021772
1016.479969,120.9074187,214.4920762
1017.4937,104.5543682,209.6613043
1018.507253,88.4164931,203.098452
1019.520626,78.08722813,196.3256852
1020.533821,75.77602573,190.3485822
1021.546837,79.6530537,185.5268934
1022.559674,85.56101354,181.6060625
1023.572333,90.04664568,177.8715068
1024.584812,92.28536689,173.3939351
1025.597114,93.64891363,167.2956123
1026.609236,95.81371506,158.9359412
1027.62118,98.77330845,147.9854227
1028.632946,100.1959307,134.4930317
1029.644533,97.13794994,119.0037722
1030.655942,88.85727374,102.5709728
1031.667172,77.87677435,86.47218408
1032.678224,68.08662051,71.69315658
1033.689098,61.64111633,58.51831741
1034.699793,57.64598717,46.56353961
1035.710311,53.72070562,35.24317243
1036.72065,48.07099945,24.31141955
1037.730811,39.78993565,14.13498198
1038.740794,28.73781854,5.633888535
1039.750599,16.45591665,-0.048834019
1040.760225,6.192242756,-2.05049883
1041.769674,0.838546006,-0.194194683
1042.778945,1.112237266,4.987855309
1043.788039,5.637099863,12.56093783
1044.796954,11.71404294,21.52763155
1045.805692,16.14469439,31.05155604
1046.814251,16.63868105,40.63390466
1047.822633,12.97395847,50.28115837
1048.830838,6.781926919,60.55438564
1049.838865,0.692703975,72.39288455
1050.846714,-2.422685292,86.79101556
1051.854386,-0.604339375,104.5615053
1052.86188,6.13405171,126.3332437
1053.869197,16.16925314,152.6653379
1054.876336,27.8054973,184.0515264
1055.883298,40.40875911,220.783554
1056.890082,54.51399824,262.8766108
1057.89669,71.63477857,310.2111076
1058.90312,94.31201919,362.7431291
1059.909373,125.6110833,420.4638742
1060.915448,167.3634239,483.0453279
1061.921347,218.5526323,549.4775095
1062.927068,275.8784233,618.0028047
1063.932613,335.9402671,686.3343298
1064.93798,396.5203095,751.9588825
1065.943171,456.0174019,812.3915377
1066.948184,512.3944131,865.3288325
1067.953021,562.7977523,908.6662971
1068.957681,603.8122086,940.4570683
1069.962164,632.1773949,959.0144275
1070.96647,645.789739,963.2487669
1071.9706,644.5730236,953.0494735
1072.974553,630.729596,929.407639
1073.978329,607.9800416,894.1740191
1074.981929,579.7319055,849.6413156
1075.985352,546.9167727,798.2098119
1076.988598,507.1874561,742.239194
1077.991668,457.0982382,684.0393335
1078.994562,396.2428974,625.8863559
1079.99728,329.4199668,569.9442652
1080.99982,264.3645519,518.0685147
1082.002185,207.467404,471.6005462
1083.004374,161.3609469,431.2768894
1084.006386,125.377752,397.307665
1085.008222,97.47847109,369.6037541
1086.009882,76.06511068,348.0039665
1087.011365,60.75611601,332.2945386
1088.012673,51.88860963,321.9884254
1089.013805,49.24056554,316.0739475
1090.01476,51.24620044,312.9987368
1091.01554,55.60880825,310.9774074
1092.016144,60.54978333,308.4462852
1093.016572,65.48398739,304.3874243
1094.016824,70.95448993,298.3589561
1095.016901,78.03910938,290.2407895
1096.016801,87.24022718,279.8555836
1097.016526,97.28436833,266.717564
1098.016076,105.0486839,250.131338
1099.015449,107.3078243,229.6673385
1100.014648,102.954706,205.748109
1101.01367,93.66826281,179.9163272
1102.012517,83.06912168,154.538029
1103.011189,75.38876539,132.0425482
1104.009685,73.71382662,114.0903836
1105.008006,78.26807149,101.138626
1106.006152,86.4485171,92.62703876
1107.004122,94.80545588,87.56996402
1108.001917,101.1014914,85.10784921
1108.999537,105.0851595,84.71570947
1109.996982,107.9791219,86.07337888
1110.994251,111.1367935,88.83349531
1111.991346,114.7356267,92.55811322
1112.988265,117.812579,96.91845549
1113.98501,119.8325106,101.9877688
1114.981579,121.9049658,108.3191933
1115.977974,126.0143785,116.662503
1116.974193,133.281306,127.5386448
1117.970238,143.2963614,141.0624243
1118.966108,154.8986295,157.1938148
1119.961804,167.4136483,176.2740918
1120.957324,181.56454,199.5338676
1121.95267,199.7869544,229.2892654
1122.947841,225.7807135,268.6915688
1123.942838,263.2357406,321.0560988
1124.93766,314.3110787,388.9601619
1125.932308,379.1280758,473.4732922
1126.926781,456.4471433,573.8340191
1127.921079,544.2542857,687.6290534
1128.915204,639.7036188,811.2863636
1129.909154,739.2280299,940.5994649
1130.902929,839.1865946,1071.089652
1131.896531,936.535733,1198.234437
1132.889958,1029.069728,1317.702671
1133.883211,1114.907161,1425.60982
1134.876289,1191.302958,1518.664788
1135.869194,1253.985977,1594.151667
1136.861924,1298.224156,1649.859987
1137.854481,1320.709632,1684.096423
1138.846864,1320.103141,1695.815111
1139.839072,1296.104713,1684.880511
1140.831107,1249.24831,1652.439706
1141.822968,1182.381636,1601.19711
1142.814655,1101.58571,1535.282083
1143.806168,1013.961825,1459.617777
1144.797507,923.5588912,1379.068473
1145.788673,830.0198875,1297.808579
1146.779665,731.9718419,1219.126089
1147.770483,631.1677282,1145.458765
1148.761128,532.3741904,1078.387781
1149.751599,439.6996539,1018.654543
1150.741897,354.2621275,966.4310796
1151.732021,275.6818542,921.7847396
1152.721972,205.0923771,884.9942023
1153.71175,146.1364,856.5087159
1154.701354,103.050682,836.6835919
1155.690785,77.78477877,825.5243741
1156.680042,68.53170447,822.4996082
1157.669126,70.48815466,826.3683721
1158.658037,77.95298205,835.0669104
1159.646775,86.36314492,845.8337291
1160.63534,93.17430407,855.6778433
1161.623732,97.18291546,862.0492921
1162.611951,97.42959211,863.4412287
1163.599996,93.53601558,859.6865494
1164.587869,87.31785467,851.7904299
1165.575569,83.10083782,841.324531
1166.563096,84.89256159,829.6649557
1167.55045,92.34459002,817.4662378
1168.537632,100.0934845,804.6410121
1169.52464,102.3070888,790.8104754
1170.511476,98.15364813,775.8603156
1171.498139,92.13928868,760.1743434
1172.48463,88.97318105,744.4655421
