Wavelength,HS_V2S1_AAB_C4_S5_I2,HS_V2S1_AAB_C4_S5_I3
478.5267115,78.76251087,125.8348652
479.6368392,75.16927722,113.8538804
480.746765,70.44097743,103.0350599
481.8564889,64.87756091,94.06202596
482.966011,58.79062451,87.19141681
484.0753312,52.47703093,82.42843931
485.1844497,46.20358621,79.55987084
486.2933665,40.19692691,78.04433348
487.4020817,34.64271572,76.99393003
488.5105953,29.69856524,75.44672201
489.6189073,25.5138187,72.82329016
490.7270178,22.24233054,69.21062082
491.8349268,20.04076327,65.24303734
492.9426345,19.0561082,61.71058541
494.0501408,19.41046916,59.20835364
495.1574458,21.185185,58.01059554
496.2645495,24.39627264,58.10563958
497.3714521,28.95691566,59.24522453
498.4781534,34.64599918,60.98931278
499.5846537,41.11587398,62.81266742
500.6909529,47.95532656,64.295731
501.7970511,54.79014545,65.37163523
502.9029483,61.37696918,66.52146913
504.0086446,67.64346623,68.73618525
505.1141401,73.65881964,73.18127776
506.2194347,79.56011894,80.72591837
507.3245286,85.47654025,91.57005462
508.4294218,91.47927481,105.1060975
509.5341143,97.56510461,120.0450725
510.6386062,103.6702492,134.7584923
511.7428975,109.7025459,147.7111875
512.8469882,115.5719725,157.8232281
513.9508786,121.2007618,164.6342342
515.0545684,126.5100803,168.2210253
516.158058,131.4020811,168.9320635
517.2613472,135.765136,167.1478714
518.3644361,139.51052,163.2803327
519.4673248,142.6142354,157.9723277
520.5700133,145.125715,152.2168016
521.6725016,147.1272182,147.1764059
522.7747899,148.659609,143.7732627
523.8768782,149.6518483,142.3436705
524.9787665,149.8923011,142.582129
526.0804548,149.0547077,143.712871
527.1819433,146.7597884,144.694296
528.2832319,142.6444493,144.4111411
529.3843207,136.4261825,141.9427812
530.4852098,127.9640198,136.8795
531.5858992,117.3130047,129.467268
532.6863889,104.7600393,120.4250705
533.7866791,90.82925985,110.5708883
534.8867697,76.24951792,100.5443548
535.9866608,61.8831051,90.77685339
537.0863525,48.62420921,81.63726854
538.1858447,37.28088661,73.58014359
539.2851376,28.45828048,67.16338022
540.3842312,22.46948057,62.89413628
541.4831256,19.3038372,60.97524023
542.5818207,18.66772652,61.15145615
543.6803167,20.08393567,62.83277046
544.7786136,23.01226794,65.42749125
545.8767114,26.95318387,68.61707577
546.9746102,31.51269157,72.38074811
548.07231,36.42050894,76.80819817
549.1698109,41.50467466,81.88224279
550.2671129,46.6423821,87.38066954
551.3642162,51.71578391,92.9024896
552.4611206,56.59357055,97.93009778
553.5578263,61.14674327,101.9067293
554.6543334,65.29649968,104.4061049
555.7506418,69.07954299,105.3944306
556.8467516,72.70481265,105.4066073
557.942663,76.57480659,105.4413369
559.0383758,81.25636085,106.5994418
560.1338902,87.39991508,109.7175963
561.2292062,95.61633795,115.2369372
562.3243239,106.3344799,123.3165486
563.4192432,119.6786044,134.0011664
564.5139644,135.4057076,147.2837068
565.6084873,152.9218927,163.0674054
566.7028121,171.3658606,181.0734407
567.7969388,189.7273993,200.6919775
568.8908675,206.9717931,220.8408997
569.9845981,222.1579463,240.0118392
571.0781308,234.5470384,256.6286291
572.1714656,243.6863843,269.5886721
573.2646026,249.4353764,278.6315173
574.3575417,251.9117774,284.2474223
575.4502831,251.3806569,287.1823487
576.5428267,248.1420503,287.9060901
577.6351727,242.4649006,286.4039526
578.7273211,234.5810807,282.3570134
579.8192719,224.7250492,275.4945244
580.9110251,213.1898777,265.847223
582.0025809,200.3683813,253.7706267
583.0939393,186.7606983,239.8046636
584.1851003,172.9470959,224.5267575
585.276064,159.5324153,208.4982387
586.3668304,147.0687649,192.3137769
587.4573995,135.9701307,176.6901086
588.5477715,126.4448882,162.4638588
589.6379463,118.4719097,150.406121
590.727924,111.8280092,140.9368115
591.8177047,106.15154,133.9216561
592.9072884,101.0159438,128.6464935
593.9966751,95.99671654,123.9760014
595.085865,90.73120036,118.6965809
596.1748579,84.97168589,111.9844713
597.2636541,78.62045213,103.7984234
598.3522535,71.72827165,94.91381308
599.4406563,64.44776094,86.47465499
600.5288623,56.96632285,79.29766119
601.6168717,49.45623436,73.38889732
602.7046846,42.0679634,67.99308858
603.7923009,34.96300845,62.10643176
604.8797208,28.36342538,55.09279653
605.9669443,22.59040907,47.07474855
607.0539713,18.06615237,38.98204205
608.1408021,15.26498304,32.2957296
609.2274365,14.62601033,28.62052129
610.3138748,16.46333694,29.27882918
611.4001168,20.90733095,35.05731584
612.4861627,27.88599585,46.08721707
613.5720125,37.13538068,61.79615125
614.6576662,48.22352565,80.94913059
615.743124,60.57854404,101.8209553
616.8283858,73.52277316,122.4827638
617.9134517,86.32236986,141.1573548
618.9983217,98.25697742,156.5898149
620.082996,108.7001603,168.3155285
621.1674744,117.1873322,176.6607015
622.2517572,123.4450541,182.4300745
623.3358443,127.3705156,186.4484904
624.4197358,128.9753392,189.1857193
625.5034317,128.3277002,190.5926192
626.586932,125.5296177,190.1834476
627.6702369,120.7362043,187.3374767
628.7533464,114.1966299,181.6906919
629.8362605,106.2829134,173.4106258
630.9189792,97.48145685,163.221714
632.0015027,88.33610933,152.2056493
633.0838309,79.35031091,141.4679159
634.1659639,70.88421076,131.7820851
635.2479018,63.09951544,123.3853763
636.3296446,55.98076649,116.0534307
637.4111923,49.41001138,109.3704146
638.492545,43.24212167,102.986606
639.5737027,37.35064618,96.76183868
640.6546656,31.6483429,90.80952332
