Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4
989.0612464,108.2796599,85.80,84.95218403
990.0800042,112.8193316,86.75141225,67.9380455
991.098582,117.6100094,93.72218127,87.25773841
992.1169797,122.1346841,105.1959917,117.4318362
993.1351974,125.8893654,115.9182078,135.192619
994.1532351,128.4544332,120.639772,153.9853257
995.1710929,129.570079,117.3974888,153.2426695
996.1887708,129.1929659,108.2302543,153.4793009
997.2062689,127.517304,97.38658525,151.0637641
998.2235873,124.9555602,88.39240357,136.7675991
999.2407258,122.0858402,81.95713538,137.1775292
1000.257685,119.5804268,76.29356994,122.6266818
1001.274464,118.1303435,69.68,120.6291074
1002.291063,118.375836,63.06970509,111.7659173
1003.307483,120.8481263,60.28100855,83.66
1004.323724,125.9261678,65.25257181,71.17320718
1005.339785,133.8106327,78.65,49.80970991
1006.355666,144.5135283,96.73195332,40.604417
1007.371368,157.8573476,113.3918857,17.16907775
1008.386891,173.4773655,124.0712764,-0.37
1009.402235,190.8263774,128.752284,-0.58
1010.417399,209.188362,131.8562697,-30.50
1011.432383,227.7109457,138.914997,-19.44
1012.447189,245.4630902,152.8396615,3.166862481
1013.461816,261.5140631,172.4615762,-4.33
1014.476263,275.0204873,193.1425747,6.92
1015.490531,285.3084747,208.6473838,30.08505452
1016.504621,291.9408601,214.2750278,35.0992527
1017.518531,294.7569198,209.3882331,24.98611992
1018.532262,293.8726652,196.9636265,18.95849616
1019.545814,289.6415188,181.3564993,16.70672703
1020.559188,282.5867342,166.7860523,17.1087294
1021.572383,273.3189067,156.2067504,12.16253462
1022.585399,262.4508585,149.8126904,25.37694741
1023.598236,250.5237866,144.9727603,39.86328958
1024.610894,237.958039,138.8475767,37.4685284
1025.623374,225.0351394,131.2268527,50.2757528
1026.635675,211.9079597,124.3392689,48.93593003
1027.647798,198.6287257,119.8021575,45.14094808
1028.659742,185.1837528,115.916375,57.38040726
1029.671508,171.5280818,108.4506299,57.11644837
1030.683095,157.6157277,94.70227415,44.96838695
1031.694503,143.4211246,76.85726687,19.84783262
1032.705734,128.9512657,61.10877273,8.190732854
1033.716786,114.2553025,53.14285127,3.530243138
1034.72766,99.43993486,53.84143414,1.674146154
1035.738355,84.69143387,58.85430237,22.748724
1036.748872,70.29387049,62.18440515,18.66128434
1037.759211,56.62735877,60.03513797,7.596499193
1038.769372,44.13735284,51.86008127,17.16325212
1039.779355,33.28039755,39.50869436,15.77609771
1040.78916,24.45936595,26.22562398,4.861254559
1041.798787,17.96179417,15.36,2.019615663
1042.808236,13.91570461,8.956120937,17.55974827
1043.817507,12.27448094,7.630027501,37.02105166
1044.8266,12.83170526,11.15830965,47.29801075
1045.835516,15.25687593,17.94433322,59.25636053
1046.844253,19.14116817,24.47855996,73.3382669
1047.852813,24.04440308,27.46657374,74.26469721
1048.861195,29.53547089,26.76657278,68.27557312
1049.8694,35.2220847,24.83878865,71.6192796
1050.877426,40.77321827,23.31416432,77.98116348
1051.885276,45.9427598,21.26660042,80.67244749
1052.892947,50.60104859,16.75666155,78.52264063
1053.900442,54.77319849,9.224426656,64.05
1054.907758,58.67448985,0.310769785,52.84796412
1055.914898,62.73019305,-7.30,43.88843561
1056.92186,67.57133326,-11.90,37.67351451
1057.928644,74.00330629,-13.77,43.22863508
1058.935251,82.94688005,-13.90,29.65875495
1059.941682,95.35277612,-11.50,-6.81
1060.947934,112.095436,-3.18,-33.29
1061.95401,133.8600506,15.12499728,-27.79
1062.959909,161.0435112,45.46250609,-14.59
1063.96563,193.686338,87.1373274,-3.93
1064.971175,231.44127,138.0017871,6.91
1065.976542,273.5752471,196.0361673,33.94750807
1066.981733,318.9993602,259.8591994,76.81216273
1067.986746,366.3232178,328.1043992,96.45443138
1068.991583,413.9320125,398.5274558,136.5065495
1069.996243,460.083533,467.8177685,177.8393491
1071.000726,503.018232,532.4358897,210.7065589
1072.005032,541.0716141,589.5478116,270.2422672
1073.009161,572.7785088,636.8153892,304.1792554
1074.013114,596.9624957,671.5168052,326.2123998
1075.016891,612.80741,690.8001621,349.5692396
1076.02049,619.9088055,693.3217813,362.8346902
1077.023913,618.3013393,680.0135509,366.2033814
1078.02716,608.4571709,652.6033958,371.5732879
1079.03023,591.2527046,611.9746875,378.339073
1080.033124,567.9031077,558.7056828,347.8697838
1081.035841,539.8659582,494.7828949,322.4953453
1082.038382,508.7222268,424.36,307.3002261
1083.040747,476.0529525,353.082566,266.99
1084.042935,443.3322946,286.2831237,235.3109144
1085.044947,411.8481109,227.1268935,216.048892
1086.046783,382.6488313,176.1701972,180.0857483
1087.048443,356.5083271,132.7842629,147.8379123
1088.049927,333.9007691,96.81175265,138.1328079
1089.051235,314.98366,69.0222982,108.153043
1090.052366,299.5944101,50.34623389,89.72035255
1091.053322,287.2701208,40.7496749,87.57930952
1092.054102,277.2992822,38.76621776,73.42767124
1093.054706,268.8060297,42.02,94.02445383
1094.055134,260.8561173,48.33459043,93.81882872
1095.055386,252.5662362,56.68897034,100.1015386
1096.055462,243.1994939,67.4101197,120.5289875
1097.055363,232.2379108,80.91324562,95.40426307
1098.055088,219.4297958,95.77456959,101.5146906
1099.054637,204.811859,108.2634438,111.7727977
1100.054011,188.7051164,114.5525176,108.6194254
1101.053209,171.6814066,113.4795444,93.38808167
1102.052232,154.4961918,107.0405292,81.67492111
1103.051079,137.9881306,98.83645842,90.46847953
1104.049751,122.9570204,92.33028602,73.68468145
1105.048247,110.0436161,89.51402551,95.28334434
1106.046568,99.64028356,90.18252247,116.604355
1107.044714,91.85384678,92.48000342,115.2352096
1108.042684,86.52238734,94.53590961,130.7084683
1109.040479,83.26940762,95.89449069,117.9954427
1110.038099,81.57343618,97.58576488,115.068931
1111.035544,80.83685185,100.8353064,125.7286126
1112.032813,80.44648662,105.6668262,128.3092278
1113.029908,79.82553153,110.8058656,126.4512373
1114.026827,78.47926751,114.9275841,119.2299484
1115.023571,76.03557285,117.6700373,113.1162661
1116.020141,72.27774786,119.0309002,100.2567315
1117.016536,67.16690559,118.142955,101.8044827
1118.012755,60.85435141,113.6541914,93.24473396
1119.0088,53.6853688,105.4674903,81.73351814
1120.00467,46.19358313,95.08351332,76.39971779
1121.000365,39.08344211,83.81548366,56.88642089
1121.995886,33.19819114,71.52447885,47.13881559
1122.991232,29.47217848,58.03890872,25.0301093
1123.986403,28.86835543,45.72581556,10.51885235
1124.9814,32.30106038,39.64884168,-7.93
1125.976222,40.54559656,44.4554227,-19.84
1126.970869,54.14714233,61.29500424,-12.98
1127.965342,73.35232948,87.97508958,-36.43
1128.959641,98.08190522,121.6438756,-30.34
1129.953765,127.9456893,161.311464,-30.40
1130.947715,162.2870007,208.6536423,-35.93
1131.941491,200.2406026,266.7837963,-7.17
1132.935092,240.7925896,337.686975,-1.87
1133.928519,282.8353599,420.2869043,12.79364141
1134.921772,325.2133076,510.830727,25.8328222
1135.914851,366.758302,605.0452475,36.42873574
1136.907756,406.3194293,699.8577488,54.28596208
1137.900486,442.7937802,793.0462492,49.26682356
1138.893043,475.1608637,881.23,51.94395102
1139.885425,502.518283,958.4334181,66.26614114
1140.877634,524.1167706,1017.441322,87.79676543
1141.869668,539.3940642,1053.450358,92.78708167
1142.861529,548.0028675,1067.20,82.6963697
1143.853216,549.8237237,1064.5688,79.95065211
1144.844729,544.9590084,1052.355441,71.95881389
1145.836069,533.7172349,1033.386075,79.98915979
1146.827234,516.6033963,1005.252333,99.0455941
1147.818227,494.3213103,963.9840531,94.73209179
1148.809045,467.7767367,908.5228286,64.63783492
1149.79969,438.0661237,841.2304533,54.61404613
1150.790161,406.4476986,765.2314707,56.28508419
1151.780459,374.2980727,683.0629684,50.82736666
1152.770583,343.0501947,598.09,52.81849643
1153.760534,314.1046561,515.9120099,45.21867344
1154.750311,288.7174223,443.0811877,63.45600034
1155.739915,267.8827444,384.0548606,77.15526217
1156.729346,252.2367805,339.1481438,76.91959437
1157.718604,242.0028389,305.4781787,87.32141551
1158.707688,236.9882094,280.0122938,86.38560965
1159.696599,236.6317044,261.8439056,112.9505225
1160.685337,240.0936612,251.4198583,130.25
1161.673902,246.3744902,247.4723318,135.26
1162.662294,254.4429164,245.0698461,159.7212947
1163.650512,263.3534932,237.4795029,172.9359464
1164.638558,272.3346151,220.7179505,169.9168726
1165.626431,280.8319152,196.9405838,153.7829795
1166.614131,288.5008458,173.7230497,142.0248827
1167.601658,295.1580253,159.0389935,135.2622244
1168.589012,300.7169966,155.0297714,135.5735695
1169.576193,305.1382794,156.1169291,139.9018754
1170.563202,308.4097235,154.23,132.8942412
1171.550038,310.55085,146.4729066,101.7186988
1172.536701,311.6216739,137.0795797,60.14796415
1173.523192,311.7206211,131.7845066,48.35474397
1174.50951,310.9699613,131.6293207,51.60789008
1175.495655,309.4954092,133.5568005,39.96084199
1176.481628,307.4039588,135.9641689,24.30127122
1177.467429,304.7606757,141.599623,30.42639702
1178.453057,301.5677467,154.7285415,24.03705526
1179.438512,297.7525205,176.2572893,3.479734131
1180.423796,293.1723972,201.5991859,28.14228624
1181.408906,287.6422608,223.2915778,49.29860962
1182.393845,280.9804721,236.5333615,58.629003
1183.378612,273.0574746,242.7471892,77.02004134
1184.363206,263.8296288,247.7442099,67.77008736
1185.347628,253.3506981,256.3991298,79.01
1186.331878,241.7638584,268.8176491,105.2127715
1187.315956,229.2802457,280.9776765,127.0268196
1188.299862,216.1467904,288.6618282,149.6858787
1189.283596,202.6045044,290.9845042,150.2185443
1190.267158,188.8434525,290.4294133,160.4875503
1191.250547,174.9684748,289.6765576,172.7744225
1192.233766,160.9924118,288.8653045,183.3170565
1193.216812,146.8646602,286.17661,200.5275793
1194.199686,132.5261055,280.30,204.9222103
1195.182389,117.9703095,271.2937272,202.7094849
1196.16492,103.2919685,258.9585816,204.0077416
1197.147279,88.71203136,241.6920671,203.0828161
1198.129467,74.57828183,218.193155,193.9005366
1199.111483,61.34614901,190.3328727,179.0268985
1200.093328,49.54584603,163.3904776,176.6763419
1201.075,39.74055777,142.8572252,167.49
1202.056502,32.47756742,130.7516545,133.0981734
1203.037832,28.23323713,124.445519,142.29
1204.018991,27.35730451,118.8255748,158.3319625
1204.999978,30.02539652,110.7192479,151.5907526
1205.980794,36.20372542,102.5568599,150.978184
1206.961438,45.62520969,101.554664,139.6860593
1207.941912,57.78170655,113.9922501,151.0148907
1208.922214,71.94567878,139.1102951,168.074754
1209.902345,87.23219998,168.2037885,190.4436969
1210.882305,102.695297,190.2942162,203.6504454
1211.862094,117.4337634,199.8628082,178.8967752
1212.841711,130.677876,199.8148398,162.5951294
1213.821158,141.8438324,197.4031116,169.1814723
1214.800434,150.5625276,197.7639892,173.4515749
1215.779539,156.6949346,200.7682835,165.4355097
1216.758473,160.3360913,202.3016023,158.4719837
1217.737236,161.7993901,197.4724046,137.3250826
1218.715828,161.5749586,183.2561469,122.4855023
1219.694249,160.2665946,159.9852881,114.0970483
1220.6725,158.5195082,131.9949909,86.71
1221.65058,156.951485,106.6001049,62.97624995
1222.628489,156.0973308,90.74619156,47.43349141
1223.606228,156.37383,87.49009103,47.77912526
1224.583796,158.0662965,95.01774083,38.01161034
1225.561194,161.3287359,108.3172759,36.09019387
1226.538421,166.186594,122.0236851,62.68000022
1227.515478,172.5374029,133.1918261,59.56963828
1228.492364,180.1530515,142.6266864,68.10198842
1229.46908,188.6923275,153.5460055,90.40462404
1230.445625,197.7328326,168.3634894,94.32194951
1231.422,206.825084,186.177739,103.174122
1232.398205,215.5599843,202.7429408,97.67511031
1233.37424,223.6312989,212.706944,109.503332
1234.350104,230.872777,212.7254942,117.3938399
1235.325799,237.2566942,203.5447383,98.31081812
1236.301323,242.8556758,189.5118711,96.91822997
1237.276677,247.7846106,175.8505655,97.29
1238.251861,252.1437073,165.8012027,90.60764092
1239.226875,255.9773555,159.3338071,88.13877635
1240.20172,259.2553665,153.72,98.1708977
1241.176394,261.8778749,145.4073182,117.8159029
1242.150898,263.7011582,132.2973025,130.6244015
1243.125233,264.57752,115.4781314,135.1501538
1244.099397,264.3982892,99.30607411,133.8712879
1245.073392,263.1275524,89.22057249,119.4317126
1246.047217,260.8189737,88.28,123.9804592
1247.020873,257.616007,95.06461988,134.1615745
1247.994359,253.7390674,104.7742797,128.5138716
1248.967675,249.4615986,112.6564829,149.229809
1249.940822,245.0777565,117.3206481,151.6191009
1250.913799,240.8681342,121.4634703,130.7396054
1251.886607,237.0712144,128.9435504,132.6699704
1252.859245,233.8663967,140.7133677,136.1344929
1253.831714,231.3694664,154.0746581,134.9174278
1254.804013,229.6334267,165.70,126.6461669
1255.776143,228.6447516,174.1826923,120.0941004
1256.748104,228.3133907,179.5142463,136.9040753
1257.719896,228.465707,181.6054011,144.3492501
1258.691518,228.8512249,180.1080202,132.4711114
1259.662971,229.1673008,175.4974783,146.0690962
1260.634255,229.0974493,169.8810756,143.6863307
1261.60537,228.3523017,166.0067074,121.1667852
1262.576316,226.7020436,164.4196855,143.2311957
1263.547092,223.9984739,161.7280708,167.0131046
1264.5177,220.19186,152.8488966,170.8886171
1265.488139,215.3416484,135.5673863,161.1157934
1266.458409,209.6108081,112.9442409,148.2533781
1267.42851,203.2366489,91.51,142.5938569
1268.398442,196.4852789,76.85,128.9927732
1269.368206,189.6085684,69.92924749,124.5989771
1270.3378,182.8207654,67.08831341,113.5247581
1271.307226,176.2983475,63.76408458,120.1261738
1272.276484,170.1927954,58.43047845,121.8463027
1273.245572,164.6415152,52.97605751,87.93287443
1274.214492,159.7674258,49.34910692,72.98
1275.183244,155.6667177,46.3489119,62.86571322
1276.151827,152.3900596,40.64550879,62.49955234
1277.120241,149.9225173,31.50766572,56.05738408
1278.088487,148.166409,23.70037759,28.76616294
1279.056565,146.9344573,24.25163717,19.62225704
1280.024474,145.9649601,35.67256455,36.07198324
1280.992215,144.9672164,52.65437938,49.73808999
1281.959787,143.6904366,66.06620553,47.45485948
1282.927192,141.9928491,70.72750559,42.89954515
1283.894428,139.8836163,69.13666081,7.318200533
1284.861496,137.5222035,67.32,1.686927311
1285.828396,135.1812973,67.96151008,35.53883642
1286.795127,133.1944477,69.10776541,38.02610501
1287.761691,131.9040453,68.56655418,30.43818989
1288.728086,131.6102289,67.68,26.4956103
1289.694314,132.5211366,70.92433519,47.53447846
1290.660374,134.7179042,82.92487396,59.1835437
1291.626265,138.1521188,105.1859615,72.35981387
1292.591989,142.6819384,134.5945923,111.2991316
1293.557545,148.1362426,165.4896463,137.2907017
1294.522934,154.3840389,193.3859027,162.4100316
1295.488154,161.3842497,216.284805,162.2008119
1296.453207,169.20104,233.4146357,169.6484711
1297.418092,177.9847336,245.0022441,176.9926104
1298.382809,187.9252214,253.9541345,164.3454432
1299.347359,199.1841153,266.2752328,170.7647285
1300.311741,211.816678,288.2286496,155.0431084
1301.275956,225.7051831,322.0990185,151.4634926
1302.240003,240.5273482,364.1028885,160.1682228
1303.203883,255.7710244,406.1616287,155.082209
1304.167595,270.789309,440.1737907,151.3061681
1305.13114,284.8788585,462.1095509,141.38
1306.094518,297.3600623,473.5590301,118.9271045
1307.057728,307.6402035,479.3367331,79.82
1308.020771,315.2501824,482.9902724,79.21804725
1308.983647,319.8572551,484.8511789,82.92229204
1309.946356,321.2613657,484.1389698,70.06138604
1310.908897,319.3813164,481.0618102,62.75949527
1311.871271,314.2392605,476.0984195,60.11873354
1312.833479,305.9561778,468.8132004,66.63858417
1313.795519,294.7647807,458.2787639,46.76908921
1314.757392,281.0320904,443.7284405,55.97472166
1315.719099,265.2764117,424.545578,77.20983907
1316.680638,248.1655732,400.63,60.32101168
1317.64201,230.4876929,373.2464749,54.95854107
1318.603216,213.0917257,345.2730272,53.51496693
1319.564255,196.8049219,320.6052807,43.74959786
1320.525127,182.3427455,302.5387745,35.07978345
1321.485832,170.2294698,291.2859856,40.41129237
1322.446371,160.7462727,282.7872234,53.48588048
1323.406743,153.9166473,271.3765226,41.82954807
1324.366948,149.5261127,254.6928023,29.12330401
1325.326987,147.164682,235.8366566,26.09661048
1326.286859,146.2837438,220.3231714,17.43088508
1327.246565,146.265981,210.8296432,31.4316169
1328.206104,146.5063323,205.067766,49.77637627
1329.165477,146.4936715,198.5861407,38.0677873
1330.124684,145.8757966,188.9727599,37.67031963
1331.083724,144.492282,177.4252733,49.90924914
1332.042598,142.3699088,167.21,33.99657058
1333.001305,139.6871018,160.7343402,32.52360299
1333.959846,136.7223138,157.427734,46.78879607
1334.918222,133.8025533,154.0273495,39.87
1335.87643,131.2599803,147.1064396,41.38596456
1336.834473,129.3936831,135.7134207,51.10348732
1337.79235,128.4296396,122.4744641,52.65
1338.75006,128.4754811,112.6571306,46.98265074
1339.707605,129.4750337,111.4554769,42.33635104
1340.664984,131.1772217,120.7353745,55.2858501
1341.622196,133.1385281,137.3554136,72.06508256
1342.579243,134.7714436,154.4926454,82.18226715
1343.536124,135.4341115,165.0948082,97.95669031
1344.492839,134.5389171,165.0729546,102.0161922
1345.449389,131.6498453,154.7799117,93.26
1346.405772,126.5430621,138.6844936,81.02
1347.36199,119.2215375,123.2478901,78.48
1348.318042,109.8949642,113.5474116,91.91444644
1349.273929,98.94602571,110.5770794,86.31757117
1350.22965,86.8965103,111.1804321,83.50416265
1351.185205,74.37301394,110.6961119,80.97140605
1352.140595,62.06494687,106.3064943,61.90417101
1353.095819,50.66901718,98.62374318,47.42784988
1354.050878,40.82138809,90.64497935,19.18175776
1355.005772,33.02840569,85.15024059,1.341852818
1355.9605,27.61384774,82.57131704,22.69590392
1356.915063,24.69827237,80.91716903,34.94448551
1357.86946,24.21259078,77.48951086,25.08976052
1358.823692,25.93319512,70.78107186,31.95
1359.777759,29.52151829,61.65500537,30.42688778
1360.731661,34.5562808,53.40,12.15074285
1361.685398,40.55634527,49.75847918,5.345207233
1362.638969,47.00348892,51.51214478,17.2818795
1363.592376,53.37985749,55.11,39.81997678
1364.545617,59.225621,55.47534202,51.3393941
1365.498694,64.20468325,50.53777949,59.20639768
1366.451605,68.15673251,42.7026492,53.98093008
1367.404352,71.11938482,36.28659561,49.4248352
1368.356933,73.31879343,34.23982329,54.31314282
1369.30935,75.14115504,37.36214981,56.27508032
1370.261602,77.10145774,45.19636408,58.85916451
1371.213689,79.81728854,56.54986119,51.31667001
1372.165612,83.98314407,69.99711289,38.77040402
1373.117369,90.33336775,85.01880539,17.09853742
1374.068962,99.58413686,102.364054,9.440177758
1375.020391,112.3564725,123.2874896,9.396684058
1375.971655,129.0944927,149.7543528,-9.41
1376.922754,149.9961176,185.5186292,-27.78
1377.873689,174.9691039,234.8804302,-15.12
1378.824459,203.6205676,299.0468287,30.86567248
1379.775065,235.280727,374.4285435,54.30033129
1380.725506,269.0497792,454.9272868,63.31247739
1381.675784,303.8513721,535.2120684,77.01550717
1382.625896,338.4844008,611.8044031,91.83
1383.575845,371.6773675,682.0870566,117.8782225
1384.525629,402.1535242,743.0682301,152.7167423
1385.475249,428.7082732,791.2240408,196.5661375
1386.424705,450.2896317,823.4689896,240.6280298
1387.373996,466.0666228,838.4668662,274.9665898
1388.323124,475.4724229,837.5743489,275.9476786
1389.272088,478.2161499,824.5283958,276.4634604
1390.220887,474.267501,803.21022,292.9294365
1391.169522,463.8300865,774.8615402,300.6107883
1392.117994,447.3228778,737.2459951,316.2720277
1393.066301,425.3763223,686.5620072,323.1177245
1394.014445,398.8293624,620.987877,312.0814111
1394.962425,368.7048818,543.58,298.547777
1395.910241,336.151261,461.859116,277.8745063
1396.857893,302.3570533,383.8694957,267.6484432
1397.805382,268.4587538,314.4059207,259.109994
1398.752707,235.4597679,254.6729891,218.3885583
1399.699868,204.1685502,204.2570273,191.2148153
1400.646865,175.1592005,162.5637573,191.9134946
1401.593699,148.7600024,129.2939952,171.2736557
1402.54037,125.0742835,104.4299621,131.6165096
1403.486876,104.031421,87.34802006,103.1493914
1404.43322,85.46016093,75.72671528,87.35
1405.3794,69.17287196,66.03286792,74.94069069
1406.325416,55.04608528,55.67680108,66.57681591
1407.271269,43.08146648,44.78627362,47.70855878
1408.216959,33.43430727,35.81,28.41232011
1409.162486,26.40375578,31.33434276,27.44778395
1410.107849,22.38868943,32.50451238,15.35252886
1411.053049,21.82101553,39.6154515,-13.23
1411.998086,25.09198408,53.56977814,-13.89
1412.94296,32.48845513,75.85420192,-0.36
1413.88767,44.15274763,107.2160341,3.363945965
1414.832218,60.06925113,146.6956867,15.6872416
1415.776602,80.07008913,191.8356828,35.68187495
1416.720824,103.8483198,240.1338576,40.50052483
1417.664882,130.9697623,291.1138481,40.83939993
1418.608778,160.879383,347.161219,46.12455557
1419.55251,192.9021336,411.4013018,39.79905272
1420.49608,226.2411802,483.7926467,56.58427862
1421.439487,259.9812484,559.5815717,80.17977253
1422.382732,293.1090672,632.3790352,103.7210115
1423.325813,324.5590434,698.4976859,119.4543575
1424.268732,353.2811015,757.7028401,111.3199812
1425.211488,378.3195149,810.29,128.7348321
1426.154081,398.8900375,854.550027,140.693202
1427.096512,414.4424432,887.1083702,147.8442739
1428.038781,424.6967279,905.1347575,157.459755
1428.980886,429.6466138,907.8031074,148.5737847
1429.92283,429.5304913,895.98,138.4241982
1430.864611,424.7751883,870.8188188,135.5464061
1431.806229,415.9242273,832.875167,151.3800128
1432.747685,403.5671502,782.5877894,144.8165101
1433.688979,388.2830685,721.9986613,121.2127747
1434.63011,370.6015181,655.996828,112.9190448
1435.571079,350.9775372,591.0750718,87.13
1436.511886,329.7803872,531.5446781,73.44872007
1437.452531,307.3005729,476.6055086,88.31
1438.393014,283.7778914,422.1604301,94.96
1439.333334,259.4412754,366.213093,72.54279188
1440.273492,234.5416413,311.8533856,49.87915345
1441.213489,209.3655673,264.4299914,71.70103284
1442.153323,184.2336978,226.3207062,83.01627043
1443.092995,159.4959464,194.9922196,101.6392768
1444.032506,135.5318816,166.01,132.67
1444.971854,112.7559382,137.4876794,124.1619673
1445.911041,91.61909154,111.5426286,119.3601867
1446.850065,72.59822591,92.21851004,123.472708
1447.788928,56.17186045,82.39,139.0261541
1448.72763,42.7859366,81.61109346,142.9643628
1449.666169,32.81366871,85.5415078,148.1338122
1450.604547,26.51493801,88.09569388,162.5212304
1451.542763,24.00122384,85.50542192,148.0497957
1452.480818,25.20963507,78.63853361,136.8659421
1453.418711,29.89059953,71.27993122,128.3465811
1454.356442,37.61606471,66.81,120.4100257
1455.294012,47.80874318,66.67603952,95.06829229
1456.23142,59.783776,70.70,77.009783
1457.168667,72.79639444,77.60,75.36157137
1458.105753,86.09783941,85.12623737,57.94561966
1459.042677,99.00166998,90.66486204,63.48487244
1459.97944,110.9533414,92.54332714,58.73351192
1460.916042,121.5877886,91.51343803,33.29
1461.852482,130.7591648,90.46202916,7.931653062
1462.788761,138.5355115,91.64559842,5.415640056
1463.724879,145.1638893,94.23440221,38.50480817
1464.660836,151.016852,95.70729321,35.87712269
1465.596632,156.5256167,95.96825572,25.29460339
1466.532266,162.1010161,98.94231273,27.37960849
1467.46774,168.0505908,109.2797337,24.98848847
1468.403053,174.5115342,127.9368499,52.66706415
1469.338204,181.4198738,151.3159256,83.31089491
1470.273195,188.522632,173.9144977,105.9869094
1471.208025,195.4241882,191.0158711,122.4311715
1472.142694,201.6527547,199.7420468,138.4490492
1473.077202,206.7335388,199.5328477,153.4583442
1474.011549,210.2540212,192.342337,141.0903295
1474.945736,211.90851,181.52,125.0345206
1475.879762,211.5184233,169.8724855,120.364927
1476.813627,209.0342216,158.9553647,121.8602247
1477.747332,204.5274477,149.813033,123.1931267
1478.680876,198.1804796,143.2239177,120.4810671
1479.614259,190.2814464,138.8738687,135.9945457
1480.547482,181.2278276,135.2687167,148.335165
1481.480545,171.5310578,131.0433482,125.5882095
1482.413447,161.8047737,125.8530267,105.5735295
1483.346188,152.7232501,119.8653437,92.49117655
1484.278769,144.9513457,113.270315,83.38510443
1485.21119,139.0592563,106.7816731,90.93834327
1486.143451,135.4389677,102.2043146,91.21345057
1487.075551,134.2381612,102.0211897,77.36752841
1488.007491,135.3240664,107.8268941,65.42925891
1488.939271,138.2858143,118.4460356,72.14130258
1489.87089,142.4799547,129.6963364,85.18780353
1490.80235,147.1163984,136.800732,91.93773302
1491.733649,151.3699265,137.4169503,85.96060128
1492.664788,154.4939404,132.330848,78.40
1493.595768,155.9154081,123.6259591,68.7583249
1494.526587,155.2977623,112.8572491,44.11885075
1495.457246,152.5637069,100.9281948,15.10295994
1496.387746,147.8749676,88.64,-4.38
1497.318085,141.5773005,76.69212361,2.818106798
1498.248265,134.1308076,65.61370565,3.034759937
1499.178285,126.0454465,56.26715905,1.394642646
1500.108145,117.8304616,49.89,3.518449784
1501.037845,109.9568204,47.16,-1.17
1501.967386,102.828871,47.20398957,21.81001732
1502.896767,96.76098712,47.54640407,19.79372302
1503.825988,91.95464861,45.59340245,7.410795905
1504.75505,88.47496074,40.60897453,24.64529401
1505.683952,86.23418121,34.69760006,22.66982426
1506.612694,84.99518725,31.71477291,32.2639873
1507.541278,84.40256776,34.51768424,52.29904002
1508.469701,84.03786843,42.60385354,57.52464613
1509.397965,83.48717125,52.28355981,64.45685852
1510.32607,82.40562902,59.32996011,66.33383816
1511.254016,80.56399647,61.87893835,65.44797564
1512.181802,77.86852915,61.33813656,62.25118623
1513.109429,74.35602312,60.84929433,53.88726442
1514.036897,70.17275598,62.64114206,49.9087588
1514.964205,65.54728394,66.29827563,59.15160611
1515.891354,60.76500139,69.17267653,58.81641202
1516.818345,56.14676673,68.42115257,51.17225705
1517.745176,52.02691881,62.87549105,49.96605604
1518.671848,48.72514758,53.43213136,63.18
1519.598361,46.51298821,42.39638646,74.93344366
1520.524715,45.58090409,32.65348685,50.65098226
1521.45091,46.0121556,26.6129099,40.53267906
1522.376946,47.76874481,25.29322396,38.96681581
1523.302823,50.69324834,28.35358254,35.60598194
1524.228541,54.52681625,34.51102867,53.40200639
1525.154101,58.94109219,41.82429666,53.51494133
1526.079502,63.58145656,48.65236506,59.30864126
1527.004744,68.11769313,54.97,67.15894746
1527.929827,72.29514399,62.17051556,49.97649315
1528.854751,75.97604906,71.14797223,49.20699666
1529.779517,79.15892149,81.15389174,43.38072692
1530.704125,81.96705161,90.77,19.72540573
1531.628574,84.60719955,99.34963556,16.08934268
1532.552864,87.3104199,107.0908373,7.632413044
1533.476996,90.27015048,114.6624444,-3.05
1534.400969,93.58834184,123.4639263,-9.20
1535.324784,97.23581515,135.4717235,-21.42
1536.24844,101.0322513,151.6539325,-7.83
1537.171938,104.652912,170.3341304,10.33898117
1538.095278,107.6677711,187.6132883,18.38638372
1539.01846,109.6092152,199.85,27.66
1539.941483,110.0514645,205.9842059,25.65926024
1540.864348,108.6792433,207.7876095,27.96787286
1541.787055,105.3298436,207.9385561,23.73632002
1542.709604,100.0060365,207.9566294,14.05214819
1543.631994,92.86779996,207.8192827,26.58213431
1544.554227,84.21327622,207.2407384,37.39
1545.476301,74.45604313,206.5587988,46.56230286
1546.398218,64.10068564,205.9379684,58.39933846
1547.319976,53.71443165,204.1566056,51.70963854
1548.241577,43.89183708,198.7641264,55.12342927
1549.163019,35.21305479,187.7090474,61.25
1550.084304,28.19936898,171.1632272,37.39
1551.005431,23.26906697,151.9577443,27.46407662
1551.9264,20.69727073,134.037462,27.72336555
1552.847212,20.58783261,120.3569816,27.26725826
1553.767866,22.86720562,111.948861,38.49207952
1554.688362,27.30449091,108.3651628,31.84734428
1555.6087,33.55293511,108.5896064,31.03559963
1556.528881,41.20250046,111.3695538,33.1258909
1557.448904,49.83272659,114.7753573,37.20233279
1558.368769,59.05802949,116.1260463,54.22748966
1559.288477,68.56090036,113.3159983,50.580628
1560.208028,78.10998248,106.6302862,39.05056363
1561.127421,87.56016733,98.95,22.38863453
1562.046657,96.83413424,93.51746519,17.77605892
