Wavelength,AAB_AS_S2_I1,AAB_AS_S2_I2,AAB_AS_S2_I4
520.5058864,164.7113878,44.18453973,14.86784656
521.6085749,160.7261495,43.08514015,15.58368228
522.7110633,155.3137163,39.41583543,-0.87
523.8133516,148.7458187,35.07244469,5.850493889
524.9154399,141.279517,31.85077987,12.4409341
526.0173282,133.1366037,30.73343878,8.658528606
527.1190165,124.4979565,32.28484292,8.154964575
528.2205049,115.5114782,36.84403545,5.57
529.3217936,106.3094413,43.65612968,13.65839699
530.4228824,97.03118695,50.23178798,22.78494276
531.5237715,87.84537428,53.61818989,23.14125637
532.6244609,78.9635497,52.70151398,26.04876662
533.7249506,70.63798246,49.03413383,23.9561069
534.8252408,63.14215048,45.36199375,11.62012101
535.9253314,56.73937105,43.40907338,9.54
537.0252225,51.64956331,42.9013751,11.3899843
538.1249141,48.02231667,42.43291235,5.945163048
539.2244064,45.91882628,41.19442217,7.318039658
540.3236993,45.30205926,40.13800744,2.489418067
541.4227929,46.03468562,41.61505486,-10.80
542.5216873,47.88538225,47.49949715,-1.91
543.6203824,50.54589814,57.38490866,12.17609492
544.7188784,53.66169737,68.63864628,17.55164011
545.8171752,56.8746587,78.01524344,24.28808915
546.915273,59.8705372,83.24131044,29.76609248
548.0131718,62.42205193,83.83359125,31.24912681
549.1108717,64.41984763,81.13119777,21.28308394
550.2083726,65.88675139,77.52193666,25.02513282
551.3056746,66.97537737,75.26541783,13.45232005
552.4027778,67.95171453,75.62447208,-1.92
553.4996823,69.16718989,78.40292013,13.03899561
554.596388,71.02324133,81.89,11.09674705
555.6928951,73.93502382,83.76055836,19.36217431
556.7892035,78.29952633,82.6111819,22.85533532
557.8853133,84.4687503,78.87114806,12.26035543
558.9812246,92.72513818,74.32765816,27.15106456
560.0769375,103.2560221,71.42742541,25.30893388
561.1724519,116.126996,72.94386641,16.73914837
562.2677679,131.2592701,81.27,26.92832888
563.3628856,148.4175137,97.02490983,23.64648805
564.4578049,167.2109659,118.1142763,23.48950263
565.5525261,187.108006,140.3057975,39.69094906
566.647049,207.4643368,159.6550584,39.25689923
567.7413738,227.562567,175.2677484,35.3590958
568.8355005,246.657374,189.8515077,49.06568774
569.9294292,264.0207902,206.80,52.90433347
571.0231598,278.9864353,226.2269626,62.15582532
572.1166925,290.9945246,244.1588956,75.12
573.2100273,299.6362059,255.9810169,66.11702209
574.3031643,304.6882849,259.95,59.62187234
575.3961034,306.1273783,257.2028075,42.63913811
576.4888447,304.1201919,249.4606609,34.83277008
577.5813884,298.9953967,237.6684338,32.34
578.6737344,291.20462,222.4444295,23.71230717
579.7658827,281.279151,204.4844828,36.99901795
580.8578335,269.7891125,184.1781356,29.61346957
581.9495868,257.3092598,161.5134497,18.49
583.0411426,244.3901959,136.7764937,16.7438871
584.132501,231.5314848,111.2716025,6.408252593
585.223662,219.1547354,87.4670168,6.579494546
586.3146257,207.5777885,68.31785165,-3.50
587.405392,196.9951057,55.58831705,-12.84
588.4959612,187.4712508,48.17036674,-4.51
589.5863331,178.9501366,42.39158499,-8.89
590.676508,171.2753835,34.57789204,-9.60
591.7664857,164.2137565,23.74565764,-5.77
592.8562664,157.4766403,12.43113686,-17.23
593.9458501,150.7405332,5.097790276,-5.95
