Wavelength,HS_V3S1_AAB_C2_S1_I1,HS_V3S1_AAB_C2_S1_I2,HS_V3S1_AAB_C2_S1_I1
951.2271093,48.84815444,18.36711027,132.6803623
952.2523784,45.30118734,15.00133913,129.9067729
953.2774659,43.22106996,13.07103489,130.5196462
954.3023718,40.79548313,12.37752623,127.0951074
955.3270962,35.63992914,13.76315326,113.2876921
956.3516391,30.80238731,17.27597128,94.03293494
957.3760006,28.57412535,20.63919427,83.04671676
958.4001806,26.98888798,22.61385827,85.87389349
959.4241793,24.33897529,25.00676599,92.28577277
960.4479967,19.8415893,28.38198026,93.28371002
961.4716329,14.09828774,29.90873568,94.88989124
962.4950878,11.83337666,28.42948154,104.2538324
963.5183615,14.06796612,27.19903438,114.16286
964.541454,14.59948259,28.93415373,114.2265363
