Wavelength,HS_V3S1_AAB_C2_S1_I1,HS_V3S1_AAB_C2_S1_I2,HS_V3S1_AAB_C2_S1_I1
965.5643655,13.49197481,31.80818203,108.2905337
966.5870959,13.32893736,32.8054773,108.2141598
967.6096453,10.23821029,32.55482175,116.1034225
968.6320137,7.287329378,33.95089004,123.1108175
969.6542011,8.867241584,37.10199624,122.0730323
970.6762077,8.327352823,39.14818364,114.7696437
971.6980335,6.330842416,38.7885422,108.3258485
972.7196784,12.0113129,36.66113688,106.2376287
973.7411426,22.53043203,32.37839275,104.4878523
974.762426,27.23975375,26.53568385,98.77809652
975.7835288,23.03414172,22.86807929,90.87560605
976.804451,17.50425429,23.24894066,82.98304234
977.8251925,18.27156622,24.21382477,71.40250755
978.8457535,22.68456737,22.33674148,52.43486965
979.866134,26.08979282,19.60640452,31.46864691
980.886334,29.53169259,19.60817984,19.47534152
981.9063536,33.80810565,21.23642795,19.84077556
982.9261929,36.95405864,21.24420059,23.16249348
983.9458517,38.24027668,20.20505398,19.06599107
984.9653303,39.50233726,20.38422339,10.61935705
985.9846287,41.55870923,20.89409247,8.078529136
987.0037468,43.62727035,20.04877433,10.29093907
988.0226847,45.89749423,19.31184643,7.508160371
989.0414426,47.38963098,20.64834778,0.902309505
990.0600203,47.1633048,22.7253493,1.477963822
991.078418,47.12540906,23.23400665,11.3529605
992.0966357,46.87628812,22.91822966,21.20114901
993.1146734,44.69215376,24.46301795,24.48410039
994.1325312,43.86625071,28.67130699,23.71378306
995.1502092,46.93413512,34.14652759,22.89584167
996.1677073,48.49151637,39.55482918,20.94190514
997.1850256,43.70870572,43.84246028,15.47113318
998.2021641,36.42231881,45.96536706,8.677734605
999.219123,28.86210856,46.3635868,5.164266125
1000.235902,18.96358293,46.44454918,6.666452062
1001.252502,12.32018752,45.93049885,12.68217976
1002.268922,14.37556182,43.55568008,23.96957649
1003.285162,19.00233906,40.45040959,41.5950296
1004.301223,20.57444406,39.69595229,64.15465069
1005.317105,20.78055383,41.66382129,88.50436784
1006.332807,20.03852736,43.04690056,111.2854217
1007.348329,16.38277847,42.162953,129.700602
1008.363673,12.3264374,41.07730463,145.0388264
1009.378837,12.94780658,40.88515913,163.3458648
1010.393822,15.90740434,40.3043285,186.9432467
1011.408627,15.39831309,39.22216281,211.3084138
1012.423254,13.22424026,37.9653623,235.5629173
1013.437701,13.11080305,35.31413325,263.4925026
1014.45197,16.50529069,31.44230972,290.1288393
1015.466059,22.66709173,28.58046332,303.2319981
1016.479969,23.48198607,27.86000094,300.0931274
1017.4937,17.90426463,30.00748672,289.2649012
1018.507253,17.33107741,36.34097276,277.0559576
1019.520626,20.36686186,45.13850956,263.2792811
1020.533821,17.60696836,51.16132387,248.5250832
1021.546837,15.37703278,51.42474692,237.1576778
1022.559674,22.24810624,48.34813931,232.5027698
1023.572333,31.21411893,46.43096895,232.0546991
1024.584812,33.26335727,47.6708479,228.3775731
1025.597114,32.54650702,50.28579642,217.3595676
1026.609236,35.84220623,51.35361242,204.6557711
1027.62118,41.62238927,49.94638523,197.6063211
1028.632946,48.03190834,47.42489668,193.2019773
1029.644533,52.81892466,45.83101524,182.0939441
1030.655942,52.32988835,45.82544655,161.6814139
1031.667172,51.39053938,46.0849694,139.1527663
1032.678224,53.23722851,45.53237024,123.7113832
1033.689098,52.45575222,44.70405862,117.8866314
1034.699793,50.18299491,44.05732739,116.0158204
1035.710311,49.25993641,42.21657394,112.6704557
1036.72065,46.32842261,37.75823196,108.6621613
1037.730811,43.1696612,33.55203273,103.8925305
1038.740794,41.7004415,34.49043675,93.7149158
1039.750599,36.44779721,38.96269233,79.53084555
1040.760225,27.17300134,40.88982451,70.89031824
1041.769674,20.59376183,40.1495916,71.28127964
1042.778945,18.09698837,40.74067165,74.3180375
1043.788039,15.75983322,41.94059603,76.25231578
1044.796954,12.97142749,40.70735972,79.86733346
1045.805692,12.35470498,37.84146867,85.57115608
1046.814251,12.98207124,35.97225194,88.64218652
1047.822633,9.433114452,35.83179772,85.31946699
1048.830838,1.006417467,36.02806182,76.85330464
1049.838865,-3.92733555,33.84803697,68.52946398
1050.846714,-1.903838238,27.50971515,64.47103907
1051.854386,-0.350846103,19.22904103,61.97384605
1052.86188,-3.175393117,14.1044477,54.86313961
1053.869197,-7.186315269,13.70419268,43.22992755
1054.876336,-7.553729617,13.20759149,33.96612843
1055.883298,-2.465439239,8.685540213,31.06898757
1056.890082,2.916274773,3.436949087,30.31215501
1057.89669,8.769265565,2.921048518,24.5653142
1058.90312,19.48287633,8.227394391,12.89724062
1059.909373,29.02156125,17.53479317,3.04521821
1060.915448,37.2302648,30.19786764,3.134493769
1061.921347,52.48283191,47.19137071,12.35681606
1062.927068,69.44562206,67.80988356,24.28522998
1063.932613,82.22973466,88.42787145,37.44726902
1064.93798,98.28353738,107.4890092,55.04049386
1065.943171,119.6732992,128.0021241,75.99985432
1066.948184,139.4273475,151.3039529,95.40126344
1067.953021,156.0238137,173.6275845,111.9426914
1068.957681,171.8963505,191.714229,127.633201
1069.962164,183.6435398,206.2284788,141.6903933
1070.96647,186.6724643,218.4603515,149.8786009
1071.9706,183.9746542,227.5693277,150.6072763
1072.974553,181.5354945,230.898266,147.2684319
1073.978329,179.2917903,226.0149705,142.182355
1074.981929,170.834721,213.9260912,135.1086058
1075.985352,154.8411783,199.1198034,129.3782673
1076.988598,139.1741683,183.8867218,128.7371828
1077.991668,126.1045764,165.2452892,127.7157067
1078.994562,110.5911176,140.9774316,117.0488338
1079.99728,92.03956354,114.8304843,97.27854853
1080.99982,73.97555439,92.14889975,77.52951207
1082.002185,58.58281566,74.4776502,64.78397285
1083.004374,43.82132424,60.49549253,60.1425574
1084.006386,30.69990885,48.77268352,60.89594697
1085.008222,24.01025502,38.70541536,63.18552492
1086.009882,19.66801006,30.21603694,64.28395637
1087.011365,13.76665646,23.35761778,63.73106019
1088.012673,9.832685549,18.53302133,63.74833998
1089.013805,8.38146695,16.06558584,67.09639306
1090.01476,9.315798775,15.0488068,72.63506705
1091.01554,11.61834767,13.98648139,75.94933749
1092.016144,12.37157286,12.97424174,75.16877439
1093.016572,13.02536417,13.67494236,72.72539493
1094.016824,14.4877435,16.5424139,71.01211417
1095.016901,16.04841714,19.83116006,69.79522827
1096.016801,18.3824198,21.84351574,69.54650103
1097.016526,21.09327367,22.32576458,72.42467283
1098.016076,23.05611828,21.62997683,77.00713985
1099.015449,22.72726832,20.08442208,78.43936181
1100.014648,22.05334927,17.9353099,74.99011601
1101.01367,23.69489933,15.35421942,67.71277927
1102.012517,22.89750688,13.11083964,57.438643
1103.011189,18.64230364,12.39397638,48.91912206
1104.009685,17.37692242,13.1478949,50.39627595
1105.008006,18.01690837,14.35036844,63.82082623
1106.006152,16.20378928,16.02691363,82.76888214
1107.004122,16.55386363,19.17284543,100.2095884
1108.001917,22.23100336,24.38228718,111.9576128
1108.999537,24.11280259,31.02846151,115.8045817
1109.996982,17.01711176,37.12084022,113.467071
1110.994251,9.408868406,41.49085819,111.4320207
1111.991346,5.504541816,45.66302271,115.0748088
1112.988265,5.282311064,50.74024759,121.9401291
1113.98501,11.01499082,54.53976069,124.6137054
1114.981579,15.03435066,54.98528685,121.2220141
1115.977974,13.17305979,53.52831401,118.5792699
1116.974193,15.80813019,52.81791135,122.2849701
1117.970238,23.01382648,53.57034495,128.2585526
1118.966108,25.0489795,54.89452783,128.0735594
1119.961804,23.31532774,55.20622714,119.4535315
1120.957324,23.35792431,52.25385171,106.1669592
1121.95267,22.42064154,44.51002467,90.36341388
1122.947841,18.07301039,33.23916956,73.53482255
1123.942838,16.14900974,22.24571893,61.62846779
1124.93766,18.21402308,15.33811616,58.54645641
1125.932308,17.31371888,13.3940308,59.31362515
1126.926781,12.34549986,13.52432381,58.13654545
1127.921079,8.940737666,13.00647294,56.63548536
1128.915204,10.51499084,14.59690457,59.98451851
1129.909154,17.29983584,24.95387917,71.18211632
1130.902929,28.46934703,46.94899639,88.88692633
1131.896531,42.52302974,76.2636326,107.7503699
1132.889958,58.20735926,105.8965345,125.1727681
1133.883211,78.16585638,132.2678207,148.0114482
1134.876289,106.4516991,156.9837181,185.1180945
1135.869194,142.2118735,182.7515097,233.3130881
1136.861924,180.1835811,208.1719067,279.5319398
1137.854481,214.2372909,228.9739246,317.6910751
1138.846864,243.5943486,243.5287757,354.1753467
1139.839072,272.7174812,253.4608331,393.1845527
1140.831107,299.5264731,259.4154269,425.4224697
1141.822968,317.1554844,259.5986353,439.4594071
1142.814655,327.4450717,252.6470284,439.750792
1143.806168,335.7293352,239.243869,443.4957153
1144.797507,340.0357327,220.2010392,458.1980861
1145.788673,336.6591325,195.6820833,471.1835268
1146.779665,327.2422774,167.302364,467.9189269
1147.770483,315.4639091,138.453779,451.7820226
1148.761128,301.2067626,111.6755731,434.6367319
1149.751599,283.1430003,86.76107995,416.5316615
1150.741897,261.4906047,62.04815639,388.1030198
1151.732021,236.3431962,38.2231179,347.9892935
1152.721972,210.6901428,19.55312091,306.5285035
1153.71175,187.0353107,9.124108452,273.2422394
1154.701354,164.6274269,4.808004826,248.4607188
1155.690785,146.1035908,2.768491251,228.1549609
1156.680042,133.3102144,2.202710383,211.9578324
1157.669126,123.0675398,3.608327945,203.6237662
1158.658037,113.8746319,5.841579817,204.0594518
1159.646775,105.4653056,7.888967293,207.7894058
1160.63534,96.10521794,10.52611916,208.6871413
1161.623732,86.61701411,14.2643358,204.7469128
1162.611951,77.87030044,18.07221796,195.8541617
1163.599996,68.67258148,21.20195457,181.6427947
1164.587869,61.46826926,23.96911038,163.0709719
1165.575569,57.06111365,26.05125364,144.9308229
1166.563096,52.68528793,27.00347231,134.7577721
1167.55045,50.14964374,28.68050953,135.0284032
1168.537632,48.10497201,33.44577844,136.5734346
1169.52464,41.32576557,40.44385673,126.2249545
1170.511476,35.33309713,46.82875716,103.8969485
1171.498139,37.14305932,51.28313765,84.49594414
1172.48463,40.27521797,53.95056084,76.71367855
1173.470948,37.43935074,54.40113303,69.9594225
1174.457093,29.48075873,52.26865978,51.99574065
1175.443066,18.33886007,49.89733965,27.66266615
1176.428867,9.254735672,51.62774325,9.51392634
1177.414495,7.317888234,58.97323109,2.745474184
1178.399951,7.916615,68.62723665,7.051806025
1179.385234,7.080462565,76.91645487,19.55971407
1180.370345,7.056713769,83.63768495,32.01314422
1181.355283,6.028334887,89.81722353,36.30374387
1182.34005,1.723223035,95.65128034,33.19627543
1183.324644,-1.987191617,102.3449728,30.61882422
1184.309066,-2.292003253,111.8235949,35.87439568
1185.293316,-0.08103075,123.5356204,50.39918727
1186.277394,2.984684425,134.280697,68.74907394
1187.2613,5.535548183,141.6772252,82.72378261
1188.245034,8.039795878,146.2309869,89.64173439
1189.228596,10.22964673,149.438961,95.12267393
1190.211986,10.61238732,151.8627196,104.6807555
1191.195204,10.75199282,153.5605577,117.0404772
1192.17825,14.08634783,153.4960032,128.6470971
1193.161125,20.82476739,149.0607049,139.0608974
1194.143827,26.12185073,138.8695859,149.087914
1195.126358,25.77323027,124.6040774,156.3756748
1196.108718,21.4226849,108.8987251,155.7832157
1197.090905,17.00972815,93.14310562,146.2743717
1198.072921,13.79789739,78.15471848,134.6268918
1199.054766,10.63454976,65.53470744,128.0660181
1200.036439,8.620603786,55.9894646,127.5795186
1201.01794,8.455052899,47.03997789,131.9265338
1201.99927,6.330283501,36.021175,140.366927
1202.980429,2.416065186,24.52736092,148.5816824
1203.961416,-0.043297709,16.19353919,151.054122
1204.942232,-1.69927971,11.64289853,150.2992797
1205.922877,-0.695969251,8.580637383,157.13009
1206.90335,3.434833464,5.312224037,179.5635204
1207.883652,4.461130632,2.25797608,213.6252926
1208.863783,2.689927654,0.401831989,244.6164406
1209.843743,4.044897811,-0.573992118,257.9758054
1210.823532,7.542614166,-1.38485303,252.9084406
1211.80315,9.694387718,-1.441579447,243.8137704
1212.782596,10.48006216,-0.075806615,243.3468726
1213.761872,11.7825873,2.150071937,248.9198789
1214.740977,16.13618301,4.749044747,251.0744146
1215.719911,24.31313308,7.788946165,247.0854716
1216.698674,32.14936269,11.01841844,240.0517787
1217.677266,32.86104551,14.15455129,230.2056271
1218.655688,28.26560798,17.61564938,213.2764612
1219.633938,27.48432641,22.12829439,188.0031301
1220.612018,30.15433558,27.17800139,161.4470928
1221.589928,30.67348594,30.99684302,143.2501758
1222.567667,31.76368716,33.13208138,137.2877891
1223.545235,36.41085652,34.55292163,141.0841516
1224.522632,41.10205561,35.4505442,148.3091709
1225.499859,42.71519312,35.99181477,151.0721282
1226.476916,41.6199933,36.78893918,147.1542756
1227.453802,40.60814838,37.09918649,144.3248017
1228.430518,42.25771668,35.97145047,150.4768474
1229.407064,44.25885313,34.05487405,163.3068067
1230.383439,42.99559937,32.03362214,174.7493621
1231.359644,40.28403745,29.84342356,179.1316927
1232.335678,39.24013221,27.65329933,173.8155442
1233.311543,39.29448326,25.6554749,158.9539758
1234.287237,37.58323722,23.92010003,139.2615151
1235.262761,31.75787219,22.87176137,121.2787526
1236.238115,24.52693057,22.62154175,107.7545049
1237.2133,21.16380789,22.32052454,97.60926446
1238.188314,21.0764061,20.9799944,90.39794296
1239.163158,20.67943261,18.27958789,87.36749468
1240.137832,18.87785333,15.148255,88.20324426
1241.112336,14.28294714,14.50380501,88.72137334
1242.086671,8.692537176,19.11485687,82.84373533
1243.060836,7.643537088,26.92055346,68.42139718
1244.034831,7.78145172,31.68246574,51.29476567
1245.008656,3.938828575,30.58953682,41.45963726
1245.982311,3.057070939,27.77948567,44.72738817
1246.955797,7.52013257,28.48470957,57.55529455
1247.929113,9.804884508,33.28872545,68.27264096
1248.90226,9.062072151,39.09227707,67.28271694
1249.875237,7.82533649,42.83241419,59.67219766
1250.848045,6.814371963,44.09332229,60.27249493
1251.820683,8.058934538,44.90671248,73.24579184
1252.793152,10.90521366,46.53586357,87.85277168
1253.765451,13.15203471,47.85638905,95.67670266
1254.737582,14.49414814,47.91662868,98.86594699
1255.709542,14.73058117,47.87499639,101.6617019
1256.681334,13.61591065,49.41075553,106.001774
1257.652956,11.33056397,52.93261337,113.0497627
1258.624409,8.983997936,57.62789353,120.3342283
1259.595693,8.151154587,62.00737341,123.84726
1260.566808,10.23859466,64.83559388,127.3579018
1261.537754,15.64568034,66.79053113,138.4313239
1262.508531,19.8924049,70.2667111,154.2922056
1263.479139,18.75514486,76.70087972,163.6327502
1264.449577,15.63350191,84.97082098,160.2300101
1265.419847,13.37004574,91.85237028,146.3980362
1266.389948,10.78218139,94.41097158,128.5382188
1267.359881,9.322995033,93.80132421,114.8474427
1268.329644,10.87846233,94.36418631,111.8794056
1269.299239,13.81335482,97.31869331,118.3662526
1270.268665,14.8132265,99.28107777,124.541978
1271.237922,13.69176609,97.69028201,121.4793771
1272.207011,15.32827499,93.30282583,110.9039813
1273.175931,21.06920486,87.29670664,101.9673369
1274.144682,25.25157371,79.77225052,98.7452114
1275.113265,27.22174564,71.01516465,96.23874807
1276.08168,31.95253537,62.06763801,89.05226742
1277.049926,36.463429,54.27527967,79.50923979
1278.018003,36.23599315,48.51168109,75.6448376
1278.985912,36.79714088,44.35532744,82.64494736
1279.953653,40.30698768,40.49474587,96.7838923
1280.921226,42.06270901,36.1030205,107.0802261
1281.88863,43.98036479,31.2003883,105.0193474
1282.855866,47.00956002,25.80936089,95.28354365
1283.822934,46.65110462,20.00813213,91.04396539
1284.789834,45.65241025,15.33720768,95.05879089
1285.756566,47.05622589,14.0609041,97.03187209
1286.723129,46.4590357,15.6452344,92.10948601
1287.689525,42.78367051,16.77388563,86.45206982
1288.655752,37.44601278,16.20433976,84.91068049
1289.621812,30.8703378,16.53198619,88.58283696
1290.587704,26.09408583,20.05768149,100.4664615
1291.553428,23.20603362,25.27489432,120.4704851
1292.518984,20.94613467,29.04479992,141.2864233
1293.484372,21.44233409,31.20577576,158.6548243
1294.449592,25.15049514,34.42538542,176.4582988
1295.414645,33.06526226,39.41807031,194.7083589
1296.37953,42.12668179,43.65773682,204.9375949
1297.344247,43.27735768,45.35862937,205.1138898
1298.308797,41.67576798,45.23651594,207.1344031
1299.27318,48.6917269,44.40505895,221.9016876
1300.237394,57.77688332,43.28543845,246.0498612
1301.201441,60.74129944,41.62333062,269.4074969
1302.165321,62.71582718,38.3268146,288.0784487
1303.129034,66.78431231,32.39710983,302.7707411
1304.092578,68.44362191,24.43213418,309.9979993
1305.055956,66.20776066,16.98369275,306.2740106
1306.019166,64.8412196,12.51952427,297.8719708
1306.982209,67.10622027,10.62201667,292.9877115
1307.945085,68.94927818,9.289413586,288.1299005
1308.907794,66.86597822,8.484232914,276.388331
1309.870335,61.97950245,8.792127095,260.6038068
1310.83271,53.99779949,8.669275001,244.7927467
1311.794917,42.02862591,6.985408017,225.4897549
1312.756957,31.69447336,5.534747282,202.6408274
1313.718831,29.78269489,6.338547111,183.8605368
1314.680537,33.75105705,8.668531965,171.2762137
1315.642076,35.79340431,10.15504373,159.1547925
1316.603449,33.44660607,9.701448951,144.9142328
1317.564654,31.28832967,8.593124249,129.1540967
1318.525693,31.71192929,8.900216731,111.0674632
1319.486565,30.48999593,10.92147951,94.81618172
1320.447271,27.75402603,13.1473838,89.29544232
1321.407809,29.40459117,14.68787196,93.39490194
1322.368181,35.05595314,15.98705927,94.19010621
1323.328387,37.08400262,17.75165246,84.95581535
1324.288426,31.4095304,20.09811827,74.65662468
1325.248298,26.81777073,21.56460535,76.23041958
1326.208004,32.04230153,20.41600809,90.99693271
1327.167543,38.33945177,18.44090504,108.6354566
1328.126916,38.87217657,19.87121483,120.5888776
1329.086122,40.66508135,25.11203714,125.5809404
1330.045162,41.28282182,30.22533569,123.5678135
1331.004036,34.30635076,33.51047486,116.8943503
1331.962744,29.18656682,37.11570864,114.1873213
1332.921285,31.33857116,41.43637171,120.4757697
1333.87966,30.32688988,43.66880532,129.7522863
1334.837869,23.23176077,42.46728835,135.5026972
1335.795912,20.19891646,39.27715079,138.933322
1336.753788,23.31383491,35.62390304,142.0722395
1337.711499,24.19276966,32.14713744,144.0037096
1338.669043,21.27808833,28.73520983,147.822527
1339.626422,19.38841306,24.8211028,160.4582768
1340.583635,18.44212655,21.16614529,182.1582271
1341.540682,15.94395051,19.57674128,204.678529
1342.497562,13.88755477,19.96835263,219.5140862
1343.454278,14.62651659,20.78262038,221.398597
1344.410827,14.20167762,21.74289897,209.9889706
1345.36721,10.33716999,23.8017189,194.4261862
1346.323428,6.094393282,27.41482968,187.7831128
1347.279481,2.716075213,30.89614684,192.7362969
1348.235367,4.465251789,31.35370993,199.9383138
1349.191088,10.86048493,29.3463149,200.4889832
1350.146643,9.709998186,28.71708034,193.3701663
1351.102033,2.480631208,30.26066927,181.2744241
1352.057258,0.021685298,31.59512479,166.179872
1353.012316,-0.554819022,32.58978544,152.9415068
1353.96721,0.284391765,34.87788226,149.7030798
1354.921938,6.11995033,37.92735676,156.8247911
1355.876501,9.298141932,39.55132591,163.693472
1356.830898,6.411768003,38.60678385,162.4600088
1357.785131,4.074986474,35.98171555,154.3707484
1358.739198,3.626647049,34.05888845,141.7247582
1359.693099,2.840295285,34.71268785,126.5546199
1360.646836,2.663049842,37.04739939,115.2842863
1361.600408,2.958481745,38.20617334,113.3875993
1362.553814,1.719825288,37.53205416,117.922795
1363.507055,0.224422964,38.63547284,121.3821505
1364.460132,0.664617546,45.10758544,119.1076876
1365.413043,0.050915221,55.80131226,110.9698561
1366.36579,-3.110962514,67.93556489,100.6095954
1367.318371,-3.925145924,82.44041931,93.76174794
1368.270788,-1.954410978,101.2853641,94.08396263
1369.22304,-2.780740623,122.1178781,100.2112247
1370.175127,-4.897021935,140.6128161,107.1046142
1371.12705,0.463948255,156.504424,110.9562786
1372.078808,12.33574915,173.4089131,114.2935281
1373.030401,20.60721948,193.5660326,123.7968785
1373.981829,28.39697706,215.9705657,140.9435528
1374.933093,46.18319559,238.4490335,160.6645942
1375.884192,68.62875039,258.449813,181.7542894
1376.835127,86.64308307,273.8919129,209.5600647
1377.785897,105.1527448,285.4815933,245.9098215
1378.736503,132.1264964,295.8630516,285.9127366
1379.686945,167.5484053,305.9824372,325.9809896
1380.637222,206.9353108,314.9580745,367.4110735
1381.587335,248.6339703,322.8956844,412.102625
1382.537283,294.0682789,330.2966896,459.3096986
1383.487067,341.5186567,335.3293891,506.5770651
1384.436687,388.3345356,335.3386972,552.3347854
1385.386143,432.3507811,330.594708,595.2032411
1386.335435,467.8360699,323.7456258,629.8735906
1387.284562,492.4781954,316.1504801,649.6625451
1388.233526,510.7674735,307.0911957,656.0092669
1389.182325,524.9725183,296.0299631,658.2115872
1390.130961,532.1221079,282.8932391,661.1388349
1391.079432,527.7563092,266.4504079,659.6487761
1392.02774,511.2414414,245.36973,645.948898
1392.975883,488.4661991,220.7590086,616.9823416
1393.923863,463.1522825,195.7424084,575.1643194
1394.871679,428.8122767,172.7288141,526.2532444
1395.819332,380.9198055,151.5629521,474.8789809
1396.76682,330.0934716,129.9287128,420.1705466
1397.714145,282.8747616,105.6210054,359.7095333
1398.661306,228.6991461,79.25077484,297.3247987
1399.608304,170.3228097,54.61226465,240.6557623
1400.555137,125.3702732,35.07422276,192.5931196
1401.501808,92.86889063,20.58223675,151.2332941
1402.448315,65.18561685,9.580153928,115.602448
1403.394658,44.24989974,1.884048381,85.95688875
1404.340838,27.75599574,-1.796242742,60.7789987
1405.286855,15.02284496,-2.315306454,37.85451646
1406.232708,10.30254061,-2.362066617,17.12249836
1407.178397,9.707911263,-2.812755012,-0.20435357
1408.123924,7.48117752,-0.789334471,-14.30309061
1409.069287,5.58336463,6.827077175,-25.23047118
1410.014487,8.83323283,20.29328372,-29.17631274
1410.959524,16.97241338,38.01386856,-22.0596131
1411.904398,22.48610427,59.23495912,-7.437363057
1412.849108,22.34403128,85.81618765,6.27350124
1413.793656,22.35622707,119.5025304,15.77534269
1414.73804,21.96285543,157.3076175,23.02052862
1415.682262,15.91996602,194.418549,27.79148705
1416.62632,8.975239251,230.7577281,26.85905514
1417.570216,8.080536161,268.9875361,20.57994057
1418.513949,12.58354424,308.4972677,16.77905606
1419.457519,21.4928187,346.2559656,24.55046795
1420.400926,34.98452713,381.1396622,44.116203
1421.34417,53.26244286,414.5390366,67.76971585
1422.287251,80.3728416,447.5719057,91.77146533
1423.23017,118.2983012,478.8513599,121.5061813
1424.172926,166.6252892,506.359087,163.4428745
1425.11552,226.1206873,530.0488287,217.2014443
1426.057951,289.8832237,549.4379188,277.5275044
1427.000219,352.4882165,562.0086333,340.4807041
1427.942325,420.8874923,567.1959837,404.8031008
1428.884268,493.2870335,567.5523363,468.8055407
1429.826049,556.2442995,564.9189278,530.1137268
1430.767667,606.7042409,559.1936407,588.1253156
1431.709123,649.1720189,550.0963302,641.6177955
1432.650417,683.5384225,537.7805377,684.7263675
1433.591549,705.3710411,522.6577331,711.7569428
1434.532518,709.7681894,505.7967654,725.8119795
1435.473325,697.2242786,487.8125892,734.7771475
1436.413969,672.4374468,466.3400101,736.7796614
1437.354452,635.8984625,437.8374527,719.0532198
1438.294772,585.7660682,402.8495653,675.8173385
1439.234931,527.6312577,365.6281348,617.8766877
1440.174927,468.5912962,329.1439978,560.2365401
1441.114761,405.8940209,294.6130636,508.4590756
1442.054434,339.3330531,263.8016877,457.7985804
1442.993944,277.0510248,237.4395968,399.4962047
1443.933292,218.5532509,213.0587132,331.4376062
1444.872479,162.5897539,187.6723492,263.9827132
1445.811504,118.9945228,162.0730086,208.9143598
1446.750367,86.56424791,140.1221253,167.7949738
1447.689068,55.94563632,123.1466477,137.353516
1448.627607,32.33618494,108.3191753,115.094862
1449.565985,18.76843087,94.40440051,95.56750835
1450.504201,9.006096249,83.80925476,74.39896574
1451.442256,2.28870557,76.8298555,55.98868752
1452.380149,-3.688369161,70.52868302,46.45880169
1453.31788,-9.863267337,63.9369607,43.91871044
1454.25545,-8.102956763,57.98987966,43.14979609
1455.192859,1.045382954,51.97443363,43.16049053
1456.130106,6.251779922,45.00209827,45.76044554
1457.067191,4.857520634,37.99808324,51.43606783
1458.004115,3.036394608,31.48063673,57.29931686
1458.940878,4.139826322,25.12852572,57.2856428
1459.87748,6.903634744,20.05276835,48.37343518
1460.81392,9.010381007,17.42662698,37.95667331
1461.7502,11.58838842,16.08583964,37.78701645
1462.686317,17.08585583,14.87863109,47.82047706
1463.622274,23.53495359,14.77131342,54.41739247
1464.55807,29.92204917,16.13871085,48.8369088
1465.493705,38.57207785,17.2071667,39.8591452
1466.429178,48.94112911,16.9297187,42.35994433
1467.364491,60.99728514,16.77027573,58.21444224
1468.299643,73.68760848,18.77843071,76.47143737
1469.234633,82.43550869,22.94376058,91.01498816
1470.169463,92.18224758,27.31931715,105.7056398
1471.104132,105.6404236,31.41538723,119.7412509
1472.03864,111.22418,36.95393686,124.082565
1472.972988,109.8046267,43.30137765,118.0205328
1473.907174,110.9036693,46.49428257,112.9837082
1474.8412,110.378816,45.33375658,114.5364602
1475.775066,105.8911882,43.44469146,115.8069358
1476.70877,101.5286016,43.44425218,112.533829
1477.642314,95.10491553,43.97365789,110.1422525
1478.575698,84.24812455,42.88246863,111.6373314
1479.508921,73.04726651,39.65556514,110.9103441
1480.441983,64.94361791,35.61533889,103.0072976
1481.374885,58.17289008,33.13859399,91.22874894
1482.307627,49.92517093,33.13767555,80.96312967
1483.240208,38.93898424,33.82893174,74.24350302
1484.172629,28.41268038,33.33551911,70.42876101
1485.104889,24.36166184,31.96520014,66.88263093
1486.036989,23.64232468,30.75082522,62.43939142
1486.968929,19.7866244,30.14560172,62.72873891
1487.900709,17.5168814,31.42653123,74.40462238
1488.832329,21.06065696,35.93312845,92.7319389
1489.763788,26.620592,41.90389315,105.0157171
1490.695087,31.6123955,45.7923538,106.8210073
1491.626227,34.1187289,46.88311433,104.1502192
1492.557206,33.9840789,47.96498214,99.95155372
1493.488025,33.86379533,51.48564562,90.0267095
1494.418685,34.14528751,56.15053519,74.35963568
1495.349184,35.36190248,58.37264847,61.5985187
1496.279523,37.69379561,57.24357624,57.32676997
1497.209703,39.61189099,55.67820136,56.90066175
1498.139723,40.74519019,55.3903722,54.39267359
1499.069583,40.15564739,53.96902527,50.87790174
1499.999283,38.62763922,49.09461981,50.25766026
1500.928824,38.39559467,42.32638259,51.37243316
1501.858205,36.89036065,36.69204036,48.9415582
1502.787426,32.14674127,32.86408574,42.29857474
1503.716488,26.41066651,29.03441905,37.59567432
1504.64539,19.51399696,24.1721485,40.47705986
1505.574133,13.17154499,20.00096744,51.62905841
1506.502716,13.68151749,18.28305262,68.44756278
1507.43114,18.42998688,17.99450014,86.68533693
1508.359404,17.9962272,17.20910548,102.0356134
1509.287509,14.90631525,16.35517805,112.8817054
1510.215454,17.08395832,17.67245838,120.0768425
1511.14324,21.33401933,21.16265677,124.4223717
1512.070867,22.53355025,23.00542891,127.4034103
1512.998335,20.54226403,20.15519115,131.4296111
1513.925643,15.96828417,15.28902697,135.8314384
1514.852793,14.65720432,14.36639799,137.0145202
1515.779783,19.05457458,19.48557186,134.8328534
1516.706614,20.0682241,27.23401056,132.9407098
1517.633286,17.20354074,34.13044954,130.5123572
1518.559799,18.23170879,39.4479854,121.454124
1519.486153,18.83671538,42.98003541,105.2639759
1520.412348,15.55440964,45.4004404,89.14900991
1521.338384,13.50420573,49.93995597,77.07908226
1522.264261,10.19094233,58.26313187,66.98727846
1523.18998,3.143431849,66.40186336,57.8901649
1524.115539,-2.415916238,69.51366419,50.86643495
1525.04094,-5.352842861,68.00383092,45.48710092
1525.966182,-6.874680113,65.44071615,40.88077784
1526.891265,-6.400243526,64.30052397,37.79545336
1527.81619,-4.328865029,65.79754652,36.00517859
1528.740956,0.714797212,69.43178133,32.25176531
1529.665563,8.210671944,72.27014253,24.37859261
