Wavelength,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2
1167.55045,90.97663669,132.9777289
1168.537632,97.20964253,146.4234874
1169.52464,90.17772861,151.6429542
1170.511476,57.51398127,144.8500387
1171.498139,29.85008174,134.365005
1172.48463,35.05944007,130.8230886
1173.470948,48.71776384,134.8699278
1174.457093,43.25302404,140.6459603
1175.443066,35.72469871,146.2298035
1176.428867,39.97422872,154.183739
1177.414495,44.85588272,167.3081661
1178.399951,57.16573844,187.4360649
1179.385234,86.90906804,212.3019137
1180.370345,113.1518544,233.4738491
1181.355283,120.7495227,243.4097425
1182.34005,122.0396425,243.3319444
1183.324644,128.7423378,240.7306443
1184.309066,143.2050522,240.866135
1185.293316,163.066,242.4518787
1186.277394,180.7767113,240.3456387
1187.2613,188.5425982,230.7973796
1188.245034,185.4874976,215.0971395
1189.228596,179.9802304,198.9099708
1190.211986,178.3232528,186.2559089
1191.195204,178.2164877,175.4721172
1192.17825,176.306803,163.2642732
1193.161125,170.5952557,149.9931825
1194.143827,167.0644808,138.8665742
1195.126358,177.2059677,131.3934593
1196.108718,191.9804636,125.0345091
1197.090905,190.5368787,116.2780887
1198.072921,179.3319946,105.5101727
1199.054766,177.3123121,96.89745864
1200.036439,179.7008916,94.52822186
1201.01794,179.0566277,100.2397318
1201.99927,186.1645035,112.0265667
1202.980429,202.791434,123.1692206
1203.961416,212.940291,127.5184493
1204.942232,211.3924726,127.7369501
1205.922877,213.8224941,135.5133786
1206.90335,235.1154297,161.0798484
1207.883652,271.9912139,201.3048714
1208.863783,307.1738905,238.9391421
1209.843743,319.481095,256.9674914
1210.823532,302.0962668,255.0561405
1211.80315,279.8715508,248.6673569
1212.782596,279.8012179,250.1672976
1213.761872,291.5479828,255.8276058
1214.740977,292.9779389,254.8317038
1215.719911,284.9143838,244.7933663
1216.698674,277.5307243,232.4923097
1217.677266,274.826429,222.3397006
1218.655688,270.9880359,209.895874
1219.633938,254.3383491,188.6604372
1220.612018,227.633892,160.2151566
1221.589928,205.3892271,134.1667434
1222.567667,191.6814921,119.1757312
1223.545235,186.1691038,115.9507603
1224.522632,190.6501585,117.6976895
1225.499859,195.895112,116.487432
1226.476916,192.1126152,110.4702441
1227.453802,186.7998822,105.1176879
1228.430518,188.4762641,107.1383463
1229.407064,193.3019524,118.6441233
1230.383439,198.1469689,136.4495685
1231.359644,202.0706109,153.3037634
1232.335678,195.4684109,160.5018684
1233.311543,170.9944425,154.193127
1234.287237,140.2656712,139.5582714
1235.262761,121.1893006,125.7578384
1236.238115,114.5240411,117.0988371
1237.2133,107.8479899,111.2751243
1238.188314,98.55741223,105.0992566
1239.163158,96.35052048,99.63041378
1240.137832,104.4624903,98.49999613
1241.112336,114.4997234,101.0040912
1242.086671,114.705257,99.41454414
1243.060836,100.6020376,86.67169671
1244.034831,83.95550002,65.83325904
1245.008656,76.70650288,48.18838021
1245.982311,76.69708788,41.9754154
1246.955797,84.88161991,45.40317182
1247.929113,100.9123176,50.19944759
1248.90226,108.6652908,50.00382698
1249.875237,106.3497539,45.73308843
1250.848045,113.7920313,43.46126765
1251.820683,129.6670188,46.99285956
1252.793152,134.1502927,54.40640169
1253.765451,131.3464484,62.53371259
1254.737582,137.7804484,71.16079153
1255.709542,145.9345705,81.21281904
1256.681334,144.8952667,92.11166463
1257.652956,146.3238028,101.8423519
1258.624409,153.2709546,107.998711
1259.595693,151.0935803,110.2588007
1260.566808,144.9480486,112.6116115
1261.537754,150.6811098,119.7855627
1262.508531,162.1907839,130.9990611
1263.479139,166.2246844,139.6889041
1264.449577,159.144214,139.4085378
1265.419847,142.2288807,129.4634092
1266.389948,124.0883101,115.7881661
1267.359881,113.9693669,106.8180745
1268.329644,110.0008054,107.5990867
1269.299239,109.8991591,116.249585
1270.268665,115.0105004,125.8001364
1271.237922,116.6959048,130.4104212
1272.207011,107.5210731,129.3932572
1273.175931,96.98464279,124.6831315
1274.144682,92.91122785,116.7007572
1275.113265,88.21548945,104.9140501
1276.08168,77.42011296,91.72438933
1277.049926,69.37024529,83.60697181
1278.018003,74.58727359,86.36413809
1278.985912,87.35200012,98.36985177
1279.953653,97.32580154,109.9728325
1280.921226,103.5568739,111.2478061
1281.88863,99.18733473,101.1099882
1282.855866,81.88227016,88.77807613
1283.822934,73.851919,83.81378801
1284.789834,82.32728164,84.31199975
1285.756566,82.63511443,80.15493825
1286.723129,68.49076446,67.83456695
1287.689525,60.18562615,55.01400458
1288.655752,64.06389586,50.82679741
1289.621812,72.26651141,57.85117484
1290.587704,88.37995981,72.11567386
1291.553428,116.3510983,85.83371922
1292.518984,139.5374431,92.24778927
1293.484372,146.614099,91.95424838
1294.449592,155.0717956,91.38820837
1295.414645,173.9772221,92.3185771
1296.37953,184.5874251,88.38606524
1297.344247,180.5035244,75.4113648
1298.308797,175.819021,59.66363957
1299.27318,178.3508197,51.96159327
1300.237394,190.2956312,56.32981085
1301.201441,207.5336017,67.39455189
1302.165321,217.5303182,77.18640458
1303.129034,221.503997,80.72688314
1304.092578,226.2210764,76.16199856
1305.055956,218.3042375,65.44005673
1306.019166,194.6201994,54.68373303
1306.982209,179.1379864,47.73319202
1307.945085,172.4548935,41.30677391
1308.907794,151.6200083,32.63204036
1309.870335,127.18751,26.19624597
1310.83271,122.6010332,25.68677324
1311.794917,121.5163416,26.75133157
1312.756957,105.7386921,24.58150559
1313.718831,94.31757889,20.61931238
1314.680537,94.82378677,17.00913119
1315.642076,86.63726669,12.83799501
1316.603449,72.94079161,8.531908217
1317.564654,70.54156081,6.962006926
1318.525693,66.2748193,10.50023089
1319.486565,53.37941387,20.60558999
1320.447271,54.90854598,35.80193923
1321.407809,69.42924986,49.43853818
1322.368181,71.14512026,56.40544947
1323.328387,63.37946342,60.79030241
1324.288426,64.9303083,70.35863736
1325.248298,78.93352952,86.15510379
1326.208004,100.9855809,102.7930084
1327.167543,119.5430568,116.5613274
1328.126916,125.9051177,128.3446279
1329.086122,129.2790718,138.8721094
1330.045162,131.26108,146.7473295
1331.004036,121.9458247,153.5235825
1331.962744,112.9179584,164.2665657
1332.921285,120.7428849,179.0619206
1333.87966,133.1151176,189.9588505
1334.837869,132.0100006,190.2860747
1335.795912,123.0238383,182.1679731
1336.753788,117.0790492,171.9823004
1337.711499,109.1167752,163.4114599
1338.669043,98.24398916,158.7127189
1339.626422,99.21926716,161.9242761
1340.583635,111.161768,174.7524667
1341.540682,118.4231806,191.1028036
1342.497562,122.5199484,199.5258255
1343.454278,123.4907812,191.5435948
1344.410827,106.8425676,169.6688832
1345.36721,81.89994703,147.6644003
1346.323428,73.92532356,137.7963806
1347.279481,80.44768789,137.9525168
1348.235367,85.91440957,137.4452693
1349.191088,88.3112688,132.1906362
1350.146643,90.28891804,125.8900448
1351.102033,92.5502771,120.2098158
1352.057258,91.43285528,114.0376045
1353.012316,87.41827271,110.9857005
1353.96721,99.24017001,116.8665525
1354.921938,134.5395077,128.4895879
1355.876501,166.8280227,134.6243123
1356.830898,177.390667,129.459344
1357.785131,177.4942136,117.1230395
1358.739198,175.0118163,104.120624
1359.693099,167.1000045,94.8897327
1360.646836,160.8774936,92.23574965
1361.600408,164.4447557,95.60376642
1362.553814,168.7775852,100.4088578
1363.507055,161.7839323,101.5644788
1364.460132,147.4271551,96.31720048
1365.413043,132.6720328,84.88665673
1366.36579,113.6628475,70.63442223
1367.318371,89.08488903,58.24435077
1368.270788,65.72480664,50.27881224
1369.22304,47.93489643,45.48693398
1370.175127,35.4145338,40.31190401
1371.12705,22.29981995,32.89772053
1372.078808,3.634421161,25.79468166
1373.030401,-9.316756694,22.84903014
1373.981829,-6.505912406,24.29447316
1374.933093,0.216443542,29.07394803
1375.884192,8.290057635,40.51038205
1376.835127,36.70999416,62.7455546
1377.785897,85.39883481,92.42538048
1378.736503,133.1211586,121.1551966
1379.686945,173.7730652,145.6762875
1380.637222,216.2269119,170.1841495
1381.587335,264.3730263,199.4297891
1382.537283,315.0586596,233.0702104
1383.487067,363.0615512,266.508686
1384.436687,405.7403712,295.4464372
1385.386143,443.6041787,317.870261
1386.335435,472.5317901,330.9816313
1387.284562,485.8634847,330.5637482
1388.233526,486.7966975,317.3332468
1389.182325,484.6618749,299.4076226
1390.130961,479.6045795,284.2426832
1391.079432,463.7883613,271.2612809
1392.02774,435.5959305,254.3152165
1392.975883,397.3264864,229.1142563
1393.923863,345.9224617,197.7150991
1394.871679,288.7417057,166.7266963
1395.819332,245.0050539,140.6086337
1396.76682,209.8736657,117.7098992
1397.714145,164.7343368,95.18312376
1398.661306,122.596876,74.90378526
1399.608304,102.781229,60.11205117
1400.555137,91.37967775,49.8339135
1401.501808,71.97204021,41.5093187
1402.448315,51.22550068,35.59525116
1403.394658,37.5241223,33.42441737
1404.340838,28.06995081,33.13054381
1405.286855,17.36690086,30.73847679
1406.232708,4.506547644,23.99283082
1407.178397,-6.78278787,13.52563967
1408.123924,-15.46525006,1.068433574
1409.069287,-24.93363878,-11.76554649
1410.014487,-30.64884024,-22.12634466
1410.959524,-21.23734117,-25.60028711
1411.904398,0.419411436,-19.54703345
1412.849108,19.21977574,-4.629598275
1413.793656,33.93545127,17.48066737
1414.73804,55.50973781,43.67559776
1415.682262,81.68807678,66.78438759
1416.62632,96.68520921,79.29382074
1417.570216,96.28551557,82.07791166
1418.513949,98.30539407,85.98094581
1419.457519,118.2716031,101.3955619
1420.400926,148.4046833,127.3080393
1421.34417,175.6103042,153.5373916
1422.287251,200.9688134,172.6236441
1423.23017,229.3554024,186.0558088
1424.172926,258.5333837,199.7813322
1425.11552,288.1056204,217.2506343
1426.057951,321.3563469,236.8562522
1427.000219,352.390258,253.7992893
1427.942325,374.1660738,264.3438178
1428.884268,393.0008813,269.7098806
1429.826049,416.2140713,275.9149469
1430.767667,442.4781205,287.8949573
1431.709123,467.5476984,303.081023
1432.650417,484.8337837,314.1893116
1433.591549,489.8792296,320.4694309
1434.532518,491.2492244,331.6733168
1435.473325,502.9292495,355.877879
1436.413969,519.2267425,385.7922501
1437.354452,515.1435959,403.4465144
1438.294772,483.066398,399.2843905
1439.234931,442.0139165,382.0024603
1440.174927,405.917601,368.3436254
1441.114761,378.053611,366.3870094
1442.054434,357.2086822,368.9148804
1442.993944,327.3872619,361.132311
1443.933292,281.4032484,335.3618292
1444.872479,238.9040906,297.7022383
1445.811504,207.152649,259.9930805
1446.750367,172.96446,229.268626
1447.689068,141.4721039,205.2946798
1448.627607,125.2679095,182.2520356
1449.565985,111.018401,153.2243307
1450.504201,85.13690499,119.1117303
1451.442256,61.70846071,90.61586415
1452.380149,52.96338535,75.73178339
1453.31788,48.31779493,69.59189187
1454.25545,39.04427197,62.27802519
1455.192859,31.69182283,52.64295918
1456.130106,32.10589889,48.87283349
1457.067191,38.36865729,56.25768646
1458.004115,46.7841649,68.2029741
1458.940878,54.0010931,72.10771284
1459.87748,58.82804636,63.95079918
1460.81392,65.3540927,53.76705803
1461.7502,81.44122617,54.16668115
1462.686317,108.3316865,64.92114881
1463.622274,132.6930074,72.9816426
1464.55807,139.6810199,68.83663823
1465.493705,134.9568382,58.12078377
1466.429178,141.1141833,53.4187687
1467.364491,165.428489,58.53050072
1468.299643,189.6366471,66.6944999
1469.234633,200.976098,72.37085597
1470.169463,207.8834382,76.70571124
1471.104132,218.1369801,80.62637271
1472.03864,222.3862913,81.30898686
1472.972988,210.8273152,78.56524642
1473.907174,196.1585085,77.1351407
1474.8412,196.2302075,79.54423937
1475.775066,200.4021165,83.63568962
1476.70877,189.1182934,89.44788452
1477.642314,173.0325565,100.6775858
1478.575698,168.1987531,115.77721
1479.508921,160.8970892,124.8988624
1480.441983,141.6097018,121.1100071
1481.374885,127.6111962,110.0834027
1482.307627,124.1816177,103.83878
1483.240208,120.1336613,107.5315417
1484.172629,118.3300219,115.5617742
1485.104889,120.077752,119.555598
1486.036989,112.5832572,118.7040941
1486.968929,99.83150034,120.9247026
1487.900709,100.0527662,132.2518262
1488.832329,110.510169,147.5891287
1489.763788,113.4812812,156.2245031
1490.695087,104.6544973,154.4500371
1491.626227,93.3520636,147.1195677
1492.557206,85.842451,137.8108547
1493.488025,77.96235449,124.8740466
1494.418685,66.13871635,108.8056665
1495.349184,58.12088904,95.59308938
1496.279523,58.64767418,88.6802097
1497.209703,59.84014051,84.262003
1498.139723,56.090597,78.07732414
1499.069583,50.73470427,71.31331201
1499.999283,49.97047397,66.89191395
1500.928824,53.0016088,63.80775151
1501.858205,49.24902855,58.56654274
1502.787426,37.75624706,51.44634315
1503.716488,30.59909199,47.77176355
1504.64539,32.02214718,51.83821004
1505.574133,37.55814081,62.50077725
1506.502716,43.74783972,76.00383049
1507.43114,47.9698576,89.94492345
1508.359404,48.91949441,102.1880575
1509.287509,47.08254218,109.2143829
1510.215454,42.6386123,109.3847151
1511.14324,37.68871215,106.5679316
1512.070867,38.56577914,107.7385531
1512.998335,48.30492529,116.1026834
1513.925643,61.2012263,127.4285253
1514.852793,70.43061003,135.1100664
1515.779783,77.3328994,138.4956972
1516.706614,90.23759229,142.1958732
1517.633286,106.6887945,146.8226072
1518.559799,110.293318,147.2540553
1519.486153,102.191835,142.1421048
1520.412348,101.003197,137.5798767
1521.338384,107.3102847,139.1519082
1522.264261,110.8784602,146.2241513
1523.18998,113.7323592,154.0153509
1524.115539,119.4644131,157.0963827
1525.04094,123.7185899,152.8585673
1525.966182,121.6688863,144.1312412
1526.891265,115.9435205,136.0277113
1527.81619,110.4044572,129.2164944
1528.740956,98.46675381,119.7573761
1529.665563,76.1815602,106.0530159
1530.590012,54.15192152,91.19335783
1531.514302,39.09959505,78.10309891
1532.438434,24.79283573,67.59647898
1533.362407,9.127798993,61.29452284
1534.286222,1.665471001,61.72954746
1535.209879,6.889944464,69.09945053
1536.133377,16.52773508,81.04261431
1537.056717,25.59334807,95.26945058
1537.979898,34.87381526,109.4425696
1538.902921,38.4226872,119.8169094
1539.825786,30.17421611,124.273795
1540.748493,18.40218946,126.2704274
1541.671042,17.72860959,131.803829
1542.593432,30.70906751,142.1931201
1543.515665,48.3694697,152.4458766
1544.43774,60.17552538,156.9818636
1545.359656,62.00754212,154.9897195
1546.281415,64.24108395,149.1992558
1547.203015,74.20617332,140.9091353
1548.124458,77.34367186,128.8279062
1549.045743,66.28832624,112.8061849
1549.96687,55.33313936,95.61262281
1550.887839,49.03231564,80.54824894
1551.80865,44.6629747,69.74691186
1552.729304,50.39416795,63.60071876
1553.6498,64.51615856,59.84767744
1554.570138,73.14549566,56.05335014
1555.490319,78.40576093,53.89804697
1556.410342,92.19322008,57.22604895
1557.330208,108.3502052,65.63358849
1558.249916,112.6734973,72.98117304
1559.169466,108.3464445,72.36750474
1560.08886,106.5448395,62.34537955
1561.008095,112.0032058,49.24525667
1561.927174,127.8768963,41.90526007
1562.846095,152.6639909,43.44085529
1563.764859,177.3389619,50.61114735
1564.683465,198.110656,60.21060953
1565.601914,218.9622076,71.92618709
1566.520206,240.2511907,85.19572057
1567.438341,259.5625044,96.32783149
1568.356319,274.1618715,99.8014011
1569.27414,275.7569463,93.26023983
1570.191803,263.0515286,81.68600677
1571.10931,249.8418826,74.0111935
1572.026659,243.6936858,74.46570364
1572.943852,239.4952348,80.26367759
1573.860888,234.4795481,87.86778324
1574.777766,227.8890265,96.23588972
1575.694488,216.5953172,103.2093803
1576.611053,196.4467812,105.0160368
1577.527462,165.1190212,101.1100705
1578.443713,130.9318352,94.4495113
1579.359808,103.7726431,86.26582103
1580.275747,80.1955775,75.39712589
1581.191528,57.26537761,63.3343256
1582.107153,40.58131634,55.08619244
1583.022622,32.75285641,52.98739723
1583.937933,29.40392309,52.95349396
1584.853089,24.02414607,50.32200811
1585.768088,18.55808089,46.66459592
1586.68293,20.42642748,45.45899839
1587.597616,27.42686078,44.03907549
1588.512146,33.5900257,36.38863058
1589.426519,34.54715413,22.25153181
1590.340736,26.46697923,9.202680539
1591.254797,20.76461689,5.300412707
1592.168702,29.40700295,10.3086924
1593.08245,37.73196614,16.19103811
1593.996042,34.14087544,17.06807878
1594.909478,32.22854263,15.07414812
1595.822758,39.98532955,15.66201539
1596.735882,50.22303226,20.53832366
1597.64885,56.24406579,26.03973926
1598.561662,52.86969993,28.28852904
1599.474318,44.05344127,29.44511873
1600.386819,45.82746292,35.41304237
1601.299163,59.61941992,46.93330149
1602.211351,67.78313592,58.12971582
1603.123384,64.52597321,64.79952065
1604.035261,60.24238648,68.71174379
1604.946982,61.6148498,72.48644053
1605.858547,65.27262566,75.08743431
1606.769957,64.32394615,74.82014142
1607.681211,58.98657823,73.01118473
1608.592309,55.06918679,71.39709981
1609.503252,53.35057862,69.818735
1610.414039,50.4823354,70.0187729
1611.324671,44.22453544,77.1489849
1612.235147,41.50222299,93.94495475
1613.145468,54.43889318,115.884484
1614.055634,73.05041864,134.1190277
1614.965644,74.90467173,143.1445622
1615.875499,64.23006964,144.5313065
1616.785198,59.11033937,143.1681078
1617.694743,61.61512216,143.138501
1618.604132,65.79478202,147.385535
1619.513366,71.56913971,156.2819199
1620.422444,83.93432838,165.5301523
1621.331368,100.7468098,169.2736042
1622.240136,111.3727475,166.7586824
1623.14875,118.1026717,164.0232167
1624.057208,133.3646943,167.4846977
1624.965512,153.9976045,176.571831
1625.87366,168.111932,183.5799288
1626.781654,173.1094124,180.9398834
1627.689492,168.9078844,168.8401955
1628.597176,159.1803362,155.3544864
1629.504705,158.5488076,148.2265667
1630.412079,168.209739,147.8949702
1631.319299,170.3599286,151.5780536
1632.226364,168.6296741,160.9654069
1633.133274,180.373881,178.1013465
1634.040029,194.4675665,197.0642047
1634.94663,195.0660559,208.7472011
1635.853076,187.0213638,210.481181
1636.759368,172.6536747,206.0948816
1637.665505,155.0241457,201.0063584
1638.571488,146.3394636,198.842261
1639.477316,145.6625586,200.3191768
1640.38299,142.3074779,204.8360316
1641.28851,136.0540269,211.1731109
1642.193875,130.1354275,216.0905391
1643.099086,121.1744599,216.4501151
1644.004142,107.8594024,213.7861292
1644.909045,96.58051717,212.2033751
1645.813793,90.29853954,210.8991606
1646.718387,82.08513987,203.4485187
1647.622827,66.51286384,185.8584318
1648.527112,46.83599809,162.5125695
1649.431244,32.0326213,143.9562365
1650.335222,35.80245221,139.7365759
1651.239045,62.30614681,151.507809
1652.142715,91.82019564,171.9888253
1653.046231,108.8681422,191.2768455
1653.949593,123.8985249,202.943644
1654.852801,139.7360336,204.7108652
1655.755855,143.5476319,198.9205178
1656.658755,141.7265062,192.6516857
1657.561502,148.0881355,191.4330335
1658.464095,155.8649297,193.2332226
1659.366534,157.1328402,191.9846224
1660.26882,153.221878,184.8355618
1661.170952,142.4153084,174.5986224
1662.07293,128.2665906,166.014569
1662.974755,119.0830124,159.0645964
1663.876426,111.057003,147.5118705
1664.777944,94.4599994,125.7404938
1665.679308,66.56899815,95.10052536
1666.580519,33.52558185,62.75503497
1667.481576,7.267444387,35.6452976
1668.382481,-8.543095276,15.80543355
1669.283231,-19.93706448,1.69766162
1670.183829,-24.05854547,-6.637458324
1671.084273,-11.54487999,-6.017557668
1671.984564,15.23216329,5.214794407
1672.884702,43.69373685,21.94933714
1673.784687,63.67648624,33.9770528
1674.684518,73.75831356,34.67975139
1675.584197,79.35329356,26.9110643
1676.483722,81.74981045,18.38349162
1677.383095,75.9941192,13.58592351
1678.282314,66.28158995,13.27556913
1679.181381,65.87223416,18.81257427
1680.080294,77.61090007,31.53783716
1680.979055,94.380934,48.67070632
1681.877663,110.5236736,64.67689581
1682.776118,120.8573903,77.43331319
1683.67442,127.5780105,89.72983447
1684.57257,141.2668454,103.6964435
1685.470567,160.0361934,116.0470189
1686.368411,169.0191127,120.1806845
1687.266102,160.9086729,113.3799454
1688.163641,145.1787301,102.5295186
1689.061027,142.0037635,100.0642481
1689.958261,156.5410348,111.2534472
1690.855342,170.6458957,129.0152763
1691.752271,176.2804524,144.3783249
1692.649047,183.0006829,156.5113922
1693.545671,192.4302153,168.4383641
1694.442143,198.3537487,178.9127238
1695.338462,195.1701169,184.4362384
1696.234629,181.734409,185.9452932
1697.130643,168.690691,187.9108495
1698.026505,160.7549052,192.8758981
1698.922216,149.5598963,202.0810492
1699.817773,143.3717445,218.5165594
1700.713179,155.4730355,242.6434383
1701.608433,170.375001,267.6616513
1702.503534,173.2932141,285.4512792
1703.398484,174.1836641,295.1640388
1704.293281,176.9329772,301.9563575
1705.187927,176.7245177,309.6642428
1706.08242,178.8415641,316.2843723
1706.976762,181.190172,314.8600618
1707.870952,168.0806466,300.2969667
1708.76499,138.4667852,277.137707
1709.658876,114.5704745,257.2272743
1710.55261,111.7901933,246.6167642
1711.446193,111.1743607,238.2873522
1712.339624,90.83926672,222.4226776
1713.232903,69.79290966,200.0231512
1714.12603,69.87035454,179.4795596
1715.019006,74.62074261,164.0020587
1715.911831,68.37334764,150.9594329
1716.804504,60.20849282,139.4373601
1717.697025,59.22742367,130.1672094
1718.589395,63.67823007,121.5026904
1719.481613,66.06250381,111.992453
1720.37368,65.91329235,103.706773
1721.265595,73.46499187,97.92950908
1722.15736,82.3207024,90.9702091
1723.048973,71.85602379,79.87288687
1723.940434,53.1103185,69.49828856
1724.831745,54.00557253,67.14228018
1725.722904,63.59057444,72.06209634
1726.613912,58.85774379,76.76142791
1727.504768,51.43123003,75.50632737
1728.395474,49.40552572,66.30014559
1729.286029,34.34479872,49.90838108
1730.176432,8.929185203,31.63743199
1731.066685,-0.884786059,18.55725118
1731.956786,4.533862873,12.22491752
1732.846737,3.329805855,8.957787905
1733.736537,-3.766090521,7.444627558
1734.626185,1.100952612,10.437442
1735.515683,14.39917516,18.80466687
1736.405031,19.33907745,30.1762043
1737.294227,19.2795771,44.87872637
1738.183272,28.71044038,66.99072333
1739.072167,49.6990217,96.69660334
1739.960911,75.62284129,126.4726785
1740.849505,99.58640891,148.0756454
1741.737948,114.0038336,160.612661
1742.62624,117.6088972,169.4155871
1743.514382,118.4577289,178.5748346
1744.402373,119.9527909,187.8533091
1745.290214,121.7562663,196.5399996
1746.177904,128.4080854,204.5362443
1747.065444,135.6294409,208.1568761
1747.952833,131.7444931,201.9943339
1748.840073,117.9332568,187.5884129
1749.727161,107.2324729,174.0541164
1750.6141,110.1582659,167.3276759
1751.500888,120.9145542,163.7804175
1752.387526,124.7565379,157.7876608
1753.274014,127.8075771,150.7381186
1754.160351,146.1530087,147.3688289
1755.046539,170.892481,147.2198198
1755.932576,186.3598784,145.5680623
1756.818464,194.1894545,140.2483626
1757.704201,196.8990269,134.1724476
1758.589788,197.8529126,133.0923033
1759.475225,208.2120842,140.2213148
1760.360513,224.7493948,150.3008808
1761.24565,229.3845938,152.0922416
1762.130638,215.0861392,140.6710026
1763.015476,191.3492122,124.8714771
1763.900164,176.6392251,117.9080829
1764.784702,179.0428264,121.5862857
1765.66909,180.9369561,126.2425397
1766.553329,169.0414495,125.4041199
1767.437418,154.0384855,120.7463096
1768.321358,139.8201244,113.4858478
1769.205148,116.6542977,102.9928757
1770.088788,92.54323671,93.97217275
1770.972279,90.58408584,93.18813226
1771.85562,103.8881572,97.96072362
1772.738812,98.95998618,98.72750679
1773.621854,80.05358536,93.27726848
1774.504747,80.35958778,87.09114418
1775.38749,92.46963031,81.47879099
1776.270084,90.64391845,73.68415083
1777.152529,83.03575754,65.60217224
1778.034825,79.54875991,61.99972203
1778.916971,74.04621977,63.93529739
1779.798968,74.26159237,69.41001131
1780.680816,80.91068116,75.33100165
1781.562515,73.6970226,78.10485607
1782.444065,58.59161869,77.71943935
1783.325465,60.63000847,78.73241569
1784.206717,76.68616631,83.73191414
1785.087819,92.16525832,89.30857505
1785.968773,102.7509197,90.20931691
1786.849577,103.190033,85.37330963
1787.730233,93.1901333,78.15808326
1788.610739,81.66107277,71.16479483
1789.491097,73.41478399,64.38050433
1790.371306,68.19536618,58.52150021
1791.251367,67.64072194,54.83956882
1792.131278,69.90998286,51.22053533
1793.011041,63.18865209,43.52966977
1793.890655,43.49817781,31.34491458
1794.77012,27.23273379,18.92647582
1795.649437,23.86170906,11.14319012
1796.528605,25.69091843,11.17613858
1797.407625,30.48015739,19.63902417
1798.286496,35.5184467,32.39333772
1799.165218,30.97460713,42.33529164
1800.043792,22.68301129,46.14493908
1800.922218,21.92498094,46.32429838
1801.800495,21.07211031,46.41909051
1802.678624,17.15320468,47.7054866
1803.556604,21.18456945,48.59025879
1804.434436,28.82375158,44.58790741
1805.31212,26.06846458,33.11208836
1806.189656,14.44738644,19.53622026
1807.067043,4.86413084,12.83970598
1807.944283,0.801722121,14.74192578
1808.821374,-2.663806586,19.13974025
1809.698317,-6.244748317,22.77772752
1810.575112,-3.31812938,29.89772064
1811.451758,6.40710056,43.78093078
1812.328257,13.10608818,59.50327855
1813.204608,11.84586276,70.15955908
1814.080811,10.15937207,76.29340012
1814.956866,13.6574509,83.55000366
1815.832773,17.38944241,94.13021624
1816.708532,17.41071947,105.4585015
1817.584143,14.82853414,115.2311298
1818.459607,12.06807901,124.6517994
1819.334923,15.93034413,136.5846597
1820.210091,30.60853365,150.8814909
1821.085111,48.24279353,162.840689
1821.959984,60.32722784,167.4413138
1822.834709,68.13952628,163.6583738
1823.709286,70.98746209,153.8452966
1824.583716,65.34314385,141.0366062
1825.457998,62.8566671,128.056837
1826.332133,71.6994216,117.1251075
1827.20612,76.64415617,108.9150885
1828.07996,75.82583002,102.1893786
1828.953653,82.57793552,94.27612197
1829.827198,88.17459398,84.17917745
1830.700596,86.95535719,75.80714529
1831.573846,93.03765341,72.86537593
1832.446949,101.5332607,70.80217334
1833.319905,95.83372059,61.23864798
1834.192714,82.97093814,43.71045431
1835.065375,75.08968323,26.51315774
1835.93789,65.29913199,16.79658857
1836.810257,47.78407966,14.58758976
1837.682477,32.69273047,16.01943874
1838.55455,29.27458568,18.9560807
1839.426476,33.35116759,23.75206339
1840.298255,34.2726331,29.43016407
1841.169887,27.6510311,32.33969089
1842.041372,18.63090266,30.45472076
1842.91271,12.40175177,26.50674732
1843.783901,8.204374821,24.75881986
1844.654946,2.033611902,26.68347235
1845.525844,-4.199611109,31.54933543
1846.396594,0.240663199,39.41412173
1847.267199,13.6222762,50.83128241
1848.137656,21.46104243,64.09875953
1849.007967,27.08874401,74.66985386
1849.878131,35.86176968,78.2086844
1850.748148,35.88895386,75.91031206
1851.618019,35.04289828,75.33672142
1852.487743,51.08547742,81.0087709
1853.357321,66.96548438,87.16126907
1854.226753,63.42762232,86.47050631
1855.096037,53.19507727,81.46701353
1855.965176,53.52513448,80.91342804
1856.834168,66.27713143,88.12413525
1857.703014,80.88249705,97.12677906
1858.571713,89.02589623,99.48862723
1859.440266,94.5239099,92.78604942
1860.308673,96.28766253,82.06251251
1861.176933,93.25388878,74.54193067
1862.045047,101.7252287,73.00125519
1862.913016,122.7011921,73.50459235
1863.780838,130.8229542,70.81548007
1864.648513,122.5182864,65.20785729
1865.516043,118.3555245,60.78966922
1866.383427,121.229745,58.87001745
1867.250665,119.4471971,57.20800202
1868.117756,112.2853425,53.74361546
1868.984702,107.3601558,47.25923329
1869.851502,106.0056102,36.80513726
1870.718156,101.1195817,24.22550311
1871.584664,90.49680665,16.02362533
1872.451026,84.11669392,18.64593313
1873.317243,85.39863826,30.36213786
1874.183314,81.17425329,41.60946598
1875.049239,65.96110172,46.47821298
1875.915018,53.93236248,49.81372143
1876.780651,57.23162254,59.58710693
1877.646139,67.92884943,76.1583868
1878.511482,69.86853889,92.56059524
1879.376679,64.16468279,103.5612719
1880.24173,63.26855769,111.6642389
1881.106635,68.235098,123.8613881
1881.971396,77.40411591,143.4636977
1882.83601,92.17050562,165.2806574
1883.70048,101.9227389,179.2951924
1884.564804,94.57887748,180.1092897
1885.428982,76.89109062,171.6955144
