Wavelength,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2
683.7338881,14.95033279,40.38980572
684.8068997,18.76446643,45.42174553
685.8797185,30.49522826,56.88137963
686.9523443,40.71423158,67.81338342
688.0247773,47.29732958,72.90904656
689.0970174,48.77547639,73.59662883
690.1690648,51.6763858,74.96385257
691.2409195,66.56848095,78.53489684
692.3125815,81.89950843,79.82367279
693.3840508,80.89252451,74.33458926
694.4553276,72.88800602,63.4670722
695.5264119,70.86668083,52.57135419
696.5973036,72.13774931,46.35803362
697.6680029,76.90556242,47.49347907
698.7385099,88.24352103,55.44454771
699.8088244,99.46024303,65.12469087
700.8789467,103.9893178,70.25178012
701.9488767,104.0513729,69.3302226
703.0186145,103.4551595,65.70764825
704.0881601,103.8416731,62.48651217
705.1575136,106.6769522,60.5233632
706.226675,108.1119634,59.5040158
707.2956444,100.5239854,58.23733365
708.3644218,89.00609539,56.30884235
709.4330073,86.39185326,55.92606491
710.5014009,90.86248339,58.60452158
711.5696026,92.43791053,61.09475861
712.6376126,87.42150169,59.41919777
713.7054308,76.48526084,56.23587119
714.7730573,69.82595544,58.51062435
715.8404921,76.48494973,66.43419283
716.9077353,79.71086632,70.25006603
717.974787,62.88837499,62.44504396
719.0416471,41.27232661,48.78624777
720.1083157,31.84100821,41.82543276
721.1747929,30.7445557,46.56383898
722.2410788,30.53770688,57.04356382
723.3071733,26.98953664,64.62403741
724.3730765,19.42679092,65.63549373
725.4387884,11.55775556,61.70844402
726.5043092,4.993264241,56.53116791
727.5696387,1.61997332,53.80589128
728.6347772,3.199167217,55.72151333
729.6997246,5.869653934,61.36052793
730.764481,9.18464283,66.99799048
731.8290465,14.15550116,68.6130498
732.893421,13.44385641,64.95263891
733.9576046,7.332476942,58.41899413
735.0215973,5.53475582,52.03745761
736.0853993,6.06794205,46.7492533
737.1490106,4.195083321,43.23681211
738.2124311,5.934107992,43.45151617
