Wavelength,HS_V2S2_AAB_C1_I1,HS_V2S2_AAB_C1_I2,HS_V2S2_AAB_C1_I3
941.9915079,20.19149114,34.88314726,31.03189429
943.0184134,25.36493573,37.37109864,46.80090648
944.0451369,35.43832656,46.20448955,52.60905105
945.0716785,41.7387913,55.98244345,63.7320247
946.0980382,44.36215447,61.08275157,73.50414044
947.124216,47.23901283,62.77319422,73.06814415
948.1502119,48.0097915,64.11318547,81.70125274
949.1760261,41.2004099,63.9013813,82.85770274
950.2016586,30.23296974,62.87920786,73.56497412
951.2271093,25.94217623,66.20212553,82.43900954
952.2523784,31.56432093,73.9367787,94.49374649
953.2774659,39.49225511,79.73637945,100.3361595
954.3023718,42.45448201,79.53314984,103.5625151
955.3270962,38.04900474,73.18651708,99.75263343
956.3516391,28.38761024,64.34068439,86.16974504
957.3760006,23.78499255,62.99738166,74.13905518
958.4001806,33.24875975,75.88833374,89.64525228
