Wavelength,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2,HS_V4S3_AAB_C2_02_I3,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2
757.3214432,18.78868224,28.60988144,4.546807017,115.6119642,70.88398463
758.3812492,19.76001747,27.78727599,11.42325373,119.5521126,74.6076305
759.4408653,14.83011548,29.32943918,22.32505568,120.9873391,79.4295731
760.5002916,12.68873292,25.9441313,26.81741492,124.5163847,86.48365988
761.5595283,12.18796016,27.82825817,26.29743642,125.3748039,93.96159358
762.6185753,14.60693336,30.85420392,29.91719167,123.289918,99.32897195
763.6774327,22.85330859,36.84280452,32.03713351,119.4747957,99.69727577
764.7361006,31.80929339,42.03167377,36.75492927,110.7028437,92.91395902
765.7945789,32.12386623,32.11670712,38.18496477,96.35027387,80.6604131
766.8528678,33.01219247,26.33610729,39.69783956,82.5823321,69.0740323
767.9109672,39.862486,25.20026882,48.9316977,74.0077508,64.03215917
768.9688772,41.11361596,29.80723935,48.89536927,63.68998606,65.2651571
770.0265979,37.815079,37.90304907,47.513572,46.6160768,66.4001243
771.0841294,35.88273492,35.39850611,48.83001918,31.81360824,61.25583901
772.1414715,37.78925152,33.81675631,45.19818888,21.70552284,49.82352412
773.1986245,41.13670123,31.79732179,43.3879422,7.172798167,38.89222734
774.2555883,35.84478456,35.44182242,43.24452748,-7.882490546,36.14894048
775.312363,28.84130792,44.5893451,41.20626708,-10.81253555,42.30119853
776.3689486,28.84808981,41.68245755,33.00008557,-2.151143732,50.6459363
777.4253452,28.95159264,39.29176489,22.30280761,9.600521218,55.1458456
778.4815529,30.83303202,38.42177143,16.01010393,18.93747574,56.57857732
779.5375716,31.51270033,37.15409725,18.00534044,24.46214309,60.04978082
780.5934014,24.75949043,44.14088949,19.08530754,30.61674608,67.91451938
781.6490423,19.9271993,47.46972264,11.3378479,40.09882809,76.73994238
782.7044945,17.60702432,45.80948408,8.850352937,47.61392252,81.97686004
783.7597579,11.88522303,47.01093911,8.033195227,50.60794899,83.54064935
784.8148327,5.214892159,45.80036459,8.475237175,51.4183434,84.68179961
785.8697187,0.894371918,50.94803278,9.388327364,51.01843564,87.205221
786.9244161,1.134718885,57.38009914,6.745133823,53.7851444,89.95324457
787.978925,4.320616465,52.90356704,13.49280412,62.68232008,90.71430917
789.0332454,6.016831624,50.26902964,15.52454917,69.98712543,88.41538535
790.0873772,2.933780562,44.80792157,11.13936339,69.43678541,84.32163563
791.1413206,2.419372492,44.67352347,11.18908238,65.87911564,81.34745339
792.1950757,9.823137991,53.38214417,19.64695569,65.01987015,81.22684374
793.2486423,11.36962843,57.44056332,29.99626576,64.68229991,82.19417321
794.3020207,7.572927325,56.64814201,25.29020251,61.36491684,80.37352537
795.3552108,6.654408683,48.47047942,24.14637239,56.87272963,73.36851065
796.4082127,3.408308214,44.25829239,27.19384942,50.88368215,61.72322425
797.4610265,4.2225288,42.96067025,28.3163302,40.61161028,48.27830322
798.5136521,7.160366593,41.00624337,37.49264121,30.90114063,36.82547315
799.5660896,3.462583982,37.39782611,46.60143484,28.07984762,28.94177918
800.6183391,2.35695935,28.65591787,47.24006007,30.91048486,21.86893818
801.6704006,6.657250608,24.20980207,41.68662806,34.07322501,12.05250279
802.7222742,11.65987626,22.77368357,46.27674816,30.34708709,0.983878468
803.7739599,11.41967125,23.86713521,55.76754935,20.69813042,-4.765379229
804.8254577,6.294375881,29.74519896,57.85320354,18.92224877,-0.905571678
805.8767677,6.505871069,39.24028235,53.13866677,26.38621421,9.226547966
806.9278899,8.176746839,43.90935675,46.38886396,30.28282234,19.83689997
807.9788245,9.145312276,50.21539859,49.32734375,33.5985853,30.35300039
809.0295713,15.42985013,61.47228657,52.77164802,46.47048012,43.78416514
810.0801305,22.32047926,65.9972216,58.0267374,63.48728353,60.58956333
811.1305021,26.20717863,76.07705427,61.00677015,75.96577554,77.82758234
812.1806862,26.16292503,80.4035699,56.35680359,84.13445792,92.12450644
813.2306828,22.51304776,77.69153759,60.87733833,90.59599979,101.4398419
814.2804919,21.79652547,82.12663453,54.13089347,93.64520486,105.3724389
815.3301136,29.56313164,87.81542785,45.47118651,91.97386661,105.6639434
816.379548,41.10970192,98.85705568,52.54144693,92.0379292,105.704132
817.428795,43.59545538,99.91614746,52.56824415,99.2091249,107.8689862
818.4778548,39.42372189,91.07534125,49.23992848,110.1099426,112.2457802
819.5267273,38.74015511,81.61118137,41.43376761,121.8080213,117.9529349
820.5754126,36.86576722,74.90287959,36.64746812,133.6500574,122.7014706
821.6239108,35.85705601,73.77863117,40.66801292,142.2862526,121.8944627
822.6722219,38.37527882,63.13473346,38.48631222,144.2544457,112.5234925
823.720346,33.73770055,51.60599445,40.76597004,138.7772516,97.93004791
824.768283,26.17536315,41.89060816,43.62740074,131.6607948,85.53975101
825.8160331,25.02631103,38.1492974,38.31630403,132.2667793,79.7715843
826.8635963,27.66201117,40.23479363,41.66512833,138.2301336,79.00066069
827.9109725,30.74457728,36.85364133,47.21467988,140.2500539,79.17962582
828.958162,30.89423159,39.67914707,44.04962478,140.5310611,77.91579323
830.0051647,29.19405487,38.99686751,39.9948377,141.5029049,75.35475221
831.0519806,27.4672646,35.35567178,34.98218705,137.7459375,74.64364024
832.0986098,26.54302925,35.42741845,35.89507718,138.7768335,80.26576391
833.1450524,32.04685088,36.6223602,39.01529851,156.729711,91.36770108
834.1913083,39.1077551,39.46865382,33.34717688,172.6905776,99.52754728
835.2373777,37.29692304,34.21334562,27.78392696,165.8741491,97.82896227
836.2832606,31.11199894,30.13585845,21.67039031,149.0817148,87.98494735
837.328957,29.95555638,29.69504991,19.96442988,137.3546511,74.96286635
838.3744669,30.26228354,31.05771127,20.47211662,122.781059,60.65417145
839.4197905,27.59034054,28.97488176,12.60869717,103.2250283,46.69500535
840.4649277,30.28708173,26.1439411,12.69738196,95.18529272,37.68956368
841.5098787,36.76282509,29.96162944,13.28677131,102.6271568,37.23093692
842.5546433,37.48801211,25.9339591,4.479542388,110.9770005,43.78595019
843.5992218,35.09680043,24.51234001,1.692158184,114.9049354,51.93505292
844.6436141,31.16906301,27.11469285,-0.247773775,115.2962608,55.25286057
845.6878203,25.5067339,26.33982857,0.198701014,105.1101961,50.07433061
846.7318404,20.60876597,27.44105444,0.589614091,85.13140298,39.87639897
847.7756744,15.54524253,26.80230137,-5.92341745,68.02969199,33.01043598
848.8193225,10.95910063,31.97030585,0.079224989,59.99547488,33.4821584
849.8627846,11.90622491,40.68835253,8.015170543,57.5439736,37.1056077
850.9060608,19.83037735,42.09206152,4.523138163,55.60454246,38.55413084
851.9491512,26.56139939,43.38037251,5.537108279,51.99445954,38.17528263
852.9920557,27.36484467,46.9644588,9.312931788,48.38274908,39.32610396
854.0347745,26.76444457,46.65838767,8.910885352,45.18478317,42.88917438
855.0773075,24.38664029,43.17726754,8.008993931,39.51728855,47.55235867
856.1196549,19.08959627,39.93624972,10.36042571,33.41404591,52.42450509
857.1618166,18.12423926,35.58212554,13.52426865,33.06975232,56.39043162
858.2037927,21.62808793,30.59245395,14.38115144,33.83588344,57.12454165
859.2455833,22.73248914,27.58293252,14.79746799,27.37288766,53.8568337
860.2871883,24.44840159,18.74205476,12.08420108,21.60971097,49.60748727
861.3286079,27.61517581,12.4932547,13.83134693,22.89839547,47.33513164
862.3698421,25.46819901,13.4389931,19.46731688,18.400476,45.62219988
863.4108909,16.45080347,9.642017686,16.22982984,3.424205063,41.80698989
864.4517544,9.839971244,2.601095319,18.39316813,-4.169142301,37.27050196
865.4924326,15.29071174,-2.240725457,20.51259317,5.300375525,35.71087828
866.5329255,21.35865887,-0.539937585,15.63308612,17.65508092,37.76595357
867.5732333,19.08409351,-0.429757152,17.94326447,21.16263946,40.62317022
868.6133559,16.40603047,3.995878644,21.26023443,19.87823377,41.75307634
869.6532933,13.86075702,11.82207729,24.83868063,18.63420085,40.95538943
870.6930457,11.34184989,11.88160618,24.80421499,20.06068253,39.62095657
871.7326131,10.56967228,13.61891913,18.02863996,27.18234104,38.7760693
872.7719955,11.70485673,16.24179786,17.24515724,35.0927146,37.79113827
873.811193,13.73683558,23.49092225,22.09177708,36.05018514,35.75485265
874.8502055,14.91585343,32.9405384,20.4495608,34.47855625,33.59550068
875.8890333,17.90494999,40.62498496,15.74204172,35.54900426,32.97083494
876.9276762,14.17630262,48.78743137,16.90038356,32.38255476,33.51018464
877.9661343,4.471475389,50.35969033,16.80423077,26.55770141,33.09092496
879.0044077,5.71748379,50.08524775,12.9253241,27.56952937,30.44255924
880.0424965,8.111428085,52.48531824,16.12561955,27.89740132,26.88712935
881.0804006,3.696907509,50.9307554,25.34010036,22.83246647,26.02942818
882.1181201,7.049262335,52.02301842,23.34010569,26.38444704,30.08580303
883.1556551,13.56130514,60.02488236,14.81420657,36.19850642,36.18996492
884.1930056,12.82652719,61.02088442,11.0841831,34.62407953,39.98674277
885.2301717,9.290040665,59.79227352,5.695576898,26.76964825,42.19746101
886.2671533,5.581995822,58.8083224,8.32207994,27.32747146,46.43574089
887.3039505,4.202457943,58.10108533,8.97112351,32.08896535,51.8499379
888.3405634,5.922830056,62.48731268,-0.205518959,32.66575346,53.6782219
889.3769921,7.357705475,54.34507403,2.765155394,33.79549131,50.88120982
890.4132365,11.6648533,43.47885814,0.823485522,43.81506298,48.52619561
891.4492967,18.6761375,45.54536038,-2.723012755,58.93136167,51.55875293
892.4851727,21.64295768,47.63478376,6.094862459,66.93899763,59.65182848
893.5208646,23.15382741,55.96426981,9.106084156,69.6255659,68.8621258
894.5563725,28.36358737,60.7350279,9.590812606,81.58806152,74.99118422
895.5916964,33.89000245,51.41236648,14.24118527,100.4007683,75.37691029
896.6268362,37.55641567,46.18926355,21.41363416,107.7909887,70.89280484
897.6617922,40.79442891,48.76682047,26.42047758,102.7912116,65.58094226
898.6965642,43.10811118,56.45892565,27.2868735,101.5774783,61.57606829
899.7311524,45.38601375,56.42560291,23.38501199,105.3301447,56.22278864
900.7655568,43.08373112,51.04288464,23.78741743,98.93602185,46.90165921
901.7997774,34.0288142,47.34562742,27.90931681,85.57120058,36.0813403
902.8338143,33.5286026,42.33222939,30.93311104,85.03768981,27.94626917
903.8676675,40.40582512,47.22269165,41.64347454,90.07629893,22.60448475
904.9013371,38.78397857,53.23311454,48.26013798,79.96496636,18.30905784
905.9348231,33.86829417,51.507238,51.79018479,67.75131003,15.96905621
906.9681256,30.27928864,56.55230086,48.28754461,69.01043662,15.78686011
908.0012446,26.77215652,61.56784181,40.35205204,66.6145279,14.6564448
909.0341801,24.63075457,56.54942327,46.43741402,54.65351062,12.12073909
910.0669322,21.55673245,56.86920549,49.96395717,53.94202151,12.12380811
911.0995009,20.19812849,53.13473793,51.33590548,64.36505148,15.45610457
912.1318863,16.78831627,46.49201071,50.10422869,63.22847775,17.72589692
913.1640883,8.250733407,45.87237516,41.82679964,51.81398584,16.67976851
914.1961072,7.334107422,36.33801253,44.48501969,50.50479324,15.40921714
915.2279429,15.52421072,35.27885051,50.42584657,57.66441651,17.29968891
916.2595954,18.22628905,37.8750244,52.16314754,58.18695592,22.10281678
917.2910647,14.14774991,29.81456909,55.2584886,53.2721022,27.19979927
918.3223511,15.91245741,30.67758149,52.69022518,51.94852531,29.77300171
919.3534543,21.76917531,24.65400311,44.6858258,54.09799407,28.3074643
920.3843747,25.07035706,13.56008222,43.49887556,52.39422345,24.10439919
921.415112,31.10127974,17.45452622,42.60384766,42.51433494,20.53961023
922.4456665,35.40058527,21.59632023,36.33263186,32.28305153,19.23220894
923.4760381,34.43738088,20.60610416,30.33181601,30.53395743,17.95830979
924.5062269,35.97728091,11.59518464,23.54841933,28.92658585,14.22654348
925.5362329,36.03721449,7.880839245,26.61657752,19.2322935,9.363754009
926.5660562,33.6086281,11.52669276,30.46762819,11.96568451,5.578621975
927.5956968,36.66303884,14.39009983,28.57801534,9.929961108,0.949331523
928.6251548,39.63549259,24.06025459,30.99252019,-1.488538044,-7.021573927
929.6544302,35.67898302,24.88658805,27.8178094,-17.08897911,-14.4586502
930.683523,29.87162882,21.80475966,26.49789979,-16.15224196,-14.86479876
931.7124333,28.49336858,31.25487514,25.30983071,-6.922334955,-8.981922537
932.7411612,29.88891985,42.33120944,22.77070218,-8.654200977,-3.728913159
933.7697066,28.85410496,45.84741662,30.42662753,-13.08420924,-2.860199101
934.7980697,26.23857653,50.8613389,34.22734289,-11.16455445,-4.611294626
935.8262504,21.44062085,50.13896138,34.70589452,-11.68926313,-5.472944041
936.8542488,15.28094839,48.31069497,33.52587999,-14.26066502,-2.232068774
937.8820649,14.83599237,57.26815607,29.36425633,-9.134056304,6.067844176
938.9096989,16.43933355,56.79486799,37.10705076,1.164869468,15.85220579
939.9371506,14.67214706,59.09400013,41.43800649,6.285970521,21.5041395
940.9644203,13.86346472,58.99086071,28.17194628,5.192892048,21.98916374
941.9915079,13.86809736,49.80802458,22.98659138,4.326910833,23.01842737
943.0184134,10.68276639,54.41095286,22.53498852,6.030308612,30.35392018
944.0451369,8.778240399,55.85791009,14.04048457,12.73236136,42.87107835
945.0716785,15.05766477,54.61980134,16.9875496,23.72617447,54.38633478
946.0980382,19.72880806,57.23372335,23.49471519,26.04573205,60.59140664
947.124216,14.17935094,52.75290647,20.92308684,18.96394584,62.2510003
948.1502119,13.45569217,47.77259184,21.24739631,19.07416243,62.12542866
949.1760261,19.75644989,45.96575566,24.78471475,22.27271025,61.4764604
950.2016586,17.83409932,44.89394534,24.68169566,14.46605096,61.51835503
951.2271093,14.80184889,46.84200184,24.20511568,7.500255461,65.02899198
952.2523784,18.4149964,52.85880982,26.54601943,13.10262999,73.18306315
953.2774659,18.37068033,51.76663879,30.55182654,19.948157,82.99010165
954.3023718,14.68025087,50.28407925,32.34017766,20.40973855,89.31812192
955.3270962,14.04806962,57.55901111,35.36239757,16.3654116,88.37631629
956.3516391,17.63316116,60.57952314,40.93734457,8.191628142,81.22685695
957.3760006,24.15569284,57.76957735,41.37123819,6.979667582,74.71840115
958.4001806,27.50975502,50.63680967,43.30734329,23.01700157,75.35874384
959.4241793,25.084376,47.00656393,43.35827316,40.1037265,83.06493067
960.4479967,23.35167209,52.60383486,37.66124362,44.92673631,94.77556435
961.4716329,26.00462977,59.12373717,31.13598881,53.95947775,109.8213287
962.4950878,28.69935847,64.37534246,25.64251465,77.26913486,126.2185855
963.5183615,30.47363001,66.43377685,23.48293565,97.60295773,137.0474296
964.541454,33.37895241,69.12023146,14.75609238,101.0322916,137.3934609
965.5643655,33.8858462,71.76154644,5.410512528,97.01364335,132.0451495
966.5870959,29.92585316,66.83538652,5.820031535,100.8947356,130.5658364
967.6096453,23.92350708,65.66676084,5.738852885,112.3651817,135.6267243
968.6320137,20.4742877,67.36455391,1.952328264,121.4524924,140.94311
969.6542011,20.19069797,64.7537555,2.054424653,122.3126865,140.2738501
970.6762077,15.83204214,68.49989765,-2.061490025,114.8378055,133.9660508
971.6980335,9.702557138,68.71354346,-9.302196129,106.6313127,126.2577897
972.7196784,11.42165851,67.93075219,-3.532834682,103.8076659,119.5215065
973.7411426,14.9546984,77.42272505,-0.86955991,99.59569443,113.1746209
974.762426,14.63011073,78.42589673,-3.223381214,91.35122941,107.2055082
975.7835288,16.35871825,77.79247322,3.808257001,86.72273526,102.9064951
976.804451,12.74060509,78.57823485,0.670123885,82.7670311,98.43217165
977.8251925,5.563034114,74.52921407,-3.864436134,70.1213498,87.69847657
978.8457535,11.02690174,76.64050328,6.686479965,50.01597373,67.12207615
979.866134,15.59822908,72.21497666,12.41181361,29.32945128,41.80838808
980.886334,14.01046462,62.15616664,16.6137527,16.06563846,22.62691617
981.9063536,19.82819711,56.21142637,22.64435075,16.70456204,16.56491067
982.9261929,21.21038893,52.12933846,22.59478775,23.20708704,20.38921677
983.9458517,18.1164245,57.78402243,23.03187248,19.05882368,25.01238522
984.9653303,24.63511652,64.9181771,23.58123315,9.035670359,25.89849243
985.9846287,31.99299754,56.76182758,23.7986789,12.95588475,25.34898491
987.0037468,30.79975018,51.12102342,26.42518778,21.79043192,24.4182841
988.0226847,25.96967385,51.35067023,27.35254869,10.80808004,20.44606783
989.0414426,23.24368042,45.01746824,25.38808318,-6.792080506,14.42370232
990.0600203,25.38913218,40.70426657,26.44086404,-1.732378239,12.11776422
991.078418,34.10501806,30.07870192,28.47950572,18.55972442,15.85172
992.0966357,40.53054363,23.67638175,27.31146433,30.27701939,21.37594551
993.1146734,41.35289594,21.44844062,23.69353224,32.19450737,23.3926101
994.1325312,51.4134734,16.67224784,16.21039174,34.64121289,20.66104222
995.1502092,67.54538578,17.79999118,6.500032902,38.75619634,15.88372019
996.1677073,78.70580196,13.68671604,1.650938003,41.82734818,12.45902669
997.1850256,93.50884259,17.77787195,6.744736454,43.25995942,11.77887966
998.2021641,106.0709417,25.00235881,9.282357819,40.22533849,13.29970292
999.219123,104.7302363,20.27502416,3.850690309,34.22108239,16.41991214
1000.235902,103.8890269,15.3638969,1.891859888,31.61714706,21.03571135
1001.252502,107.5697357,15.45550966,0.875250864,29.92776148,26.83073578
1002.268922,108.6095527,14.84222621,8.334038465,27.47207284,34.28885221
1003.285162,113.7845994,12.14167047,22.4698099,31.75064911,45.70098213
1004.301223,116.5052209,13.36520521,25.5558403,40.14283825,62.84549089
1005.317105,110.0476397,14.02300061,25.57375983,44.65769027,84.27019051
1006.332807,104.2775084,15.74290869,23.43840331,49.47011641,105.8789119
1007.348329,95.51807434,14.45150655,21.69594166,54.11154177,123.915115
1008.363673,82.77489442,14.20333363,22.53759226,50.23772585,138.042562
1009.378837,74.37317516,18.99811686,18.11294492,47.13895917,151.5013893
1010.393822,61.31672231,16.6684924,19.55785205,54.75486288,167.0463486
1011.408627,40.82788765,19.15720502,24.01930767,59.12381173,184.6879409
1012.423254,25.50923774,21.4587529,18.40819386,61.83137137,204.5399984
1013.437701,20.67157494,21.06026321,14.54773316,87.91361858,226.1490551
1014.45197,24.06271983,28.15710104,22.5049705,125.2590946,243.420458
1015.466059,23.23867694,30.31597565,26.14307819,136.969703,247.9515531
1016.479969,12.87572225,32.78660642,23.85046286,129.784981,238.762685
1017.4937,8.003448381,31.93231687,25.82236606,132.3716099,222.9442641
1018.507253,12.51992018,30.46965572,25.37190061,141.5726247,207.8800946
1019.520626,17.50325085,40.17268763,25.57262696,146.8492725,196.7204454
1020.533821,22.55441549,47.92721981,28.07076343,156.4960186,188.5891312
1021.546837,26.99689488,54.14127685,32.21812216,169.5590716,180.4757333
1022.559674,26.23494631,53.57870332,37.46540893,176.4357597,170.6034941
1023.572333,25.98187902,47.97822643,38.55603388,187.6142517,159.6849838
1024.584812,32.48164714,45.27574822,42.44646795,208.3102114,147.9928987
1025.597114,36.8227746,42.78774688,46.45161779,218.7264854,135.2473424
1026.609236,37.14498092,40.10422068,49.81570268,218.6888871,124.2412992
1027.62118,43.12140863,43.64983378,50.2216812,227.132991,117.8310162
1028.632946,46.47482607,50.72775532,42.54649484,233.5712394,111.8461764
1029.644533,38.59108625,45.97907214,34.79067921,221.2671421,98.38180573
1030.655942,33.21166858,43.7445583,28.49665559,202.1896626,76.50131274
1031.667172,33.96106772,38.20347934,28.92559005,185.5063986,54.57647111
1032.678224,32.42347839,37.25557931,23.77690961,169.068281,41.45707486
1033.689098,28.55294544,47.53698042,14.12885241,160.3077558,37.58645208
1034.699793,23.58587227,40.32508422,13.36762255,156.1042304,36.65905219
1035.710311,20.63062354,38.09616484,6.767927718,142.9148563,35.16130966
1036.72065,18.77466567,44.31707097,1.19581299,129.8095583,34.92477281
1037.730811,17.17207588,47.57201851,5.312983206,123.4420012,35.61590593
1038.740794,13.50681069,56.15679234,9.179055379,102.4347718,33.05186077
1039.750599,0.81535142,58.66611044,7.285596025,66.22317579,27.2483918
1040.760225,-7.11659333,57.42891326,6.243251118,46.65412685,23.85974471
1041.769674,-5.416363437,56.01364691,6.987998713,48.47341046,25.85003752
1042.778945,-3.455847455,53.69548693,2.097721634,48.8189387,30.74493858
1043.788039,3.452649323,55.36977552,-0.68157132,45.09578213,35.96405563
1044.796954,3.984834148,54.95249732,1.182139176,44.70606603,40.27747888
1045.805692,-5.697417456,50.05272341,4.543625124,41.02788542,41.58337197
1046.814251,-9.455754868,40.81001143,10.73011029,32.4531528,38.93605
1047.822633,-11.64842109,32.27166753,11.44627914,29.07494022,35.02666587
1048.830838,-12.40128658,30.1474832,6.551006089,31.92615677,33.441732
1049.838865,-5.442531997,30.43851729,6.232913462,33.92687997,35.37256086
1050.846714,-1.69171667,31.84427195,4.853917022,36.38408823,39.14826169
1051.854386,-1.415329847,32.07102283,2.768077431,41.90391248,40.60848013
1052.86188,2.548848782,25.32723098,6.257174665,46.64951469,36.13583572
1053.869197,11.0933693,14.55553552,6.520697439,54.4731151,27.89228405
1054.876336,30.99047727,9.227015734,7.399547747,72.84841384,22.8882469
1055.883298,56.03938676,8.461751931,16.54799517,97.68274031,24.74042608
1056.890082,79.26788598,14.03641772,19.18614779,124.3108058,29.27533034
1057.89669,112.8361418,18.70060836,17.31484268,152.4057274,30.8409753
1058.90312,156.8291623,24.6352384,22.00202846,179.0295906,31.36916035
1059.909373,204.4202809,45.98541592,25.4643482,210.1020162,39.30410863
1060.915448,259.8442754,68.84751752,27.96647456,258.999259,59.2156925
1061.921347,326.0247248,91.35186066,30.06777549,323.0138421,86.80230559
1062.927068,395.5868175,115.4813791,35.16206389,385.8572105,115.346398
1063.932613,460.9741698,136.3960361,46.0664074,444.2625984,142.7925262
1064.93798,527.1480513,156.6004767,50.20162399,507.1939163,170.3564269
1065.943171,596.5495569,177.6753442,50.38987265,572.7070866,198.0260053
1066.948184,664.4289887,199.7919829,54.20241423,630.5214224,224.8849672
1067.953021,722.3870523,219.9755653,61.44838384,675.3513815,251.0725458
1068.957681,764.4410143,245.6242836,70.56696634,707.6687515,276.2294229
1069.962164,797.5405871,262.4514738,67.68310941,732.0812405,297.9680538
1070.96647,819.2343301,266.5967758,59.95675672,745.5660502,313.4321176
1071.9706,825.2696654,275.1137309,53.51334023,741.1277989,321.0502985
1072.974553,825.388465,277.0910686,45.30012265,724.5034942,320.147838
1073.978329,810.1781412,271.4110864,47.42242959,694.9748063,310.1624793
1074.981929,766.4001435,254.0415848,45.90442316,642.3558877,292.3161438
1075.985352,711.8032971,229.4641383,39.7026094,580.7061602,270.9468987
1076.988598,656.3782886,201.0709681,36.30421564,528.5328281,249.4819653
1077.991668,588.3382369,168.9813874,28.2090887,470.6433752,226.1000185
1078.994562,512.1962423,144.9665032,26.96345657,391.4361364,197.1233961
1079.99728,436.4047867,120.5689069,25.30902222,305.8193747,163.2643938
1080.99982,359.5406358,99.85412769,18.26381365,229.1333554,129.8381378
1082.002185,288.8752004,74.37361249,14.31109363,164.5615641,102.6885471
1083.004374,228.8325084,55.10485677,7.836953722,116.3650589,84.44703218
1084.006386,172.6637689,44.47207367,1.340333383,80.03633955,72.75594251
1085.008222,121.4685497,27.82715537,-2.337499564,47.86922696,63.03768073
1086.009882,82.63386487,22.16940384,1.973883765,23.81727199,53.32155586
1087.011365,49.15859296,14.86724619,5.945815971,5.896273133,44.91950177
1088.012673,17.75772003,11.74264801,2.932504582,-8.551025158,40.05199085
1089.013805,3.107859925,12.90314177,-0.805695355,-6.55446794,39.78877641
1090.01476,4.702285545,12.81735434,-3.246572803,11.73204404,42.69188659
1091.01554,6.361099112,19.48075662,7.034514847,27.44307687,45.70073192
1092.016144,4.839294099,21.06001747,13.47604639,34.51975452,46.58603154
1093.016572,7.229428636,26.16629162,11.32717929,40.78571285,44.92111992
1094.016824,10.97535248,25.65669052,12.91082273,50.12595099,41.74580754
1095.016901,12.90540752,20.56987145,15.95318134,57.93201157,39.29198791
1096.016801,19.37844809,24.74648654,22.98657519,62.09390796,40.16663575
1097.016526,24.43013294,26.64933946,27.18535461,67.74164384,44.76241264
1098.016076,20.37218158,24.41001683,30.69060756,72.17486416,49.39423819
1099.015449,16.11756795,16.71691318,26.12510241,68.17224381,49.46074375
1100.014648,18.00863022,12.79261743,17.19602488,60.5514266,44.38406865
1101.01367,18.7636703,7.201436593,20.63137041,52.71722915,37.35840797
1102.012517,15.01797405,3.814193929,25.88463119,39.31615206,32.26286517
1103.011189,17.42691803,9.261879556,29.89889968,27.56206619,33.04101471
1104.009685,23.84317241,5.809480774,32.49247001,29.36397091,42.71742461
1105.008006,21.3352257,6.096700708,33.88313961,38.07726161,60.12262221
1106.006152,15.40602419,2.380547298,32.66127563,44.67849471,79.9613524
1107.004122,15.3690991,-3.4800232,29.00009267,49.43422863,97.35648306
1108.001917,15.84607849,-0.027467076,34.41255356,49.00010467,110.660371
1108.999537,13.22056562,3.570596671,39.54951204,42.9319089,120.683895
1109.996982,14.06713565,7.701878232,40.71637264,38.11553065,129.6322808
1110.994251,15.74464797,5.901799107,38.9321181,36.6092106,139.9426805
1111.991346,13.86553586,8.650901854,32.11706366,38.68987702,151.1300647
1112.988265,14.87625157,12.61874298,32.73476223,42.55558865,158.1862841
1113.98501,15.84192472,8.872533147,35.42764992,39.0419842,156.8886189
1114.981579,11.77371203,8.043975909,37.12482712,28.02028838,150.3243042
1115.977974,4.510905618,7.241564399,36.63679287,18.72603735,145.734085
1116.974193,-8.55096594,8.348381546,30.34707318,12.29441081,145.528693
1117.970238,-23.79197372,10.72310225,26.57503802,8.247381848,145.7177441
1118.966108,-31.94449595,4.605258036,26.77429457,6.816855907,142.055007
1119.961804,-34.92338893,7.628602517,25.02254693,4.96047627,133.5543795
1120.957324,-34.36812503,12.65035165,14.24242611,9.75621183,120.4426822
1121.95267,-20.75673758,5.544809373,8.12476788,29.78836716,103.3722287
1122.947841,6.746423552,4.284031083,9.09346163,59.95468252,86.97863569
1123.942838,40.50113367,9.491303631,8.017685738,99.1986681,80.28874908
1124.93766,77.12003942,22.90655252,17.65858642,154.1547816,89.15095628
1125.932308,122.8740145,43.383277,27.51269883,224.7141898,110.2850496
1126.926781,189.0516223,69.49223253,33.16794544,309.0033297,135.6737329
1127.921079,262.8917033,92.84128972,48.82427836,401.771038,160.5497572
1128.915204,332.0232689,116.9061821,61.7479873,494.0366809,185.916772
1129.909154,413.0873037,147.5245631,74.46497423,592.9647999,215.7856142
1130.902929,511.160662,176.4707002,94.97614858,709.6615541,252.0723256
1131.896531,610.5773422,218.7083552,119.1953846,830.6133256,291.4802869
1132.889958,703.296263,259.9992023,147.3889523,937.8176395,329.5909152
1133.883211,791.4031129,293.3686637,173.3448068,1034.687355,366.9224814
1134.876289,867.9741599,329.9269408,197.0734753,1128.059073,405.6429109
1135.869194,926.3702285,363.1021962,220.266226,1212.21439,441.7188377
1136.861924,977.0638488,384.664273,243.0309342,1279.930361,467.8114956
1137.854481,1018.233411,395.6270666,253.48353,1327.109904,483.1829002
1138.846864,1031.119282,409.7322873,257.9319682,1350.004792,492.7932728
1139.839072,1015.073305,410.0007231,260.9886785,1351.017081,496.4546757
1140.831107,988.5149357,397.4413129,247.2617896,1336.946604,486.2823821
1141.822968,959.1235851,379.1247424,240.7910125,1305.861473,457.433919
1142.814655,916.7219359,350.3092624,238.8613553,1251.519069,417.0806069
1143.806168,858.2851345,324.7324312,218.5584554,1187.643549,378.9659871
1144.797507,794.3525693,286.2282409,191.0182893,1137.180308,349.3914624
1145.788673,726.2240578,245.9348095,170.9902533,1087.418708,321.9266782
1146.779665,644.6297549,212.6096108,150.2695411,1007.25901,288.3103524
1147.770483,556.6897362,174.2487629,116.0142845,907.0990117,250.1509681
1148.761128,477.0021034,144.0606788,92.65367435,820.5862833,214.0894236
1149.751599,406.4781652,111.8867199,74.98940859,749.3125707,179.9342982
1150.741897,345.2403855,79.64098514,50.7521062,672.9738646,142.2609336
