Wavelength,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2,HS_V4S3_AAB_C2_02_I3,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2
600.5288623,17.82839365,6.80946397,3.9510189,34.74480514,35.64327312
601.6168717,24.73625914,12.39304697,3.041762486,45.75401867,43.6353309
602.7046846,29.03141788,14.52857454,-3.28116313,50.08745441,48.22064629
603.7923009,25.1278962,12.91237359,-3.786614387,44.59650605,46.81230888
604.8797208,22.17190718,10.33235371,-2.592024485,39.86674303,41.52295807
605.9669443,24.95261478,8.147064626,0.066664182,37.18009019,35.42782103
607.0539713,24.385634,6.927775735,3.207896876,27.70967821,30.42321332
608.1408021,18.21455888,8.219757561,1.698656599,15.0161737,27.29575552
609.2274365,14.39883348,2.923862753,4.218934737,9.279538584,26.12852071
610.3138748,16.13886645,0.806556453,8.839161985,6.513505387,27.47058385
611.4001168,15.53713001,1.465900744,7.49580351,0.949295596,33.49709366
612.4861627,12.8630708,-0.359955764,7.147869465,-0.177767153,46.04309143
613.5720125,13.74409349,3.686856218,12.01329781,5.103736189,63.13750504
614.6576662,14.27962813,3.613186762,13.24475917,8.500594655,80.10667951
615.743124,20.56369982,6.908297161,13.02076709,11.0511795,94.4244658
616.8283858,34.35406133,9.037472786,16.23386305,19.60289182,106.7066035
617.9134517,42.96978761,6.627921278,17.35554187,30.61809494,117.0494809
618.9983217,46.63054373,5.012880936,19.26424411,33.83492235,123.4473149
620.082996,49.70692796,1.432419305,21.14638098,27.33196754,124.5958016
621.1674744,52.44793561,2.001192861,20.71767546,21.66642653,121.8046705
622.2517572,59.2606621,0.998976001,17.63758056,22.85690904,117.5052375
623.3358443,66.59183769,3.693969766,15.65509323,22.82258061,114.3870695
624.4197358,64.1942033,6.361168958,17.24017394,17.36563132,115.5838776
625.5034317,57.8973156,12.73393718,12.77830758,14.5777602,121.5151775
626.586932,59.19330457,30.23044499,9.649842798,17.36716878,126.5467764
627.6702369,61.05148844,37.54855279,6.203716172,16.98416637,123.2170191
628.7533464,57.20304813,37.53010807,3.210390579,9.976828638,110.2905026
629.8362605,52.49970086,36.22059493,10.52802078,3.677208345,93.24032366
630.9189792,47.26085181,39.79383849,10.51162882,0.013858926,77.50989369
632.0015027,42.94509239,47.19322341,5.108883984,-6.130460447,65.46416627
633.0838309,39.53065336,53.27393488,-0.987675033,-10.50862341,58.81468058
634.1659639,32.77231824,60.68331998,-2.502429514,-4.596598897,58.29461073
635.2479018,24.84937501,63.63108349,4.871587733,4.394369238,60.81290734
636.3296446,15.15228083,74.63240811,6.49507956,3.41720058,62.01051165
