Wavelength,HS_V4S3_AAB_C2_02_I1,HS_V4S3_AAB_C2_02_I2,HS_V4S3_AAB_C2_02_I3
966.5870959,29.92585316,66.83538652,5.820031535
967.6096453,23.92350708,65.66676084,5.738852885
968.6320137,20.4742877,67.36455391,1.952328264
969.6542011,20.19069797,64.7537555,2.054424653
970.6762077,15.83204214,68.49989765,-2.061490025
971.6980335,9.702557138,68.71354346,-9.302196129
972.7196784,11.42165851,67.93075219,-3.532834682
973.7411426,14.9546984,77.42272505,-0.86955991
974.762426,14.63011073,78.42589673,-3.223381214
975.7835288,16.35871825,77.79247322,3.808257001
976.804451,12.74060509,78.57823485,0.670123885
977.8251925,5.563034114,74.52921407,-3.864436134
978.8457535,11.02690174,76.64050328,6.686479965
979.866134,15.59822908,72.21497666,12.41181361
980.886334,14.01046462,62.15616664,16.6137527
981.9063536,19.82819711,56.21142637,22.64435075
982.9261929,21.21038893,52.12933846,22.59478775
983.9458517,18.1164245,57.78402243,23.03187248
984.9653303,24.63511652,64.9181771,23.58123315
985.9846287,31.99299754,56.76182758,23.7986789
987.0037468,30.79975018,51.12102342,26.42518778
988.0226847,25.96967385,51.35067023,27.35254869
989.0414426,23.24368042,45.01746824,25.38808318
990.0600203,25.38913218,40.70426657,26.44086404
991.078418,34.10501806,30.07870192,28.47950572
992.0966357,40.53054363,23.67638175,27.31146433
993.1146734,41.35289594,21.44844062,23.69353224
994.1325312,51.4134734,16.67224784,16.21039174
995.1502092,67.54538578,17.79999118,6.500032902
996.1677073,78.70580196,13.68671604,1.650938003
997.1850256,93.50884259,17.77787195,6.744736454
998.2021641,106.0709417,25.00235881,9.282357819
999.219123,104.7302363,20.27502416,3.850690309
1000.235902,103.8890269,15.3638969,1.891859888
1001.252502,107.5697357,15.45550966,0.875250864
1002.268922,108.6095527,14.84222621,8.334038465
1003.285162,113.7845994,12.14167047,22.4698099
1004.301223,116.5052209,13.36520521,25.5558403
1005.317105,110.0476397,14.02300061,25.57375983
1006.332807,104.2775084,15.74290869,23.43840331
1007.348329,95.51807434,14.45150655,21.69594166
1008.363673,82.77489442,14.20333363,22.53759226
1009.378837,74.37317516,18.99811686,18.11294492
1010.393822,61.31672231,16.6684924,19.55785205
1011.408627,40.82788765,19.15720502,24.01930767
1012.423254,25.50923774,21.4587529,18.40819386
1013.437701,20.67157494,21.06026321,14.54773316
1014.45197,24.06271983,28.15710104,22.5049705
1015.466059,23.23867694,30.31597565,26.14307819
1016.479969,12.87572225,32.78660642,23.85046286
1017.4937,8.003448381,31.93231687,25.82236606
1018.507253,12.51992018,30.46965572,25.37190061
1019.520626,17.50325085,40.17268763,25.57262696
1020.533821,22.55441549,47.92721981,28.07076343
1021.546837,26.99689488,54.14127685,32.21812216
1022.559674,26.23494631,53.57870332,37.46540893
1023.572333,25.98187902,47.97822643,38.55603388
1024.584812,32.48164714,45.27574822,42.44646795
1025.597114,36.8227746,42.78774688,46.45161779
1026.609236,37.14498092,40.10422068,49.81570268
1027.62118,43.12140863,43.64983378,50.2216812
1028.632946,46.47482607,50.72775532,42.54649484
1029.644533,38.59108625,45.97907214,34.79067921
1030.655942,33.21166858,43.7445583,28.49665559
1031.667172,33.96106772,38.20347934,28.92559005
1032.678224,32.42347839,37.25557931,23.77690961
1033.689098,28.55294544,47.53698042,14.12885241
1034.699793,23.58587227,40.32508422,13.36762255
1035.710311,20.63062354,38.09616484,6.767927718
1036.72065,18.77466567,44.31707097,1.19581299
1037.730811,17.17207588,47.57201851,5.312983206
1038.740794,13.50681069,56.15679234,9.179055379
1039.750599,0.81535142,58.66611044,7.285596025
1040.760225,-7.11659333,57.42891326,6.243251118
1041.769674,-5.416363437,56.01364691,6.987998713
1042.778945,-3.455847455,53.69548693,2.097721634
1043.788039,3.452649323,55.36977552,-0.68157132
1044.796954,3.984834148,54.95249732,1.182139176
1045.805692,-5.697417456,50.05272341,4.543625124
1046.814251,-9.455754868,40.81001143,10.73011029
1047.822633,-11.64842109,32.27166753,11.44627914
1048.830838,-12.40128658,30.1474832,6.551006089
1049.838865,-5.442531997,30.43851729,6.232913462
1050.846714,-1.69171667,31.84427195,4.853917022
1051.854386,-1.415329847,32.07102283,2.768077431
1052.86188,2.548848782,25.32723098,6.257174665
1053.869197,11.0933693,14.55553552,6.520697439
1054.876336,30.99047727,9.227015734,7.399547747
1055.883298,56.03938676,8.461751931,16.54799517
1056.890082,79.26788598,14.03641772,19.18614779
1057.89669,112.8361418,18.70060836,17.31484268
1058.90312,156.8291623,24.6352384,22.00202846
1059.909373,204.4202809,45.98541592,25.4643482
1060.915448,259.8442754,68.84751752,27.96647456
1061.921347,326.0247248,91.35186066,30.06777549
1062.927068,395.5868175,115.4813791,35.16206389
1063.932613,460.9741698,136.3960361,46.0664074
1064.93798,527.1480513,156.6004767,50.20162399
1065.943171,596.5495569,177.6753442,50.38987265
1066.948184,664.4289887,199.7919829,54.20241423
1067.953021,722.3870523,219.9755653,61.44838384
1068.957681,764.4410143,245.6242836,70.56696634
1069.962164,797.5405871,262.4514738,67.68310941
1070.96647,819.2343301,266.5967758,59.95675672
1071.9706,825.2696654,275.1137309,53.51334023
1072.974553,825.388465,277.0910686,45.30012265
1073.978329,810.1781412,271.4110864,47.42242959
1074.981929,766.4001435,254.0415848,45.90442316
1075.985352,711.8032971,229.4641383,39.7026094
1076.988598,656.3782886,201.0709681,36.30421564
1077.991668,588.3382369,168.9813874,28.2090887
1078.994562,512.1962423,144.9665032,26.96345657
1079.99728,436.4047867,120.5689069,25.30902222
1080.99982,359.5406358,99.85412769,18.26381365
1082.002185,288.8752004,74.37361249,14.31109363
1083.004374,228.8325084,55.10485677,7.836953722
1084.006386,172.6637689,44.47207367,1.340333383
1085.008222,121.4685497,27.82715537,-2.337499564
1086.009882,82.63386487,22.16940384,1.973883765
1087.011365,49.15859296,14.86724619,5.945815971
1088.012673,17.75772003,11.74264801,2.932504582
1089.013805,3.107859925,12.90314177,-0.805695355
1090.01476,4.702285545,12.81735434,-3.246572803
1091.01554,6.361099112,19.48075662,7.034514847
1092.016144,4.839294099,21.06001747,13.47604639
1093.016572,7.229428636,26.16629162,11.32717929
1094.016824,10.97535248,25.65669052,12.91082273
1095.016901,12.90540752,20.56987145,15.95318134
1096.016801,19.37844809,24.74648654,22.98657519
1097.016526,24.43013294,26.64933946,27.18535461
1098.016076,20.37218158,24.41001683,30.69060756
1099.015449,16.11756795,16.71691318,26.12510241
1100.014648,18.00863022,12.79261743,17.19602488
1101.01367,18.7636703,7.201436593,20.63137041
1102.012517,15.01797405,3.814193929,25.88463119
1103.011189,17.42691803,9.261879556,29.89889968
1104.009685,23.84317241,5.809480774,32.49247001
1105.008006,21.3352257,6.096700708,33.88313961
1106.006152,15.40602419,2.380547298,32.66127563
1107.004122,15.3690991,-3.4800232,29.00009267
1108.001917,15.84607849,-0.027467076,34.41255356
1108.999537,13.22056562,3.570596671,39.54951204
1109.996982,14.06713565,7.701878232,40.71637264
1110.994251,15.74464797,5.901799107,38.9321181
1111.991346,13.86553586,8.650901854,32.11706366
1112.988265,14.87625157,12.61874298,32.73476223
1113.98501,15.84192472,8.872533147,35.42764992
1114.981579,11.77371203,8.043975909,37.12482712
1115.977974,4.510905618,7.241564399,36.63679287
1116.974193,-8.55096594,8.348381546,30.34707318
1117.970238,-23.79197372,10.72310225,26.57503802
1118.966108,-31.94449595,4.605258036,26.77429457
1119.961804,-34.92338893,7.628602517,25.02254693
1120.957324,-34.36812503,12.65035165,14.24242611
1121.95267,-20.75673758,5.544809373,8.12476788
1122.947841,6.746423552,4.284031083,9.09346163
1123.942838,40.50113367,9.491303631,8.017685738
1124.93766,77.12003942,22.90655252,17.65858642
1125.932308,122.8740145,43.383277,27.51269883
1126.926781,189.0516223,69.49223253,33.16794544
1127.921079,262.8917033,92.84128972,48.82427836
1128.915204,332.0232689,116.9061821,61.7479873
1129.909154,413.0873037,147.5245631,74.46497423
1130.902929,511.160662,176.4707002,94.97614858
1131.896531,610.5773422,218.7083552,119.1953846
1132.889958,703.296263,259.9992023,147.3889523
1133.883211,791.4031129,293.3686637,173.3448068
1134.876289,867.9741599,329.9269408,197.0734753
1135.869194,926.3702285,363.1021962,220.266226
1136.861924,977.0638488,384.664273,243.0309342
1137.854481,1018.233411,395.6270666,253.48353
1138.846864,1031.119282,409.7322873,257.9319682
1139.839072,1015.073305,410.0007231,260.9886785
1140.831107,988.5149357,397.4413129,247.2617896
1141.822968,959.1235851,379.1247424,240.7910125
1142.814655,916.7219359,350.3092624,238.8613553
1143.806168,858.2851345,324.7324312,218.5584554
1144.797507,794.3525693,286.2282409,191.0182893
1145.788673,726.2240578,245.9348095,170.9902533
1146.779665,644.6297549,212.6096108,150.2695411
1147.770483,556.6897362,174.2487629,116.0142845
1148.761128,477.0021034,144.0606788,92.65367435
1149.751599,406.4781652,111.8867199,74.98940859
1150.741897,345.2403855,79.64098514,50.7521062
1151.732021,286.798873,50.37671764,34.80572659
1152.721972,227.8749765,28.0423387,17.645151
1153.71175,181.57435,15.25941596,3.980857736
1154.701354,145.2601638,1.645822576,-3.659809892
1155.690785,114.4358496,0.520290538,-6.609410229
1156.680042,93.51595252,0.546065411,0.370193956
1157.669126,71.03207515,-1.659649292,4.929240825
1158.658037,46.49034528,1.184092585,9.210718246
1159.646775,31.20183426,-1.101241657,21.24793799
1160.63534,25.02027974,1.857837925,29.22847658
1161.623732,25.36030618,10.66282186,31.34419672
1162.611951,21.27747502,11.04692777,41.9503448
1163.599996,14.05606275,6.009299316,45.07362096
1164.587869,20.30777255,8.58312663,45.35125743
1165.575569,26.89073663,13.59610785,53.90266971
1166.563096,21.16546584,15.7321921,50.72633135
1167.55045,19.39439189,16.64962865,46.92309525
1168.537632,22.42735621,15.21010427,42.94502054
1169.52464,16.99220575,18.53454136,38.28566326
1170.511476,4.364128256,19.00911572,35.19674087
1171.498139,-0.598380561,12.99687029,26.67045001
1172.48463,8.839312915,9.428945,27.91775243
1173.470948,17.13431893,5.516013436,28.06137738
1174.457093,20.53543781,7.293696153,22.26421621
1175.443066,26.78948426,13.14691352,21.6063518
1176.428867,28.85072345,16.99775493,14.55140558
1177.414495,30.9409005,21.50098948,5.63266418
1178.399951,40.76897015,24.30073684,-1.472410235
1179.385234,51.12181035,30.37861894,2.213961217
1180.370345,57.31830903,32.44548544,16.13569068
1181.355283,57.9531636,31.21755831,17.58246995
1182.34005,57.14394559,31.48849293,25.63006141
1183.324644,58.78495995,26.16014748,41.58554546
1184.309066,64.11151617,30.06423554,51.28874427
1185.293316,72.61548864,32.63046818,60.26420016
1186.277394,71.91267734,21.60364818,62.13291954
1187.2613,62.84605875,19.5897498,61.72411251
1188.245034,57.42461078,18.4713494,59.67142563
1189.228596,49.13606978,12.94350331,57.93330404
1190.211986,33.4666032,14.28087172,59.1511938
1191.195204,19.49238342,11.80217849,58.42805158
1192.17825,9.949866066,8.934817843,60.32551994
1193.161125,-0.451537094,10.6119361,57.15165134
1194.143827,-10.03166509,12.05471586,52.73529282
1195.126358,-9.469707735,10.81370618,54.89626253
1196.108718,-0.981654276,12.41864088,58.08478858
1197.090905,2.822504969,22.8155155,62.21716307
1198.072921,1.300793114,26.4328993,59.81647007
1199.054766,-0.187370462,26.05324365,51.76472836
1200.036439,-1.15531567,28.15431204,41.57829338
1201.01794,-1.451348054,29.82308856,35.73984803
1201.99927,-3.302410998,34.75664824,34.62222925
1202.980429,-0.9490636,34.26668596,35.60991469
1203.961416,8.676244949,32.48756587,34.20447176
1204.942232,11.91433087,33.63116953,28.10562959
1205.922877,10.73118853,33.06070358,36.57389436
1206.90335,17.48036237,36.27657454,38.77732899
1207.883652,27.22699037,45.16044961,36.89069843
1208.863783,31.68826597,53.99102919,39.26731886
1209.843743,31.97572043,55.97437427,27.71186696
1210.823532,30.13314465,60.61431265,26.28273174
1211.80315,23.2178474,62.59897042,23.70298735
1212.782596,20.47829997,64.18713007,17.34420223
1213.761872,27.62551517,70.63883108,19.03473171
1214.740977,30.51280577,66.09735458,18.11928299
1215.719911,32.69460726,67.16807749,18.80658707
1216.698674,39.20222243,65.50466772,8.290979469
1217.677266,40.5466949,64.26544511,7.317194368
1218.655688,44.11370715,68.36868071,20.77910935
1219.633938,50.7444739,65.01747384,21.86802329
1220.612018,50.08221191,68.58851627,25.06422407
1221.589928,43.11655849,58.33835002,24.54615413
1222.567667,32.55211567,47.66353862,22.60968867
1223.545235,28.68738211,51.97019428,27.40388223
1224.522632,31.53176608,51.35643513,22.83356817
1225.499859,29.83989357,47.23486232,19.13205971
1226.476916,32.48630358,45.80370484,23.93981797
1227.453802,35.72847852,46.43729319,31.8960866
1228.430518,29.34807931,42.37824289,41.8066989
1229.407064,24.93518913,43.60105276,45.09571032
1230.383439,23.10280434,48.69041384,40.38771383
1231.359644,22.10748509,57.99324424,42.69712243
1232.335678,21.49265461,72.51235888,48.25122787
1233.311543,13.97026575,76.52762304,44.54622343
1234.287237,5.98707341,76.0794286,43.50942684
1235.262761,0.852177186,75.55141536,44.0956298
1236.238115,-0.119855133,70.30265377,42.69222467
1237.2133,4.129500667,69.74174095,44.94857252
1238.188314,2.787828379,73.69592962,39.32685439
1239.163158,3.58549255,69.01814924,31.19746856
1240.137832,12.53855552,62.68012714,29.40593798
1241.112336,16.52492766,67.44790035,33.21528164
1242.086671,17.54975097,72.4123278,34.90079709
1243.060836,18.76493376,76.64856194,25.77463975
1244.034831,19.74633707,81.12380054,26.32989804
1245.008656,20.34094543,72.85198463,26.61716952
1245.982311,16.51232881,73.0546902,23.48282384
1246.955797,18.39369113,84.31356276,23.33330567
1247.929113,25.98074476,82.74521161,7.012883888
1248.90226,31.66400928,90.73215577,8.53214689
1249.875237,43.51938066,111.5468243,19.75984248
1250.848045,54.36282735,112.5431185,18.52617998
1251.820683,53.67089458,109.0004839,21.36235403
1252.793152,49.68501341,117.8597172,12.2844039
1253.765451,50.52683973,126.9053491,11.54023817
1254.737582,58.01066115,139.1921157,23.0763118
1255.709542,63.91950994,149.0942374,27.34687271
1256.681334,63.54208628,158.799977,29.1886275
1257.652956,63.70247678,165.158983,29.02617537
1258.624409,59.85496806,158.2818587,33.33919356
1259.595693,53.53297688,154.189786,36.92885643
1260.566808,57.31055664,158.5062129,36.63836613
1261.537754,58.83678728,158.7842936,34.00425771
1262.508531,52.41998195,148.3492792,37.69685158
1263.479139,51.48425409,149.0733053,41.95195617
1264.449577,48.59774834,150.179282,29.26859255
1265.419847,39.03699774,139.7602929,19.53667295
1266.389948,35.25969399,140.9807041,19.38197788
1267.359881,39.22571709,141.0093217,23.8769536
1268.329644,39.79009599,139.1811544,31.86970676
1269.299239,33.1829495,142.576505,35.20555091
1270.268665,30.61863108,142.5203412,35.77382302
1271.237922,34.47852081,140.840435,36.38871589
1272.207011,37.8670268,148.4031102,45.78415424
1273.175931,41.35485154,157.092038,48.82613037
1274.144682,42.49438848,147.0174589,45.07090762
1275.113265,40.37997026,135.7930912,46.80214347
1276.08168,42.28676257,130.698879,43.95717884
1277.049926,47.74792144,127.3637799,48.67799479
1278.018003,54.67123847,128.6004723,51.78332196
1278.985912,61.18174037,127.0172525,49.65446354
1279.953653,59.31414618,123.8089961,47.78058073
1280.921226,52.78194338,108.0546782,43.58549661
1281.88863,48.55157368,90.42711428,43.86298416
1282.855866,45.80869882,85.04748843,39.90359565
1283.822934,42.44479165,76.9726897,31.50505475
1284.789834,34.75455193,68.431598,21.13408249
1285.756566,29.80943353,55.9595929,18.61626413
1286.723129,26.93192255,46.83978464,14.26157418
1287.689525,14.85003182,33.82514411,2.036949449
1288.655752,5.774692986,20.43280935,2.531310154
1289.621812,8.299077526,27.04418475,5.537424752
1290.587704,11.03075488,27.34814643,9.779971963
1291.553428,10.92837346,25.62397832,13.49785938
1292.518984,11.23982302,20.25691421,8.86876821
1293.484372,10.11979875,12.39318385,8.80540206
1294.449592,10.26402326,15.82456855,8.660356022
1295.414645,20.998845,21.3877039,10.77037362
1296.37953,35.36059187,37.10973678,16.68343503
1297.344247,42.47350453,46.05333368,17.67551101
1298.308797,47.44923672,46.89979774,21.2136049
1299.27318,48.71164136,50.02976774,24.48041216
1300.237394,49.10761993,58.7812868,21.38966742
1301.201441,58.10653547,73.70781428,20.29309203
1302.165321,64.3117878,80.27256323,26.06271565
1303.129034,62.38597027,88.31951797,27.51189928
1304.092578,62.71300167,90.10398081,28.27114399
1305.055956,63.93562432,86.87473752,23.67105717
1306.019166,57.96135045,88.3123575,17.00757926
1306.982209,46.61279447,89.24163738,21.96403964
1307.945085,40.19766735,88.6191317,22.79419951
1308.907794,35.39892424,78.91084118,29.13339468
1309.870335,22.5957624,72.5846795,34.82645845
1310.83271,12.61114176,66.1772625,37.52330286
1311.794917,12.43242843,60.21654419,43.33208215
1312.756957,10.42797506,54.0395218,41.53029465
1313.718831,6.20231715,41.55344742,44.49894612
1314.680537,8.438348309,39.13405534,43.36985568
1315.642076,10.25215144,30.01079882,37.41496785
1316.603449,3.526510358,16.16281992,33.2855345
1317.564654,-0.16429462,13.12508864,32.25191391
1318.525693,4.458298288,16.53658757,42.90012102
1319.486565,2.802047539,25.35754131,55.05609807
1320.447271,-1.778400878,35.21297475,57.44548314
1321.407809,-0.308517997,39.49371898,56.62099313
1322.368181,-3.561795084,36.31183892,62.04022825
1323.328387,-6.669357519,45.22592856,61.39364559
1324.288426,-3.004116834,59.84375009,58.42396163
1325.248298,-1.222985846,70.12586969,64.51339388
1326.208004,2.351068953,77.99651288,68.59574624
1327.167543,7.059020366,73.31351445,67.63048466
1328.126916,6.309681618,80.52937583,63.26550943
1329.086122,5.675580986,98.45128245,64.80509551
1330.045162,7.735238651,106.1826867,67.39461076
1331.004036,7.913837263,117.97064,62.42056854
1331.962744,7.884910363,134.189238,69.33805137
1332.921285,15.11537134,150.4935512,69.80734091
1333.87966,26.35356019,158.5956782,56.84982907
1334.837869,31.09517263,155.4616414,52.31221413
1335.795912,30.38955876,147.4315915,41.2397872
1336.753788,34.30948036,142.0605233,36.02917417
1337.711499,42.16215808,146.3004171,29.77272993
1338.669043,44.15419809,145.0248884,12.0970341
1339.626422,44.22946526,137.6286373,10.68664337
1340.583635,45.60893092,133.4867605,13.80375069
1341.540682,41.714523,136.9051696,15.84605399
1342.497562,41.18841082,133.6370501,13.53130716
1343.454278,47.9913006,128.2306367,9.586403767
1344.410827,46.7739779,124.7849747,17.76004778
1345.36721,39.86847291,106.8337778,24.2163366
1346.323428,37.73277936,104.6465993,24.93475164
1347.279481,31.37046503,104.069834,29.84182237
1348.235367,25.53468888,90.82758042,47.30822289
1349.191088,31.86314167,83.67197121,62.62725455
1350.146643,34.13520254,79.41364461,62.68661181
1351.102033,28.72343714,82.15855455,61.88703388
1352.057258,28.09724576,78.04269536,66.98968647
1353.012316,28.97523108,73.72469684,72.14872868
1353.96721,35.5151039,81.82446706,79.3876456
1354.921938,51.86414009,88.19016297,92.01821593
1355.876501,66.34440683,80.14432328,92.41549478
1356.830898,70.38669384,64.9857093,93.49330956
1357.785131,64.20048628,54.29092525,106.0908952
1358.739198,58.66107429,47.40586783,105.0229194
1359.693099,62.34067793,47.44806595,102.2638817
1360.646836,66.54845411,52.17549439,90.74255654
1361.600408,66.27345515,59.8932605,75.91316059
1362.553814,68.20024494,55.30131423,77.84768193
1363.507055,67.19249742,50.44813487,70.76633296
1364.460132,63.78117486,59.2770242,60.06908755
1365.413043,73.3325184,53.85253956,52.26732865
1366.36579,85.48762096,54.22033469,49.38389503
1367.318371,89.5760143,61.35620047,51.43277059
1368.270788,97.9979043,58.72809383,48.97559715
1369.22304,108.8504133,62.19274626,46.63449161
1370.175127,120.5673277,61.39547212,43.02941473
1371.12705,146.3861924,65.10085564,42.01044099
1372.078808,180.475034,79.77641935,36.27601908
1373.030401,206.7273337,88.96459732,30.33553019
1373.981829,236.4519693,95.73618146,34.11255622
1374.933093,280.6460851,108.1030077,41.34240542
1375.884192,329.406556,126.6451865,55.39533792
1376.835127,382.3445946,151.0673852,71.18603918
1377.785897,440.1980747,171.5166635,86.48774951
1378.736503,500.211368,189.1306254,104.634573
1379.686945,560.2556581,212.4860341,128.7922628
1380.637222,614.8286397,232.347687,152.3956659
1381.587335,670.7620573,259.7213742,163.4958443
1382.537283,727.7911723,287.5148829,177.4893871
1383.487067,774.3557918,314.0475947,199.5977794
1384.436687,816.2534273,342.4263834,224.5063962
1385.386143,851.6171386,349.3582558,248.5167729
1386.335435,864.6034004,356.8564659,255.9708881
1387.284562,865.1123923,355.3748881,250.9705025
1388.233526,864.5780184,335.9561433,246.5236631
1389.182325,850.3946186,320.0002937,245.6672011
1390.130961,819.3806004,294.5547578,242.9556893
1391.079432,773.4535573,265.6237894,229.7221827
1392.02774,710.7252169,233.7557264,208.2378864
1392.975883,643.0428216,200.4824856,187.0096227
1393.923863,573.3080415,170.7303865,164.5356308
1394.871679,493.7308943,139.6127499,141.7915564
1395.819332,415.386212,106.8694863,122.6275906
1396.76682,345.8042249,77.74524031,96.04042433
1397.714145,275.7416135,56.74551399,72.98857287
1398.661306,207.7281479,32.2793353,58.42342582
1399.608304,152.5641469,11.71735693,37.12161213
1400.555137,109.2331846,-1.667973828,20.71448576
1401.501808,69.36855541,-8.25246424,16.01511959
1402.448315,32.56218893,-12.05678804,11.66227178
1403.394658,4.149194577,-8.779212364,1.971262139
1404.340838,-15.32123769,0.378575728,-8.521034045
1405.286855,-27.12796176,0.35321621,-8.581505734
1406.232708,-30.40399466,12.93343298,1.714951414
1407.178397,-23.85637382,17.5060958,6.38143563
1408.123924,-15.45218815,11.59154336,7.947921314
1409.069287,-4.61007384,13.64155109,5.837768024
1410.014487,22.22607576,8.659145739,0.329068374
1410.959524,58.75417149,3.887297815,8.23551502
1411.904398,99.35492458,-0.717908952,15.4912455
1412.849108,146.2304148,2.818960763,13.32784011
1413.793656,196.9816007,9.937445749,12.01921706
1414.73804,257.6514911,24.11521618,17.75859991
1415.682262,325.7455542,38.93880312,20.9368455
1416.62632,390.666364,38.60726508,16.69385658
1417.570216,452.0900911,42.36474932,18.0079998
1418.513949,522.9307423,46.19536267,17.62113961
1419.457519,605.752866,57.67219329,15.05462512
1420.400926,683.5699521,73.63521203,17.29527223
1421.34417,759.1094654,83.50917162,18.1794557
1422.287251,842.5014249,96.13750029,12.56606535
1423.23017,926.2353385,107.2515198,9.711304652
1424.172926,1002.959557,115.5248303,13.51933026
1425.11552,1072.420102,123.0258094,9.200989099
1426.057951,1138.339573,133.6960056,5.252217499
1427.000219,1195.150121,135.9177835,6.31448475
1427.942325,1236.293384,135.6099459,9.652447879
1428.884268,1270.626094,135.3390251,23.48617157
1429.826049,1300.272246,122.3672144,28.40111752
1430.767667,1316.78656,114.922601,30.02133614
1431.709123,1320.928179,109.1898522,36.73595678
1432.650417,1312.507844,99.4045651,43.87152876
1433.591549,1289.427374,86.81753653,56.96485465
1434.532518,1259.421149,75.02624208,57.13002945
1435.473325,1221.890257,76.99599767,59.25842709
1436.413969,1172.211728,75.51243083,69.57906665
1437.354452,1110.912231,71.60396249,73.52822391
1438.294772,1036.179314,63.99344228,74.57274587
1439.234931,955.303576,48.10596452,70.1936371
1440.174927,871.0215698,38.50886746,63.74381166
1441.114761,787.692303,35.6898164,65.72447439
1442.054434,711.1536978,40.73597247,68.95404248
1442.993944,626.6716007,41.52118822,62.6763798
1443.933292,545.0642863,39.32056674,59.22754762
1444.872479,480.3781696,36.56788533,49.48968576
1445.811504,411.8815584,28.01782416,44.98957246
1446.750367,340.7898232,24.66508055,39.66656225
1447.689068,280.2452047,22.69619279,26.63735733
1448.627607,226.3722193,20.23959552,27.96247402
1449.565985,177.8999729,16.83348078,25.84824099
1450.504201,137.8510649,8.794805774,29.0354751
1451.442256,104.1758155,5.571329318,27.21798345
1452.380149,70.8140555,10.2442595,20.02161433
1453.31788,40.94005482,13.87458806,26.3697432
1454.25545,20.85458278,19.21502196,30.23693637
1455.192859,7.993330162,24.1966475,33.29084029
1456.130106,-2.984294185,22.12385731,33.28189796
1457.067191,-11.92651177,26.71363093,33.99175079
1458.004115,-17.39525989,37.9546466,41.67844705
1458.940878,-19.93045768,38.79327156,47.3994845
1459.87748,-11.44906626,34.70698656,50.62131361
1460.81392,7.059855785,36.38625698,56.15129331
1461.7502,20.66955773,33.09640291,55.11927028
1462.686317,31.29835809,34.09683882,51.61707433
1463.622274,47.89355922,43.04374673,58.67364188
1464.55807,62.03503119,42.74665255,59.0529632
1465.493705,67.26639825,43.35834485,55.17455153
1466.429178,74.19347076,45.63741798,56.64249814
1467.364491,82.86059904,45.14558715,58.74418918
1468.299643,87.35181643,46.30681812,58.86023269
1469.234633,91.14301414,44.3187262,46.9861623
1470.169463,89.08703536,42.73876773,45.38687369
1471.104132,81.76638692,45.84833937,46.90653933
1472.03864,79.42501224,47.81722168,37.80135258
1472.972988,77.5345713,50.44651337,41.74111343
1473.907174,65.73100295,54.79530862,41.85886364
1474.8412,54.72818466,55.3534324,42.44713944
1475.775066,55.86929011,55.56121885,44.42371536
1476.70877,51.4370714,59.15414105,41.90973318
1477.642314,34.9195087,65.19107542,53.40478672
1478.575698,20.98352875,68.2788876,61.34377757
1479.508921,11.21936081,69.33843678,65.85191961
1480.441983,2.585923925,66.1611709,71.50645025
1481.374885,2.000518991,53.96929648,70.49176194
1482.307627,9.633338151,46.60509426,73.00635163
1483.240208,11.3439441,49.42424041,75.19698313
1484.172629,12.69824673,49.5834553,71.11680049
1485.104889,22.38325241,50.14011514,68.01266261
1486.036989,24.6668555,48.9614163,68.47868579
1486.968929,19.58414328,42.17092288,68.88699415
1487.900709,15.37579215,42.7585579,66.86912769
1488.832329,10.64591757,38.64128924,62.17106417
1489.763788,11.56992465,38.4115565,55.97521891
1490.695087,15.88172751,40.68791435,41.89262875
1491.626227,12.83102324,30.16461456,27.66491008
1492.557206,6.890690313,29.42110589,28.14316949
1493.488025,8.726251466,27.69130942,23.52688814
1494.418685,17.03976426,23.21004165,15.3885616
1495.349184,24.13821161,26.03814435,20.85250579
1496.279523,26.71307142,29.27012204,18.82582915
1497.209703,28.89171466,32.74283015,12.75520919
1498.139723,31.00952105,31.61154461,14.67834724
1499.069583,29.1923276,33.16175938,10.66583053
1499.999283,29.20216938,36.12837103,9.894833336
1500.928824,31.96203518,38.03957564,8.827623731
1501.858205,31.66055919,41.83305062,4.403959521
1502.787426,29.48825152,45.5645248,11.12397943
1503.716488,27.50869798,46.89333116,16.31454312
1504.64539,24.08420861,47.02440555,25.53203816
1505.574133,19.71137436,53.78406597,32.86080535
1506.502716,19.44394066,54.84685975,31.65974898
1507.43114,16.43594644,55.35475422,37.90985364
1508.359404,6.178492631,59.72582561,41.72178474
1509.287509,-0.064541223,58.00947733,44.76542887
1510.215454,-5.868602981,54.04537271,47.50813604
1511.14324,-13.02818642,45.37430396,44.55603418
1512.070867,-10.24707345,47.5722276,40.43721544
1512.998335,-6.519488691,47.01725366,41.61383056
1513.925643,-10.71836577,44.18256793,40.80278626
1514.852793,-10.74052363,51.21853151,35.68446997
1515.779783,-1.46811566,47.64533391,34.44496911
1516.706614,7.405156961,51.57659139,30.46280121
1517.633286,9.698192018,53.49998504,32.52913244
1518.559799,11.77655252,57.30204153,31.16842138
1519.486153,16.64693501,65.89557011,25.64336714
1520.412348,18.34604808,65.34350771,22.00028851
1521.338384,21.02497526,77.67662481,10.44613296
1522.264261,26.33693495,86.541267,14.13321009
1523.18998,27.16807482,93.73838586,20.80883183
1524.115539,27.10727101,100.2535942,17.02213308
1525.04094,29.41928699,95.96245219,20.31944476
1525.966182,30.05226028,88.11594781,22.09308975
1526.891265,27.78265314,82.58279981,19.52785894
1527.81619,25.43082337,86.48092619,16.29875508
1528.740956,23.57766788,85.50516126,17.25927601
