Wavelength,HS_V2S2_AAB_C2_I1,HS_V2S2_AAB_C2_I2,HS_V2S2_AAB_C2_I3
427.241676,45.8103626,85.77964245,112.5382912
428.3611469,52.33934382,93.27471758,116.7013671
429.4804135,55.79406995,94.59858673,118.6596068
430.5994759,53.65410429,90.21098775,118.3163853
431.7183342,47.50305923,84.35163381,115.7228329
432.8369884,41.14029571,79.66765379,111.0874619
433.9554385,36.93765038,75.21494722,104.7474159
435.0736847,35.78822318,70.87403088,97.11398914
436.191727,38.17352114,68.80534379,88.61102032
437.3095654,43.55037838,68.66404592,79.62608383
438.4271999,47.72073262,66.3374189,70.49102553
439.5446307,44.11500976,59.84171278,61.48413391
440.6618577,32.51437424,52.81066464,52.83174717
441.778881,21.73862136,49.67427846,44.69602628
442.8957007,18.51254307,50.28493209,37.16156159
444.0123169,20.53972176,51.99007347,30.25049939
445.1287295,23.36370523,54.29271242,23.97214275
446.2449386,25.50592451,57.96995999,18.38570405
447.3609443,26.48054161,61.6070998,13.65153352
448.4767466,26.6129426,62.77225056,10.04933137
449.5923455,27.46050389,62.11894176,7.939734354
450.7077412,29.492525,63.46789915,7.665720893
451.8229337,30.76499659,69.1103412,9.43242084
452.9379229,29.39267589,77.32606726,13.22299426
454.0527091,27.24232768,85.72167812,18.78302033
455.1672921,27.28766751,93.83991066,25.66718288
456.2816721,27.76023111,101.0117056,33.32671065
457.3958491,25.42529523,105.2981387,41.21558371
458.5098232,22.13778496,106.2722846,48.88525563
459.6235944,21.97346697,106.7398198,56.03740098
460.7371628,25.71049985,110.4415104,62.52789772
461.8505284,30.91565566,117.6842423,68.3413676
462.9636912,33.63557059,123.3726481,73.56235421
464.0766514,30.40204723,121.3262863,78.35505889
465.1894089,21.7816693,111.3627035,82.93854489
466.3019639,13.18623239,100.0792324,87.53463839
467.4143163,9.611449441,93.77528981,92.29629539
468.5264662,9.581110366,92.39739198,97.25029849
469.6384136,7.615006497,91.5286372,102.2808615
470.7501587,2.491901844,88.27581343,107.1513226
471.8617014,-1.795527054,83.35951956,111.5388378
472.9730419,-1.619856059,79.32868509,115.0704841
474.0841801,3.56286566,78.31243334,117.3669143
475.1951161,10.2485826,79.70668276,118.0993036
476.30585,12.42230782,80.13997526,117.0516309
477.4163818,9.164865546,77.63573803,114.1676888
478.5267115,7.020115434,74.03445079,109.5593705
479.6368392,10.83979916,71.87443329,103.4755217
480.746765,17.98986317,71.32524801,96.25207803
481.8564889,22.76456269,70.40357481,88.26474548
482.966011,22.49955013,66.85441801,79.88946698
484.0753312,20.79807308,61.09570557,71.46467158
485.1844497,24.41644434,56.95265281,63.25349384
486.2933665,34.22372547,57.10049669,55.41987629
487.4020817,43.36556702,59.0636727,48.04060924
488.5105953,46.24677397,58.22888928,41.15863196
489.6189073,43.80681873,52.95679198,34.85311018
490.7270178,40.11120991,45.01453653,29.28268724
491.8349268,38.62996242,37.27826959,24.67923039
492.9426345,39.86228593,32.00851765,21.2864611
494.0501408,39.69960515,29.44786683,19.26921608
495.1574458,34.4603924,28.00279536,18.63608123
496.2645495,28.1596915,26.65586306,19.20931176
497.3714521,27.80048077,25.82658706,20.65409145
498.4781534,33.19136538,25.56169818,22.56565856
499.5846537,38.56729052,24.51911935,24.59504329
500.6909529,40.0308486,20.6424666,26.56879995
501.7970511,36.68917398,12.88984537,28.55467421
502.9029483,30.22645333,3.496468865,30.84593651
504.0086446,25.62922685,-3.134440271,33.86303346
505.1141401,26.5046491,-5.245631627,38.00292204
506.2194347,29.33885251,-4.914119834,43.49623545
507.3245286,28.14199169,-3.810490978,50.32087144
508.4294218,23.33059055,-1.130911197,58.18737297
509.5341143,20.40075449,3.92243053,66.58963484
510.6386062,22.12464311,10.07088405,74.90908889
511.7428975,25.50146802,14.22774427,82.55231603
512.8469882,24.21600444,13.37864253,89.08597639
513.9508786,15.1568218,8.214939085,94.32248783
515.0545684,4.170323906,4.370354425,98.32098357
516.158058,0.448215792,6.480937219,101.3063277
517.2613472,4.845426599,12.48459734,103.5535065
518.3644361,9.693970612,17.33601958,105.3001017
519.4673248,9.081373613,19.44900725,106.7036861
520.5700133,4.688259087,20.6603959,107.8339646
521.6725016,2.689309968,22.89266857,108.6845842
522.7747899,7.404984041,26.09580649,109.1982377
523.8768782,17.2741468,27.79239248,109.2989083
524.9787665,26.29597495,25.4207541,108.9174149
526.0804548,31.36294116,19.94850844,107.9907763
527.1819433,37.43732193,15.67878849,106.4300738
528.2832319,49.94880577,16.04340494,104.0824478
529.3843207,64.99352405,20.58904931,100.7253941
530.4852098,75.59547702,25.9564997,96.10734268
531.5858992,81.7105877,28.95722775,90.01782468
532.6863889,85.57233328,28.85680258,82.36229945
533.7866791,85.51372779,27.48785805,73.22833348
534.8867697,81.13071001,27.22812971,62.93164859
535.9866608,76.42895593,28.70748262,52.03084733
537.0863525,73.05052365,30.29683841,41.30039927
538.1858447,66.57333853,29.57719644,31.64941069
539.2851376,53.95286999,26.2634074,23.97903464
540.3842312,40.51109364,24.32148778,18.99719491
541.4831256,33.73656693,28.71560287,17.04684909
542.5818207,33.20900664,39.18908301,18.02250127
543.6803167,33.24664671,50.61798364,21.41555934
544.7786136,31.51181982,59.09959407,26.45752258
545.8767114,29.20105766,63.91998414,32.29096337
546.9746102,27.48653518,65.43826042,38.12036551
548.07231,27.15344182,64.65678707,43.33029857
549.1698109,27.7362544,62.95970364,47.56944774
550.2671129,26.78056882,60.92254352,50.7916037
551.3642162,23.62244787,58.87616594,53.23500083
552.4611206,22.37884586,57.50116978,55.33186394
553.5578263,26.72134087,56.83137638,57.577415
554.6543334,33.44889814,56.23359249,60.41360917
555.7506418,36.92831082,55.09832421,64.16477938
556.8467516,37.30168208,52.63859945,69.02382877
557.942663,37.83145837,48.37222039,75.06961907
559.0383758,38.5422743,43.10392229,82.30248012
560.1338902,37.80627831,37.88413351,90.69504236
561.2292062,34.81616651,32.62093662,100.247419
562.3243239,29.1028962,27.62934948,111.0232413
563.4192432,22.7613692,24.8224858,123.1366372
564.5139644,19.67185987,24.7698665,136.6769675
565.6084873,18.89689404,25.14077584,151.593112
566.7028121,16.0362911,24.8198738,167.5848398
567.7969388,12.93930643,26.64185545,184.0483018
568.8908675,17.56310503,33.49530463,200.1018825
569.9845981,32.27330667,43.69653184,214.6924716
571.0781308,48.69764384,51.91764142,226.7643112
572.1714656,56.55949874,54.12901769,235.4576158
573.2646026,54.22968935,51.00640801,240.2815952
574.3575417,48.0143253,46.39800531,241.1996242
575.4502831,43.46188998,43.17983929,238.5973016
576.5428267,42.39356784,41.99216907,233.1505191
577.6351727,46.60101309,42.75655465,225.6373382
578.7273211,56.70702556,44.73772471,216.7534072
579.8192719,68.29886831,46.54230261,206.9967558
580.9110251,76.16491891,47.9165598,196.6553678
582.0025809,80.38875674,49.2224489,185.8740553
583.0939393,83.24114855,48.84352703,174.750385
584.1851003,83.87631394,44.53343634,163.4213007
585.276064,80.45517506,37.30610618,152.1182956
586.3668304,73.66968118,30.80470005,141.1762866
587.4573995,66.04268577,27.24614093,130.9903622
588.5477715,61.09822359,26.33022702,121.930288
589.6379463,60.50335989,26.90752793,114.2403502
590.727924,59.14649666,28.15570008,107.9609829
591.8177047,50.72277099,30.65892739,102.8985246
592.9072884,39.57306268,36.32513898,98.65046867
593.9966751,36.61353816,45.6525978,94.68264535
595.085865,43.02952673,55.66714557,90.4467958
596.1748579,47.57638979,61.67996432,85.5129584
597.2636541,41.1217505,61.58294225,79.67358096
598.3522535,26.59551091,58.12743296,72.97280668
599.4406563,13.55132425,55.78564053,65.64303825
600.5288623,7.85146342,56.03204599,57.99098199
601.6168717,7.600873649,57.33869694,50.30593861
602.7046846,7.724547045,58.56255223,42.83618188
603.7923009,6.235380254,59.7169821,35.83128558
604.8797208,3.330456554,59.68758634,29.61778699
605.9669443,-1.566245477,56.1854729,24.66375538
607.0539713,-6.613719325,49.11237455,21.58656176
608.1408021,-6.367162444,41.50631024,21.07546478
609.2274365,1.057213773,36.10596617,23.74132532
610.3138748,10.87561685,33.36852068,29.94612549
611.4001168,19.81506974,33.14999727,39.67281246
612.4861627,31.85496413,35.30091704,52.47462915
613.5720125,51.27656467,38.63075004,67.52120209
614.6576662,73.86142457,42.13700395,83.73778948
615.743124,90.83234516,46.76096313,99.99995638
616.8283858,100.9008556,53.62899757,115.3192617
617.9134517,111.3621674,61.16452397,128.9673794
618.9983217,125.7894305,65.54199428,140.5237716
620.082996,138.6691084,64.22040541,149.8582295
621.1674744,143.7877419,58.44787848,157.0616122
622.2517572,141.3400106,52.36317922,162.3351805
623.3358443,136.3293133,50.31534329,165.8618295
624.4197358,132.2724319,53.49938186,167.7056669
625.5034317,126.9213187,57.74086611,167.7872314
626.586932,115.6800031,56.87854362,165.9523886
627.6702369,97.81678594,49.39515005,162.1020551
628.7533464,76.89337206,39.23859399,156.3140902
629.8362605,56.3440411,29.99208827,148.8959763
630.9189792,36.73606183,21.38971226,140.3487519
632.0015027,19.15401363,12.68256173,131.2594589
633.0838309,8.479785229,6.248294961,122.1563907
634.1659639,6.808606434,4.707015545,113.3777228
635.2479018,7.142562154,6.475677317,105.0128289
636.3296446,2.70392789,7.839625288,96.94447624
637.4111923,-2.007571933,8.175181933,88.96198097
638.492545,0.749428494,9.546694086,80.88626705
639.5737027,8.180874,12.14207252,72.66381554
640.6546656,11.79516935,14.10216207,64.40718903
641.7354335,11.30768145,15.41437296,56.36776525
642.8160067,13.70850903,18.16901864,48.8510027
643.8963851,22.02218177,22.97687412,42.12053378
644.9765687,32.42621803,27.92247571,36.33679956
646.0565577,40.27995429,31.49410007,31.5401632
647.136352,44.1667522,34.43234682,27.66392147
648.2159518,44.74046316,37.50390798,24.56364041
649.295357,43.10892393,39.44082488,22.06280503
650.3745677,40.99388535,38.83747497,20.01034442
651.453584,39.92504668,36.55865416,18.33071702
652.5324059,39.92213729,34.9421969,17.04499898
653.6110335,40.97517951,35.45526485,16.25255713
654.6894667,44.0747755,37.34309803,16.0763226
655.7677057,47.34563264,37.89145952,16.59203866
656.8457504,46.41553431,35.26664026,17.77105584
657.923601,44.51428729,32.19059661,19.45177585
659.0012575,51.0391602,33.57000927,21.34079819
660.07872,63.58570607,39.03826046,23.05519232
661.1559884,69.30600649,42.59847566,24.21578151
662.2330628,67.30148897,40.82636559,24.55892784
663.3099433,68.13060395,36.43341127,24.00947674
664.3866299,73.02611899,33.43816957,22.68958105
665.4631227,73.65692564,33.26831107,20.88307677
666.5394216,68.15657302,35.8307725,18.97971622
667.6155269,63.09509801,40.74169738,17.41823773
668.6914384,63.33103405,46.41474891,16.64977466
669.7671563,66.46167841,49.84628642,17.12949305
670.8426806,65.00436836,49.0493622,19.31851029
671.9180114,54.56921942,46.0262266,23.6691704
672.9931486,40.44215023,45.92226256,30.57644899
674.0680924,31.715797,52.31227511,40.29713827
675.1428427,30.88983533,64.5528686,52.86461322
676.2173997,34.21261077,79.51283181,68.03572377
677.2917633,37.7069604,93.67750639,85.29470394
678.3659337,39.86590486,104.3953919,103.916901
679.4399109,43.05531912,111.3129516,123.0754121
680.5136948,49.95747364,115.6149516,141.9600277
681.5872856,56.08967299,117.5676449,159.8708941
682.6606834,55.13838561,118.0270543,176.2500924
683.7338881,51.701315,121.5894518,190.6343805
684.8068997,55.30674727,132.5013792,202.5595705
685.8797185,65.03022794,147.5292884,211.4906056
686.9523443,72.97779991,158.0909178,216.8400889
688.0247773,76.04712731,159.5521378,218.0731211
689.0970174,75.86490665,155.5715135,214.8424197
690.1690648,74.96137179,153.091202,207.0949195
691.2409195,74.96004702,153.6610537,195.127693
692.3125815,74.38346276,151.7678889,179.6003447
693.3840508,71.03026853,142.991564,161.5053403
694.4553276,64.71373981,129.5634359,142.0755799
695.5264119,54.67808877,115.7638578,122.6154892
696.5973036,42.0586516,103.6921944,104.297128
697.6680029,35.35697166,95.34665258,87.99228027
698.7385099,41.55460606,92.18567339,74.18847715
699.8088244,53.37131821,91.09209411,63.00143546
700.8789467,57.80519118,86.44835284,54.26603101
701.9488767,53.96168045,77.23443968,47.66010759
703.0186145,51.19752199,67.99903543,42.81352534
704.0881601,54.81242778,62.623535,39.38442105
705.1575136,62.84221894,60.44774156,37.10685256
706.226675,70.42493007,58.69396723,35.80928418
707.2956444,72.415193,56.48301595,35.39476542
708.3644218,68.64491265,56.0651293,35.77973462
709.4330073,65.96604636,59.98531278,36.80570615
710.5014009,69.11942262,66.87470768,38.17328481
711.5696026,73.90696956,71.78230416,39.4437668
712.6376126,74.07283966,71.50761983,40.11886708
713.7054308,70.55768666,67.93876669,39.76236257
714.7730573,69.7390879,65.16181163,38.1161369
715.8404921,72.92427916,63.60803442,35.18430283
716.9077353,72.11235501,58.83783369,31.27926457
717.974787,60.89525291,48.27336845,27.01643622
719.0416471,44.19315391,36.03823153,23.22668543
720.1083157,30.99199541,27.20954477,20.78447944
721.1747929,24.71202462,21.3845742,20.41418786
722.2410788,24.2968566,15.69453362,22.5664385
723.3071733,26.93983823,9.853515652,27.40153155
724.3730765,28.32815191,5.300788938,34.84297173
725.4387884,24.82717251,2.505845444,44.6363361
726.5043092,16.80870041,1.225094335,56.37600257
727.5696387,9.687190955,1.84637124,69.51232337
728.6347772,9.894712459,4.9184484,83.38004279
729.6997246,18.42329,9.868048398,97.27366223
730.764481,29.17466554,15.00301871,110.5553469
731.8290465,34.55256309,18.32730706,122.75152
732.893421,33.87996839,18.62497297,133.5928213
733.9576046,34.32069141,16.59678446,142.9752711
735.0215973,40.41418852,14.32713102,150.8624749
736.0853993,48.10806733,13.81261802,157.1927545
737.1490106,53.18508854,16.76092815,161.8408073
738.2124311,57.24163876,23.44712441,164.6441833
739.275661,61.22401743,30.19711819,165.4691525
740.3387003,61.3940909,31.45200065,164.2850023
741.401549,55.32457249,26.55897447,161.2132556
742.4642072,46.80766153,21.5039037,156.5241384
743.5266749,42.46792108,21.76788249,150.5832876
744.5889522,44.5024581,26.00942184,143.7887545
745.6510392,48.77638019,29.23352844,136.5425301
746.7129358,50.70304115,29.48180882,129.2631093
747.7746421,49.29501595,27.85325472,122.4050298
748.8361581,45.79841007,24.71184757,116.446873
749.897484,41.58714682,19.92238874,111.8348054
750.9586197,36.19759141,15.02492074,108.8987772
752.0195653,29.90697987,13.0201247,107.7764493
753.0803208,28.62258616,16.56800949,108.3736714
754.1408863,37.47242542,25.59561905,110.3685881
755.2012619,51.14886304,36.19950681,113.2531318
756.2614475,59.5428649,43.38609355,116.4013961
757.3214432,59.99371904,45.50445662,119.1481224
758.3812492,58.6947465,45.62119999,120.8580524
759.4408653,61.57787588,47.97664782,120.9793558
760.5002916,66.73877661,53.43650338,119.094197
761.5595283,67.1802164,59.21200606,114.9783994
762.6185753,59.44707452,61.73697214,108.656698
763.6774327,47.52148482,58.80701932,100.4228008
764.7361006,38.08285372,50.96372651,90.80247385
765.7945789,33.06446773,42.04626392,80.45820661
766.8528678,29.17348196,36.94017615,70.06171038
767.9109672,24.19600249,37.42463104,60.18453547
768.9688772,20.45222919,40.8935852,51.25409785
770.0265979,20.96985993,43.81680629,43.58789413
771.0841294,23.93826789,44.61949633,37.47338985
772.1414715,24.00595936,42.43825364,33.23637091
773.1986245,20.07083983,36.61907665,31.24917752
774.2555883,17.24262151,29.53041471,31.86237617
775.312363,18.85104249,26.58536823,35.29010834
776.3689486,22.46315922,31.05481549,41.51273331
777.4253452,25.52776686,40.60976295,50.24143017
778.4815529,28.36128001,50.08703139,60.93878669
779.5375716,31.71503798,56.13711072,72.86801272
780.5934014,36.14897869,58.60854224,85.16169559
781.6490423,41.25078519,59.0064737,96.91981881
782.7044945,44.11576692,58.4666145,107.3373448
783.7597579,42.26387348,56.30371392,115.8323916
784.8148327,37.06059465,50.64155814,122.1294122
785.8697187,32.64910634,41.96245985,126.2657982
786.9244161,32.58905624,34.63329782,128.5239378
787.978925,36.87033484,32.19242281,129.3238094
789.0332454,42.25172059,32.89441373,129.1203907
790.0873772,45.35153915,32.55347174,128.3300927
791.1413206,44.30775193,30.25689397,127.2847346
792.1950757,40.29163399,29.49304992,126.2077486
793.2486423,38.20400877,33.91777612,125.2167982
794.3020207,41.81781871,42.80348866,124.3606294
795.3552108,48.10146484,51.07292189,123.686405
796.4082127,50.46769583,53.70233354,123.3106823
797.4610265,47.77595804,50.39154383,123.4544251
798.5136521,45.31758003,46.20983609,124.4200078
799.5660896,45.77541492,46.82494012,126.5298158
800.6183391,44.49083909,52.92209134,130.0733781
801.6704006,36.43397363,60.39322695,135.2869547
802.7222742,24.36128512,65.70160492,142.3416859
803.7739599,16.56653042,68.9436763,151.3039554
804.8254577,16.54481515,70.88901561,162.0651928
805.8767677,18.92488974,70.3703821,174.2781902
806.9278899,19.29162802,67.58865576,187.3431827
807.9788245,21.59372171,66.36434965,200.4554034
809.0295713,30.05125895,69.69301626,212.6973024
810.0801305,42.49845537,76.93307477,223.1583515
811.1305021,56.25241324,86.93485346,231.0697314
812.1806862,70.37849376,98.481259,235.9363384
813.2306828,80.00867282,106.5316698,237.64203
814.2804919,78.72038277,104.3488567,236.4944738
815.3301136,68.76789582,92.22247969,233.1700246
816.379548,60.65032528,79.85735252,228.5378539
817.428795,61.95788668,77.20197436,223.3969275
818.4778548,73.19074173,85.21705549,218.2252944
819.5267273,91.2982231,96.97895724,213.0599796
820.5754126,110.9143627,105.0271571,207.5645995
821.6239108,125.5942734,106.4841255,201.2418234
822.6722219,131.3235556,103.3325692,193.683906
823.720346,128.8922066,99.33620854,184.7633845
824.768283,124.1123663,96.68993026,174.7171503
825.8160331,123.5971793,95.32211207,164.1173545
826.8635963,128.7457,94.4803531,153.7432589
827.9109725,136.0821147,93.94089041,144.3873615
828.958162,141.3258206,93.53191372,136.6423473
830.0051647,142.0642032,93.1206532,130.7174566
831.0519806,142.4431538,95.21217146,126.3339826
832.0986098,151.9544315,105.3102692,122.7451942
833.1450524,170.3836194,124.8949712,118.9030993
834.1913083,183.2388689,146.0433815,113.7496902
835.2373777,181.2633747,158.2701903,106.5482721
836.2832606,169.9831048,158.1984813,97.13088863
837.328957,154.457782,149.0249713,85.96566823
838.3744669,132.7307298,135.4248937,74.03120702
839.4197905,107.8505672,122.9721539,62.544022
840.4649277,89.53715432,117.693897,52.61965048
841.5098787,81.46069865,121.4043268,44.97274622
842.5546433,79.47100736,129.5422766,39.76255101
843.5992218,79.92731527,135.5830094,36.63913059
844.6436141,78.87417602,135.6280145,34.9588644
845.6878203,70.39431501,129.1321578,34.06408004
846.7318404,54.63925858,118.4097681,33.50044961
847.7756744,39.20714072,107.1442332,33.09633594
848.8193225,29.27620792,97.08040072,32.92231378
849.8627846,22.97632372,86.90851674,33.20299672
850.9060608,16.56291847,75.5679132,34.22621828
851.9491512,10.01510873,64.71755146,36.24700171
852.9920557,6.347099399,56.73166931,39.38326856
854.0347745,7.415667184,52.35756117,43.53230559
855.0773075,13.19733731,51.12181631,48.348197
856.1196549,23.44579304,52.16386464,53.29916912
857.1618166,35.61060599,53.89690116,57.79437526
858.2037927,43.44434382,53.90311776,61.34380459
859.2455833,43.88096696,50.50440044,63.69568928
860.2871883,41.73704894,44.5185743,64.89859884
861.3286079,41.47909918,38.32941723,65.2712383
862.3698421,41.05097908,33.76331026,65.30616362
863.4108909,38.59870229,31.74073846,65.55059339
864.4517544,36.95360358,32.44778456,66.49069255
865.4924326,38.03677147,34.37251509,68.46379608
866.5329255,39.17230977,34.26216804,71.62291134
867.5732333,37.16802793,29.86926879,75.95730272
868.6133559,32.25540966,22.83213631,81.33892943
869.6532933,27.11340345,17.51343097,87.55456115
870.6930457,24.28991892,16.44210136,94.31049118
871.7326131,23.42164069,17.79059803,101.2332433
872.7719955,19.75165468,17.99513787,107.9020329
873.811193,9.175692845,15.94147205,113.9246713
874.8502055,-4.447220367,13.52375197,119.0270518
875.8890333,-12.28294381,12.66843845,123.1068515
876.9276762,-11.13432544,13.09616361,126.2249719
877.9661343,-6.119031882,13.09029885,128.5482572
879.0044077,-3.095686654,11.49037366,130.2763122
880.0424965,-1.888916111,8.843074598,131.5802067
881.0804006,2.363313088,7.03276996,132.5689161
882.1181201,10.70568246,7.096043306,133.2892392
883.1556551,16.36492239,7.858494778,133.7558855
884.1930056,14.71185115,8.584826658,133.9935234
885.2301717,12.00316038,11.38345761,134.0576795
886.2671533,15.87813136,17.75589662,134.0147241
887.3039505,23.79501435,24.81288003,133.8986851
888.3405634,28.86326705,28.43865258,133.673746
889.3769921,31.0719971,28.45786175,133.2101938
890.4132365,35.61066895,27.69540448,132.277794
891.4492967,43.17248826,27.63178912,130.5747084
892.4851727,49.59374103,28.10496717,127.7948335
893.5208646,54.55708923,29.89182259,123.6972651
894.5563725,61.6206281,33.70762714,118.1373464
895.5916964,69.44305205,37.33925623,111.0632557
896.6268362,72.28650803,37.90482727,102.514122
897.6617922,69.12108108,36.53968175,92.63457281
898.6965642,64.24355563,36.52155387,81.68072484
899.7311524,59.50602305,37.51139337,70.00521685
900.7655568,52.7334911,36.38461763,58.03833503
901.7997774,43.73826565,32.46181054,46.28029872
902.8338143,35.4463869,27.13278531,35.29489685
903.8676675,28.59760779,20.31830956,25.68408857
904.9013371,21.99211417,12.19829209,18.03080993
905.9348231,16.7960455,5.640818457,12.81395356
906.9681256,13.71342897,2.80443107,10.32419905
908.0012446,10.60874591,3.249884656,10.61829881
909.0341801,8.282501778,7.583526555,13.51834052
910.0669322,11.13825192,17.17814633,18.63255459
911.0995009,19.39824842,29.14364215,25.39214527
912.1318863,27.80809706,37.72979944,33.11945739
913.1640883,32.11656635,41.33831018,41.11500613
914.1961072,32.65678736,43.20023132,48.72415658
915.2279429,33.08055392,45.65324195,55.37354827
916.2595954,36.73027417,47.964132,60.60445467
917.2910647,43.23101175,48.98691042,64.11558592
918.3223511,49.78074327,48.63989602,65.7933223
919.3534543,53.94601245,46.83450707,65.70480461
920.3843747,53.10818213,43.07920251,64.051498
921.415112,46.97415152,37.99779785,61.09771719
922.4456665,41.46935331,33.60306173,57.09545923
923.4760381,41.63808432,30.4046716,52.23375989
924.5062269,43.61766699,26.50130764,46.64762848
925.5362329,42.00720195,21.03441716,40.48211392
926.5660562,37.29315573,14.64065136,33.95808327
927.5956968,30.13810426,6.120656248,27.38768992
928.6251548,20.21172615,-5.496963089,21.12729486
929.6544302,13.34630858,-15.83289205,15.4968427
930.683523,16.17624407,-18.83938708,10.71628218
931.7124333,24.37618401,-15.01996535,6.910789215
932.7411612,28.36922999,-9.933263929,4.177735896
933.7697066,26.04940157,-6.360423622,2.647956014
934.7980697,22.27315827,-2.882422251,2.489190253
935.8262504,22.43665356,2.784963331,3.861122976
936.8542488,28.24745584,12.34347812,6.853431693
937.8820649,35.83053368,25.65995595,11.42510487
938.9096989,40.38167981,39.35301526,17.36637325
939.9371506,41.74021414,49.54611804,24.31055836
940.9644203,42.90928571,57.18659657,31.79370509
941.9915079,46.83569719,67.89335588,39.31803492
943.0184134,54.97492937,84.87769893,46.38297915
944.0451369,64.6229429,104.2318806,52.50129004
945.0716785,69.09470144,118.875985,57.24110545
946.0980382,66.26609234,125.6665407,60.29824669
947.124216,63.74156237,127.0722946,61.56366638
948.1502119,67.64617376,126.6022117,61.14217021
949.1760261,72.80264784,125.3665675,59.31262705
950.2016586,73.64938301,124.0737486,56.44693922
951.2271093,75.33804507,124.7623239,52.92023971
952.2523784,84.36327216,127.8883647,49.05305573
953.2774659,97.28793346,129.8803066,45.11624609
954.3023718,104.7550219,125.8989081,41.3934261
955.3270962,101.0895641,115.3652778,38.24484829
956.3516391,90.77171988,104.5855184,36.10609089
957.3760006,86.66194052,101.8545011,35.39026744
958.4001806,95.83666754,108.2067532,36.33817902
959.4241793,111.1149755,116.5679053,38.9100937
960.4479967,123.8985141,122.6168023,42.78147339
961.4716329,135.1686527,130.1286771,47.42682565
962.4950878,146.0760931,141.2817963,52.24077319
963.5183615,150.2530818,149.4947865,56.66132257
964.541454,144.0405575,148.2510162,60.26197646
965.5643655,135.3116819,141.278061,62.7704512
966.5870959,134.0221571,137.8695808,64.01160833
967.6096453,138.4864273,140.9204265,63.84134359
968.6320137,137.7348793,144.3310756,62.14610581
969.6542011,125.8259717,141.4220236,58.90986592
970.6762077,109.3147503,132.1418619,54.28344974
971.6980335,98.7712587,120.9862262,48.59731194
972.7196784,94.44466686,110.9541678,42.30382972
973.7411426,87.5462265,102.9110457,35.87775614
974.762426,76.96187703,98.85902981,29.71857898
