Wavelength,AAB_AS_S1_I17
1237.276677,20.7248472
1236.301323,28.81926175
1235.325799,32.47911976
1234.350104,35.57508135
1233.37424,39.57478497
1232.398205,33.88481623
1231.422,25.74249917
1230.445625,17.80715324
1229.46908,15.38209847
1228.492364,22.04840393
1227.515478,21.83736697
1226.538421,20.9006408
1225.561194,29.65221072
1224.583796,35.36150438
1223.606228,38.40285464
1222.628489,40.99897555
1221.65058,36.43138685
1220.6725,31.30262356
1219.694249,30.11868691
1218.715828,31.19798895
1217.737236,34.98099724
1216.758473,35.96421828
1215.779539,33.56935807
1214.800434,30.82287673
1213.821158,32.50116831
1212.841711,41.61481111
1211.862094,44.81014848
1210.882305,43.75442577
1209.902345,46.24822227
1208.922214,40.81679156
1207.941912,33.92959108
1206.961438,37.02151532
1205.980794,45.54321563
1204.999978,52.46771959
1204.018991,49.94328321
1203.037832,48.87454446
1202.056502,55.79683455
1201.075,51.04376846
1200.093328,40.28946228
1199.111483,41.4391845
1198.129467,41.95755812
1197.147279,39.51149977
1196.16492,47.89208007
1195.182389,58.06169847
1194.199686,60.99036294
1193.216812,71.05353384
1192.233766,91.10753804
1191.250547,107.1785384
1190.267158,123.1745135
1189.283596,140.2141188
1188.299862,148.0379075
1187.315956,158.3537587
1186.331878,170.8528372
1185.347628,171.0013622
1184.363206,171.1170333
1183.378612,172.0691911
1182.393845,161.9872646
1181.408906,149.1413025
1180.423796,136.6783904
1179.438512,121.6778579
1178.453057,102.5911694
1177.467429,77.15700654
1176.481628,59.08496387
1175.495655,51.97551466
1174.50951,37.30787196
1173.523192,19.92246799
1172.536701,13.80383068
1171.550038,10.87213996
1170.563202,13.2939483
1169.576193,23.24989683
1168.589012,23.20078793
1167.601658,17.26390284
1166.614131,19.03652899
1165.626431,22.7242514
1164.638558,24.32236727
1163.650512,24.07704799
1162.662294,26.10093716
1161.673902,28.44909093
1160.685337,19.61837933
1159.696599,9.710989649
1158.707688,10.47090443
1157.718604,14.87801688
1156.729346,21.31217012
1155.739915,25.86630886
1154.750311,27.39918578
1153.760534,35.8720199
1152.770583,50.73845895
1151.780459,68.3238407
1150.790161,85.69737248
1149.79969,105.0771375
1148.809045,141.056319
1147.818227,192.1568813
1146.827234,247.2422302
1145.836069,301.7450073
1144.844729,348.9676911
1143.853216,395.7645123
1142.861529,450.2317433
1141.869668,500.7785211
1140.877634,540.5006548
1139.885425,573.0004495
1138.893043,592.9479518
1137.900486,593.7180523
1136.907756,586.3729633
1135.914851,578.254566
1134.921772,556.441651
1133.928519,520.3840658
1132.935092,479.7344403
1131.941491,429.1160387
1130.947715,370.6738073
1129.953765,316.1279112
1128.959641,266.2705567
1127.965342,216.7157443
1126.970869,163.0043279
1125.976222,117.5559673
1124.9814,92.8503983
1123.986403,71.70536676
1122.991232,51.71118656
1121.995886,41.85524234
1121.000365,32.19131947
1120.00467,29.32176267
1119.0088,38.79706749
1118.012755,44.45306806
1117.016536,43.64301001
1116.020141,37.91724858
1115.023571,27.30704827
1114.026827,27.34766038
1113.029908,37.49171464
1112.032813,38.19046815
1111.035544,35.52941492
1110.038099,40.54179616
1109.040479,38.76815605
1108.042684,31.26480769
1107.044714,34.45207376
1106.046568,39.74195274
1105.048247,39.93681332
1104.049751,38.90667361
1103.051079,33.45556395
1102.052232,35.47790145
1101.053209,48.03976978
1100.054011,52.35512514
1099.054637,52.23224238
1098.055088,53.16605099
1097.055363,48.97075451
1096.055462,46.03898135
1095.055386,42.34287535
1094.055134,35.67643829
1093.054706,38.67496231
1092.054102,46.65875107
1091.053322,56.53852584
1090.052366,82.86402835
1089.051235,116.0106313
1088.049927,148.4425946
1087.048443,194.2933411
1086.046783,242.1123776
1085.044947,283.771829
1084.042935,340.3169309
1083.040747,409.5089425
1082.038382,466.4079225
1081.035841,509.9795242
1080.033124,558.0443734
1079.03023,610.3488079
1078.02716,655.055391
1077.023913,688.8622923
1076.02049,703.5141318
1075.016891,697.6256676
1074.013114,687.1166815
1073.009161,674.3518639
1072.005032,649.5818543
1071.000726,608.0108801
1069.996243,555.702449
1068.991583,504.8778181
1067.986746,448.391515
1066.981733,388.2490287
1065.976542,341.9945247
1064.971175,300.1465472
1063.96563,263.1356584
1062.959909,234.5252603
1061.95401,194.9937455
1060.947934,160.6997902
1059.941682,147.1552488
1058.935251,127.8064517
1057.928644,98.69687783
1056.92186,81.1109984
1055.914898,78.36830114
1054.907758,77.33858049
1053.900442,73.66310611
1052.892947,73.18651263
1051.885276,73.233042
1050.877426,70.851805
1049.8694,69.2121979
1048.861195,74.68237327
1047.852813,85.70833892
1046.844253,87.559509
1045.835516,86.94292327
1044.8266,93.03231045
1043.817507,94.20604292
1042.808236,101.3933678
1041.798787,119.2160895
1040.78916,125.938575
1039.779355,124.6421573
1038.769372,124.3415163
1037.759211,123.7027733
1036.748872,133.0550455
1035.738355,148.673906
1034.72766,150.1127074
1033.716786,140.6240457
1032.705734,136.5109429
1031.694503,133.6749675
1030.683095,128.9330709
1029.671508,129.9516547
1028.659742,131.2283988
1027.647798,128.7765309
1026.635675,125.3939734
1025.623374,122.9201975
1024.610894,134.4959119
1023.598236,152.9642556
1022.585399,149.9201925
1021.572383,133.1450841
1020.559188,124.5389711
1019.545814,121.1427684
1018.532262,119.9074398
1017.518531,116.8744699
1016.504621,106.1662992
1015.490531,101.5820568
1014.476263,109.7276572
1013.461816,119.5768645
1012.447189,132.0333923
1011.432383,144.5345372
1010.417399,142.7688562
1009.402235,132.8546995
1008.386891,129.7360932
1007.371368,130.6420269
1006.355666,132.142952
1005.339785,133.066922
1004.323724,129.2195195
1003.307483,126.4589277
1002.291063,127.6221502
1001.274464,124.5278085
1000.257685,117.3277827
999.2407258,110.7089186
998.2235873,95.91107232
997.2062689,75.32275931
996.1887708,69.04675331
995.1710929,65.768687
994.1532351,54.25891749
993.1351974,55.52048502
992.1169797,62.22540015
991.098582,60.55409653
990.0800042,66.84230484
989.0612464,78.83533214
988.0423085,82.9635483
987.0231904,85.85629617
986.003892,87.79507587
984.9844134,82.32910367
983.9647546,79.59545412
982.9449153,84.77074507
981.9248957,90.61929441
980.9046957,93.04833415
979.8843152,88.70590129
978.8637542,86.39119363
977.8430127,92.7075846
976.8220905,92.73088196
975.8009877,84.91702238
974.7797043,80.03221678
973.7582401,74.31459951
972.7365952,69.1519766
971.7147694,70.30612244
970.6927628,70.19545237
969.6705754,68.31650151
968.6482069,67.14381053
967.6256576,57.24858539
966.6029272,47.64975143
965.5800157,51.71592222
964.5569231,52.81739717
963.5336494,44.3299448
962.5101945,40.73067301
961.4865584,39.51152865
960.462741,35.00888087
959.4387423,35.82009729
958.4145623,40.99226214
957.3902008,40.3085999
956.3656579,36.02766281
955.3409335,35.93491537
954.3160276,42.38333795
953.2909401,51.25095697
952.265671,53.12748453
951.2402203,46.87313238
950.2145878,39.03899923
949.1887736,35.02679066
948.1627777,35.90299458
947.1365999,35.37556095
946.1102402,32.28740461
945.0836986,27.22079796
944.0569751,19.89320294
943.0300696,23.8231813
942.002982,37.66370431
940.9757123,41.58559949
939.9482606,40.22845156
938.9206266,44.07973683
937.8928105,51.2934116
936.8648121,65.69839474
935.8366314,79.33918056
934.8082683,82.27659998
933.7797229,84.12149606
932.750995,87.23530137
931.7220847,90.82747966
930.6929919,98.72105958
929.6637165,103.1219912
928.6342585,99.84624675
927.6046179,90.98142331
926.5747946,78.11741387
925.5447886,70.18595554
924.5145998,73.26026144
923.4842282,81.30795852
922.4536737,83.03284734
921.4229363,77.58269952
920.392016,74.03636105
919.3609127,74.66644955
918.3296264,77.48498229
917.298157,75.2609493
916.2665045,65.77450038
915.2346689,63.42409198
914.20265,67.68686709
913.1704479,68.1843188
912.1380626,63.68407519
911.1054938,48.92776549
910.0727418,33.40065265
909.0398063,29.16914561
908.0066873,25.71248051
906.9733848,22.73604999
905.9398988,24.62600056
904.9062292,19.57578686
903.872376,8.720015347
902.8383391,5.284410718
901.8041185,9.458751742
900.7697141,18.67665108
899.7351259,31.18336916
898.7003538,37.74880907
897.6653979,40.1144245
896.630258,49.37074368
895.5949342,60.32275704
894.5594263,66.62005833
893.5237344,73.5289864
892.4878583,75.17468506
891.4517981,70.5961574
890.4155537,74.95973815
889.3791251,80.77500069
888.3425122,75.24272057
887.305715,65.39001702
886.2687333,55.60887867
885.2315673,54.00044162
884.1942168,57.72249926
883.1566818,53.92793663
882.1189623,52.87498334
881.0810582,48.20542613
880.0429694,30.91674252
879.004696,26.83655587
877.9662379,30.44378988
876.9275949,24.92165615
875.8887672,27.63934307
874.8497547,33.35800621
873.8105572,33.77641602
872.7711748,43.61037507
871.7316074,55.51080737
870.691855,59.14833292
869.6519176,61.10583847
868.611795,59.97825803
867.5714872,55.83846548
866.5309943,59.1252636
865.4903161,65.44792348
864.4494526,62.19130419
863.4084038,54.83997065
862.3671696,48.59121736
861.32575,45.02524135
860.284145,49.97675483
859.2423544,50.90647745
858.2003783,42.28692111
857.1582166,37.20810866
856.1158692,28.56200256
855.0733362,18.2318969
854.0306174,20.22385768
852.9877128,19.87078238
851.9446225,17.6228204
850.9013463,22.83156672
849.8578842,20.40003825
848.8142361,20.29281478
847.770402,28.40499006
846.726382,24.54936587
845.6821758,20.25823028
844.6377835,28.40992731
843.593205,35.41680295
842.5484404,36.47308759
841.5034894,37.5213627
840.4583522,41.14161151
839.4130286,44.95205506
838.3675187,47.83696986
837.3218223,52.47660322
836.2759394,60.99257226
835.22987,68.23288407
834.1836141,65.85677139
833.1371715,60.31358291
832.0905423,59.52384929
831.0437263,53.99346283
829.9967237,48.94177188
828.9495342,55.77401623
827.902158,55.12582869
826.8545948,43.71903218
825.8068447,38.55026021
824.7589077,35.93105547
823.7107836,35.42747604
822.6624725,34.17905911
821.6139743,28.5564958
820.565289,32.80075944
819.5164165,41.41263714
818.4673567,38.51356422
817.4181097,32.98223853
816.3686753,35.70970504
815.3190536,40.1430643
814.2692445,39.29948198
813.2192479,37.38788767
812.1690638,34.40660251
811.1186922,26.38126283
810.068133,18.85545672
809.0173861,15.40668064
807.9664516,16.45448265
806.9153294,22.40858788
805.8640194,23.87226867
804.8125216,21.64729595
803.7608359,21.76266842
802.7089623,16.72108962
801.6569008,16.49155967
800.6046513,28.63137237
799.5522138,35.68440487
798.4995882,37.25687106
797.4467744,39.36490284
796.3937725,38.73913126
795.3405824,40.80410105
794.287204,43.62022556
793.2336373,40.43561027
792.1798823,35.33048082
791.1259389,29.98050246
790.071807,26.49452312
789.0174867,29.3627275
787.9629778,31.55130151
786.9082804,25.89404692
785.8533943,19.44305594
784.7983196,22.98914818
783.7430562,34.40731361
782.687604,40.02420133
781.6319631,37.15168534
780.5761332,35.57058644
779.5201145,36.34879088
778.4639069,35.7981083
777.4075103,37.81311073
776.3509247,44.77417164
775.29415,52.22047229
774.2371862,57.22292678
773.1800332,59.15978942
772.122691,57.34730555
771.0651596,56.36468871
770.0074389,58.36517698
768.9495289,53.45128393
767.8914295,41.39132721
766.8331406,36.38505253
765.7746623,39.09462308
764.7159944,43.46773703
763.657137,50.02782946
762.59809,50.4302469
761.5388533,39.66613748
760.479427,32.88866589
759.4198108,35.54740071
758.3600049,33.91019915
757.3000092,26.27093982
756.2398236,21.8663064
755.179448,19.73263982
754.1188825,14.11185117
753.058127,7.724321769
751.9971814,7.379152927
750.9360457,12.49136498
749.8747198,16.38095444
748.8132038,16.63538108
747.7514974,14.4661513
746.6896009,10.70856027
745.6275139,9.077479858
744.5652366,7.620439093
743.5027689,-0.774754942
742.4401107,-9.66195487
741.377262,-8.058990328
740.3142227,-1.350189674
739.2509928,3.597655658
738.1875723,9.869763687
737.123961,11.65437928
736.060159,7.460176193
734.9961663,10.64559536
733.9319826,17.28671232
732.8676081,16.99513641
731.8030427,16.10042608
730.7382863,17.82507582
729.6733389,16.60323179
728.6082004,14.41148436
727.5428708,16.40398948
726.4773501,18.47139987
725.4116381,21.76788214
724.345735,27.81803855
723.2796405,29.01678391
722.2133546,27.77289177
721.1468774,29.31063202
720.0802088,35.29044839
719.0133487,40.09321932
717.946297,36.86778798
716.8790538,38.71153897
715.811619,47.39006975
714.7439925,51.87695278
713.6761743,55.59612625
712.6081643,56.29051238
711.5399626,53.12177211
710.471569,55.13732441
709.4029835,60.73291924
708.3342061,60.88801496
707.2652367,52.3607594
706.1960753,44.20334395
705.1267218,42.73730978
704.0571762,38.38895318
702.9874384,31.80870718
701.9175084,31.93692007
700.8473861,31.69046626
699.7770715,28.12873908
698.7065646,24.75455026
697.6358653,21.02392374
696.5649736,22.75303989
695.4938893,28.75885007
694.4226125,28.59722705
693.3511432,20.58627681
692.2794812,17.62703281
691.2076265,23.38354295
690.1355791,22.67580393
689.063339,20.73307806
687.990906,24.17799788
686.9182802,24.89775756
685.8454614,33.92885676
684.7724497,48.82699062
683.6992451,50.73098417
682.6258473,46.03139938
681.5522565,46.3469465
680.4784725,50.46832147
679.4044954,55.46627651
678.330325,56.86171989
677.2559614,52.94388554
676.1814044,53.01798929
675.106654,58.96981438
674.0317103,58.84082714
672.956573,52.21273451
671.8812423,50.45311866
670.805718,55.95777684
669.7300001,58.78736262
668.6540886,54.44971244
667.5779833,55.30702968
666.5016843,63.94031689
665.4251916,65.27528006
664.348505,60.96050036
663.2716245,56.23547935
662.19455,51.32856475
661.1172816,58.19385666
660.0398192,65.67136392
658.9621627,58.88866357
657.8843121,50.83212607
656.8062674,46.94706411
655.7280284,45.76066565
654.6495951,44.79058604
653.5709676,41.70735962
652.4921457,36.56297921
651.4131294,28.77092263
650.3339187,29.35420485
649.2545135,31.03491807
648.1749137,19.75840769
647.0951194,16.38428693
646.0151304,28.67796275
644.9349467,38.09155727
643.8545684,40.05821085
642.7739952,40.00596955
641.6932273,43.48550368
640.6122644,48.15627494
639.5311067,44.94707251
638.449754,37.55851952
637.3682063,34.73602039
636.2864635,38.33444268
635.2045256,42.14076453
634.1223926,40.32269131
633.0400644,40.28876455
631.9575409,41.58504124
630.8748222,41.54458016
629.7919081,45.23092461
628.7087986,45.5636964
627.6254937,42.83936607
626.5419934,39.39170807
625.4582975,33.90513511
624.374406,34.79143402
623.2903189,33.17390173
622.2060361,27.37661937
621.1215577,31.74624018
620.0368834,34.21244131
618.9520134,27.72614361
617.8669475,24.3219969
616.7816857,23.52037794
615.6962279,22.63484274
614.6105742,19.90179542
613.5247244,11.71916128
612.4386785,7.223524769
611.3524364,9.079571902
610.2659982,6.304119462
609.1793638,5.041411411
608.092533,10.05395482
607.005506,8.988008267
605.9182825,7.634617539
604.8308626,12.32387728
603.7432463,10.3153252
602.6554334,6.050882986
601.567424,8.080508693
600.4792179,9.471556465
599.3908152,13.90187818
598.3022158,20.94657703
597.2134196,18.98380103
596.1244266,15.79444907
595.0352368,20.17444967
593.9458501,25.82279188
592.8562664,30.63504888
591.7664857,33.44587777
590.676508,35.40101929
589.5863331,41.72070322
588.4959612,48.44633865
587.405392,53.54625108
586.3146257,60.26871631
585.223662,63.01564771
584.132501,60.1356112
583.0411426,58.2533713
581.9495868,53.83199194
580.8578335,47.430896
579.7658827,47.71004109
578.6737344,45.45217053
577.5813884,37.5753056
576.4888447,36.45643561
575.3961034,39.19430661
574.3031643,42.30969056
573.2100273,46.35670267
572.1166925,45.09759686
571.0231598,39.69432298
569.9294292,36.74696435
568.8355005,40.31381945
567.7413738,44.9991418
566.647049,41.18060767
565.5525261,36.3218978
564.4578049,40.07868689
563.3628856,44.07083678
562.2677679,40.62780347
561.1724519,34.66495027
560.0769375,30.86856975
558.9812246,26.74943546
557.8853133,20.49533729
556.7892035,16.77333532
555.6928951,16.76042387
554.596388,15.64714019
553.4996823,15.60445786
552.4027778,16.73947173
551.3056746,13.95055378
550.2083726,12.59875538
549.1108717,14.3077133
548.0131718,14.32763963
546.915273,15.95325656
545.8171752,19.72094751
544.7188784,23.7320389
543.6203824,28.79246409
542.5216873,31.99997966
541.4227929,29.09172761
540.3236993,22.71427841
539.2244064,23.19707212
538.1249141,30.89501837
537.0252225,32.34204207
535.9253314,25.17657322
534.8252408,22.57413288
533.7249506,27.41604462
532.6244609,32.23091159
531.5237715,38.04045016
530.4228824,43.72235827
529.3217936,45.22586723
528.2205049,46.35849874
527.1190165,50.68176833
526.0173282,55.72935483
524.9154399,53.30663587
523.8133516,47.68746955
522.7110633,51.85117316
521.6085749,60.25362349
520.5058864,66.67900544
519.4029978,71.02210425
518.2999088,67.90047362
517.1966197,60.73600092
516.0931301,55.35235479
514.9894402,51.76590023
513.8855499,49.72642164
512.7814591,46.97631861
511.6771678,41.04210564
510.572676,30.9276536
509.4679835,23.40936789
508.3630903,23.33820515
507.2579964,23.71775225
506.1527018,24.00896842
505.0472063,24.27917787
503.94151,20.85546683
502.8356128,18.37685749
501.7295146,15.4834788
500.6232154,10.87096036
499.5167151,13.05770371
498.4100137,20.92023767
497.3031112,30.48684546
496.1960075,40.10071089
495.0887025,42.26523165
493.9811962,40.64877414
492.8734885,43.47585278
491.7655795,50.51591465
490.657469,59.91963401
489.549157,64.59834599
488.4406434,66.54389353
487.3319282,70.87620034
486.2230114,69.7647
485.1138929,68.88142111
484.0045727,75.46631823
482.8950506,78.02062857
481.7853267,74.01172153
480.6754009,71.20484768
479.5652732,69.11841122
478.4549434,66.22281894
477.3444117,62.34814817
476.2336778,51.14973708
475.1227418,40.99274081
474.0116036,47.35923419
472.9002631,56.77145704
471.7887204,55.58970549
470.6769753,49.31587186
469.5650278,40.97360377
468.4528779,34.12247007
467.3405255,30.90088511
466.2279706,32.03696739
465.1152131,37.37139219
464.0022529,38.56454934
462.8890901,38.64467141
461.7757245,45.91925073
460.6621561,49.91101309
459.5483849,46.36098343
458.4344108,45.62807102
457.3202338,46.03846117
456.2058538,44.06189559
455.0912707,46.11698502
453.9764846,47.40860187
452.8614954,41.4254506
451.7463029,36.6264648
450.6309072,31.78397844
449.5153083,22.95544049
448.399506,22.09932962
447.2835003,26.87821443
446.1672912,23.81828101
445.0508786,16.21522659
443.9342624,11.2810111
442.8174427,10.47596727
441.7004194,10.20125589
440.5831923,8.660877937
439.4657616,12.16935434
438.348127,18.35285032
437.2302887,22.82798319
436.1122464,27.29204157
434.9940002,28.97325189
433.8755501,29.29306431
432.7568959,27.31463585
431.6380376,23.04169277
430.5189751,24.77293337
429.3997085,27.33361477
428.2802377,24.28209632
427.1605626,18.37779341
426.0406832,12.13938077
424.9205993,10.38157544
423.8003111,11.05433037
422.6798183,10.27149507
421.559121,10.56597172
420.4382192,11.82025148
419.3171127,11.22568914
418.1958015,9.506530931
417.0742856,11.03057771
415.9525649,12.46399618
414.8306393,7.648381098
413.7085089,2.664883224
412.5861735,1.099025694
411.4636332,0.394160324
410.3408878,3.561478363
409.2179373,8.438404464
408.0947817,11.70309565
406.9714209,12.40544105
405.8478549,9.337546608
404.7240836,13.09038313
403.6001069,20.07110182
402.4759249,16.39210045
401.3515374,13.32134608
400.2269444,17.60687261
399.1021459,22.69057958
397.9771418,27.33187504
396.851932,30.82428132
395.7265166,33.75018925
394.6008954,37.92452538
393.4750684,48.94781391
392.3490355,64.44602384
391.2227968,71.8511921
390.0963521,72.42510299
388.9697015,73.02134943
387.8428447,73.3527376
386.7157819,74.20769335
385.588513,73.34688958
384.4610378,68.78055428
383.3333564,68.32594826
382.2054687,71.65296884
381.0773746,64.95622323
379.9490741,55.24511768
378.8205672,60.00701538
377.6918537,61.99878637
376.5629338,48.24817504
375.4338072,42.7699482
374.3044739,46.58880331
373.1749339,43.4133464
372.0451872,41.91942481
370.9152337,43.23224929
369.7850733,43.68754919
368.654706,50.97195063
367.5241317,61.65035016
366.3933504,67.54409341
365.2623621,68.48576922
364.1311666,68.48786002
362.999764,67.55036581
361.8681541,65.67328658
360.736337,62.85662235
359.6043126,59.10037311
358.4720807,54.40453885
357.3396415,48.76911958
356.2069948,42.19411531
355.0741405,34.67952602
353.9410787,26.22535172
352.8078093,16.83159241
