Wavelength,AAB_AS_S1_I17
2122.8325,94.64691883
2122.007824,90.36953268
2121.183011,70.6359401
2120.358061,57.80887294
2119.532975,56.71804192
2118.707751,56.60303563
2117.88239,58.28351389
2117.056892,58.68668134
2116.231257,49.68249214
2115.405484,41.1630814
2114.579575,42.98607621
2113.753528,47.59498838
2112.927344,46.88359437
2112.101023,40.19279385
2111.274565,33.38388864
2110.447969,30.7253439
2109.621236,27.00668391
2108.794365,19.29797548
2107.967357,13.48582304
2107.140212,16.35759266
2106.312929,27.59636098
2105.485509,35.11426049
2104.657951,32.28225314
2103.830255,31.86074475
2103.002422,34.52522706
2102.174452,31.96768093
2101.346344,37.20505141
2100.518098,49.68095824
2099.689714,53.74881155
2098.861193,55.20362576
2098.032533,59.88981543
2097.203736,62.55958166
2096.374802,64.03055909
2095.545729,68.27589213
2094.716519,70.36700016
2093.88717,64.11588659
2093.057684,56.52549589
2092.22806,50.27685611
2091.398297,40.23851333
2090.568397,36.3654714
2089.738359,40.96224214
2088.908182,38.02660781
2088.077868,33.78609185
2087.247415,39.47481611
2086.416824,41.99257257
2085.586095,38.60506386
2084.755228,39.77883367
2083.924222,41.71171155
2083.093078,38.50344658
2082.261796,39.84206251
2081.430376,48.76808231
2080.598817,49.52444511
2079.76712,40.76144724
2078.935284,37.84419752
2078.10331,43.17555843
2077.271197,45.78943464
2076.438946,42.91361192
2075.606556,42.26050058
2074.774028,40.83998705
2073.941361,36.25390416
2073.108556,37.0609029
2072.275612,41.32707194
2071.442529,45.08914925
2070.609307,49.6354816
2069.775947,48.10140743
2068.942448,39.60132339
2068.10881,34.40524478
2067.275033,32.74144459
2066.441117,32.99486077
2065.607063,35.10735322
2064.772869,29.14123622
2063.938537,21.84103197
2063.104066,24.02677153
2062.269455,25.48295444
2061.434706,25.86700942
2060.599817,26.35887081
2059.764789,25.81374332
2058.929623,34.38032084
2058.094317,41.01935479
2057.258872,33.6592995
2056.423287,26.64361549
2055.587564,26.64756741
2054.751701,30.96627718
2053.915698,36.95037448
2053.079557,41.71466807
2052.243276,49.50233173
2051.406856,55.78103874
