Wavelength,HS_V2S1_AAB_C4_S2_I2
1533.362407,-7.040909101
1534.286222,0.860510323
1535.209879,20.70088837
1536.133377,47.54204088
1537.056717,74.99616011
1537.979898,99.25605645
1538.902921,117.7552244
1539.825786,128.8197557
1540.748493,135.0364158
1541.671042,141.9037953
1542.593432,151.1730753
1543.515665,159.2018309
1544.43774,162.648464
1545.359656,162.7527252
1546.281415,162.0841856
1547.203015,158.6863577
1548.124458,147.5485367
1549.045743,128.3619787
1549.96687,107.1022856
1550.887839,89.87795421
1551.80865,79.62376081
1552.729304,76.26218806
1553.6498,75.87141682
1554.570138,73.9637668
1555.490319,72.62092002
1556.410342,79.07902769
1557.330208,94.65883414
1558.249916,109.8393848
1559.169466,113.5019434
1560.08886,105.615055
1561.008095,97.81565914
1561.927174,99.76449272
1562.846095,108.093208
1563.764859,112.6194584
1564.683465,110.0396049
1565.601914,106.5545713
1566.520206,108.5255515
1567.438341,113.7623701
1568.356319,112.5552587
1569.27414,98.50924756
1570.191803,78.24011191
1571.10931,65.88928687
1572.026659,68.05224162
1572.943852,80.60077374
1573.860888,98.98448811
1574.777766,121.6307708
1575.694488,143.5799733
1576.611053,157.4655868
1577.527462,162.2430507
1578.443713,163.5800882
1579.359808,164.7794281
1580.275747,163.2326225
1581.191528,157.9545057
1582.107153,154.8069112
1583.022622,158.5182604
1583.937933,163.2027564
1584.853089,158.6681292
1585.768088,144.6338913
1586.68293,130.6511091
1587.597616,122.7357295
1588.512146,116.3724349
1589.426519,103.5528561
1590.340736,84.94764035
1591.254797,71.03128484
1592.168702,67.65436585
1593.08245,68.00364062
1593.996042,64.68246037
1594.909478,60.48356893
1595.822758,61.68429039
1596.735882,67.29503487
1597.64885,69.0578275
1598.561662,61.28063667
1599.474318,48.33948132
1600.386819,38.89516648
1601.299163,34.97490945
1602.211351,32.49405248
1603.123384,29.64597552
1604.035261,27.89800357
1604.946982,26.90850329
1605.858547,23.99498124
1606.769957,18.15769615
1607.681211,11.99228965
1608.592309,8.890492524
1609.503252,9.699478637
1610.414039,13.51152908
1611.324671,20.47166221
1612.235147,32.16337495
1613.145468,48.02120448
1614.055634,62.02953925
1614.965644,67.62282627
1615.875499,65.67663064
1616.785198,62.7523193
1617.694743,63.97781516
1618.604132,71.28479924
1619.513366,84.02575437
1620.422444,98.3723793
1621.331368,109.2479556
1622.240136,116.2576352
1623.14875,126.4291706
1624.057208,145.7571093
1624.965512,169.4653525
1625.87366,186.8923699
1626.781654,192.8189264
1627.689492,189.0254209
1628.597176,180.2672909
1629.504705,172.1186706
1630.412079,167.4821468
1631.319299,165.9093342
1632.226364,168.9492826
1633.133274,178.1074692
1634.040029,187.0385615
1634.94663,186.2431168
1635.853076,173.4428172
1636.759368,154.541433
1637.665505,138.7831202
1638.571488,131.1283247
1639.477316,127.1135676
1640.38299,119.9960036
1641.28851,110.2268467
1642.193875,102.2371358
1643.099086,96.91142836
1644.004142,93.37293508
1644.909045,93.12204435
1645.813793,95.89639758
1646.718387,96.76161549
1647.622827,91.91877043
1648.527112,82.33893047
1649.431244,72.60596323
1650.335222,71.67225609
1651.239045,88.73648064
1652.142715,122.3067313
1653.046231,159.0956834
1653.949593,185.805168
1654.852801,197.9927009
1655.755855,200.8188884
1656.658755,203.5993899
1657.561502,210.5263256
1658.464095,218.8291056
1659.366534,224.9365882
1660.26882,225.8915669
1661.170952,219.3370841
1662.07293,207.8492787
1662.974755,196.9158148
1663.876426,186.6463714
1664.777944,172.1845074
1665.679308,151.9298316
1666.580519,129.4982269
1667.481576,108.4339292
1668.382481,90.08005695
1669.283231,75.3078617
1670.183829,64.70994536
1671.084273,60.16195587
1671.984564,66.79015781
1672.884702,86.21223304
1673.784687,108.0631945
1674.684518,117.4416091
1675.584197,111.4189586
1676.483722,100.359388
1677.383095,92.81602024
1678.282314,87.44108672
1679.181381,82.70534924
1680.080294,85.10994718
1680.979055,98.92668263
1681.877663,115.3678315
1682.776118,123.7840478
1683.67442,127.7071768
1684.57257,137.7045558
1685.470567,152.9248401
1686.368411,160.3945351
1687.266102,151.3998255
1688.163641,133.365974
1689.061027,123.1976661
1689.958261,127.7400376
1690.855342,136.4156268
1691.752271,139.1549823
1692.649047,142.050408
1693.545671,154.8013596
1694.442143,172.5018664
1695.338462,181.9970706
1696.234629,179.710863
1697.130643,172.8239984
1698.026505,166.6003485
1698.922216,160.2939945
1699.817773,154.4588414
1700.713179,152.5581048
1701.608433,153.9466544
1702.503534,152.6758886
1703.398484,145.2206278
1704.293281,135.3943346
1705.187927,129.3056229
1706.08242,125.8742918
1706.976762,115.2610807
1707.870952,90.01785686
1708.76499,56.88113255
1709.658876,32.76988009
1710.55261,25.68552705
1711.446193,24.74049869
1712.339624,17.81828404
1713.232903,12.14962301
1714.12603,21.66447294
1715.019006,42.82688511
1715.911831,62.25238649
1716.804504,78.34674223
1717.697025,98.28288936
1718.589395,122.7865387
1719.481613,146.4641933
1720.37368,166.6571494
1721.265595,182.6954131
1722.15736,190.5077814
1723.048973,187.8988632
1723.940434,182.6108183
1724.831745,183.5538912
1725.722904,187.398736
1726.613912,185.2534214
1727.504768,175.5024548
1728.395474,159.6164257
1729.286029,136.4511419
1730.176432,110.0524319
1731.066685,90.14076173
1731.956786,78.58347484
1732.846737,68.67755169
1733.736537,59.64782817
1734.626185,57.81864857
1735.515683,63.31938183
1736.405031,69.15592305
1737.294227,73.9599788
1738.183272,84.67008391
1739.072167,105.3676602
1739.960911,130.205256
1740.849505,148.6200234
1741.737948,154.9844909
1742.62624,152.4748636
1743.514382,147.9116462
1744.402373,145.1070415
1745.290214,144.7525423
1746.177904,146.1564433
1747.065444,146.6362057
1747.952833,143.8444107
1748.840073,140.0435822
1749.727161,140.537726
1750.6141,146.443559
1751.500888,151.9800629
1752.387526,153.4850073
1753.274014,158.1567297
1754.160351,174.7510592
1755.046539,198.3879574
1755.932576,215.8661002
1756.818464,222.3559806
1757.704201,223.4311161
1758.589788,227.0031494
1759.475225,238.259157
1760.360513,253.6942694
1761.24565,259.4431299
1762.130638,245.6436502
1763.015476,221.6182982
1763.900164,205.5939317
1764.784702,199.9393499
1765.66909,190.863779
1766.553329,172.2316463
1767.437418,151.8420084
1768.321358,134.4201994
1769.205148,116.769373
1770.088788,100.6596022
1770.972279,93.15315293
1771.85562,90.89117457
1772.738812,82.35221605
1773.621854,70.20557433
1774.504747,69.62967698
1775.38749,81.09464023
1776.270084,88.23167512
1777.152529,83.61769363
1778.034825,76.86823419
1778.916971,79.13841026
1779.798968,91.78949348
1780.680816,106.2622439
1781.562515,112.0448805
1782.444065,109.4901666
1783.325465,110.2401711
1784.206717,120.6008089
1785.087819,131.6284666
1785.968773,130.405971
1786.849577,116.609283
1787.730233,101.4791371
1788.610739,92.47888118
1789.491097,88.13304996
1790.371306,86.76603732
1791.251367,89.16663833
1792.131278,91.82969189
1793.011041,87.39576199
1793.890655,75.17230951
1794.77012,64.83815026
1795.649437,64.98416645
1796.528605,72.54627617
1797.407625,78.26846369
1798.286496,78.40567255
1799.165218,76.54386272
1800.043792,76.74963526
1800.922218,78.86886273
1801.800495,80.94115723
1802.678624,82.77827877
1803.556604,83.24502759
1804.434436,77.02904785
1805.31212,60.66596385
1806.189656,40.6329968
1807.067043,29.19830012
1807.944283,31.35938652
1808.821374,41.07883521
1809.698317,52.13103598
1810.575112,66.1704957
1811.451758,85.85386828
1812.328257,106.1088126
1813.204608,119.0780646
1814.080811,124.1475672
1814.956866,127.1362303
1815.832773,132.2973556
1816.708532,138.0795684
1817.584143,139.5493076
1818.459607,136.5298653
1819.334923,137.0559289
1820.210091,147.0689898
1821.085111,161.8015959
1821.959984,172.3425337
1822.834709,173.079198
1823.709286,161.1557778
1824.583716,138.9189673
1825.457998,116.8822663
1826.332133,104.8525953
1827.20612,102.3266999
1828.07996,102.7293964
1828.953653,100.5427874
1829.827198,93.77813792
1830.700596,86.48238575
1831.573846,84.22150197
1832.446949,83.87543113
1833.319905,76.610414
1834.192714,61.16631273
1835.065375,45.52789123
1835.93789,36.11065593
1836.810257,31.86140419
1837.682477,29.24220719
1838.55455,28.39289771
1839.426476,31.55984965
1840.298255,37.17064129
1841.169887,40.38860137
1842.041372,39.86784196
1842.91271,38.18482814
1843.783901,35.78496084
1844.654946,31.86570592
1845.525844,30.94857796
1846.396594,40.33517412
1847.267199,59.53159954
1848.137656,79.02538748
1849.007967,90.54545779
1849.878131,92.84006057
1850.748148,90.45886993
1851.618019,91.77933099
1852.487743,101.2654444
1853.357321,112.3802884
1854.226753,116.57971
1855.096037,115.3933621
1855.965176,115.8608429
1856.834168,119.0951386
1857.703014,119.8153421
1858.571713,114.5786357
1859.440266,104.5214344
1860.308673,92.16954549
1861.176933,82.58934692
1862.045047,82.2059634
1862.913016,88.86156779
1863.780838,91.71172265
1864.648513,86.008243
1865.516043,78.13045624
1866.383427,74.81074402
1867.250665,76.52321829
1868.117756,80.0363626
1868.984702,80.92046301
1869.851502,76.0640006
1870.718156,67.38753474
1871.584664,61.72968903
1872.451026,64.87623114
1873.317243,74.49267025
1874.183314,81.21135288
1875.049239,79.46750342
1875.915018,73.3529114
1876.780651,70.03087144
1877.646139,72.45553742
1878.511482,78.78096034
1879.376679,85.40894375
1880.24173,91.42897446
1881.106635,101.0750674
1881.971396,118.8057618
1882.83601,140.0434629
1883.70048,151.6379505
1884.564804,145.7791258
1885.428982,129.1691142
1886.293016,115.5253742
1887.156904,113.4989307
1888.020646,122.6434323
1888.884244,135.5332836
1889.747696,143.0504417
1890.611003,141.7963857
1891.474165,136.0999821
1892.337182,131.2954398
1893.200054,127.7299821
1894.06278,121.9233579
1894.925362,111.4012537
1895.787799,98.35860486
1896.650091,88.53656403
1897.512238,85.62348183
1898.374239,86.47607483
1899.236097,83.20229005
1900.097809,72.91457097
1900.959376,63.85454769
1901.820799,65.71469006
1902.682077,74.30361857
1903.54321,73.91990309
1904.404199,57.33613555
1905.265043,35.67227832
1906.125742,25.36004788
1906.986297,32.48813693
1907.846707,50.60798002
1908.706973,66.48420514
1909.567094,69.91102725
1910.427071,63.02771578
1911.286903,56.17811425
1912.146591,54.79504648
1913.006135,56.69657157
1913.865534,59.46500725
1914.724789,63.11010926
1915.5839,66.58691313
1916.442866,67.80138065
1917.301688,67.73559828
1918.160366,68.84820146
1919.0189,68.66886706
1919.87729,62.90669838
1920.735536,54.56557101
1921.593638,50.46789809
1922.451595,50.51874543
1923.309409,48.85297875
1924.167079,43.44527241
1925.024604,38.79409018
1925.881986,39.71409681
1926.739224,46.16242395
1927.596318,53.62749033
1928.453269,55.59448303
1929.310075,48.65205613
1930.166738,37.81227349
1931.023257,32.30057023
1931.879633,35.54443844
1932.735865,43.11629933
1933.591953,48.90196658
1934.447897,49.98640273
1935.303698,46.22870933
1936.159356,38.48010912
1937.01487,30.00317999
1937.87024,25.85837003
1938.725468,25.54510645
1939.580551,21.59516472
1940.435492,11.46790562
1941.290289,3.316464065
1942.144942,5.188587678
1942.999453,16.24812341
1943.85382,29.50521317
1944.708044,37.08362015
1945.562124,36.12287523
1946.416062,32.69804366
1947.269856,34.81075946
1948.123508,41.4039781
1948.977016,45.50165285
1949.830381,47.2659428
1950.683603,53.28662451
1951.536683,64.60759912
1952.389619,76.97489694
1953.242412,88.43341517
1954.095063,98.41469573
1954.947571,105.2522502
1955.799935,107.8768886
1956.652157,106.5017918
1957.504237,101.8066959
1958.356173,94.76075697
1959.207967,87.45265113
1960.059618,83.21219734
1960.911127,84.04569905
1961.762493,88.88318874
1962.613716,94.45887195
1963.464797,95.40784661
1964.315735,86.03385618
1965.166531,66.48130428
1966.017184,45.72169133
1966.867695,34.78942988
1967.718064,36.89237343
1968.56829,45.88337966
1969.418374,54.02590122
1970.268315,59.18122549
1971.118114,63.96205491
1971.967771,70.30306096
1972.817286,76.1283802
1973.666659,76.47753769
1974.515889,69.55255033
1975.364977,60.82185002
1976.213924,55.65220873
1977.062728,51.61845434
1977.91139,46.41799796
1978.75991,46.58944325
1979.608288,57.14660127
1980.456524,69.7975909
1981.304619,73.89757032
1982.152571,71.36199684
1983.000382,69.5789875
1983.84805,69.64877597
1984.695577,69.66765038
1985.542962,69.69708923
1986.390206,71.18339767
1987.237308,76.8861938
1988.084268,87.24644552
1988.931086,95.40280208
1989.777763,92.52411008
1990.624298,78.70574452
1991.470692,63.16402661
1992.316944,52.65045847
1993.163055,45.35499419
1994.009024,39.57037245
1994.854852,41.22353404
1995.700538,54.74811436
1996.546083,71.79635057
1997.391487,80.53711281
1998.23675,82.85968041
1999.081871,88.40009215
1999.926851,95.78593297
2000.771689,97.67074842
2001.616387,98.30326115
2002.460943,106.529045
2003.305358,118.9310446
2004.149632,125.7341484
2004.993765,124.3460812
2005.837757,118.5038909
2006.681608,111.945885
2007.525318,104.6513794
2008.368888,92.16913668
2009.212316,71.85020741
2010.055603,49.70822136
2010.898749,36.2523486
2011.741755,34.73322164
2012.58462,37.81361038
2013.427344,39.29903677
2014.269927,43.93100412
2015.11237,57.80332734
2015.954672,75.25870351
2016.796833,86.89425457
2017.638853,95.32914793
2018.480733,110.5382736
2019.322473,132.2722132
2020.164072,148.8468649
2021.00553,154.3900566
2021.846848,156.0713799
2022.688026,160.2376539
2023.529063,162.7810956
2024.36996,158.852955
2025.210716,152.3842635
2026.051332,150.6095253
2026.891808,154.0709685
2027.732144,155.0625773
2028.572339,146.3222782
2029.412394,130.5942734
2030.252309,118.1926593
2031.092084,115.0301054
2031.931719,116.9497008
2032.771213,117.358598
2033.610568,117.7437512
2034.449782,125.2837768
2035.288857,140.6586361
2036.127791,157.6847889
2036.966586,175.2936595
2037.805241,197.4292687
2038.643756,219.4672829
2039.482131,226.9483027
2040.320366,213.3662891
2041.158461,191.8057848
2041.996417,180.8342622
2042.834233,183.5179963
2043.671909,189.3896028
2044.509446,191.4307904
2045.346843,191.2115818
2046.1841,191.3335663
2047.021218,190.1512734
2047.858196,184.3861089
2048.695035,175.832153
2049.531734,171.4048629
2050.368294,173.3241762
2051.204714,175.6554175
2052.040995,173.3772544
2052.877137,167.2671251
2053.713139,159.2916894
2054.549002,151.1212093
2055.384725,146.7313408
2056.22031,149.0441184
2057.055755,153.7928728
2057.891061,152.1031906
2058.726228,138.4629046
2059.561255,113.9022121
2060.396144,85.3611791
2061.230893,63.11082114
2062.065504,53.72122955
2062.899975,54.48054191
2063.734308,56.63388216
2064.568501,53.902081
2065.402556,48.39545844
2066.236471,48.58213516
2067.070248,60.38266953
2067.903886,80.47432446
2068.737385,98.33761596
2069.570746,104.6184763
2070.403967,100.0480668
2071.23705,96.32681289
2072.069994,103.9782503
2072.9028,120.6892792
2073.735467,136.6278671
2074.567995,147.2911319
2075.400384,154.5058355
2076.232636,158.7696441
2077.064748,157.3931077
2077.896722,148.4360064
2078.728558,132.6276975
2079.560255,113.0857203
2080.391814,95.00658513
2081.223235,84.16694653
2082.054517,83.1293714
2082.885661,86.5027104
2083.716666,83.18779352
2084.547533,69.26514784
2085.378262,54.98430006
2086.208853,52.05440495
2087.039306,57.95789824
2087.86962,60.68685546
2088.699797,57.11560704
2089.529835,57.32360661
2090.359736,69.76628002
2091.189498,91.05273393
2092.019122,111.6198368
2092.848608,123.8033257
2093.677957,123.8662686
2094.507167,113.7795681
2095.33624,102.5562013
2096.165175,98.55663711
2096.993972,98.78590561
2097.822631,93.53372532
2098.651152,82.63066345
2099.479536,77.17091792
2100.307782,83.12205681
2101.13589,93.60692697
2101.963861,99.03518205
2102.791694,96.19483258
2103.619389,88.29979069
2104.446947,81.77750806
2105.274367,80.40460238
2106.10165,80.69503061
2106.928796,77.03114433
2107.755804,71.46808458
2108.582674,73.23591959
2109.409407,86.36318984
2110.236003,102.0422201
2111.062462,106.5858394
2111.888783,95.29908264
2112.714967,76.96057615
2113.541013,64.82941062
2114.366923,64.75820454
2115.192695,73.20006064
2116.01833,83.64731585
2116.843828,92.85252879
2117.669189,103.0746711
2118.494413,118.4336425
2119.3195,138.8209581
2120.144449,159.7270097
2120.969262,177.5517168
2121.793938,193.0579655
2122.618477,209.9203457
2123.442879,229.6194732
2124.267144,248.1634935
2125.091273,260.1019832
2125.915264,264.4496673
2126.739119,264.4959853
2127.562837,264.0531236
2128.386418,264.6468134
2129.209863,262.6020948
2130.033171,249.1063684
2130.856342,219.8167076
2131.679377,185.2998628
2132.502275,161.9939703
2133.325036,151.3417747
2134.147661,141.0335571
2134.97015,126.3228712
2135.792502,114.2919392
2136.614718,109.5314251
2137.436797,110.2495942
2138.25874,115.0615303
2139.080546,123.5298967
2139.902217,133.9564262
2140.723751,146.766666
2141.545148,165.7226876
2142.36641,191.0247454
2143.187535,215.634983
2144.008524,232.0581208
2144.829377,237.8035935
2145.650094,232.6425215
2146.470674,217.6297965
2147.291119,198.3297251
2148.111427,181.1119644
2148.9316,165.7584405
2149.751637,149.4348573
2150.571537,134.3107227
2151.391302,122.2573656
2152.210931,108.100704
2153.030424,88.04417198
2153.849781,68.93446515
2154.669002,59.52278188
2155.488088,58.11373123
2156.307038,57.30454844
2157.125852,54.8615285
2157.94453,52.83589606
2158.763073,52.3085761
2159.58148,54.43502526
2160.399752,60.61358148
2161.217888,68.22796379
2162.035888,71.85719515
2162.853753,69.70531955
2163.671482,63.8528169
2164.489076,55.92629436
2165.306534,47.37082145
2166.123858,40.82267935
2166.941045,36.80507638
2167.758098,32.22564739
2168.575015,25.44148384
2169.391796,18.94878442
2170.208443,14.19964964
2171.024954,9.200625224
2171.84133,4.127157837
2172.657571,3.3376981
2173.473676,9.167173385
2174.289647,17.5989984
2175.105482,22.22885526
2175.921183,21.72386588
2176.736748,20.9902463
2177.552178,23.88537536
2178.367474,28.73662622
2179.182634,32.07880656
2179.997659,32.15987622
2180.81255,30.12468377
2181.627306,31.03730842
2182.441926,38.18130924
2183.256412,45.37183009
2184.070764,43.88704653
2184.88498,35.80277489
2185.699062,30.53266329
2186.513009,31.17471743
2187.326821,33.64997792
2188.140499,35.27789357
2188.954042,36.26085227
2189.76745,36.50268924
2190.580724,36.75832057
2191.393864,40.76355451
2192.206869,52.54979255
2193.019739,70.73745126
2193.832475,87.25195308
2194.645077,95.38025771
2195.457544,98.09675552
2196.269877,102.8913546
2197.082075,110.4647296
2197.894139,116.1829985
2198.706069,119.4203979
2199.517865,122.9075517
2200.329526,126.5302054
2201.141053,127.7117104
2201.952446,123.2504496
2202.763705,110.4603313
2203.57483,93.18309168
2204.385821,81.98015178
2205.196677,80.4258421
2206.0074,78.60678456
2206.817988,67.50665391
2207.628443,50.19619794
2208.438764,33.0318944
2209.24895,17.65517342
2210.059003,6.829249692
2210.868922,7.114031613
2211.678707,19.9985029
2212.488359,37.0830683
2213.297876,48.8295072
2214.10726,54.0609771
2214.91651,57.35607551
2215.725627,61.16242707
2216.534609,65.00770557
2217.343459,70.22036979
2218.152174,79.35885975
2218.960756,90.64292685
2219.769204,98.95194078
2220.577519,102.3598187
2221.3857,102.7531085
2222.193748,102.1158772
2223.001663,101.6429005
2223.809444,100.7275028
2224.617091,95.06510728
2225.424606,81.43138644
2226.231986,64.87146484
2227.039234,53.42828561
2227.846348,47.10195382
2228.653329,41.08139306
2229.460177,36.53680651
2230.266892,39.0051681
2231.073473,47.77565704
2231.879922,53.40114867
2232.686237,47.39359986
2233.492419,31.58547518
2234.298468,15.29481787
2235.104384,5.783336074
2235.910167,5.553819449
2236.715818,14.72363958
2237.521335,28.87428285
2238.326719,38.795177
2239.13197,39.72566966
2239.937089,36.76656797
2240.742074,36.68044714
2241.546927,39.65754362
2242.351647,41.6394865
2243.156234,39.2001182
2243.960689,31.40161894
2244.765011,21.50272361
2245.5692,15.43104121
2246.373257,15.44019337
2247.177181,18.88974494
2247.980972,24.35752233
2248.784631,33.04231324
2249.588157,44.69990439
2250.391551,58.03457041
2251.194812,72.57823204
2251.997941,78.52621508
2252.800937,84.68000711
2253.603801,91.03960811
2254.406533,97.60501808
2255.209132,104.376237
2256.011599,111.353265
2256.813934,118.5361019
2257.616136,125.9247477
2258.418206,133.5192026
2259.220144,141.3194664
2260.02195,149.3255392
2260.823624,157.537421
