Wavelength,HS_V2S1_AAB_C4_S2_I2
585.276064,27.18858728
586.3668304,17.66044011
587.4573995,14.74637205
588.5477715,13.54155873
589.6379463,9.105153882
590.727924,1.55974361
591.8177047,-4.889225651
592.9072884,-5.368309904
593.9966751,1.575468648
595.085865,11.47728489
596.1748579,16.59217344
597.2636541,13.95541172
598.3522535,9.281736702
599.4406563,8.652375943
600.5288623,10.25470231
601.6168717,9.336422799
602.7046846,5.839144628
603.7923009,2.145375271
604.8797208,-1.81792597
605.9669443,-7.060040254
607.0539713,-12.31329739
608.1408021,-15.30488292
609.2274365,-15.5643155
610.3138748,-13.37285082
611.4001168,-6.831993578
612.4861627,5.977835361
613.5720125,21.81675793
614.6576662,34.74453343
615.743124,44.01553781
616.8283858,53.70071604
617.9134517,64.7314703
618.9983217,73.1055468
620.082996,76.14011406
621.1674744,75.31975659
622.2517572,72.96150302
623.3358443,70.82606353
624.4197358,70.74103233
625.5034317,72.04689109
626.586932,71.02137374
627.6702369,65.4201004
628.7533464,55.93349053
629.8362605,43.07749737
630.9189792,27.30087545
632.0015027,12.2656973
633.0838309,4.193447504
634.1659639,5.833579528
635.2479018,12.93424359
636.3296446,20.17502917
637.4111923,27.93530657
638.492545,37.4083817
639.5737027,43.82756838
640.6546656,42.77402371
641.7354335,37.97320515
642.8160067,35.57662905
643.8963851,36.00003781
644.9765687,36.23272809
646.0565577,35.64252703
647.136352,35.90145887
648.2159518,36.95897663
649.295357,36.2643362
650.3745677,32.84221232
651.453584,28.88230538
652.5324059,25.60137256
653.6110335,21.31224611
654.6894667,15.23481862
655.7677057,9.182324947
656.8457504,5.138091955
657.923601,5.354082498
659.0012575,12.04736083
660.07872,22.23566013
661.1559884,28.75480947
662.2330628,29.88311288
663.3099433,30.03834397
664.3866299,30.26253512
665.4631227,27.13662166
666.5394216,21.17240489
667.6155269,18.13645753
668.6914384,20.6669319
669.7671563,23.75952309
670.8426806,21.33723379
671.9180114,14.60959053
672.9931486,10.27003094
674.0680924,11.5775997
675.1428427,15.69690285
676.2173997,19.97443916
677.2917633,25.34191663
678.3659337,31.6805668
679.4399109,35.69343245
680.5136948,35.6178041
681.5872856,32.95721559
682.6606834,29.9162298
683.7338881,30.08873604
684.8068997,38.01612652
685.8797185,52.53220206
686.9523443,64.72108154
688.0247773,67.20675052
689.0970174,63.0674194
690.1690648,61.8310294
691.2409195,66.8376779
692.3125815,71.85931697
693.3840508,71.11426993
694.4553276,65.21426463
695.5264119,57.35574228
696.5973036,51.64945152
697.6680029,52.9585811
698.7385099,61.19228719
699.8088244,68.61903867
700.8789467,68.29861663
