Wavelength,AAB_4 ATP_10^-4M_750_5_5_M_S3_I1,AAB_4 ATP_10^-4M_750_5_5_M_S3_I2,AAB_4 ATP_10^-4M_750_5_5_M_S3_I3,AAB_4 ATP_10^-4M_750_5_5_M_S3_I4,AAB_4 ATP_10^-4M_750_5_5_M_S3_I5
342.006421819617,-9.341166832763912,-43.73038658512287,-9.490757845192636,-10.304142637132912,-9.427136837966664
347.112848630893,33.650698978258184,17.641485068935776,58.189938634846044,64.7160702575488,33.49095809424774
352.211449846096,56.53938297221022,56.69867407381302,31.025557162206503,22.08175784402711,55.540805273178286
357.302238512928,45.03336337473035,55.007423148985254,55.75590530826707,60.601998802232536,45.2640589413903
362.385227653271,-17.68410767448559,8.580902112599006,-0.9738503367835136,-1.0842269669939846,-16.2986665029481
367.460430263362,-104.92741459593995,-48.13745411885945,-112.34416572020595,-118.32083815616227,-105.15711284080668
372.527859313997,-140.5945356704521,-55.38204573265344,-137.8781200070172,-131.28510299433293,-142.11367219175236
377.587527750688,-87.59837126686519,13.430414863176921,-101.48433957889485,-106.31430981666128,-87.39455743200153
382.639448493877,3.218658834379845,122.98687912193981,20.771956453693647,20.88816156805438,4.907203383967994
387.683634439107,63.78902612317961,215.1288907844897,66.35699369854936,71.65364906740776,63.119193736012896
392.72009845721,88.60642449324149,260.1981497846176,32.94511564530056,26.881317034371545,86.8103451282201
397.748853394485,90.71836084119363,258.88720621768675,90.71037953464506,93.04409543859327,92.3229690334052
402.76991207289,67.33344017895463,236.4938174723347,64.55878456559263,67.96020470408273,69.58544851517932
407.783287290211,71.16500376844719,251.76658371700563,-12.836462305939685,-17.543076332435888,69.97440631192143
412.788991820255,172.18161246074052,343.65523253043193,117.31664350232616,117.48674080890683,170.26843879399073
417.787038413016,315.2144294645791,449.37138401877354,272.9059223352509,276.3277707277339,315.5556127211513
422.777439794883,346.0030759498818,439.00670405067956,239.75622542222476,236.44943883875467,348.9942470503032
427.760208668777,185.33716973129776,259.9256298791885,112.33475867613667,111.53425589362138,189.62417148384884
432.735357714366,-57.95657860794216,24.46226359922497,-125.77912569752537,-118.39170838549303,-57.55246367753929
437.702899588219,-155.44953630446122,-79.59493888874835,-332.34686129642165,-336.6967196879247,-158.73292056077852
442.662846924002,-16.356623856815446,9.208212433106468,-147.3792087472632,-147.7540904896603,-14.277703367133427
447.615212332628,177.3557426808096,159.91942305993385,111.05979359839061,121.63873208433576,184.51723921272836
452.560008402459,237.10013071907176,231.15278100361425,56.39076971070559,51.540160610626415,239.5883312118839
457.497247699466,221.31504340242708,239.53852968137176,37.352718431814026,42.45988595244732,219.73809674761264
462.42694276741,265.53955473289625,273.9242283711109,139.9681370898685,149.97994994007323,266.3844337008818
467.349106127996,353.0283759039884,331.8058055163871,197.16019930014383,193.64063243380963,356.32730969386455
472.263750281081,360.37212360344927,322.4093271843959,232.30186130440833,243.0906416869157,364.6657421278403
477.170887704813,226.82175109586376,202.38235308333736,126.28815849306744,130.94585080956796,230.70065728570611
482.070530855812,48.11783673338293,54.09342531799615,-39.39354446238857,-39.37205275812758,47.65764008716776
486.962692169351,-15.661439538407329,-5.905173837285119,-97.4761367996065,-88.4455127510111,-19.35022776349026
491.847384059509,48.786340398525155,20.47772486397643,-26.939367990136844,-35.59653273316839,51.09889641276342
496.724618919354,68.19211336913591,20.0203808028215,108.90213249774082,102.29497791331399,76.88032715803833
501.594409121106,-47.41913705694916,-51.54834843109675,-12.79790034702248,-24.535967556992045,-46.403951733432315
506.456767016303,-119.93604686040368,-89.31285955842512,-195.07823682432758,-230.31960955952218,-126.94770538914233
511.311704935972,-8.501957076868216,-18.933813342631005,39.53260741952539,1.9434944857034555,-6.754878928508475
516.159235190789,114.262464659368,65.36426672115002,275.7456529924243,218.6160465586562,123.28839294047648
520.999370071249,79.34986947515515,64.5860548997091,132.073010568315,57.04451080996972,80.03043983050226
525.832121847836,16.145916956734723,40.279549855878145,40.77721494238703,-51.35995711674338,12.040902157209992
530.657502771179,79.39224910664959,91.30615794955193,259.62379066877094,146.33964673283947,80.76731367210837
535.475525072219,197.24025969069424,184.58776655391847,370.2518837368217,258.9766128978435,199.2203860076926
540.286200962379,229.21895021144107,206.86327233755637,271.1326817366437,133.2368734440968,230.57930622294114
545.089542633712,126.68193895518324,113.14331973681286,343.86170110413957,208.88884154386687,131.75590498071264
549.885562259076,-36.669569745568005,-13.451051753077525,209.6138432143109,102.35267759004759,-38.09141718976581
554.67427199229,-71.70449172934298,-41.978943361460196,-91.16343511072392,-223.53412533198312,-79.32000143088905
559.455683968295,53.17839046680775,26.31237947197488,245.49769175056795,142.17711556245,58.459827441147326
564.229810303319,81.15877078560956,43.45124001915549,421.6579495480725,355.29485340678474,90.1794391968701
568.996663095024,-59.88825957204682,-37.136412336218,-77.3306605778734,-161.72613668872455,-66.8173212943456
573.756254422682,-117.46119665483977,-90.35034686358216,-62.72043078281496,-110.56096010616929,-122.97871344081247
578.508596347321,-35.67996400490033,-54.28800104231636,262.0651162747085,240.86915577714944,-28.138776970129072
583.253700911884,16.39706744415184,4.089823904771734,71.38662720121992,37.16375425219678,17.500174663836283
587.991580141394,30.767517568912716,38.58778124207219,0.9531162622320863,-12.421796098755948,25.29232338079629
592.722246043097,56.997743428096655,48.741464942599876,238.59514127921452,238.42075991420205,60.19110988576972
597.445710606635,48.0879879265415,41.88469572412545,148.79956023484004,146.30236928363814,50.930223676880345
