Wavelength,AAB_4 ATP_10^-13M_750_5_5_M_S2_I1,AAB_4 ATP_10^-13M_750_5_5_M_S2_I2,AAB_4 ATP_10^-13M_750_5_5_M_S2_I3,AAB_4 ATP_10^-13M_750_5_5_M_S2_I4,AAB_4 ATP_10^-13M_750_5_5_M_S2_I5
342.006421819617,25.89748077508741,-64.54890702335041,11.790809090391555,5.661409208555241,-4.351594219712771
347.112848630893,-50.325884767056806,62.510419041118844,122.83683112612485,8.64196348875123,13.6021517082872
352.211449846096,13.87598993775702,37.35690741083558,126.71030846927988,182.50799859667524,-6.694099792069585
357.302238512928,11.292391937316017,-51.80631247182112,-32.41299064641153,-4.619410543919791,-27.616692344490527
362.385227653271,-39.10495145986375,-42.956623820249376,4.303759775187238,-11.148472700316308,26.699843400205722
367.460430263362,-14.272303188380876,13.690018491011188,146.64647815688946,184.98285469460276,108.83205338408544
372.527859313997,52.77298311454238,55.763452411806185,169.3359031613743,-44.13745589775669,159.08641095218374
377.587527750688,240.34025952048225,222.7671408415389,343.1780638062828,336.2920793926497,322.2075135099025
382.639448493877,659.0243655584467,617.3435707093141,775.6762310373886,653.9664917873857,767.1271950537446
387.683634439107,1219.1552145903518,1119.9732501993226,1352.0420646845669,1139.8320868304347,1355.7815327251287
392.72009845721,1556.4622101398245,1462.4140512251265,1701.4089289040546,1691.8045020874208,1699.051192197446
397.748853394485,1461.9303733725155,1444.552202661282,1561.9617715782574,1340.5929833358891,1609.884396035337
402.76991207289,1126.9491879496275,1089.5475606529533,1188.8442879519862,1179.1633223722156,1233.1739548469202
407.783287290211,656.1311578698195,569.5428180302465,686.6157080379596,657.9834588251276,726.6595675233579
412.788991820255,196.96129602476492,138.30134510412012,200.0591962622262,54.46494053721719,262.1758269974942
417.787038413016,27.53027146956858,-17.027252596715215,52.768926611226135,40.032231391753555,69.66245320831477
422.777439794883,26.62414738432406,3.0119479565005847,124.28222734624939,-51.83280803068254,99.3410129423853
427.760208668777,-22.809707311720615,9.989872579316689,89.8491199042966,33.84032014373823,108.01741772818555
432.735357714366,33.10479759465231,31.467234140492327,28.98043730002189,39.69817148805674,127.53155094332786
437.702899588219,245.59269953310408,115.74963571273025,220.60338174046495,106.62948377091601,263.59701852423086
442.662846924002,293.8580720312504,127.14305792735877,301.79888619608937,249.37613220786204,296.34569883124976
447.615212332628,118.30271757716531,31.771549676072887,16.534421718158264,-50.56767864257648,115.67798422594134
452.560008402459,-6.7721904678137435,-9.573917713955169,-71.50764873695613,-35.98577202306406,-6.24575596950605
457.497247699466,-63.951853594176406,2.03470972178107,13.93979386581929,-43.33051589360017,21.166900646067383
462.42694276741,-87.79619147166979,-46.63712055310494,-52.34407603614372,-90.63919564213262,17.68453864412251
467.349106127996,-19.896041992306394,-86.57623573539321,-46.53780190091325,-8.19657149376026,-29.091139967166868
472.263750281081,26.430272518618658,-30.273328153388455,-6.172955643527743,-69.74730968592598,-4.103285669497993
477.170887704813,48.708370527932395,60.412695734051475,15.457499050929098,-5.62908225842525,80.9302226023444
482.070530855812,100.18035438168464,98.57963459804915,101.7416561990861,-19.380781819176402,118.02996204827218
486.962692169351,53.56286893943744,58.339273834242164,85.116676572588,47.523246342242224,93.23897979834398
491.847384059509,-35.560195204330725,-5.6193607210898335,28.928791482638854,30.716909278762337,80.46855045601696
496.724618919354,-41.745457288493355,14.413203204446557,41.912975450435276,49.59207068242332,93.60110751832556
501.594409121106,-8.623244469960383,155.8065691283594,44.89601690947164,-19.85472735479788,143.984438390213
506.456767016303,62.235974903603406,254.18870746411977,110.65562802279952,109.14435074021326,200.37857235719014
511.311704935972,55.483916636088914,119.90378701124229,110.15888917370728,161.4879407976348,111.77328731186554
516.159235190789,-67.49159004369426,-65.72631668537183,-62.491700838776126,-137.69255375438982,-34.86998536975589
520.999370071249,7.688435726409196,-9.207194454241149,10.396011595856884,71.55421716025705,13.177716700913408
525.832121847836,180.55557494640212,107.88152172830952,292.2652763233316,229.414129507681,98.44405517649324
