Wavelength,BC_4 ATP_10^-3M_750_5_5_M_S1_I1,BC_4 ATP_10^-3M_750_5_5_M_S1_I2,BC_4 ATP_10^-3M_750_5_5_M_S1_I3,BC_4 ATP_10^-3M_750_5_5_M_S1_I4,BC_4 ATP_10^-3M_750_5_5_M_S1_I5
342.006421819617,-42.57668680643131,6.462002608149113,8.184209272744624,28.23478398006097,10.24683148768377
347.112848630893,40.149781949219665,-3.8605444082288525,78.64737410893608,-7.691701491176236,-5.421852857451112
352.211449846096,33.722885256699,61.354084348678505,79.00349949760142,22.25349584309645,61.70055200637131
357.302238512928,-4.9265578551449,-84.54829165960426,11.89796400613204,-62.96539334523299,-67.34437614190463
362.385227653271,4.019301552459062,-45.2834022298117,-10.46116980238012,4.411230897476914,-76.17547312383103
367.460430263362,-11.049877971105477,71.39575448452305,66.51759531053088,170.4439050612031,19.431443260184164
372.527859313997,-18.73352056310324,3.5610728202896027,188.50920779598894,8.49155179449601,0.286262541942336
377.587527750688,92.1041770635543,155.1402552925142,305.2529570574396,198.36630927870766,55.0464479716399
382.639448493877,212.78391019286354,212.56062968584934,344.447434719184,294.3606898230656,135.39885370436122
387.683634439107,228.35663036155515,195.4997044469201,254.35760082837248,185.8438737193988,153.07212071336636
392.72009845721,160.83944098516406,227.2576051810568,149.36051857888697,173.6711763964396,79.65749925234766
397.748853394485,87.46148976639275,85.67662704828317,165.4386747562503,73.00172127758029,56.40181553332721
402.76991207289,80.56173424622283,175.6970690128186,209.11275078643905,183.77978260063267,119.69142437809884
407.783287290211,47.28113535556884,119.69087080029436,122.3354321088193,24.21377708207079,-16.944521752154426
412.788991820255,-58.31328846266512,-139.52689089142444,-11.969231918997423,-182.02038517573718,-154.8336949407924
417.787038413016,-61.37280817949618,-76.99377973299448,-22.586812881483368,29.56065707916552,-94.0127466535778
422.777439794883,47.7140174002853,-4.4860695679062275,68.34211619537862,-17.818439673079624,3.7960645378988733
427.760208668777,99.20876958295744,78.80758578401594,169.32761205289248,67.60739782849313,40.55411478549817
432.735357714366,153.79997836468758,151.0007664786128,286.0692790295075,250.26403597112642,58.242053298082936
437.702899588219,294.0787835297555,268.2424083572823,383.94752332286083,225.86247354162452,275.6935214745963
442.662846924002,292.85541870230645,360.512396413465,347.0559406150878,363.6533330934226,329.3532778531643
447.615212332628,105.20220828757176,67.82815003439624,183.98178663106748,24.578600547245923,16.1181673863467
452.560008402459,24.801208893992168,-24.170342637975846,44.084441386074275,-24.87255225728137,-28.022499238453776
457.497247699466,73.48687849964443,42.716678665986564,23.09169378713114,89.206394071745,73.77955366037135
462.42694276741,95.86475433694228,-59.287073223954245,84.50697519971733,-83.32541745080914,-16.056143315580073
467.349106127996,97.25636441404109,15.77832837729806,109.63902066630217,-18.43147277079634,-2.620996147845375
472.263750281081,43.78047282097491,17.509274575300843,46.25140535583642,-35.24290582016481,18.65631371521112
477.170887704813,-32.50152366455594,-63.64790271649635,5.0425937947934365,-4.770016785366103,-69.09340545853817
482.070530855812,22.2726003748403,45.79478060936806,62.3110568775013,-0.5836069654858917,-21.39379599549478
486.962692169351,142.71342161835676,117.53409010331679,110.3628208375554,79.33156245313178,82.29788632926788
491.847384059509,146.63602939640558,46.37869254283626,73.39555834211006,5.74481412987442,51.524157565302865
496.724618919354,82.61018595327582,-31.726679235605502,42.85414932115318,-18.834597804052525,-36.0537725780581
501.594409121106,126.6480353376471,31.556647434343464,79.78317722518004,74.82366468285878,14.214836362215593
506.456767016303,209.99442651882862,202.32599131960973,96.8239213334292,143.06286548113405,193.706849286409
511.311704935972,97.45747990959018,82.30119308622506,33.84807889650279,58.725899568744694,80.59762137241228
516.159235190789,-57.52038861700939,-157.67536709993828,3.087172864314894,-156.9199362337152,-173.79724556329722
520.999370071249,78.32351151299508,41.16356300557101,92.56670696089219,136.7816470091883,43.09229727282667
525.832121847836,265.8474108663629,253.8927448166963,160.13071046078593,313.0098736921115,310.9627014349643
530.657502771179,145.88469040150213,61.24016663658964,88.581662766459,86.82199100456049,131.20521821760673
535.475525072219,-21.421827192809417,-35.50963845182153,18.965871394391975,-61.91348628828872,-8.29799817906401
540.286200962379,33.91718302918458,224.01109203655528,79.44212702298299,167.48542263340806,123.3936663305195
545.089542633712,153.94101056920164,297.53975605607656,200.05511346858546,253.19400639456654,189.27053534146276
