Wavelength,BC_4 ATP_10^-3M_750_5_5_M_S2_I1,BC_4 ATP_10^-3M_750_5_5_M_S2_I2,BC_4 ATP_10^-3M_750_5_5_M_S2_I3,BC_4 ATP_10^-3M_750_5_5_M_S2_I4,BC_4 ATP_10^-3M_750_5_5_M_S2_I5
342.006421819617,14.323811707709062,15.42968574797682,-9.334405113016844,-43.6933041024907,21.199188303343586
347.112848630893,4.306895979674806,-9.919683554966683,-31.960289706920413,0.3664478692030002,5.897356915951702
352.211449846096,-6.534921485026912,-9.620859238197637,56.92420576012283,22.074186352963096,-10.465720185816433
357.302238512928,-12.165545826566873,-13.577971145617463,-77.90928963990626,18.97980274964023,-27.637718764020995
362.385227653271,1.999624136338225,6.998646255185312,-11.244725695022815,8.851832413783121,-13.432949440875284
367.460430263362,46.30212985777611,15.864618230074257,65.46614393654588,14.564939577558143,31.337823363486358
372.527859313997,117.53564314973477,82.21562728014318,45.48561765753297,51.30120253342802,118.74418508946749
377.587527750688,199.55671112152638,258.4806155506679,216.89623757540875,118.92251844991907,292.0985664495227
382.639448493877,265.64466121126554,309.14262456600613,209.6406055043543,198.81927160283712,470.939723261226
387.683634439107,294.2028976269576,249.71220708981713,270.7785809798706,261.6650462663798,499.8412298660954
392.72009845721,285.64250833422574,264.3973763296589,345.2983287456419,281.78116281268706,369.50591989669283
397.748853394485,252.71305578619499,250.09108123312396,239.18328244103563,247.37372388264964,253.85159526596763
402.76991207289,198.2711318628061,163.2870130862732,318.17577757399977,166.21965950508925,240.44560889501054
407.783287290211,119.85099502907451,74.70495248934029,206.04101308359685,67.8297043530452,168.96831977387606
412.788991820255,39.93640518539091,-1.8575253173204693,-7.066486397437746,-6.978641888559444,-4.5419128901574695
417.787038413016,5.903231769745368,-19.101034457758978,-38.55773885851383,-30.25626205343501,-59.86431066768884
422.777439794883,46.418982691160124,48.55367386034217,-36.54381588409366,-0.10515989653702817,38.67290466649524
427.760208668777,146.53319923979564,122.3836075716703,127.93674715417237,67.86946066824474,103.60009791313301
432.735357714366,261.22854993460754,189.24390106050618,174.72413341904402,144.44838485721476,163.11622576235862
437.702899588219,333.27931746405244,337.0111498994143,264.44797997352816,185.33035364041936,320.58211571159325
442.662846924002,323.1194570865929,339.5064425435107,398.814123117216,157.80713810894295,358.9855655601816
447.615212332628,246.1493829298866,82.68678120614177,55.07954547128271,81.39151606398165,158.74278605019256
452.560008402459,152.3438926135263,1.4865740231264963,-2.344891994534562,15.395832203695873,27.714555456929183
457.497247699466,67.72620635802704,77.2469864019469,243.85686286224768,-4.901351757000247,82.3910625185288
462.42694276741,-3.2616918817363967,15.961493595943615,31.397298238214965,3.14186659841231,113.66055971307506
467.349106127996,-41.626806368657114,17.29083412364002,-14.52649851200226,6.526674676697738,95.15327412498291
472.263750281081,-30.61498531685481,70.84157402386766,133.0780903435528,-2.854543519668578,49.61516498310331
477.170887704813,12.325536976913842,45.35603282454877,-12.384060946187116,-8.221310757280994,-45.26465811984267
482.070530855812,47.38662046492851,93.40778498081121,5.007317236054323,5.058470794865443,-15.157482191333507
486.962692169351,47.209039322975975,161.312167097562,199.62507071456704,32.198652076056696,141.20584397339675
491.847384059509,21.539277217597316,106.70118928170685,152.12210364678626,60.33648114567063,127.8435029324832
496.724618919354,5.873234864737697,-9.045381085722283,-29.814369324604968,82.59101843544535,1.6907182430494316
501.594409121106,13.217540678872368,-3.500165489353847,-22.706424944584594,89.73755199959277,85.22471994802933
506.456767016303,17.072194708951088,146.42249619633967,140.41700348430484,69.94325311717205,239.95054216513103
511.311704935972,5.9335444646073086,127.12808495513796,50.221506412145054,34.54770949248806,139.52800834764048
516.159235190789,13.992314419943028,-17.774523084252984,-133.92482500501552,16.226819053682068,-14.433323379111727
520.999370071249,51.889006746278994,98.91039049133066,66.20901597120384,20.450671678072364,89.03413840388403
525.832121847836,64.39826664313483,248.85576105610141,296.82221411860894,12.699623378832708,219.90944224310846
530.657502771179,21.094270845891188,110.73245637729786,84.69222359033009,-21.66301962009664,126.52151592153831
535.475525072219,-19.33691859500125,14.919025621563001,-58.412096364662816,-41.69851676269033,10.678561168387041
540.286200962379,2.333722811271585,129.32140490709867,146.73774752958872,-5.512146100641987,32.30673806891373
545.089542633712,59.2433368873686,219.24236036168008,83.07743968707226,64.59381591620306,121.56605062242855
549.885562259076,79.65023726041933,298.447426113279,71.56764573963017,101.42809076383477,215.0682588961849
554.67427199229,35.660079395192575,271.3745968968365,266.70059198460774,71.79174778541164,160.9034218422982
559.455683968295,-20.816938431179203,7.1213746993131934,-23.435565999948285,14.950654909592275,-34.19263720426832
