Wavelength,AAB_4 ATP_10^-7M_750_5_5_M_S1_I1,AAB_4 ATP_10^-7M_750_5_5_M_S1_I2,AAB_4 ATP_10^-7M_750_5_5_M_S1_I3,AAB_4 ATP_10^-7M_750_5_5_M_S1_I4,AAB_4 ATP_10^-7M_750_5_5_M_S1_I5
342.006421819617,-39.57807906719468,-1.376081145407122,-63.157344433198915,-37.35903021963247,-42.962598376472656
347.112848630893,0.16610605747432405,8.590205313390655,25.057791923345206,-7.382074030434687,19.701359972123534
352.211449846096,85.0521841932794,116.66091092837507,52.14739358285016,6.252646507632829,29.408969811190516
357.302238512928,-70.96550816731003,7.299313935668382,22.952969372438936,9.833115185535668,-5.904752215037277
362.385227653271,-16.839070754680446,-16.97760037321924,27.203172471402397,13.343281478700384,7.627956014857084
367.460430263362,153.3579087988173,331.1398023774159,107.20930731701208,35.390337991500665,71.91926710441797
372.527859313997,44.21541939054592,234.64679385789512,214.92619721878103,158.90328254947298,150.60887811746554
377.587527750688,461.72332153310606,599.0834125401253,431.6617379512344,514.2562642373041,387.27185693536615
382.639448493877,978.6941083066677,1135.64323001236,976.9811658369581,1123.15930378219,906.8113672210671
387.683634439107,1540.3983528208007,1899.1992244650003,1734.5126484582834,1771.765192303374,1545.4250884531275
392.72009845721,2015.6473075500105,2362.578202546505,2172.9027093915765,2120.2648128584383,1969.8496982427052
397.748853394485,1731.7495279647753,1882.832410886248,2028.6862380687576,1978.782880221043,1960.901607214085
402.76991207289,1334.9845797565888,1707.7292582682196,1527.5429890275484,1455.1151426239448,1558.846585767293
407.783287290211,809.2087822846154,916.9526315089149,940.3007032786301,840.8423711870123,997.0407291588584
412.788991820255,272.3688825576952,320.84755569884373,460.57195476650196,386.59863691009696,525.0367476923014
417.787038413016,132.2064373336441,297.1134367947085,213.66060131046868,163.61590625423904,249.35829099664352
422.777439794883,-13.284719799963668,26.910053383566705,133.04268453405766,102.0870361782156,135.66812768512702
427.760208668777,11.499629379951706,202.87071645539774,116.6594547578377,127.86314377593483,152.8296145046508
432.735357714366,78.64066834037338,132.3809691852137,184.76949530238048,205.06581597612256,280.69479935968747
437.702899588219,136.27072458171273,192.1356464656978,290.11523704804205,268.48835731772454,387.928743260889
442.662846924002,352.20398677482524,458.47086206815385,251.99173512140158,233.494884375067,326.9963878576085
447.615212332628,11.812739499937855,39.01091753815004,80.24956415911899,105.77476209871877,156.23596718596093
452.560008402459,-25.25019150841295,-56.05628370278778,-3.5991188950082744,-10.581601345488291,26.15588704209523
457.497247699466,117.73066383321367,-30.5548750369519,14.682064743249605,-43.67285043600003,-33.04673785380972
462.42694276741,-109.6197361574055,-83.88889402678312,-3.476326832325846,-20.655372845944953,-8.419064167565196
467.349106127996,-48.60949892767403,39.276643270530805,-34.236852451828454,0.9996411278898947,91.59207501292343
472.263750281081,14.865395973221634,0.8716465676694582,-22.43386603344642,4.038137625380031,140.46174363446383
477.170887704813,-19.997020017643234,-25.687214368160408,31.61793994293727,5.478603478078014,131.940098951278
482.070530855812,35.64368907544843,77.17484447117386,133.44629354227573,12.62647364777655,180.55595003619567
486.962692169351,230.70448161669276,209.9033313190982,177.12291957936102,10.342982916351545,211.17463451221658
491.847384059509,35.80818943454072,10.661262906522454,72.07857816147987,1.7190170279975945,131.97882931630056
496.724618919354,2.1621419015865655,16.295775583036388,-2.755068857597408,21.82698823595409,91.68320024212287
501.594409121106,29.832391302672605,55.781717301636455,124.13516907422698,71.44640637484397,178.0307685046498
506.456767016303,63.15538529102971,154.7893055558847,251.73336065680965,86.49778259189898,205.13485516729202
511.311704935972,157.81396935483156,80.54455884246511,140.5014719824725,33.78374728989672,72.74229316420929
516.159235190789,-141.74391079776817,-154.63110314545077,-23.37368209933456,-19.905371307781166,-1.537064367653258
520.999370071249,59.639104491081824,107.6041480366318,27.001096434162733,-10.959563564576428,106.64477818224564
525.832121847836,228.3067058746651,150.15880514972002,138.6140685448881,15.067974788271414,163.41186187851932
530.657502771179,132.4843209147536,64.27172106436153,85.85824246927396,-7.485258964711591,34.192405592842526
535.475525072219,-1.5674492928695134,-154.090842776216,0.004529683259724138,-38.83058044428117,-64.7764654277926
540.286200962379,79.79596420408986,79.5330460580271,50.76683330456418,2.268657811852279,7.8969599066821345
545.089542633712,169.73808893643465,231.0369562333679,180.80809169851156,100.76491888513772,141.7723212544678
549.885562259076,133.4317181287378,85.0026678753073,258.8288777887873,152.22973432565743,220.0900334828267
554.67427199229,305.7839959437196,353.4176514120585,161.89615115291298,99.57399435757097,169.0564693389099
559.455683968295,0.5576423256570422,-28.22796945498248,-13.980427243668778,19.96959080621872,26.482512550618782
