peak_cm,method,model,slope,intercept,r2,n_points,sigma_blank_pre,sigma_blank_post,lod_pre_M,loq_pre_M,lod_post_M,loq_post_M
392.32,height,linear_log10,572.3683952875423,9684.803812813663,0.5597660670417023,13,55.70777062303637,112.63532432153056,2.3518414018524102e-17,1.1290357497313583e-16,4.6750573948804544e-17,1.1150749995825087e-15
1078.5,height,linear_log10,1179.4982866327161,16395.201997606397,0.5915899042416388,13,124.24989673484106,162.58361661127302,2.6054028117073566e-14,1.4231938547466245e-13,3.261181293560326e-14,3.007906114491968e-13
1589.62,height,linear_log10,1023.8656647999271,13430.202832328794,0.5528730762449122,13,64.42929538020145,139.9977845043613,1.1793133567225096e-13,3.2517836303275803e-13,1.9635877895815383e-13,1.7790657222784921e-12
