peak_cm,model,method,sigma_blank_pre,lod_pre_M,loq_pre_M,sigma_blank_post,lod_post_M,loq_post_M
392.32,linear_log10,height,55.70777062303637,2.3518414018524102e-17,1.1290357497313583e-16,112.63532432153056,4.6750573948804544e-17,1.1150749995825087e-15
1078.5,linear_log10,height,124.24989673484106,2.6054028117073566e-14,1.4231938547466245e-13,162.58361661127302,3.261181293560326e-14,3.007906114491968e-13
1589.62,linear_log10,height,64.42929538020145,1.1793133567225096e-13,3.2517836303275803e-13,139.9977845043613,1.9635877895815383e-13,1.7790657222784921e-12
392.32,exp_on_log10,height,55.70777062303637,6.387256814210077e-32,1.8612323386944986e-23,112.63532432153056,5.688680538555611e-27,1.6576687756324654e-18
1078.5,exp_on_log10,height,124.24989673484106,8.778521366307317e-18,1.9934067096533402e-13,162.58361661127302,8.247793196411884e-17,1.8728901612819877e-12
1589.62,exp_on_log10,height,64.42929538020145,6.379273005095323e-14,3.2587138531665385e-11,139.9977845043613,3.552010311669264e-12,1.8144677614489497e-09
