#Wave,#Intensity2
1034.940829,34751
1035.951346,35221
1036.961685,35173
1037.971846,35718
1038.981829,36225
1039.991634,36498
1041.001261,36831
1042.01071,36843
1043.019981,36426
1044.029074,35977
1045.037989,36121
1046.046727,35817
1047.055287,35418
1048.063669,34930
1049.071873,34909
1050.0799,34663
1051.087749,35007
1052.095421,34920
1053.102915,34266
1054.110232,34599
1055.117371,34161
1056.124333,34319
1057.131118,34145
1058.137725,34253
1059.144155,34235
1060.150408,34261
1061.156484,34146
1062.162382,34458
1063.168104,34735
1064.173648,34388
1065.179016,34341
1066.184206,34496
1067.18922,34780
1068.194056,34645
1069.198716,34772
1070.203199,34676
1071.207505,34721
1072.211635,34717
1073.215588,34629
1074.219364,34678
1075.222964,34717
1076.226387,35041
1077.229634,34494
1078.232704,34486
1079.235597,34420
1080.238315,34766
1081.240856,34494
1082.24322,34578
1083.245409,34337
1084.247421,33997
1085.249257,34277
1086.250917,34497
1087.252401,34294
1088.253708,34324
1089.25484,34162
1090.255796,34082
1091.256575,34328
1092.257179,34466
1093.257607,34098
1094.25786,34025
1095.257936,34048
1096.257837,33795
1097.257562,33799
1098.257111,33740.35366
1099.256485,33681.71763
1100.255683,33623.0919
1101.254706,33564.47646
1102.253553,33505.87132
1103.252224,33447.27648
1104.250721,33388.69193
1105.249042,33330.11767
1106.247187,33271.55369
1107.245157,33213
1108.242953,33436
1109.240572,33923
1110.238017,33711
1111.235287,33623
1112.232381,33682
1113.229301,33414
1114.226045,33765
1115.222614,33944
1116.219009,33808
1117.215229,33572
1118.211274,33325
1119.207144,33638
1120.202839,33284
1121.198359,33627
1122.193705,33403
1123.188877,33479
1124.183873,33275
1125.178695,33023
1126.173343,33134
1127.167816,33078
1128.162115,33106
1129.156239,33126
1130.150189,33194
1131.143964,32903
1132.137566,33281
1133.130993,33136
1134.124246,33213
1135.117325,33172
1136.110229,33220
1137.10296,33250
1138.095516,32925
1139.087899,33361
1140.080107,32938
1141.072142,32767
1142.064003,32923
1143.05569,32716
1144.047203,33009
1145.038542,32879
1146.029708,33030
1147.0207,33006
1148.011518,32548
1149.002163,32602
1149.992635,32983
1150.982932,32973
1151.973057,33071
1152.963007,33014
1153.952785,32832
1154.942389,33339
1155.93182,33105
1156.921077,33102
1157.910162,33302
1158.899073,32805
1159.887811,32981
1160.876375,33123
1161.864767,33279
1162.852986,33236
1163.841032,33363
1164.828904,33215
1165.816604,33172
1166.804131,32989
1167.791485,32965
1168.778667,33067
1169.765675,32712
1170.752511,32942
1171.739175,32461
1172.725665,32596
1173.711983,32643
1174.698129,32562
1175.684102,32249
1176.669902,31695
1177.65553,31840
1178.640986,31683
1179.626269,31740
1180.61138,31679
1181.596319,31687
1182.581085,31199
1183.565679,31321
1184.550102,31062
1185.534352,31153
1186.518429,31327
1187.502335,31033
1188.486069,30817
1189.469631,30758
1190.453021,30877
1191.436239,31026
1192.419285,30791
1193.40216,30793
1194.384863,30586
1195.367394,30509
1196.349753,30707
1197.331941,30844
1198.313957,30678
1199.295801,30522
1200.277474,30423
1201.258976,30364
1202.240306,30602
1203.221464,30616
1204.202451,30564
1205.183267,30603
1206.163912,30499
1207.144385,30436
1208.124688,30656
1209.104819,30573
1210.084778,30569
1211.064567,30552
1212.044185,30314
1213.023632,30240
1214.002907,30506
1214.982012,30602
1215.960946,30461
1216.939709,30364
1217.918301,30426
1218.896723,30295
1219.874974,30205
1220.853054,30738
1221.830963,30430
1222.808702,30659
1223.78627,29982
1224.763668,30398
1225.740895,30431
1226.717951,30414
1227.694838,30448
1228.671553,30429
1229.648099,30473.34107
1230.624474,30517.6744
1231.600679,30562
1232.576714,30600
1233.552578,30492
1234.528272,30511
1235.503797,30514
1236.479151,30586
1237.454335,30627
1238.429349,30827
1239.404193,30807
1240.378867,30334
1241.353372,30433
1242.327706,30483
1243.301871,30619
1244.275866,30819
1245.249691,30754
1246.223347,30676
1247.196832,30498
1248.170149,30578
1249.143295,30718
1250.116273,31040
1251.08908,31109
1252.061718,30836
1253.034187,30779
1254.006487,31087
1254.978617,30995
1255.950578,31068
1256.922369,31181
1257.893991,31131
1258.865445,30569
1259.836729,31026
1260.807843,31094
1261.778789,31050
1262.749566,31083
1263.720174,31169
1264.690613,30978
1265.660883,30799
1266.630984,30992
1267.600916,31117
1268.570679,31420
1269.540274,31333
1270.5097,31068
1271.478957,30955
1272.448046,30905
1273.416966,31601
1274.385717,31397
1275.3543,31232
1276.322715,31285
1277.290961,31252
1278.259038,31213
1279.226948,31475
1280.194688,31362
1281.162261,31369
1282.129665,31272
1283.096901,31139
1284.063969,31210
1285.030869,31585
1285.997601,31573
1286.964164,31341
1287.93056,31302
1288.896788,31256
1289.862847,31478
1290.828739,31363
1291.794463,31641
1292.760019,31368
1293.725407,31559
1294.690628,31384
1295.65568,31596
1296.620565,31500
1297.585283,31738
1298.549833,31443
1299.514215,31470
1300.478429,31430
1301.442477,31475
1302.406356,31708
1303.370069,31592
1304.333614,31413
1305.296991,31123
1306.260202,31305
1307.223245,31092
1308.186121,31234
1309.148829,31160
1310.111371,31255
1311.073745,30864
1312.035952,30523
1312.997993,30640
1313.959866,30881
1314.921572,30670
1315.883112,30807
1316.844484,30232
1317.80569,30318
1318.766729,30607
1319.727601,30501
1320.688306,30580
1321.648845,30458
1322.609217,30492
1323.569422,30008
1324.529461,30432
1325.489333,30246
1326.449039,30298
1327.408578,30381
1328.367951,30172
1329.327157,30398
1330.286197,30196
1331.245071,30055
1332.203779,30287
1333.16232,30441
1334.120695,30259
1335.078904,29826
1336.036947,30141
1336.994823,30155
1337.952534,30253
1338.910079,30412
1339.867457,30160
1340.82467,29885
1341.781717,29948
1342.738598,30155
1343.695313,30223
1344.651862,30498
1345.608246,30081
1346.564464,30194
1347.520516,29939
1348.476402,30249
1349.432123,30455
1350.387679,30393
1351.343068,30172
1352.298293,30236
1353.253352,29943
1354.208245,30332
1355.162973,30418
1356.117536,30569
1357.071934,30458
1358.026166,30321
1358.980233,30355
1359.934135,30702
1360.887871,30743
1361.841443,30665
1362.794849,30671
1363.748091,30814
1364.701167,30432
1365.654079,30617
1366.606825,30601
1367.559407,30667
1368.511823,30641
1369.464075,30468
1370.416163,30225
1371.368085,30117
1372.319843,30323
1373.271436,30411
1374.222864,30313
1375.174128,30414
1376.125228,30117
1377.076162,30350
1378.026933,30089
1378.977539,30493
1379.92798,30274
1380.878257,30423
1381.82837,29836
1382.778318,30044
1383.728103,29945
1384.677723,29868
1385.627178,29508
1386.57647,29560
1387.525598,29338
1388.474561,29078
1389.423361,29354
1390.371996,29232
1391.320467,29286
1392.268775,29131
1393.216919,28856
1394.164899,28602
1395.112715,28516
1396.060367,28493
1397.007855,28632
1397.95518,28778
1398.902341,28458
1399.849339,28085
1400.796173,28270
1401.742843,28433
1402.68935,28566
1403.635693,28453
1404.581873,28222
1405.52789,28174.99188
1406.473743,28127.99188
1407.419433,28081
1408.364959,28180
1409.310323,28386
1410.255523,28060
1411.200559,28028
1412.145433,27782
1413.090144,28002
1414.034691,28263
1414.979076,28157
1415.923297,27987
1416.867356,28064
1417.811251,27855
1418.754984,28109
1419.698554,28414
1420.641961,28415
1421.585205,28505
1422.528287,28203
1423.471205,28373
1424.413962,28502
1425.356555,28573
1426.298986,29031
1427.241254,28990
1428.18336,28830
1429.125303,29060
1430.067084,29349
1431.008703,29632
1431.950159,30118
1432.891452,30009
1433.832584,30329
1434.773553,30465
1435.71436,30707
1436.655005,31095
1437.595487,31539
1438.535808,31424
1439.475966,31598
1440.415962,31979
1441.355797,31948
1442.295469,32076
1443.234979,32537
1444.174328,32735
1445.113514,32819
1446.052539,32911
1446.991402,33143
1447.930103,33203
1448.868643,33410
1449.80702,33558
1450.745237,33315
1451.683291,33176
1452.621184,32885
1453.558915,32695
1454.496485,33232
1455.433894,32999
1456.371141,32947
1457.308226,32760
1458.245151,32238
1459.181914,32601
1460.118515,32614
1461.054956,32481
1461.991235,32237
1462.927353,31900
1463.86331,31889
1464.799105,31341
1465.73474,31166
1466.670214,31438
1467.605526,30786
1468.540678,30625
1469.475669,30229
1470.410498,30078
1471.345167,29582
1472.279676,29516
1473.214023,29323
1474.14821,29067
1475.082236,28487
1476.016101,28406
1476.949806,28422
1477.88335,28275
1478.816733,28052
1479.749956,27871
1480.683018,27771
1481.61592,27345
1482.548662,27258
1483.481243,27100
1484.413664,27139
1485.345924,27269
1486.278025,27208
1487.209964,26704
1488.141744,26808
1489.073364,26851
1490.004823,26925
1490.936123,26841
