#Wave,#Intensity
2046.72429342746,8941
2045.88675683302,8917
2045.04908057267,9001
2044.21126461682,8947
2043.37330893584,9085
2042.53521350011,8886
2041.69697828,8948
2040.85860324588,8989
2040.02008836808,8820
2039.18143361696,8939
2038.34263896284,8970
2037.50370437606,9063
2036.66462982693,9058
2035.82541528574,8948
2034.98606072281,8886
2034.14656610843,8960
2033.30693141286,9000
2032.46715660638,8971
2031.62724165926,9055
2030.78718654174,8964
2029.94699122408,8926
2029.10665567651,9107
2028.26617986926,8960
2027.42556377253,9143
2026.58480735655,9115
2025.74391059152,9038
2024.90287344761,9077
2024.06169589503,8946
2023.22037790394,9041
2022.3789194445,9052
2021.53732048688,9221
2020.69558100121,9074
2019.85370095764,9094
2019.0116803263,9176
2018.1695190773,9025
2017.32721718075,9067
2016.48477460677,9170
2015.64219132544,9141
2014.79946730685,9087
2013.95660252107,9277
2013.11359693817,9090
2012.2704505282,9134
2011.42716326123,9134
2010.58373510727,9146
2009.74016603638,9170
2008.89645601856,9120
2008.05260502384,9241
2007.20861302221,9176
2006.36447998367,9089
2005.5202058782,9246
2004.67579067579,9040
2003.8312343464,9149
2002.98653685999,9210
2002.14169818652,9259
2001.29671829591,9207
2000.45159715811,9229
1999.60633474304,9205
1998.7609310206,9150
1997.91538596072,9215
1997.06969953328,9073
1996.22387170817,9240
1995.37790245526,9164
1994.53179174444,9227
1993.68553954555,9224
1992.83914582845,9159
1991.99261056298,9261
1991.14593371898,9219
1990.29911526626,9416
1989.45215517465,9249
1988.60505341395,9228
1987.75780995395,9145
1986.91042476445,9292
1986.06289781522,9344
1985.21522907603,9360
1984.36741851665,9574
1983.51946610683,9393
1982.6713718163,9366
1981.82313561481,9237
1980.97475747208,9231
1980.12623735781,9337
1979.27757524173,9403
1978.42877109352,9358
1977.57982488288,9277
1976.73073657948,9316
1975.88150615299,9140
1975.03213357308,9379
1974.1826188094,9349
1973.33296183159,9403
1972.48316260928,9256
1971.6332211121,9375
1970.78313730967,9255
1969.93291117159,9263
1969.08254266745,9332
1968.23203176686,9272
1967.38137843938,9372
1966.53058265458,9382
1965.67964438203,9361
1964.82856359128,9385
1963.97734025188,9325
1963.12597433334,9281
1962.27446580521,9206
1961.422814637,9286
1960.5710207982,9322
1959.71908425832,9413
1958.86700498685,9371
1958.01478295326,9307
1957.16241812703,9373
1956.30991047761,9455
1955.45725997446,9358
1954.60446658701,9358
1953.75153028471,9443
1952.89845103697,9327
1952.04522881321,9215
1951.19186358284,9290
1950.33835531524,9369
1949.48470397982,9317
1948.63090954594,9409
1947.77697198297,9353
1946.92289126028,9259
1946.06866734721,9381
1945.21430021311,9300
1944.35978982731,9345
1943.50513615912,9287
1942.65033917787,9393
1941.79539885285,9387
1940.94031515337,9291
1940.0850880487,9395
1939.22971750814,9329
1938.37420350093,9354
1937.51854599634,9288
1936.66274496362,9468
1935.80680037201,9364
1934.95071219074,9464
1934.09448038903,9297
1933.23810493609,9384
1932.38158580112,9437
1931.52492295333,9432
1930.66811636188,9483
1929.81116599596,9304
1928.95407182474,9473
1928.09683381736,9502
1927.23945194298,9423
1926.38192617074,9477
1925.52425646975,9520
1924.66644280915,9440
1923.80848515804,9462
1922.95038348552,9552
1922.09213776068,9474
1921.23374795261,9518
1920.37521403038,9550
1919.51653596305,9400
1918.65771371967,9525
1917.79874726929,9401
1916.93963658095,9354
