#Wave,#Intensity
1358.98023278972,35932
1358.02616579886,35971
1357.07193358196,36415
1356.1175361016,36199
1355.16297332034,36179
1354.20824520072,35928
1353.25335170527,35848
1352.29829279654,35919
1351.34306843701,35729
1350.3876785892,36188
1349.43212321558,36078
1348.47640227865,35712
1347.52051574086,35622
1346.56446356466,36001
1345.6082457125,35782
1344.65186214681,36046
1343.69531282999,36066
1342.73859772446,35987
1341.78171679262,35684
1340.82466999684,35890
1339.86745729949,36161
1338.91007866294,36277
1337.95253404952,36121
1336.99482342158,36206
1336.03694674142,35906
1335.07890397138,35897
1334.12069507374,36193
1333.16232001079,36307
1332.20377874481,36283
1331.24507123806,36266
1330.28619745279,35875
1329.32715735125,35768
1328.36795089565,36105
1327.40857804822,36268
1326.44903877116,36508
1325.48933302666,36333
1324.5294607769,35922
1323.56942198404,36116
1322.60921661026,36063
1321.64884461768,36470
1320.68830596845,36457
1319.72760062468,36076
1318.76672854848,36182
1317.80568970195,36376
1316.84448404717,36712
1315.88311154622,36929
1314.92157216115,36945
1313.95986585402,36798
1312.99799258686,36732
1312.0359523217,36930
1311.07374502055,36922
1310.11137064541,37416
1309.14882915827,37177
1308.18612052111,37306
1307.22324469589,36998
1306.26020164457,37303
1305.29699132908,37422
1304.33361371136,37705
1303.37006875332,37802
1302.40635641687,37766
1301.4424766639,37478
1300.47842945629,37141
1299.51421475591,37875
1298.54983252462,37905
1297.58528272426,37816
1296.62056531667,37715
1295.65568026366,37606
1294.69062752705,37262
1293.72540706863,37636
1292.76001885019,37491
1291.79446283349,37980
1290.82873898031,37676
1289.86284725238,37475
1288.89678761145,37044
1287.93056001924,37751
1286.96416443746,37723
1285.99760082781,37746
1285.03086915198,37493
1284.06396937165,37447
1283.09690144848,36885
1282.12966534411,37385
1281.1622610202,37371
1280.19468843837,37578
1279.22694756023,37435
1278.25903834738,37124
1277.29096076143,37215
1276.32271476394,37261
1275.35430031649,37178
1274.38571738062,37378
1273.41696591788,37894
1272.44804588981,36847
1271.47895725792,37192
1270.50969998371,36859
1269.54027402868,37334
1268.57067935432,37462
1267.60091592209,37371
1266.63098369344,37211
1265.66088262983,36853
1264.69061269268,36978
1263.72017384343,37362
1262.74956604347,37369
1261.7787892542,37381
1260.80784343701,37054
1259.83672855327,36856
1258.86544456433,36920
1257.89399143155,37350
1256.92236911627,37303
1255.95057757979,37318
1254.97861678344,36934
1254.00648668852,36655
1253.03418725631,36848
1252.06171844807,37172
1251.08908022509,37213
1250.1162725486,36952
1249.14329537984,36868
1248.17014868004,36957
1247.19683241041,36905
1246.22334653216,36706
1245.24969100646,36882
1244.27586579449,36746
1243.30187085742,36689
1242.3277061564,36394
1241.35337165257,36583
1240.37886730706,36639
1239.40419308098,36890
