#Wave,#Intensity3
352.0102828,34462
353.1435523,34638
354.2766141,34511
355.4094683,34760
356.5421151,34495
357.6745543,34730
358.8067861,34581
359.9388106,34851
361.0706277,34733
362.2022375,34844
363.3336402,34558
364.4648356,34616
365.595824,34868
366.7266053,34672
367.8571795,34819
368.9875468,34810
370.1177072,34803
371.2476608,34977
372.3774075,35293
373.5069475,35166
374.6362807,35276
375.7654073,35259
376.8943273,35129
378.0230407,35351
379.1515477,35525
380.2798481,35348
381.4079422,35449
382.5358299,35420
383.6635113,35558
384.7909865,35223
385.9182555,35410
387.0453183,35208
388.172175,35403
389.2988257,35518
390.4252704,35498
391.5515091,35713
392.6775419,35297
393.8033689,35421
394.9289901,35474
396.0544056,35643
397.1796153,35248
398.3046194,35611
399.429418,35298
400.5540109,35724
401.6783984,35551
402.8025805,35463
403.9265571,35107
405.0503285,35275
406.1738945,35064
407.2972553,35725
408.4204109,35245
409.5433614,35166
410.6661067,34748
411.7886471,35093
412.9109824,35021
414.0331129,35055
415.1550384,35027
416.2767591,34964
417.398275,34655
418.5195862,34929
419.6406927,34856
420.7615946,34939
421.8822919,34941
423.0027846,35027
424.1230729,34704
425.2431567,34978
426.3630362,35288
427.4827113,35196
428.6021821,35054
429.7214487,35287
430.8405111,35561
431.9593694,35109
433.0780236,35139
434.1964738,35405
435.31472,35294
436.4327622,35489
437.5506006,35305
438.6682351,35745
439.7856659,35387
440.9028929,35508
442.0199163,35312
443.136736,35501
444.2533521,35683
445.3697647,35536
446.4859738,35614
447.6019795,35658
448.7177818,35699
449.8333808,35947
450.9487765,35756
452.0639689,35762
453.1789582,35809
454.2937443,35908
455.4083273,35925
456.5227074,35647
457.6368844,35619
458.7508585,35618
459.8646297,35833
460.9781981,35617
462.0915636,35750
463.2047265,35571
464.3176866,35644
465.4304442,35591
466.5429991,35869
467.6553515,35941
468.7675014,35531
469.8794489,35548
470.9911939,35708
472.1027367,35678
473.2140771,35481
474.3252153,35289
475.4361513,35287
476.5468852,35612
477.657417,35764
478.7677467,35420
479.8778745,35355
480.9878003,35346
482.0975242,35464
483.2070462,35645
484.3163665,35585
485.425485,35825
486.5344018,35339
487.6431169,35616
488.7516305,35587
489.8599425,35626
490.968053,35414
492.0759621,35246
493.1836697,35448
494.291176,35533
495.398481,35900
496.5055848,35677
497.6124873,35661
498.7191887,35386
